dz_2011,total,good,not_good
S01006875,701,644,57
S01006876,1010,958,52
S01006877,1045,985,60
S01006878,988,912,76
S01006879,883,836,47
S01006880,574,557,17
S01006881,561,539,22
S01006882,931,866,65
S01006883,581,556,25
S01006884,1000,935,65
S01006885,698,661,37
S01006886,755,722,33
S01006887,422,404,18
S01006888,704,669,35
S01006889,681,633,48
S01006890,1012,956,56
S01006891,675,645,30
S01006892,622,581,41
S01006893,1095,1036,59
S01006894,639,593,46
S01006895,558,512,46
S01006896,744,718,26
S01006897,1074,1017,57
S01006898,491,463,28
S01006899,394,381,13
S01006900,514,500,14
S01006901,883,838,45
S01006902,688,658,30
S01006903,917,852,65
S01006904,513,455,58
S01006905,937,850,87
S01006906,1058,944,114
S01006907,619,577,42
S01006908,869,804,65
S01006909,264,257,7
S01006910,333,320,13
S01006911,316,308,8
S01006912,262,249,13
S01006913,549,531,18
S01006914,777,745,32
S01006915,835,809,26
S01006916,272,256,16
S01006917,113,111,2
S01006918,472,448,24
S01006919,541,518,23
S01006920,583,538,45
S01006921,415,399,16
S01006922,587,558,29
S01006923,718,679,39
S01006924,429,413,16
S01006925,553,538,15
S01006926,310,299,11
S01006927,275,263,12
S01006928,1132,1066,66
S01006929,1337,1308,29
S01006930,803,779,24
S01006931,420,402,18
S01006932,479,466,13
S01006933,896,877,19
S01006934,693,597,96
S01006935,1025,996,29
S01006936,746,718,28
S01006937,911,873,38
S01006938,932,896,36
S01006939,707,684,23
S01006940,1118,1082,36
S01006941,887,844,43
S01006942,1089,1049,40
S01006943,264,251,13
S01006944,87,85,2
S01006945,1094,1054,40
S01006946,795,764,31
S01006947,1110,1076,34
S01006948,966,924,42
S01006949,680,658,22
S01006950,222,214,8
S01006951,827,779,48
S01006952,1092,1033,59
S01006953,1257,1204,53
S01006954,1090,1042,48
S01006955,574,535,39
S01006956,708,671,37
S01006957,830,788,42
S01006958,1060,1001,59
S01006959,824,753,71
S01006960,363,350,13
S01006961,322,304,18
S01006962,782,739,43
S01006963,1103,1070,33
S01006964,870,842,28
S01006965,570,544,26
S01006966,811,758,53
S01006967,820,793,27
S01006968,1094,1007,87
S01006969,1088,1008,80
S01006970,724,701,23
S01006971,915,870,45
S01006972,474,457,17
S01006973,564,539,25
S01006974,1319,1266,53
S01006975,1084,1033,51
S01006976,573,548,25
S01006977,838,805,33
S01006978,790,749,41
S01006979,1349,1286,63
S01006980,627,594,33
S01006981,787,756,31
S01006982,960,925,35
S01006983,1054,1004,50
S01006984,793,766,27
S01006985,1317,1243,74
S01006986,449,423,26
S01006987,1005,960,45
S01006988,472,460,12
S01006989,716,694,22
S01006990,448,429,19
S01006991,701,650,51
S01006992,854,814,40
S01006993,705,663,42
S01006994,627,602,25
S01006995,897,861,36
S01006996,706,668,38
S01006997,601,580,21
S01006998,974,923,51
S01006999,808,752,56
S01007000,1151,1057,94
S01007001,977,886,91
S01007002,428,400,28
S01007003,533,505,28
S01007004,1048,984,64
S01007005,917,885,32
S01007006,963,878,85
S01007007,741,697,44
S01007008,871,787,84
S01007009,1310,1228,82
S01007010,965,895,70
S01007011,1119,1009,110
S01007012,999,895,104
S01007013,862,787,75
S01007014,1025,946,79
S01007015,735,700,35
S01007016,538,520,18
S01007017,1137,1037,100
S01007018,1207,1132,75
S01007019,1010,940,70
S01007020,969,884,85
S01007021,1347,1265,82
S01007022,448,421,27
S01007023,719,669,50
S01007024,1099,992,107
S01007025,1125,1019,106
S01007026,955,885,70
S01007027,1335,1182,153
S01007028,1236,1146,90
S01007029,506,476,30
S01007030,987,925,62
S01007031,611,552,59
S01007032,1181,1053,128
S01007033,1144,1065,79
S01007034,988,887,101
S01007035,956,870,86
S01007036,1022,926,96
S01007037,1126,1039,87
S01007038,815,744,71
S01007039,726,665,61
S01007040,1067,972,95
S01007041,1009,899,110
S01007042,889,826,63
S01007043,1070,983,87
S01007044,1059,970,89
S01007045,857,788,69
S01007046,523,476,47
S01007047,950,844,106
S01007048,1310,1222,88
S01007049,1014,902,112
S01007050,973,909,64
S01007051,942,845,97
S01007052,556,511,45
S01007053,796,714,82
S01007054,1044,962,82
S01007055,476,444,32
S01007056,803,747,56
S01007057,870,814,56
S01007058,822,749,73
S01007059,1148,1081,67
S01007060,675,622,53
S01007061,1100,1042,58
S01007062,696,649,47
S01007063,1401,1314,87
S01007064,717,677,40
S01007065,738,689,49
S01007066,664,616,48
S01007067,1321,1213,108
S01007068,768,670,98
S01007069,1051,968,83
S01007070,755,668,87
S01007071,1151,1063,88
S01007072,1492,1383,109
S01007073,1797,1658,139
S01007074,1225,1154,71
S01007075,1091,1006,85
S01007076,926,872,54
S01007077,883,823,60
S01007078,1076,953,123
S01007079,1206,1079,127
S01007080,869,763,106
S01007081,1093,986,107
S01007082,705,633,72
S01007083,904,766,138
S01007084,875,767,108
S01007085,1112,1033,79
S01007086,1037,832,205
S01007087,925,740,185
S01007088,710,629,81
S01007089,587,565,22
S01007090,541,518,23
S01007091,283,270,13
S01007092,703,615,88
S01007093,1080,1031,49
S01007094,1174,1087,87
S01007095,667,624,43
S01007096,952,898,54
S01007097,842,797,45
S01007098,498,468,30
S01007099,654,610,44
S01007100,884,834,50
S01007101,1251,1152,99
S01007102,774,712,62
S01007103,814,741,73
S01007104,477,447,30
S01007105,654,579,75
S01007106,929,836,93
S01007107,650,605,45
S01007108,654,585,69
S01007109,983,873,110
S01007110,964,872,92
S01007111,547,501,46
S01007112,888,819,69
S01007113,822,718,104
S01007114,867,805,62
S01007115,777,702,75
S01007116,687,655,32
S01007117,667,642,25
S01007118,978,894,84
S01007119,1043,946,97
S01007120,1131,1013,118
S01007121,727,592,135
S01007122,585,527,58
S01007123,1002,874,128
S01007124,1080,986,94
S01007125,759,678,81
S01007126,1025,895,130
S01007127,590,520,70
S01007128,1047,904,143
S01007129,681,645,36
S01007130,675,618,57
S01007131,795,741,54
S01007132,707,666,41
S01007133,607,547,60
S01007134,800,742,58
S01007135,667,630,37
S01007136,320,303,17
S01007137,154,147,7
S01007138,454,419,35
S01007139,742,691,51
S01007140,822,762,60
S01007141,655,590,65
S01007142,162,158,4
S01007143,448,417,31
S01007144,1476,1373,103
S01007145,939,863,76
S01007146,876,815,61
S01007147,927,862,65
S01007148,600,578,22
S01007149,991,925,66
S01007150,814,761,53
S01007151,1065,947,118
S01007152,825,770,55
S01007153,1022,944,78
S01007154,927,833,94
S01007155,693,628,65
S01007156,984,903,81
S01007157,850,799,51
S01007158,872,816,56
S01007159,871,780,91
S01007160,823,748,75
S01007161,920,828,92
S01007162,398,340,58
S01007163,1059,983,76
S01007164,835,774,61
S01007165,902,832,70
S01007166,1083,1014,69
S01007167,945,909,36
S01007168,1065,996,69
S01007169,946,896,50
S01007170,709,651,58
S01007171,1199,1127,72
S01007172,1133,1098,35
S01007173,632,598,34
S01007174,773,694,79
S01007175,784,676,108
S01007176,1092,1015,77
S01007177,791,727,64
S01007178,1007,909,98
S01007179,1302,1222,80
S01007180,1062,972,90
S01007181,1211,1126,85
S01007182,1201,1092,109
S01007183,1253,1141,112
S01007184,995,905,90
S01007185,928,831,97
S01007186,600,530,70
S01007187,773,654,119
S01007188,733,654,79
S01007189,884,734,150
S01007190,958,851,107
S01007191,740,661,79
S01007192,821,752,69
S01007193,880,788,92
S01007194,629,574,55
S01007195,926,843,83
S01007196,730,675,55
S01007197,408,359,49
S01007198,473,424,49
S01007199,1102,989,113
S01007200,931,848,83
S01007201,1057,990,67
S01007202,822,750,72
S01007203,908,850,58
S01007204,981,925,56
S01007205,825,794,31
S01007206,336,297,39
S01007207,1074,997,77
S01007208,802,729,73
S01007209,701,599,102
S01007210,1042,959,83
S01007211,778,705,73
S01007212,786,730,56
S01007213,843,779,64
S01007214,943,806,137
S01007215,944,888,56
S01007216,852,794,58
S01007217,896,821,75
S01007218,787,737,50
S01007219,1085,997,88
S01007220,820,759,61
S01007221,659,618,41
S01007222,1175,1102,73
S01007223,706,675,31
S01007224,704,653,51
S01007225,1028,959,69
S01007226,910,852,58
S01007227,1381,1269,112
S01007228,788,730,58
S01007229,1220,1123,97
S01007230,1297,1152,145
S01007231,759,673,86
S01007232,587,507,80
S01007233,745,700,45
S01007234,658,596,62
S01007235,1023,923,100
S01007236,1145,1029,116
S01007237,770,716,54
S01007238,986,923,63
S01007239,1305,1218,87
S01007240,589,545,44
S01007241,1189,1113,76
S01007242,1091,996,95
S01007243,1294,1191,103
S01007244,635,588,47
S01007245,762,690,72
S01007246,632,587,45
S01007247,1063,1004,59
S01007248,857,797,60
S01007249,602,557,45
S01007250,765,705,60
S01007251,654,609,45
S01007252,815,758,57
S01007253,748,693,55
S01007254,886,788,98
S01007255,1061,957,104
S01007256,773,710,63
S01007257,837,765,72
S01007258,806,736,70
S01007259,966,869,97
S01007260,1193,1067,126
S01007261,1015,953,62
S01007262,737,663,74
S01007263,1272,1145,127
S01007264,921,825,96
S01007265,1139,1040,99
S01007266,830,750,80
S01007267,581,539,42
S01007268,582,537,45
S01007269,653,617,36
S01007270,501,465,36
S01007271,1136,1029,107
S01007272,1163,1058,105
S01007273,667,617,50
S01007274,854,765,89
S01007275,782,697,85
S01007276,1129,1055,74
S01007277,991,941,50
S01007278,949,906,43
S01007279,660,620,40
S01007280,630,588,42
S01007281,1085,1011,74
S01007282,534,503,31
S01007283,888,791,97
S01007284,882,818,64
S01007285,1014,937,77
S01007286,1347,1266,81
S01007287,553,517,36
S01007288,742,681,61
S01007289,1001,946,55
S01007290,411,357,54
S01007291,585,520,65
S01007292,758,724,34
S01007293,1250,1165,85
S01007294,1005,926,79
S01007295,658,574,84
S01007296,584,519,65
S01007297,927,872,55
S01007298,554,517,37
S01007299,953,894,59
S01007300,780,736,44
S01007301,865,813,52
S01007302,896,796,100
S01007303,1025,953,72
S01007304,577,528,49
S01007305,961,897,64
S01007306,1026,952,74
S01007307,965,912,53
S01007308,812,742,70
S01007309,760,710,50
S01007310,947,869,78
S01007311,958,881,77
S01007312,851,777,74
S01007313,875,814,61
S01007314,893,844,49
S01007315,771,709,62
S01007316,1106,1008,98
S01007317,1187,1046,141
S01007318,630,586,44
S01007319,834,768,66
S01007320,1025,962,63
S01007321,633,571,62
S01007322,839,780,59
S01007323,579,524,55
S01007324,301,274,27
S01007325,758,674,84
S01007326,1069,996,73
S01007327,958,862,96
S01007328,1126,1026,100
S01007329,658,611,47
S01007330,858,800,58
S01007331,935,875,60
S01007332,725,671,54
S01007333,1166,1076,90
S01007334,944,821,123
S01007335,1026,927,99
S01007336,769,672,97
S01007337,671,571,100
S01007338,1189,1092,97
S01007339,865,814,51
S01007340,748,666,82
S01007341,806,726,80
S01007342,851,767,84
S01007343,768,696,72
S01007344,579,514,65
S01007345,597,499,98
S01007346,897,757,140
S01007347,1156,1029,127
S01007348,905,798,107
S01007349,688,618,70
S01007350,687,587,100
S01007351,673,615,58
S01007352,526,478,48
S01007353,687,621,66
S01007354,806,717,89
S01007355,1300,1152,148
S01007356,734,654,80
S01007357,822,743,79
S01007358,1539,1425,114
S01007359,950,833,117
S01007360,809,712,97
S01007361,1104,967,137
S01007362,1025,915,110
S01007363,1037,902,135
S01007364,1095,938,157
S01007365,466,397,69
S01007366,597,481,116
S01007367,647,569,78
S01007368,706,610,96
S01007369,1098,970,128
S01007370,908,801,107
S01007371,893,800,93
S01007372,983,890,93
S01007373,593,534,59
S01007374,881,811,70
S01007375,506,468,38
S01007376,1093,988,105
S01007377,690,640,50
S01007378,3013,2950,63
S01007379,893,808,85
S01007380,784,731,53
S01007381,514,462,52
S01007382,1041,961,80
S01007383,784,717,67
S01007384,1088,987,101
S01007385,1377,1229,148
S01007386,877,834,43
S01007387,947,891,56
S01007388,788,756,32
S01007389,966,922,44
S01007390,440,415,25
S01007391,671,650,21
S01007392,464,441,23
S01007393,1022,908,114
S01007394,765,710,55
S01007395,1240,1100,140
S01007396,1112,1005,107
S01007397,983,928,55
S01007398,715,634,81
S01007399,731,637,94
S01007400,924,809,115
S01007401,782,734,48
S01007402,755,709,46
S01007403,801,778,23
S01007404,689,640,49
S01007405,513,471,42
S01007406,710,668,42
S01007407,804,747,57
S01007408,919,847,72
S01007409,727,675,52
S01007410,917,772,145
S01007411,872,704,168
S01007412,582,490,92
S01007413,805,754,51
S01007414,343,322,21
S01007415,944,795,149
S01007416,566,493,73
S01007417,249,220,29
S01007418,756,642,114
S01007419,999,872,127
S01007420,1485,1299,186
S01007421,615,551,64
S01007422,803,717,86
S01007423,377,342,35
S01007424,778,729,49
S01007425,1053,987,66
S01007426,909,805,104
S01007427,809,696,113
S01007428,1121,1019,102
S01007429,1030,958,72
S01007430,580,531,49
S01007431,719,673,46
S01007432,730,667,63
S01007433,960,855,105
S01007434,634,560,74
S01007435,860,784,76
S01007436,1062,932,130
S01007437,562,505,57
S01007438,721,633,88
S01007439,976,863,113
S01007440,868,799,69
S01007441,676,642,34
S01007442,790,760,30
S01007443,1010,938,72
S01007444,1473,1385,88
S01007445,793,758,35
S01007446,758,719,39
S01007447,638,599,39
S01007448,1004,906,98
S01007449,1044,893,151
S01007450,1333,1180,153
S01007451,723,660,63
S01007452,800,709,91
S01007453,116,101,15
S01007454,626,526,100
S01007455,933,804,129
S01007456,1079,927,152
S01007457,692,602,90
S01007458,846,778,68
S01007459,920,822,98
S01007460,918,795,123
S01007461,969,819,150
S01007462,1006,860,146
S01007463,1149,989,160
S01007464,1145,952,193
S01007465,847,719,128
S01007466,942,792,150
S01007467,1016,873,143
S01007468,1215,1136,79
S01007469,731,664,67
S01007470,657,544,113
S01007471,539,479,60
S01007472,1153,991,162
S01007473,485,410,75
S01007474,435,386,49
S01007475,503,438,65
S01007476,787,725,62
S01007477,786,717,69
S01007478,947,864,83
S01007479,462,405,57
S01007480,891,818,73
S01007481,993,934,59
S01007482,740,656,84
S01007483,1049,946,103
S01007484,912,820,92
S01007485,909,816,93
S01007486,923,795,128
S01007487,1200,1024,176
S01007488,1039,927,112
S01007489,926,832,94
S01007490,1273,1119,154
S01007491,767,687,80
S01007492,716,628,88
S01007493,977,889,88
S01007494,818,710,108
S01007495,721,670,51
S01007496,1080,968,112
S01007497,637,579,58
S01007498,1127,987,140
S01007499,870,791,79
S01007500,779,694,85
S01007501,685,596,89
S01007502,680,598,82
S01007503,1097,976,121
S01007504,1147,1034,113
S01007505,460,428,32
S01007506,557,512,45
S01007507,1490,1346,144
S01007508,689,615,74
S01007509,736,663,73
S01007510,968,844,124
S01007511,1201,1070,131
S01007512,576,513,63
S01007513,1115,1011,104
S01007514,619,541,78
S01007515,638,583,55
S01007516,816,726,90
S01007517,555,485,70
S01007518,914,808,106
S01007519,605,551,54
S01007520,979,885,94
S01007521,731,689,42
S01007522,1149,1028,121
S01007523,511,466,45
S01007524,934,865,69
S01007525,565,501,64
S01007526,943,855,88
S01007527,1473,1369,104
S01007528,961,881,80
S01007529,827,761,66
S01007530,534,495,39
S01007531,793,734,59
S01007532,505,479,26
S01007533,799,731,68
S01007534,1369,1229,140
S01007535,913,832,81
S01007536,1066,969,97
S01007537,1458,1329,129
S01007538,796,746,50
S01007539,869,785,84
S01007540,833,732,101
S01007541,1166,1029,137
S01007542,960,859,101
S01007543,1278,1181,97
S01007544,1440,1320,120
S01007545,1302,1204,98
S01007546,606,562,44
S01007547,546,503,43
S01007548,896,833,63
S01007549,783,716,67
S01007550,1284,1181,103
S01007551,1290,1176,114
S01007552,1044,911,133
S01007553,1065,903,162
S01007554,889,744,145
S01007555,782,700,82
S01007556,785,699,86
S01007557,1201,1090,111
S01007558,570,494,76
S01007559,796,746,50
S01007560,1052,953,99
S01007561,1004,889,115
S01007562,783,719,64
S01007563,1084,995,89
S01007564,1225,1110,115
S01007565,1002,925,77
S01007566,767,714,53
S01007567,547,521,26
S01007568,765,715,50
S01007569,960,858,102
S01007570,990,900,90
S01007571,549,498,51
S01007572,712,657,55
S01007573,169,107,62
S01007574,1380,1251,129
S01007575,879,757,122
S01007576,1113,977,136
S01007577,919,818,101
S01007578,885,784,101
S01007579,538,486,52
S01007580,1011,903,108
S01007581,651,590,61
S01007582,875,767,108
S01007583,1241,1054,187
S01007584,857,749,108
S01007585,1041,947,94
S01007586,1003,907,96
S01007587,814,756,58
S01007588,1052,959,93
S01007589,1106,1007,99
S01007590,653,597,56
S01007591,883,783,100
S01007592,998,874,124
S01007593,1065,877,188
S01007594,897,788,109
S01007595,956,886,70
S01007596,807,721,86
S01007597,646,605,41
S01007598,1068,994,74
S01007599,636,550,86
S01007600,975,870,105
S01007601,673,652,21
S01007602,1050,1017,33
S01007603,973,956,17
S01007604,1099,1036,63
S01007605,1188,1107,81
S01007606,614,571,43
S01007607,1038,982,56
S01007608,1094,1029,65
S01007609,909,808,101
S01007610,804,672,132
S01007611,1017,853,164
S01007612,1001,875,126
S01007613,999,927,72
S01007614,807,769,38
S01007615,1280,1153,127
S01007616,907,778,129
S01007617,736,675,61
S01007618,866,761,105
S01007619,808,725,83
S01007620,853,782,71
S01007621,771,683,88
S01007622,860,773,87
S01007623,501,465,36
S01007624,777,729,48
S01007625,721,668,53
S01007626,496,482,14
S01007627,242,231,11
S01007628,859,808,51
S01007629,740,699,41
S01007630,833,786,47
S01007631,593,552,41
S01007632,1647,1510,137
S01007633,1513,1387,126
S01007634,666,613,53
S01007635,805,735,70
S01007636,1257,1147,110
S01007637,1420,1309,111
S01007638,1064,949,115
S01007639,1007,951,56
S01007640,582,535,47
S01007641,679,616,63
S01007642,1104,1006,98
S01007643,958,857,101
S01007644,888,825,63
S01007645,775,724,51
S01007646,672,602,70
S01007647,1083,1009,74
S01007648,1106,1035,71
S01007649,790,721,69
S01007650,1065,968,97
S01007651,753,687,66
S01007652,797,726,71
S01007653,1129,1068,61
S01007654,1238,1101,137
S01007655,777,707,70
S01007656,968,890,78
S01007657,684,636,48
S01007658,662,602,60
S01007659,988,897,91
S01007660,1332,1194,138
S01007661,800,712,88
S01007662,994,865,129
S01007663,1109,996,113
S01007664,576,491,85
S01007665,675,615,60
S01007666,313,293,20
S01007667,535,484,51
S01007668,1296,1150,146
S01007669,665,610,55
S01007670,1033,898,135
S01007671,695,602,93
S01007672,1049,974,75
S01007673,688,630,58
S01007674,1143,1052,91
S01007675,701,645,56
S01007676,531,490,41
S01007677,155,146,9
S01007678,783,686,97
S01007679,945,842,103
S01007680,977,919,58
S01007681,540,499,41
S01007682,1120,1053,67
S01007683,1224,1183,41
S01007684,1305,1228,77
S01007685,1246,1204,42
S01007686,1177,1104,73
S01007687,1018,960,58
S01007688,1140,1069,71
S01007689,662,614,48
S01007690,1335,1260,75
S01007691,2035,1926,109
S01007692,982,920,62
S01007693,735,647,88
S01007694,401,345,56
S01007695,994,832,162
S01007696,929,850,79
S01007697,1331,1174,157
S01007698,1247,1148,99
S01007699,820,742,78
S01007700,939,873,66
S01007701,444,375,69
S01007702,344,316,28
S01007703,1199,1080,119
S01007704,1367,1169,198
S01007705,795,731,64
S01007706,771,715,56
S01007707,267,244,23
S01007708,1144,1028,116
S01007709,817,713,104
S01007710,1107,993,114
S01007711,1312,1172,140
S01007712,1056,942,114
S01007713,609,511,98
S01007714,673,606,67
S01007715,658,525,133
S01007716,1122,913,209
S01007717,967,826,141
S01007718,985,812,173
S01007719,1493,1279,214
S01007720,1145,985,160
