dz_2011,total,good,not_good
S01008878,1175,1118,57
S01008879,817,791,26
S01008880,732,706,26
S01008881,640,623,17
S01008882,1289,1233,56
S01008883,1190,1137,53
S01008884,823,807,16
S01008885,964,952,12
S01008886,1174,1147,27
S01008887,770,752,18
S01008888,1409,1396,13
S01008889,879,858,21
S01008890,833,805,28
S01008891,763,746,17
S01008892,1190,1144,46
S01008893,1111,1081,30
S01008894,1006,987,19
S01008895,863,828,35
S01008896,1089,1052,37
S01008897,898,879,19
S01008898,1060,1034,26
S01008899,843,778,65
S01008900,948,897,51
S01008901,1177,1100,77
S01008902,1119,1048,71
S01008903,1078,1006,72
S01008904,1179,1109,70
S01008905,1309,1229,80
S01008906,1006,937,69
S01008907,1142,1082,60
S01008908,1119,1053,66
S01008909,1095,1044,51
S01008910,1787,1748,39
S01008911,1415,1367,48
S01008912,882,847,35
S01008913,525,509,16
S01008914,1106,1038,68
S01008915,683,660,23
S01008916,1292,1179,113
S01008917,690,629,61
S01008918,824,765,59
S01008919,674,608,66
S01008920,1430,1392,38
S01008921,1403,1290,113
S01008922,1187,1117,70
S01008923,1299,1234,65
S01008924,2320,2205,115
S01008925,843,804,39
S01008926,1637,1567,70
S01008927,1174,1129,45
S01008928,813,746,67
S01008929,1400,1255,145
S01008930,1131,1035,96
S01008931,776,720,56
S01008932,1188,1146,42
S01008933,923,865,58
S01008934,865,815,50
S01008935,1086,1051,35
S01008936,654,645,9
S01008937,831,795,36
S01008938,1045,1018,27
S01008939,781,750,31
S01008940,787,768,19
S01008941,955,936,19
S01008942,1226,1190,36
S01008943,884,871,13
S01008944,1013,994,19
S01008945,1091,1061,30
S01008946,912,889,23
S01008947,1141,1117,24
S01008948,1028,960,68
S01008949,1379,1309,70
S01008950,1067,1007,60
S01008951,1022,941,81
S01008952,1428,1344,84
S01008953,1142,1052,90
S01008954,974,882,92
S01008955,878,860,18
S01008956,1250,1199,51
S01008957,1130,1082,48
S01008958,821,774,47
S01008959,1022,981,41
S01008960,1021,1007,14
S01008961,963,936,27
S01008962,616,596,20
S01008963,964,937,27
S01008964,740,724,16
S01008965,742,722,20
S01008966,907,878,29
S01008967,1148,1117,31
S01008968,1135,1109,26
S01008969,1088,1056,32
S01008970,1144,1118,26
S01008971,697,689,8
S01008972,1539,1461,78
S01008973,812,739,73
S01008974,939,899,40
S01008975,903,840,63
S01008976,747,736,11
S01008977,835,817,18
S01008978,719,704,15
S01008979,853,841,12
S01008980,834,810,24
S01008981,808,789,19
S01008982,922,895,27
S01008983,844,815,29
S01008984,518,494,24
S01008985,794,773,21
S01008986,958,935,23
S01008987,1013,975,38
S01008988,1058,1024,34
S01008989,1031,1010,21
S01008990,1170,1148,22
S01008991,1220,1191,29
S01008992,440,423,17
S01008993,1284,1259,25
S01008994,1043,1011,32
S01008995,1122,1095,27
S01008996,703,663,40
S01008997,1088,1047,41
S01008998,1197,1155,42
S01008999,970,910,60
S01009000,1117,1089,28
S01009001,888,878,10
S01009002,941,918,23
S01009003,1035,1014,21
S01009004,853,835,18
S01009005,1020,1000,20
S01009006,1368,1300,68
S01009007,891,845,46
S01009008,916,886,30
S01009009,476,445,31
S01009010,1378,1355,23
S01009011,1195,1182,13
S01009012,875,858,17
S01009013,1036,1011,25
S01009014,841,815,26
S01009015,643,622,21
S01009016,530,513,17
S01009017,721,687,34
S01009018,745,722,23
S01009019,886,854,32
S01009020,1027,988,39
S01009021,731,709,22
S01009022,888,860,28
S01009023,936,898,38
S01009024,1246,1188,58
S01009025,918,883,35
S01009026,1108,1048,60
S01009027,884,832,52
S01009028,620,587,33
S01009029,835,789,46
S01009030,1028,977,51
S01009031,761,728,33
S01009032,660,633,27
S01009033,895,849,46
S01009034,709,675,34
S01009035,930,882,48
S01009036,1074,1028,46
S01009037,1025,996,29
S01009038,1090,1039,51
S01009039,939,888,51
S01009040,833,780,53
S01009041,1139,1068,71
S01009042,849,806,43
S01009043,1215,1138,77
S01009044,1060,988,72
S01009045,1105,1037,68
S01009046,872,835,37
S01009047,805,770,35
S01009048,837,799,38
S01009049,780,738,42
S01009050,992,955,37
S01009051,1101,1049,52
S01009052,914,863,51
S01009053,532,480,52
S01009054,700,658,42
S01009055,807,773,34
S01009056,554,499,55
S01009057,732,678,54
S01009058,1029,952,77
S01009059,901,873,28
S01009060,1214,1157,57
S01009061,941,896,45
S01009062,849,795,54
S01009063,733,708,25
S01009064,691,656,35
S01009065,1699,1606,93
S01009066,693,647,46
S01009067,645,626,19
S01009068,895,847,48
S01009069,882,866,16
S01009070,927,893,34
S01009071,658,626,32
S01009072,1355,1321,34
S01009073,848,763,85
S01009074,1025,940,85
S01009075,694,634,60
S01009076,1126,1082,44
S01009077,949,916,33
S01009078,565,545,20
S01009079,1352,1246,106
S01009080,2007,1881,126
S01009081,1505,1431,74
S01009082,1708,1598,110
S01009083,774,717,57
S01009084,4234,4119,115
S01009085,1352,1317,35
S01009086,1781,1704,77
S01009087,1637,1595,42
S01009088,1220,1169,51
S01009089,839,821,18
S01009090,462,456,6
S01009091,1887,1859,28
S01009092,1047,988,59
S01009093,1014,962,52
S01009094,878,850,28
S01009095,1323,1233,90
S01009096,1129,1072,57
S01009097,1834,1771,63
S01009098,527,511,16
S01009099,807,768,39
S01009100,1224,1134,90
S01009101,1045,966,79
S01009102,1086,1019,67
S01009103,656,625,31
S01009104,775,725,50
S01009105,796,747,49
S01009106,791,748,43
S01009107,1277,1229,48
S01009108,874,851,23
S01009109,956,927,29
S01009110,805,759,46
S01009111,1056,1013,43
S01009112,560,547,13
S01009113,632,608,24
S01009114,902,873,29
S01009115,979,945,34
S01009116,788,755,33
S01009117,765,728,37
S01009118,632,619,13
S01009119,917,858,59
S01009120,737,685,52
S01009121,1083,1005,78
S01009122,1421,1366,55
S01009123,400,384,16
S01009124,992,952,40
S01009125,947,879,68
S01009126,805,747,58
S01009127,718,677,41
S01009128,941,842,99
S01009129,621,572,49
S01009130,733,693,40
S01009131,790,734,56
S01009132,962,929,33
S01009133,742,680,62
S01009134,1006,949,57
S01009135,565,555,10
S01009136,1170,1129,41
S01009137,1510,1472,38
S01009138,1001,966,35
S01009139,578,528,50
S01009140,700,640,60
S01009141,636,559,77
S01009142,835,773,62
S01009143,600,525,75
S01009144,1435,1380,55
S01009145,1831,1722,109
S01009146,1210,1120,90
S01009147,1639,1543,96
S01009148,762,720,42
S01009149,867,817,50
S01009150,747,607,140
S01009151,890,821,69
S01009152,841,755,86
S01009153,762,725,37
S01009154,972,931,41
S01009155,708,673,35
S01009156,1424,1396,28
S01009157,921,876,45
S01009158,848,811,37
S01009159,659,599,60
S01009160,674,614,60
S01009161,884,807,77
S01009162,709,655,54
S01009163,548,516,32
S01009164,974,915,59
S01009165,720,668,52
S01009166,959,871,88
S01009167,750,696,54
S01009168,1081,1053,28
S01009169,890,790,100
S01009170,677,640,37
S01009171,1877,1822,55
S01009172,1036,1018,18
S01009173,1471,1452,19
S01009174,93,93,0
S01009175,1784,1765,19
S01009176,1456,1430,26
S01009177,817,760,57
S01009178,845,803,42
S01009179,855,811,44
S01009180,984,916,68
S01009181,1450,1391,59
S01009182,1171,1120,51
S01009183,1028,1004,24
S01009184,1228,1138,90
S01009185,1136,1054,82
S01009186,979,934,45
S01009187,1121,1086,35
S01009188,1390,1319,71
S01009189,1562,1480,82
S01009190,1557,1518,39
S01009191,801,792,9
S01009192,1345,1308,37
S01009193,734,706,28
S01009194,914,883,31
S01009195,1511,1480,31
S01009196,693,663,30
S01009197,2143,2102,41
S01009198,825,788,37
S01009199,858,819,39
S01009200,1387,1346,41
S01009201,679,653,26
S01009202,582,576,6
S01009203,633,556,77
S01009204,1106,1038,68
S01009205,1145,1115,30
S01009206,1039,1006,33
S01009207,875,847,28
S01009208,631,601,30
S01009209,1298,1249,49
S01009210,861,809,52
S01009211,749,710,39
S01009212,897,825,72
S01009213,894,839,55
S01009214,1237,1163,74
S01009215,1099,1025,74
S01009216,1086,1019,67
S01009217,851,777,74
S01009218,1125,1065,60
S01009219,736,690,46
S01009220,648,611,37
S01009221,634,601,33
S01009222,664,621,43
S01009223,556,515,41
S01009224,994,900,94
S01009225,749,694,55
S01009226,1201,1059,142
S01009227,645,584,61
S01009228,772,708,64
S01009229,917,864,53
S01009230,890,853,37
S01009231,958,908,50
S01009232,684,642,42
S01009233,763,711,52
S01009234,1193,1117,76
S01009235,921,864,57
S01009236,720,683,37
S01009237,747,718,29
S01009238,1010,956,54
S01009239,867,815,52
S01009240,672,625,47
S01009241,895,823,72
S01009242,886,860,26
S01009243,1187,1113,74
S01009244,814,783,31
S01009245,830,798,32
S01009246,1033,966,67
S01009247,1224,1142,82
S01009248,688,656,32
S01009249,1108,1036,72
S01009250,770,718,52
S01009251,553,525,28
S01009252,478,476,2
S01009253,733,659,74
S01009254,951,859,92
S01009255,769,733,36
S01009256,634,591,43
S01009257,684,641,43
S01009258,1552,1505,47
S01009259,1080,1046,34
S01009260,2083,2011,72
S01009261,795,733,62
S01009262,849,782,67
S01009263,1224,1173,51
S01009264,778,756,22
S01009265,791,761,30
S01009266,1098,1033,65
S01009267,840,803,37
S01009268,1002,944,58
S01009269,1607,1517,90
S01009270,735,679,56
S01009271,885,853,32
S01009272,896,843,53
S01009273,922,867,55
S01009274,910,840,70
S01009275,665,609,56
S01009276,1029,986,43
S01009277,756,740,16
S01009278,836,802,34
S01009279,1089,1029,60
S01009280,898,792,106
S01009281,933,831,102
S01009282,1358,1300,58
S01009283,602,583,19
S01009284,822,794,28
S01009285,906,891,15
S01009286,975,934,41
S01009287,846,829,17
S01009288,969,938,31
S01009289,871,837,34
S01009290,646,625,21
S01009291,1185,1150,35
S01009292,511,482,29
S01009293,1000,952,48
S01009294,993,966,27
S01009295,710,687,23
S01009296,991,956,35
S01009297,1622,1578,44
S01009298,1238,1139,99
S01009299,1124,1077,47
S01009300,605,577,28
S01009301,1057,976,81
S01009302,903,833,70
S01009303,787,742,45
S01009304,1191,1137,54
S01009305,1015,956,59
S01009306,1314,1252,62
S01009307,1302,1242,60
S01009308,1120,1077,43
S01009309,734,709,25
S01009310,932,872,60
S01009311,1009,922,87
S01009312,991,959,32
S01009313,666,615,51
S01009314,907,865,42
S01009315,703,653,50
S01009316,947,936,11
S01009317,910,887,23
S01009318,951,923,28
S01009319,981,949,32
S01009320,965,900,65
S01009321,1099,1067,32
S01009322,864,820,44
S01009323,1402,1348,54
S01009324,590,545,45
S01009325,978,948,30
S01009326,575,499,76
S01009327,655,609,46
S01009328,1256,1246,10
S01009330,130,110,20
S01009331,1321,1311,10
S01009332,857,819,38
S01009333,893,837,56
S01009334,636,591,45
S01009335,772,727,45
S01009336,658,614,44
S01009337,938,858,80
S01009338,1981,1897,84
S01009339,1139,1066,73
S01009340,872,819,53
S01009341,939,871,68
S01009342,853,800,53
S01009343,574,546,28
S01009344,763,706,57
S01009345,1214,1170,44
S01009346,6248,6174,74
S01009347,6415,6330,85
S01009348,6345,6261,84
S01009349,1037,1027,10
S01009350,177,174,3
S01009351,97,87,10
S01009352,75,72,3
S01009353,6695,6617,78
S01009354,7285,7201,84
S01009355,1021,992,29
S01009356,963,942,21
S01009357,678,670,8
S01009358,455,446,9
S01009359,1243,1233,10
S01009360,835,802,33
S01009361,856,819,37
S01009362,1176,1152,24
S01009363,952,899,53
S01009364,860,825,35
S01009365,825,789,36
S01009366,881,813,68
S01009367,749,711,38
S01009368,1028,995,33
S01009369,961,911,50
S01009370,838,788,50
S01009371,526,496,30
S01009372,642,610,32
S01009373,958,887,71
S01009374,993,918,75
S01009375,797,751,46
S01009376,867,812,55
S01009377,1284,1257,27
S01009378,1261,1204,57
S01009379,981,958,23
S01009380,743,722,21
S01009381,724,695,29
S01009382,1386,1269,117
S01009383,994,927,67
S01009384,564,541,23
S01009385,738,702,36
S01009386,1155,1089,66
S01009387,949,904,45
S01009388,1232,1171,61
S01009389,986,923,63
S01009390,777,770,7
S01009391,873,861,12
S01009392,578,564,14
S01009393,950,925,25
S01009394,943,900,43
S01009395,1040,1005,35
S01009396,736,715,21
S01009397,703,684,19
S01009398,1209,1164,45
S01009399,1004,973,31
S01009400,920,887,33
S01009401,953,921,32
S01009402,809,772,37
S01009403,751,732,19
S01009404,609,569,40
S01009405,749,717,32
S01009406,974,914,60
S01009407,508,489,19
S01009408,842,822,20
S01009409,782,728,54
S01009410,877,821,56
S01009411,1368,1271,97
S01009412,848,775,73
S01009413,1267,1193,74
S01009414,802,750,52
S01009415,1190,1090,100
S01009416,610,590,20
S01009417,1474,1436,38
S01009418,1327,1228,99
S01009419,2054,1975,79
S01009420,763,701,62
S01009421,722,677,45
S01009422,2191,2108,83
S01009423,1337,1305,32
S01009424,723,664,59
S01009425,840,774,66
S01009426,1029,935,94
S01009427,608,557,51
S01009428,699,649,50
S01009429,827,735,92
S01009430,737,680,57
S01009431,2056,1952,104
S01009432,1101,992,109
S01009433,826,769,57
S01009434,543,499,44
S01009435,998,921,77
S01009436,828,773,55
S01009437,936,860,76
S01009438,1144,1038,106
S01009439,1132,1031,101
S01009440,887,806,81
S01009441,938,873,65
S01009442,1303,1239,64
S01009443,2808,2704,104
S01009444,893,863,30
S01009445,1068,988,80
S01009446,1603,1479,124
S01009447,764,698,66
S01009448,720,666,54
S01009449,678,619,59
S01009450,676,619,57
S01009451,1276,1169,107
S01009452,828,725,103
S01009453,1046,938,108
S01009454,1115,1086,29
S01009455,1384,1326,58
S01009456,852,782,70
S01009457,785,736,49
S01009458,687,651,36
S01009459,1092,1021,71
S01009460,856,813,43
S01009461,778,752,26
S01009462,1285,1237,48
S01009463,1050,1005,45
S01009464,842,807,35
S01009465,1299,1263,36
S01009466,800,779,21
S01009467,864,836,28
S01009468,748,690,58
S01009469,812,782,30
S01009470,1649,1609,40
S01009471,659,566,93
S01009472,1204,1138,66
S01009473,1041,979,62
S01009474,900,867,33
S01009475,276,272,4
S01009476,1346,1321,25
S01009477,1096,1030,66
S01009478,964,913,51
S01009479,1063,1003,60
S01009480,1155,1111,44
S01009481,922,890,32
S01009482,642,623,19
S01009483,724,704,20
S01009484,1213,1134,79
S01009485,786,735,51
S01009486,799,763,36
S01009487,1179,1117,62
S01009488,971,937,34
S01009489,877,797,80
S01009490,853,783,70
S01009491,698,622,76
S01009492,881,822,59
S01009493,1983,1934,49
S01009494,1224,1203,21
S01009495,871,859,12
S01009496,785,743,42
S01009497,1136,1088,48
S01009498,643,622,21
S01009499,796,755,41
S01009500,857,802,55
S01009501,783,730,53
S01009502,971,898,73
S01009503,976,924,52
S01009504,840,795,45
S01009505,951,888,63
S01009506,1133,1029,104
S01009507,1122,1075,47
S01009508,1197,1126,71
S01009509,1100,1037,63
S01009510,808,785,23
S01009511,906,888,18
S01009512,996,971,25
S01009513,913,865,48
S01009514,846,826,20
S01009515,833,771,62
S01009516,1147,1055,92
S01009517,81,76,5
S01009518,2193,2149,44
S01009519,899,841,58
S01009520,2932,2853,79
S01009521,985,899,86
S01009522,1271,1194,77
S01009523,754,676,78
S01009524,862,796,66
S01009525,532,501,31
S01009526,650,625,25
S01009527,850,806,44
S01009528,798,729,69
S01009529,1083,1009,74
S01009530,918,866,52
S01009531,917,826,91
S01009532,975,858,117
S01009533,933,842,91
S01009534,856,780,76
S01009535,898,809,89
S01009536,559,528,31
S01009537,599,555,44
S01009538,1021,947,74
S01009539,980,904,76
S01009540,969,892,77
S01009541,1239,1176,63
S01009542,1073,1005,68
S01009543,935,876,59
S01009544,1019,947,72
S01009545,1114,1056,58
S01009546,746,692,54
S01009547,979,917,62
S01009548,1027,960,67
S01009549,1312,1264,48
S01009550,569,544,25
S01009551,675,642,33
S01009552,1774,1675,99
S01009553,1051,973,78
S01009554,819,762,57
S01009555,883,849,34
S01009556,918,861,57
S01009557,960,908,52
S01009558,673,638,35
S01009559,1220,1147,73
S01009560,814,748,66
S01009561,634,594,40
S01009562,1121,1066,55
S01009563,931,884,47
S01009564,681,643,38
S01009565,588,554,34
S01009566,1700,1645,55
S01009567,959,919,40
S01009568,882,817,65
S01009569,1019,958,61
S01009570,669,629,40
S01009571,769,726,43
S01009572,1030,953,77
S01009573,743,669,74
S01009574,1493,1400,93
S01009575,827,765,62
S01009576,1370,1336,34
S01009577,878,846,32
S01009578,1064,989,75
S01009579,284,256,28
S01009580,1161,1137,24
S01009581,758,704,54
S01009582,592,566,26
S01009583,812,767,45
S01009584,537,516,21
S01009585,1216,1146,70
S01009586,1103,1017,86
S01009587,997,906,91
S01009588,1062,971,91
S01009589,1169,1114,55
S01009590,898,877,21
S01009591,906,873,33
S01009592,1088,1053,35
S01009593,690,669,21
S01009594,623,596,27
S01009595,824,796,28
S01009596,1014,949,65
S01009597,1117,1046,71
S01009598,721,663,58
S01009599,1177,1101,76
S01009600,996,924,72
S01009601,884,834,50
S01009602,770,743,27
S01009603,696,652,44
S01009604,689,630,59
S01009605,961,898,63
S01009606,823,806,17
S01009607,528,516,12
S01009608,606,569,37
S01009609,1084,1046,38
S01009610,1054,979,75
S01009611,432,418,14
S01009612,597,565,32
S01009613,684,659,25
S01009614,649,621,28
S01009615,641,612,29
S01009616,1713,1631,82
S01009617,784,736,48
S01009618,953,861,92
S01009619,732,642,90
S01009620,934,849,85
S01009621,777,717,60
S01009622,836,770,66
S01009623,742,684,58
S01009624,876,804,72
S01009625,1672,1581,91
S01009626,838,750,88
S01009627,944,868,76
S01009628,620,526,94
S01009629,1666,1589,77
S01009630,811,744,67
S01009631,754,678,76
S01009632,667,610,57
S01009633,756,695,61
S01009634,761,684,77
S01009635,1209,1118,91
S01009636,904,835,69
S01009637,952,872,80
S01009638,781,722,59
S01009639,1025,972,53
S01009640,845,766,79
S01009641,861,778,83
S01009642,1014,957,57
S01009643,837,817,20
S01009644,562,508,54
S01009645,879,814,65
S01009646,730,677,53
S01009647,595,553,42
S01009648,1280,1197,83
S01009649,1486,1392,94
S01009650,773,746,27
S01009651,918,871,47
S01009652,1090,1021,69
S01009653,781,752,29
S01009654,583,552,31
S01009655,986,916,70
S01009656,811,698,113
S01009657,951,907,44
S01009658,1193,1114,79
S01009659,607,556,51
S01009660,1052,979,73
S01009661,1812,1765,47
S01009662,885,848,37
S01009663,775,734,41
S01009664,1125,1094,31
S01009665,1366,1309,57
S01009666,1170,1107,63
S01009667,523,506,17
S01009668,589,576,13
S01009669,590,558,32
S01009670,777,748,29
S01009671,924,905,19
S01009672,1252,1172,80
S01009673,895,846,49
S01009674,1140,1090,50
S01009675,882,858,24
S01009676,1366,1323,43
S01009677,782,757,25
S01009678,591,567,24
S01009679,1170,1103,67
S01009680,1278,1230,48
S01009681,796,737,59
S01009682,856,823,33
S01009683,865,820,45
S01009684,1466,1420,46
S01009685,1104,1027,77
S01009686,1355,1297,58
S01009687,1039,1002,37
S01009688,1216,1155,61
S01009689,605,578,27
S01009690,793,760,33
S01009691,760,740,20
S01009692,1236,1191,45
S01009693,900,862,38
S01009694,1197,1147,50
S01009695,967,942,25
S01009696,1019,986,33
S01009697,798,767,31
S01009698,697,667,30
S01009699,562,530,32
S01009700,649,616,33
S01009701,767,723,44
S01009702,631,605,26
S01009703,834,781,53
S01009704,1068,1026,42
S01009705,732,689,43
S01009706,804,764,40
S01009707,477,455,22
S01009708,752,699,53
S01009709,796,753,43
S01009710,660,633,27
S01009711,997,923,74
S01009712,663,615,48
S01009713,890,845,45
S01009714,922,893,29
S01009715,638,622,16
S01009716,1242,1198,44
S01009717,1511,1468,43
S01009718,908,872,36
S01009719,960,918,42
S01009720,872,811,61
S01009721,668,662,6
S01009722,1134,1112,22
S01009723,1057,1031,26
S01009724,1093,1045,48
S01009725,1063,1042,21
S01009726,1042,1026,16
S01009727,1596,1525,71
S01009728,727,702,25
S01009729,936,913,23
S01009730,1716,1635,81
S01009731,971,932,39
S01009732,3142,3100,42
S01009733,696,673,23
S01009734,1829,1793,36
S01009735,1314,1291,23
S01009736,3181,3154,27
S01009737,782,762,20
S01009738,420,407,13
S01009739,764,748,16
S01009740,770,736,34
S01009741,946,935,11
S01009742,495,486,9
S01009743,1186,1157,29
S01009744,829,807,22
S01009745,1168,1138,30
S01009746,802,777,25
S01009747,989,941,48
S01009748,703,665,38
S01009749,954,912,42
S01009750,752,715,37
S01009751,1046,998,48
S01009752,888,867,21
S01009753,854,826,28
S01009754,1548,1488,60
S01009755,673,648,25
S01009756,879,851,28
S01009757,804,786,18
S01009758,1018,946,72
S01009759,1183,1096,87
S01009760,1113,1008,105
S01009761,2442,2358,84
S01009762,1058,953,105
S01009763,432,421,11
S01009764,1201,1106,95
S01009765,1128,1030,98
S01009766,836,818,18
S01009767,2253,2143,110
S01009768,786,740,46
S01009769,1472,1371,101
S01009770,830,794,36
S01009771,888,844,44
S01009772,2167,2116,51
S01009773,161,156,5
S01009774,97,95,2
S01009775,802,680,122
S01009776,1191,1088,103
S01009777,590,528,62
S01009778,1079,900,179
S01009779,810,717,93
S01009780,1331,1196,135
S01009781,799,704,95
S01009782,1067,995,72
S01009783,741,671,70
S01009784,951,847,104
S01009785,1096,956,140
S01009786,1134,1026,108
S01009787,867,753,114
S01009788,1201,1063,138
S01009789,1145,1022,123
S01009790,981,878,103
S01009791,775,697,78
S01009792,423,398,25
S01009793,943,883,60
S01009794,483,469,14
S01009795,990,965,25
S01009796,1903,1793,110
S01009797,928,893,35
S01009798,1025,986,39
S01009799,1467,1296,171
S01009800,1233,1104,129
S01009801,1255,1111,144
S01009802,1022,963,59
S01009803,1132,1041,91
S01009804,1650,1562,88
S01009805,962,870,92
S01009806,1201,1088,113
S01009807,920,846,74
S01009808,1421,1307,114
S01009809,1037,952,85
S01009810,977,876,101
S01009811,1264,1084,180
S01009812,856,758,98
S01009813,1102,1006,96
S01009814,1118,1024,94
S01009815,998,936,62
S01009816,1097,1035,62
S01009817,837,768,69
S01009818,926,881,45
S01009819,1011,936,75
S01009820,958,872,86
S01009821,755,725,30
S01009822,802,754,48
S01009823,1068,952,116
S01009824,1132,1047,85
S01009825,1300,1166,134
S01009826,774,696,78
S01009827,854,759,95
S01009828,1264,1106,158
S01009829,1137,1053,84
S01009830,918,861,57
S01009831,1164,1114,50
S01009832,1085,983,102
S01009833,624,573,51
S01009834,1187,1082,105
S01009835,608,520,88
S01009836,961,864,97
S01009837,1024,899,125
S01009838,757,673,84
S01009839,1062,987,75
S01009840,965,837,128
S01009841,1163,1040,123
S01009842,960,858,102
S01009843,745,633,112
S01009844,704,601,103
S01009845,1299,1166,133
S01009846,983,874,109
S01009847,754,704,50
S01009848,866,755,111
S01009849,1005,856,149
S01009850,984,873,111
S01009851,1052,907,145
S01009852,608,543,65
S01009853,939,839,100
S01009854,982,889,93
S01009855,754,679,75
S01009856,635,571,64
S01009857,907,827,80
S01009858,987,881,106
S01009859,1109,944,165
S01009860,1085,934,151
S01009861,1484,1311,173
S01009862,1109,964,145
S01009863,969,891,78
S01009864,820,727,93
S01009865,549,497,52
S01009866,1002,904,98
S01009867,1201,1112,89
S01009868,1104,1032,72
S01009869,846,816,30
S01009870,889,794,95
S01009871,984,862,122
S01009872,818,782,36
S01009873,913,834,79
S01009874,1048,964,84
S01009875,896,814,82
S01009876,1091,998,93
S01009877,896,853,43
S01009878,705,660,45
S01009879,1025,988,37
S01009880,1169,1106,63
S01009881,921,867,54
S01009882,1439,1366,73
S01009883,1226,1171,55
S01009884,996,945,51
S01009885,899,821,78
S01009886,813,776,37
S01009887,1147,1057,90
S01009888,809,766,43
S01009889,1146,1044,102
S01009890,753,652,101
S01009891,734,660,74
S01009892,1159,1013,146
S01009893,976,920,56
S01009894,991,869,122
S01009895,888,761,127
S01009896,1229,1053,176
S01009897,1245,1147,98
S01009898,982,839,143
S01009899,1020,967,53
S01009900,1161,1126,35
S01009901,1054,1018,36
S01009902,1111,1009,102
S01009903,1040,995,45
S01009904,784,753,31
S01009905,749,724,25
S01009906,667,643,24
S01009907,1239,1154,85
S01009908,1320,1271,49
S01009909,899,853,46
S01009910,857,832,25
S01009911,1235,1183,52
S01009912,1073,1028,45
S01009913,980,941,39
S01009914,984,954,30
S01009915,861,830,31
S01009916,1257,1192,65
S01009917,858,823,35
S01009918,889,857,32
S01009919,1194,1135,59
S01009920,1087,1042,45
S01009921,753,733,20
S01009922,1260,1222,38
S01009923,955,898,57
S01009924,1099,1033,66
S01009925,1170,1123,47
S01009926,997,951,46
S01009927,614,579,35
S01009928,914,860,54
S01009929,562,540,22
S01009930,1034,993,41
S01009931,856,832,24
S01009932,1030,983,47
S01009933,1651,1490,161
S01009934,1446,1395,51
S01009935,714,579,135
S01009936,1119,1008,111
S01009937,781,674,107
S01009938,1004,857,147
S01009939,1185,1038,147
S01009940,837,708,129
S01009941,1261,1206,55
S01009942,1148,1034,114
S01009943,1266,1099,167
S01009944,1089,998,91
S01009945,1065,959,106
S01009946,984,900,84
S01009947,863,795,68
S01009948,1260,1163,97
S01009949,963,905,58
S01009950,727,705,22
S01009951,858,837,21
S01009952,1080,1030,50
S01009953,1319,1255,64
S01009954,725,692,33
S01009955,1150,1093,57
S01009956,862,785,77
S01009957,1291,1255,36
S01009958,1162,1130,32
S01009959,913,880,33
S01009960,1337,1290,47
S01009961,674,611,63
S01009962,1062,996,66
S01009963,1135,1091,44
S01009964,1253,1203,50
S01009965,923,881,42
S01009966,1164,1118,46
S01009967,984,936,48
S01009968,608,575,33
S01009969,1358,1276,82
S01009970,1064,956,108
S01009971,1582,1406,176
S01009972,937,857,80
S01009973,829,763,66
S01009974,916,787,129
S01009975,908,778,130
S01009976,782,688,94
S01009977,1099,884,215
S01009978,1343,1170,173
S01009979,1048,915,133
S01009980,707,602,105
S01009981,984,861,123
S01009982,1030,934,96
S01009983,663,583,80
S01009984,1048,959,89
S01009985,615,560,55
S01009986,699,584,115
S01009987,880,765,115
S01009988,665,564,101
S01009989,1022,952,70
S01009990,975,914,61
S01009991,1042,1000,42
S01009992,945,808,137
S01009993,826,786,40
S01009994,725,692,33
S01009995,653,632,21
S01009996,918,855,63
S01009997,648,617,31
S01009998,934,891,43
S01009999,886,847,39
S01010000,860,829,31
S01010001,798,758,40
S01010002,1343,1278,65
S01010003,969,934,35
S01010004,924,883,41
S01010005,963,892,71
S01010006,1261,1168,93
S01010007,959,921,38
S01010008,765,731,34
S01010009,640,596,44
S01010010,1466,1407,59
S01010011,828,747,81
S01010012,1511,1458,53
S01010013,970,910,60
S01010014,1278,1209,69
S01010015,1038,1003,35
S01010016,724,641,83
S01010017,968,867,101
S01010018,1180,1023,157
S01010019,1164,995,169
S01010020,993,887,106
S01010021,806,707,99
S01010022,1040,910,130
S01010023,1409,1188,221
S01010024,806,727,79
S01010025,891,773,118
S01010026,1788,1583,205
S01010027,1894,1770,124
S01010028,763,649,114
S01010029,535,456,79
S01010030,950,873,77
S01010031,1039,1011,28
S01010032,1550,1479,71
S01010033,1132,1021,111
S01010034,1422,1263,159
S01010035,973,868,105
S01010036,1588,1547,41
S01010037,1022,841,181
S01010038,1382,1180,202
S01010039,1033,989,44
S01010040,907,833,74
S01010041,994,889,105
S01010042,1448,1350,98
S01010043,1034,903,131
S01010044,1450,1263,187
S01010045,824,662,162
S01010046,1130,947,183
S01010047,1083,863,220
S01010048,1370,1132,238
S01010049,1078,922,156
S01010050,993,841,152
S01010051,808,672,136
S01010052,648,546,102
S01010053,859,754,105
S01010054,764,650,114
S01010055,1342,1150,192
S01010056,599,532,67
S01010057,553,497,56
S01010058,996,868,128
S01010059,759,692,67
S01010060,986,862,124
S01010061,822,758,64
S01010062,807,719,88
S01010063,1132,984,148
S01010064,773,703,70
S01010065,839,715,124
S01010066,753,626,127
S01010067,1066,930,136
S01010068,742,647,95
S01010069,1082,1013,69
S01010070,665,629,36
S01010071,925,807,118
S01010072,1097,979,118
S01010073,1023,923,100
