dz_2011,total,pensioner,nonpensioner
S01009037,412,65,347
S01009038,440,81,359
S01009039,450,82,368
S01009040,408,118,290
S01009041,613,185,428
S01009042,401,88,313
S01009043,571,113,458
S01009044,509,182,327
S01009045,490,100,390
S01009046,363,76,287
S01009047,336,66,270
S01009048,348,78,270
S01009049,344,90,254
S01009050,450,105,345
S01009051,455,109,346
S01009052,424,98,326
S01009053,259,31,228
S01009054,317,63,254
S01009055,361,69,292
S01009056,217,33,184
S01009057,389,77,312
S01009058,510,124,386
S01009059,347,46,301
S01009060,463,86,377
S01009061,383,72,311
S01009062,387,110,277
S01009063,291,72,219
S01009064,303,68,235
S01009065,725,139,586
S01009066,319,81,238
S01009067,235,22,213
S01009068,386,71,315
S01009069,356,42,314
S01009070,401,80,321
S01009071,285,58,227
S01009072,470,42,428
S01009073,337,70,267
S01009074,381,57,324
S01009075,306,56,250
S01009076,462,40,422
S01009077,370,60,310
S01009078,223,37,186
S01009079,602,121,481
S01009080,836,170,666
S01009081,635,127,508
S01009082,668,103,565
S01009083,349,57,292
S01009084,1434,102,1332
S01009085,464,24,440
S01009086,655,64,591
S01009087,597,58,539
S01009088,467,84,383
S01009089,368,31,337
S01009090,216,15,201
S01009091,606,21,585
S01009092,482,129,353
S01009093,430,60,370
S01009094,372,128,244
S01009095,571,141,430
S01009096,446,68,378
S01009097,669,67,602
S01009098,190,40,150
S01009099,405,122,283
S01009100,609,187,422
S01009101,429,90,339
S01009102,429,54,375
S01009103,282,70,212
S01009104,352,71,281
S01009105,337,70,267
S01009106,368,101,267
S01009107,498,84,414
S01009108,383,97,286
S01009109,380,58,322
S01009110,360,94,266
S01009111,464,60,404
S01009112,238,63,175
S01009113,309,65,244
S01009114,349,48,301
S01009115,363,41,322
S01009116,330,56,274
S01009117,350,61,289
S01009118,215,18,197
S01009119,364,70,294
S01009120,300,46,254
S01009121,505,105,400
S01009122,585,92,493
S01009123,153,22,131
S01009124,368,36,332
S01009125,402,87,315
S01009126,376,67,309
S01009127,310,29,281
S01009128,561,144,417
S01009129,267,40,227
S01009130,314,44,270
S01009131,472,144,328
S01009132,400,29,371
S01009133,380,55,325
S01009134,451,94,357
S01009135,264,14,250
S01009136,406,45,361
S01009137,472,34,438
S01009138,477,71,406
S01009139,343,35,308
S01009140,381,68,313
S01009141,418,81,337
S01009142,509,92,417
S01009143,312,86,226
S01009144,638,62,576
S01009145,858,144,714
S01009146,537,89,448
S01009147,717,92,625
S01009148,301,54,247
S01009149,425,89,336
S01009150,574,409,165
S01009151,474,209,265
S01009152,592,234,358
S01009153,442,65,377
S01009154,438,134,304
S01009155,302,73,229
S01009156,553,103,450
S01009157,406,101,305
S01009158,414,114,300
S01009159,303,50,253
S01009160,327,56,271
S01009161,487,117,370
S01009162,436,91,345
S01009163,264,74,190
S01009164,403,90,313
S01009165,324,58,266
S01009166,447,76,371
S01009167,290,49,241
S01009168,508,140,368
S01009169,475,208,267
S01009170,282,36,246
S01009171,700,40,660
S01009172,445,78,367
S01009173,556,79,477
S01009174,33,2,31
S01009175,616,35,581
S01009176,555,130,425
S01009177,367,31,336
S01009178,353,28,325
S01009179,358,50,308
S01009180,437,80,357
S01009181,599,111,488
S01009182,485,84,401
S01009183,380,42,338
S01009184,526,107,419
S01009185,458,89,369
S01009186,378,76,302
S01009187,440,61,379
S01009188,579,89,490
S01009189,604,97,507
S01009190,419,67,352
S01009191,252,13,239
S01009192,348,75,273
S01009193,270,23,247
S01009194,376,80,296
S01009195,417,77,340
S01009196,298,85,213
S01009197,757,77,680
S01009198,356,101,255
S01009199,349,66,283
S01009200,532,81,451
S01009201,291,56,235
S01009202,214,40,174
S01009203,269,62,207
S01009204,444,58,386
S01009205,493,52,441
S01009206,498,64,434
S01009207,425,99,326
S01009208,294,94,200
S01009209,581,158,423
S01009210,384,95,289
S01009211,310,42,268
S01009212,393,105,288
S01009213,355,68,287
S01009214,519,96,423
S01009215,523,128,395
S01009216,479,101,378
S01009217,343,46,297
S01009218,523,159,364
S01009219,364,90,274
S01009220,323,79,244
S01009221,267,66,201
S01009222,291,61,230
S01009223,244,67,177
S01009224,462,103,359
S01009225,383,125,258
S01009226,650,166,484
S01009227,389,153,236
S01009228,422,111,311
S01009229,460,131,329
S01009230,453,80,373
S01009231,437,100,337
S01009232,378,44,334
S01009233,361,117,244
S01009234,564,73,491
S01009235,457,82,375
S01009236,315,103,212
S01009237,310,85,225
S01009238,461,123,338
S01009239,420,95,325
S01009240,387,66,321
S01009241,453,101,352
S01009242,398,117,281
S01009243,475,69,406
S01009244,337,79,258
S01009245,361,69,292
S01009246,474,110,364
S01009247,541,132,409
S01009248,300,78,222
S01009249,497,99,398
S01009250,343,83,260
S01009251,221,50,171
S01009252,163,11,152
S01009253,357,119,238
S01009254,440,100,340
S01009255,444,78,366
S01009256,294,76,218
S01009257,330,61,269
S01009258,682,104,578
S01009259,439,94,345
S01009260,935,117,818
S01009261,422,105,317
S01009262,402,107,295
S01009263,549,75,474
S01009264,339,84,255
S01009265,376,101,275
S01009266,490,122,368
S01009267,377,73,304
S01009268,431,81,350
S01009269,658,106,552
S01009270,364,90,274
S01009271,349,53,296
S01009272,345,49,296
S01009273,352,91,261
S01009274,330,79,251
S01009275,244,35,209
S01009276,431,99,332
S01009277,308,55,253
S01009278,358,67,291
S01009279,486,79,407
S01009280,406,96,310
S01009281,448,95,353
S01009282,604,98,506
S01009283,256,32,224
S01009284,311,42,269
S01009285,350,47,303
S01009286,446,100,346
S01009287,383,123,260
S01009288,453,143,310
S01009289,409,127,282
S01009290,288,98,190
S01009291,490,101,389
S01009292,228,47,181
S01009293,399,71,328
S01009294,381,55,326
S01009295,307,43,264
S01009296,395,76,319
S01009297,665,105,560
S01009298,695,190,505
S01009299,551,125,426
S01009300,342,51,291
S01009301,599,93,506
S01009302,477,59,418
S01009303,322,84,238
S01009304,538,103,435
S01009305,538,126,412
S01009306,690,83,607
S01009307,722,120,602
S01009308,674,93,581
S01009309,400,49,351
S01009310,399,78,321
S01009311,395,77,318
S01009312,521,68,453
S01009313,331,71,260
S01009314,362,63,299
S01009315,298,59,239
S01009316,395,67,328
S01009317,397,89,308
S01009318,378,57,321
S01009319,449,167,282
S01009320,430,135,295
S01009321,458,95,363
S01009322,382,98,284
S01009323,646,149,497
S01009324,302,64,238
S01009325,409,77,332
S01009326,195,14,181
S01009327,319,139,180
S01009328,417,10,407
S01009330,86,28,58
S01009331,438,10,428
S01009332,312,60,252
S01009333,430,87,343
S01009334,310,66,244
S01009335,337,52,285
S01009336,318,48,270
S01009337,402,69,333
S01009338,818,110,708
S01009339,534,95,439
S01009340,400,83,317
S01009341,456,122,334
S01009342,391,82,309
S01009343,242,32,210
S01009344,337,82,255
S01009345,491,80,411
S01009346,2210,76,2134
S01009347,2289,101,2188
S01009348,2252,88,2164
S01009349,364,15,349
S01009350,67,3,64
S01009351,42,12,30
S01009352,27,6,21
S01009353,2376,84,2292
S01009354,2574,91,2483
S01009355,435,96,339
S01009356,411,102,309
S01009357,250,20,230
S01009358,163,18,145
S01009359,433,19,414
S01009360,376,92,284
S01009361,384,94,290
S01009362,496,110,386
S01009363,435,100,335
S01009364,325,29,296
S01009365,371,65,306
S01009366,404,106,298
S01009367,345,69,276
S01009368,377,31,346
S01009369,416,98,318
S01009370,381,90,291
S01009371,242,51,191
S01009372,272,47,225
S01009373,473,90,383
S01009374,493,145,348
S01009375,337,61,276
S01009376,406,81,325
S01009377,373,9,364
S01009378,517,64,453
S01009379,337,13,324
S01009380,263,8,255
S01009381,332,40,292
S01009382,726,187,539
S01009383,519,90,429
S01009384,248,55,193
S01009385,317,65,252
S01009386,496,100,396
S01009387,410,72,338
S01009388,560,60,500
S01009389,503,113,390
S01009390,270,25,245
S01009391,320,16,304
S01009392,213,23,190
S01009393,353,46,307
S01009394,451,90,361
S01009395,448,134,314
S01009396,301,76,225
S01009397,330,80,250
S01009398,510,88,422
S01009399,435,107,328
S01009400,414,123,291
S01009401,400,124,276
S01009402,356,119,237
S01009403,277,32,245
S01009404,259,45,214
S01009405,292,44,248
S01009406,429,97,332
S01009407,227,50,177
S01009408,356,46,310
S01009409,360,105,255
S01009410,351,47,304
S01009411,569,94,475
S01009412,407,90,317
S01009413,593,161,432
S01009414,344,73,271
S01009415,575,132,443
S01009416,238,55,183
S01009417,545,53,492
S01009418,620,158,462
S01009419,796,91,705
S01009420,299,35,264
S01009421,295,55,240
S01009422,876,119,757
S01009423,493,36,457
S01009424,315,82,233
S01009425,427,116,311
S01009426,528,141,387
S01009427,326,93,233
S01009428,273,74,199
S01009429,407,123,284
S01009430,338,85,253
S01009431,844,121,723
S01009432,441,69,372
S01009433,330,57,273
S01009434,248,61,187
S01009435,434,69,365
S01009436,359,67,292
S01009437,438,103,335
S01009438,514,137,377
S01009439,495,108,387
S01009440,407,103,304
S01009441,417,81,336
S01009442,525,81,444
S01009443,1048,100,948
S01009444,326,52,274
S01009445,451,99,352
S01009446,727,133,594
S01009447,353,66,287
S01009448,328,75,253
S01009449,297,68,229
S01009450,346,65,281
S01009451,556,110,446
S01009452,416,91,325
S01009453,517,115,402
S01009454,489,111,378
S01009455,615,173,442
S01009456,458,111,347
S01009457,330,80,250
S01009458,332,89,243
S01009459,587,135,452
S01009460,399,61,338
S01009461,278,29,249
S01009462,493,89,404
S01009463,469,145,324
S01009464,378,84,294
S01009465,505,94,411
S01009466,362,107,255
S01009467,369,104,265
S01009468,385,113,272
S01009469,393,107,286
S01009470,679,141,538
S01009471,414,161,253
S01009472,567,112,455
S01009473,552,105,447
S01009474,403,50,353
S01009475,100,14,86
S01009476,491,57,434
S01009477,515,115,400
S01009478,566,84,482
S01009479,530,115,415
S01009480,577,180,397
S01009481,489,96,393
S01009482,332,46,286
S01009483,403,50,353
S01009484,645,222,423
S01009485,362,112,250
S01009486,388,136,252
S01009487,560,180,380
S01009488,380,92,288
S01009489,428,96,332
S01009490,394,62,332
S01009491,332,103,229
S01009492,370,78,292
S01009493,785,191,594
S01009494,497,69,428
S01009495,375,64,311
S01009496,371,103,268
S01009497,485,109,376
S01009498,276,73,203
S01009499,357,85,272
S01009500,420,109,311
S01009501,362,110,252
S01009502,442,82,360
S01009503,462,111,351
S01009504,374,65,309
S01009505,412,54,358
S01009506,541,110,431
S01009507,443,60,383
S01009508,534,81,453
S01009509,466,98,368
S01009510,344,95,249
S01009511,383,131,252
S01009512,402,90,312
S01009513,404,136,268
S01009514,339,64,275
S01009515,409,134,275
S01009516,505,161,344
S01009517,46,21,25
S01009518,778,41,737
S01009519,389,105,284
S01009520,1063,73,990
S01009521,400,117,283
S01009522,462,62,400
S01009523,338,87,251
S01009524,428,75,353
S01009525,254,62,192
S01009526,365,49,316
S01009527,483,114,369
S01009528,513,207,306
S01009529,496,99,397
S01009530,381,114,267
S01009531,479,138,341
S01009532,550,173,377
S01009533,541,130,411
S01009534,427,78,349
S01009535,441,93,348
S01009536,228,48,180
S01009537,313,82,231
S01009538,541,116,425
S01009539,440,120,320
S01009540,550,108,442
S01009541,554,124,430
S01009542,523,94,429
S01009543,458,114,344
S01009544,501,131,370
S01009545,466,85,381
S01009546,331,59,272
S01009547,463,119,344
S01009548,460,93,367
S01009549,550,106,444
S01009550,230,53,177
S01009551,284,48,236
S01009552,743,168,575
S01009553,502,95,407
S01009554,399,81,318
S01009555,437,108,329
S01009556,406,68,338
S01009557,423,58,365
S01009558,291,45,246
S01009559,527,85,442
S01009560,391,74,317
S01009561,302,69,233
S01009562,479,109,370
S01009563,428,129,299
S01009564,315,122,193
S01009565,246,46,200
S01009566,650,88,562
S01009567,442,97,345
S01009568,390,98,292
S01009569,461,143,318
S01009570,290,59,231
S01009571,330,41,289
S01009572,499,97,402
S01009573,329,57,272
S01009574,609,128,481
S01009575,381,105,276
S01009576,520,62,458
S01009577,321,37,284
S01009578,461,75,386
S01009579,132,14,118
S01009580,432,50,382
S01009581,345,84,261
S01009582,264,68,196
S01009583,336,64,272
S01009584,219,68,151
S01009585,523,97,426
S01009586,502,147,355
S01009587,475,162,313
S01009588,436,110,326
S01009589,453,88,365
S01009590,333,74,259
S01009591,413,84,329
S01009592,446,98,348
S01009593,269,45,224
S01009594,238,29,209
S01009595,314,24,290
S01009596,454,58,396
S01009597,461,40,421
S01009598,319,41,278
S01009599,522,97,425
S01009600,488,103,385
S01009601,396,49,347
S01009602,291,36,255
S01009603,308,46,262
S01009604,329,88,241
S01009605,422,93,329
S01009606,296,25,271
S01009607,208,56,152
S01009608,287,76,211
S01009609,480,107,373
S01009610,540,154,386
S01009611,176,36,140
S01009612,272,67,205
S01009613,269,48,221
S01009614,269,67,202
S01009615,270,80,190
S01009616,712,101,611
S01009617,326,55,271
S01009618,482,102,380
S01009619,361,86,275
S01009620,452,126,326
S01009621,394,99,295
S01009622,459,78,381
S01009623,339,79,260
S01009624,408,101,307
S01009625,677,118,559
S01009626,349,77,272
S01009627,394,100,294
S01009628,309,145,164
S01009629,653,92,561
S01009630,343,56,287
S01009631,444,90,354
S01009632,373,91,282
S01009633,297,39,258
S01009634,380,109,271
S01009635,631,107,524
S01009636,521,87,434
S01009637,449,86,363
S01009638,292,59,233
S01009639,418,128,290
S01009640,483,139,344
S01009641,520,181,339
S01009642,520,118,402
S01009643,316,37,279
S01009644,241,59,182
S01009645,423,112,311
S01009646,307,57,250
S01009647,318,78,240
S01009648,556,138,418
S01009649,633,141,492
S01009650,343,133,210
S01009651,427,136,291
S01009652,532,202,330
S01009653,342,95,247
S01009654,274,84,190
S01009655,400,82,318
S01009656,433,147,286
S01009657,412,94,318
S01009658,475,65,410
S01009659,311,58,253
S01009660,440,74,366
S01009661,691,99,592
S01009662,359,66,293
S01009663,336,58,278
S01009664,469,102,367
S01009665,602,158,444
S01009666,518,144,374
S01009667,223,60,163
S01009668,243,43,200
S01009669,282,99,183
S01009670,340,76,264
S01009671,391,75,316
S01009672,559,136,423
S01009673,392,104,288
S01009674,510,131,379
S01009675,379,93,286
S01009676,595,161,434
S01009677,341,71,270
S01009678,273,92,181
S01009679,551,121,430
S01009680,570,136,434
S01009681,291,38,253
S01009682,387,133,254
S01009683,364,126,238
S01009684,519,87,432
S01009685,418,75,343
S01009686,647,149,498
S01009687,446,95,351
S01009688,583,130,453
S01009689,333,79,254
S01009690,390,69,321
S01009691,322,108,214
S01009692,577,215,362
S01009693,351,94,257
S01009694,539,198,341
S01009695,434,133,301
S01009696,472,141,331
S01009697,354,90,264
S01009698,282,43,239
S01009699,279,106,173
S01009700,297,84,213
S01009701,388,176,212
S01009702,265,62,203
S01009703,417,131,286
S01009704,503,148,355
S01009705,363,109,254
S01009706,382,119,263
S01009707,218,43,175
S01009708,319,74,245
S01009709,394,121,273
S01009710,287,57,230
S01009711,442,119,323
S01009712,309,73,236
S01009713,444,163,281
S01009714,453,170,283
S01009715,334,86,248
S01009716,574,176,398
S01009717,501,118,383
S01009718,409,85,324
S01009719,442,125,317
S01009720,416,137,279
S01009721,263,14,249
S01009722,387,81,306
S01009723,344,78,266
S01009724,551,116,435
S01009725,430,81,349
S01009726,209,25,184
S01009727,615,107,508
S01009728,333,93,240
S01009729,435,155,280
S01009730,702,167,535
S01009731,443,193,250
S01009732,578,163,415
S01009733,310,72,238
S01009734,587,145,442
S01009735,363,141,222
S01009736,435,125,310
S01009737,323,56,267
S01009738,214,38,176
S01009739,275,11,264
S01009740,356,105,251
S01009741,164,10,154
S01009742,206,44,162
S01009743,533,147,386
S01009744,358,86,272
S01009745,502,117,385
S01009746,353,59,294
S01009747,488,105,383
S01009748,299,66,233
S01009749,425,108,317
S01009750,350,91,259
S01009751,454,81,373
S01009752,382,91,291
S01009753,393,151,242
S01009754,705,204,501
S01009755,281,62,219
S01009756,380,94,286
S01009757,331,82,249
S01009758,445,79,366
S01009759,527,40,487
S01009760,505,76,429
S01009761,806,55,751
S01009762,462,57,405
S01009763,165,21,144
S01009764,490,55,435
S01009765,442,69,373
S01009766,355,37,318
S01009767,712,47,665
S01009768,341,20,321
S01009769,597,71,526
S01009770,302,31,271
S01009771,294,25,269
S01009772,700,37,663
S01009773,73,12,61
S01009774,36,0,36
S01009775,359,76,283
S01009776,505,51,454
S01009777,307,46,261
S01009778,558,187,371
S01009779,378,105,273
S01009780,498,27,471
S01009781,334,67,267
S01009782,393,15,378
S01009783,310,31,279
S01009784,382,66,316
S01009785,480,89,391
S01009786,499,88,411
S01009787,366,80,286
S01009788,576,194,382
S01009789,519,145,374
S01009790,408,97,311
S01009791,321,63,258
S01009792,151,7,144
S01009793,440,110,330
S01009794,181,10,171
S01009795,363,34,329
S01009796,726,94,632
S01009797,367,65,302
S01009798,438,64,374
S01009799,588,111,477
S01009800,504,115,389
S01009801,486,75,411
S01009802,431,56,375
S01009803,496,123,373
S01009804,576,28,548
S01009805,374,62,312
S01009806,609,193,416
S01009807,421,89,332
S01009808,671,116,555
S01009809,515,95,420
S01009810,505,114,391
S01009811,616,165,451
S01009812,432,112,320
S01009813,540,128,412
S01009814,508,141,367
S01009815,486,100,386
S01009816,487,80,407
S01009817,419,135,284
S01009818,421,163,258
S01009819,459,139,320
S01009820,445,134,311
S01009821,295,78,217
S01009822,342,67,275
S01009823,455,104,351
S01009824,488,84,404
S01009825,560,108,452
S01009826,320,74,246
S01009827,367,87,280
S01009828,571,159,412
S01009829,579,109,470
S01009830,392,65,327
S01009831,493,79,414
S01009832,534,149,385
S01009833,269,28,241
S01009834,534,67,467
S01009835,305,54,251
S01009836,414,89,325
S01009837,501,148,353
S01009838,433,100,333
S01009839,666,62,604
S01009840,475,142,333
S01009841,654,68,586
S01009842,482,48,434
S01009843,370,63,307
S01009844,443,97,346
S01009845,760,99,661
S01009846,531,61,470
S01009847,411,39,372
S01009848,383,80,303
S01009849,613,221,392
S01009850,548,161,387
S01009851,578,199,379
S01009852,257,84,173
S01009853,461,137,324
S01009854,443,80,363
S01009855,322,66,256
S01009856,308,94,214
S01009857,374,101,273
S01009858,450,133,317
S01009859,607,118,489
S01009860,592,120,472
S01009861,698,86,612
S01009862,607,57,550
S01009863,563,60,503
S01009864,483,117,366
S01009865,315,43,272
S01009866,519,113,406
S01009867,673,86,587
S01009868,525,32,493
S01009869,436,22,414
S01009870,404,44,360
S01009871,587,165,422
S01009872,419,32,387
S01009873,445,132,313
S01009874,497,108,389
S01009875,377,33,344
S01009876,514,75,439
S01009877,360,87,273
S01009878,252,22,230
S01009879,386,68,318
S01009880,430,81,349
S01009881,350,11,339
S01009882,783,26,757
S01009883,519,12,507
S01009884,382,23,359
S01009885,251,16,235
S01009886,277,56,221
S01009887,584,53,531
S01009888,332,23,309
S01009889,471,58,413
S01009890,402,37,365
S01009891,430,76,354
S01009892,675,77,598
S01009893,487,35,452
S01009894,571,101,470
S01009895,481,63,418
S01009896,620,100,520
S01009897,622,130,492
S01009898,432,100,332
S01009899,606,86,520
S01009900,677,46,631
S01009901,567,80,487
S01009902,621,183,438
S01009903,393,52,341
S01009904,456,98,358
S01009905,372,30,342
S01009906,331,22,309
S01009907,883,53,830
S01009908,677,51,626
S01009909,509,41,468
S01009910,421,23,398
S01009911,519,70,449
S01009912,428,110,318
S01009913,326,52,274
S01009914,408,110,298
S01009915,402,80,322
S01009916,413,85,328
S01009917,385,78,307
S01009918,354,59,295
S01009919,650,129,521
S01009920,618,75,543
S01009921,484,47,437
S01009922,789,84,705
S01009923,613,100,513
S01009924,649,69,580
S01009925,641,45,596
S01009926,505,76,429
S01009927,351,79,272
S01009928,469,71,398
S01009929,272,51,221
S01009930,589,45,544
S01009931,550,50,500
S01009932,581,80,501
S01009933,958,143,815
S01009934,660,135,525
S01009935,521,170,351
S01009936,613,121,492
S01009937,423,138,285
S01009938,590,209,381
S01009939,668,68,600
S01009940,438,84,354
S01009941,442,52,390
S01009942,520,110,410
S01009943,645,130,515
S01009944,433,92,341
S01009945,545,132,413
S01009946,452,107,345
S01009947,390,81,309
S01009948,594,131,463
S01009949,420,101,319
S01009950,256,55,201
S01009951,302,56,246
S01009952,460,129,331
S01009953,532,106,426
S01009954,263,48,215
S01009955,500,122,378
S01009956,373,86,287
S01009957,527,102,425
S01009958,473,82,391
S01009959,391,123,268
S01009960,627,181,446
S01009961,293,81,212
S01009962,635,105,530
S01009963,487,121,366
S01009964,515,83,432
S01009965,374,106,268
S01009966,441,95,346
S01009967,494,116,378
S01009968,232,59,173
S01009969,600,187,413
S01009970,540,123,417
S01009971,674,77,597
S01009972,407,99,308
S01009973,346,30,316
S01009974,465,98,367
S01009975,432,86,346
S01009976,385,39,346
S01009977,632,144,488
S01009978,572,55,517
S01009979,448,76,372
S01009980,312,59,253
S01009981,411,64,347
S01009982,428,32,396
S01009983,341,30,311
S01009984,482,45,437
S01009985,270,14,256
S01009986,343,57,286
S01009987,472,161,311
S01009988,379,134,245
S01009989,446,73,373
S01009990,435,66,369
S01009991,437,41,396
S01009992,452,90,362
S01009993,349,44,305
S01009994,302,35,267
S01009995,269,29,240
S01009996,381,53,328
S01009997,278,39,239
S01009998,364,98,266
S01009999,340,89,251
S01010000,367,28,339
S01010001,332,58,274
S01010002,585,94,491
S01010003,388,73,315
S01010004,357,98,259
S01010005,649,92,557
S01010006,863,120,743
S01010007,429,83,346
S01010008,476,51,425
S01010009,462,40,422
S01010010,620,143,477
S01010011,613,149,464
S01010012,602,138,464
S01010013,594,83,511
S01010014,693,103,590
S01010015,511,31,480
S01010016,325,112,213
S01010017,426,87,339
S01010018,639,168,471
S01010019,658,166,492
S01010020,469,122,347
S01010021,400,54,346
S01010022,528,101,427
S01010023,838,254,584
S01010024,421,48,373
S01010025,528,60,468
S01010026,1022,159,863
S01010027,954,113,841
S01010028,458,127,331
S01010029,316,107,209
S01010030,507,68,439
S01010031,579,9,570
S01010032,680,36,644
S01010033,600,69,531
S01010034,615,153,462
S01010035,437,51,386
S01010036,835,5,830
S01010037,604,184,420
S01010038,782,140,642
S01010039,628,16,612
S01010040,524,49,475
S01010041,644,48,596
S01010042,806,40,766
S01010043,540,80,460
S01010044,836,156,680
S01010045,405,102,303
S01010046,586,92,494
S01010047,583,152,431
S01010048,737,153,584
S01010049,557,89,468
S01010050,540,92,448
S01010051,501,132,369
S01010052,372,41,331
S01010053,384,46,338
S01010054,342,32,310
S01010055,591,85,506
S01010056,282,27,255
S01010057,283,46,237
S01010058,489,51,438
S01010059,431,45,386
S01010060,532,84,448
S01010061,421,85,336
S01010062,380,70,310
S01010063,615,88,527
S01010064,365,68,297
S01010065,413,90,323
S01010066,342,55,287
S01010067,538,85,453
S01010068,409,107,302
S01010069,415,61,354
S01010070,238,13,225
S01010071,423,109,314
S01010072,503,132,371
S01010073,456,148,308
S01010074,455,109,346
S01010075,380,116,264
S01010076,365,76,289
S01010077,348,69,279
S01010078,261,35,226
S01010079,349,90,259
S01010080,348,126,222
S01010081,453,145,308
S01010082,407,95,312
S01010083,477,119,358
S01010084,542,128,414
S01010085,465,121,344
S01010086,459,108,351
S01010087,247,82,165
S01010088,550,20,530
S01010089,506,112,394
S01010090,471,72,399
S01010091,678,35,643
S01010092,554,135,419
S01010093,417,71,346
S01010094,492,142,350
S01010095,475,93,382
S01010096,364,76,288
S01010097,286,75,211
S01010098,277,69,208
S01010099,378,107,271
S01010100,382,96,286
S01010101,465,114,351
S01010102,259,15,244
S01010103,315,24,291
S01010104,379,31,348
S01010105,314,18,296
S01010106,299,50,249
S01010107,500,64,436
S01010108,374,80,294
S01010109,931,82,849
S01010110,543,118,425
S01010111,519,66,453
S01010112,510,42,468
S01010113,244,25,219
S01010114,411,62,349
S01010115,230,12,218
S01010116,571,52,519
S01010117,541,21,520
S01010118,345,40,305
S01010119,209,18,191
S01010120,444,44,400
S01010121,369,56,313
S01010122,232,35,197
S01010123,299,30,269
S01010124,320,16,304
S01010125,434,69,365
S01010126,271,29,242
S01010127,341,71,270
S01010128,356,43,313
S01010129,499,54,445
S01010130,458,90,368
S01010131,500,154,346
S01010132,577,140,437
S01010133,495,137,358
S01010134,708,184,524
S01010135,579,176,403
S01010136,487,109,378
S01010137,721,273,448
S01010138,688,158,530
S01010139,639,167,472
S01010140,512,72,440
S01010141,606,133,473
S01010142,325,42,283
S01010143,431,150,281
S01010144,372,31,341
S01010145,397,86,311
S01010146,663,79,584
S01010147,587,78,509
S01010148,612,99,513
S01010149,323,36,287
S01010150,436,141,295
S01010151,475,175,300
S01010152,476,149,327
S01010153,538,194,344
S01010154,475,166,309
S01010155,414,169,245
S01010156,499,156,343
S01010157,425,89,336
S01010158,461,137,324
S01010159,353,113,240
S01010160,420,44,376
S01010161,381,44,337
S01010162,467,62,405
S01010163,493,65,428
S01010164,321,48,273
S01010165,275,34,241
S01010166,670,107,563
S01010167,533,139,394
S01010168,291,40,251
S01010169,367,33,334
S01010170,438,73,365
S01010171,704,96,608
S01010172,524,186,338
S01010173,479,141,338
S01010174,296,77,219
S01010175,216,48,168
S01010176,543,160,383
S01010177,315,45,270
S01010178,435,63,372
S01010179,724,118,606
S01010180,377,37,340
S01010181,465,91,374
S01010182,505,92,413
S01010183,612,75,537
S01010184,286,61,225
S01010185,328,56,272
S01010186,246,30,216
S01010187,406,54,352
S01010188,785,88,697
S01010189,336,11,325
S01010190,89,28,61
S01010191,266,17,249
S01010192,374,18,356
S01010193,380,74,306
S01010194,310,112,198
S01010195,384,106,278
S01010196,308,65,243
S01010197,303,59,244
S01010198,435,104,331
S01010199,311,49,262
S01010200,305,108,197
S01010201,386,102,284
S01010202,365,25,340
S01010203,305,26,279
S01010204,557,91,466
S01010205,355,69,286
S01010206,255,5,250
S01010207,326,35,291
S01010208,657,118,539
S01010209,473,76,397
S01010210,510,147,363
S01010211,499,144,355
S01010212,649,131,518
S01010213,572,167,405
S01010214,396,91,305
S01010215,610,196,414
S01010216,608,151,457
S01010217,492,87,405
S01010218,698,85,613
S01010219,395,40,355
S01010220,362,16,346
S01010221,315,65,250
S01010222,416,57,359
S01010223,402,81,321
S01010224,597,87,510
S01010225,509,67,442
S01010226,407,66,341
S01010227,415,51,364
S01010228,384,110,274
S01010229,556,78,478
S01010230,794,105,689
S01010231,514,110,404
S01010232,390,30,360
S01010233,778,81,697
S01010234,634,126,508
S01010235,446,3,443
S01010236,378,43,335
S01010237,556,81,475
S01010238,597,64,533
S01010239,573,143,430
S01010240,649,98,551
S01010241,623,111,512
S01010242,712,66,646
S01010243,805,49,756
S01010244,603,123,480
S01010245,596,86,510
S01010246,576,59,517
S01010247,468,106,362
S01010248,515,66,449
S01010249,585,61,524
S01010250,565,45,520
S01010251,371,14,357
S01010252,364,28,336
S01010253,426,78,348
S01010254,638,146,492
S01010255,567,73,494
S01010256,642,97,545
S01010257,705,22,683
S01010258,950,23,927
S01010259,667,149,518
S01010260,557,43,514
S01010261,766,189,577
S01010262,762,217,545
S01010263,493,19,474
S01010264,869,46,823
S01010265,752,9,743
S01010266,391,28,363
S01010267,407,10,397
S01010268,493,43,450
S01010269,604,88,516
S01010270,992,268,724
S01010271,411,25,386
S01010272,883,86,797
S01010273,648,14,634
S01010274,407,16,391
S01010275,837,18,819
S01010276,625,9,616
S01010277,305,66,239
S01010278,735,99,636
S01010279,428,28,400
S01010280,482,22,460
S01010281,466,17,449
S01010282,791,96,695
S01010283,459,29,430
S01010284,825,53,772
S01010285,556,35,521
S01010286,871,58,813
S01010287,488,29,459
S01010288,516,21,495
S01010289,380,11,369
S01010290,429,21,408
S01010291,508,57,451
S01010292,545,38,507
S01010293,409,43,366
S01010294,408,26,382
S01010295,427,14,413
S01010296,370,20,350
S01010297,574,91,483
S01010298,578,188,390
S01010299,342,77,265
S01010300,788,99,689
S01010301,283,13,270
S01010302,528,94,434
S01010303,297,26,271
S01010304,445,68,377
S01010305,685,116,569
S01010306,489,22,467
