"output_area","All people in households","Owned","Owned: Owned outright","Owned: Owned with a mortgage or loan","Owned: Shared ownership (part owned and part rented)","Social rented","Social rented: Rented from council (Local authority)","Social rented: Other social rented","Private rented","Private rented: Private landlord or letting agency","Private rented: Employer of a household member","Private rented: Relative or friend of a household member","Private rented: Other","Living rent free"
"S00108886",163,155,26,129,0,3,3,0,5,5,0,0,0,0
"S00108887",108,99,13,86,0,6,1,5,3,2,0,0,1,0
"S00108888",209,205,10,195,0,2,2,0,2,2,0,0,0,0
"S00108889",63,22,3,19,0,34,34,0,7,5,0,2,0,0
"S00108890",154,52,12,40,0,93,10,83,8,5,0,3,0,1
"S00108891",98,76,22,54,0,17,17,0,4,4,0,0,0,1
"S00108892",100,48,7,41,0,0,0,0,52,48,0,4,0,0
"S00108893",96,82,42,40,0,12,12,0,2,2,0,0,0,0
"S00108894",159,146,35,111,0,2,2,0,8,2,0,6,0,3
"S00108895",110,77,12,65,0,1,1,0,31,24,0,7,0,1
"S00108896",73,54,6,48,0,0,0,0,17,12,0,5,0,2
"S00108897",120,74,10,62,2,3,0,3,43,41,0,2,0,0
"S00108898",93,83,23,60,0,0,0,0,10,10,0,0,0,0
"S00108899",67,56,8,48,0,0,0,0,7,7,0,0,0,4
"S00108900",91,78,37,41,0,4,4,0,9,5,0,4,0,0
"S00108901",135,107,15,92,0,3,0,3,25,24,0,1,0,0
"S00108902",147,139,31,108,0,0,0,0,8,8,0,0,0,0
"S00108903",67,66,9,57,0,0,0,0,1,1,0,0,0,0
"S00108904",128,121,40,81,0,5,5,0,2,2,0,0,0,0
"S00108905",90,85,45,40,0,5,2,3,0,0,0,0,0,0
"S00108906",178,171,58,113,0,6,6,0,1,1,0,0,0,0
"S00108907",118,73,26,47,0,44,34,10,1,1,0,0,0,0
"S00108908",97,52,18,34,0,42,24,18,3,3,0,0,0,0
"S00108909",75,61,32,29,0,5,5,0,8,6,0,2,0,1
"S00108910",99,75,19,56,0,18,18,0,5,4,0,1,0,1
"S00108911",59,27,17,10,0,24,23,1,8,6,0,2,0,0
"S00108912",112,106,55,51,0,0,0,0,6,6,0,0,0,0
"S00108913",102,58,15,43,0,18,0,18,26,26,0,0,0,0
"S00108914",181,140,28,109,3,32,8,24,9,9,0,0,0,0
"S00108915",69,57,17,40,0,8,6,2,4,3,0,0,1,0
"S00108916",99,62,11,51,0,32,32,0,4,0,0,4,0,1
"S00108917",95,81,37,44,0,9,9,0,3,3,0,0,0,2
"S00108918",239,234,1,233,0,5,5,0,0,0,0,0,0,0
"S00108919",119,104,11,93,0,4,4,0,9,5,0,4,0,2
"S00108920",192,180,36,144,0,4,4,0,8,5,0,3,0,0
"S00108921",56,27,9,18,0,29,29,0,0,0,0,0,0,0
"S00108922",80,40,24,16,0,37,37,0,3,3,0,0,0,0
"S00108923",55,10,6,4,0,42,42,0,2,2,0,0,0,1
"S00108924",258,207,26,181,0,50,50,0,1,1,0,0,0,0
"S00108925",142,102,29,73,0,27,27,0,13,11,0,2,0,0
"S00108926",88,47,7,40,0,22,22,0,19,17,0,1,1,0
"S00108927",61,30,8,22,0,23,3,20,8,7,0,1,0,0
"S00108928",132,115,19,96,0,10,7,3,7,4,0,3,0,0
"S00108929",86,65,15,50,0,14,8,6,7,7,0,0,0,0
"S00108930",164,144,42,102,0,16,0,16,4,4,0,0,0,0
"S00108931",75,74,11,63,0,1,1,0,0,0,0,0,0,0
"S00108932",164,163,65,98,0,0,0,0,1,0,0,1,0,0
"S00108933",199,170,34,136,0,9,9,0,20,13,0,7,0,0
"S00108934",112,69,34,35,0,31,30,1,12,12,0,0,0,0
"S00108935",125,95,47,48,0,26,26,0,3,3,0,0,0,1
"S00108936",78,53,5,48,0,16,15,1,8,7,0,1,0,1
"S00108937",129,53,21,32,0,51,16,35,25,19,4,2,0,0
"S00108938",85,31,6,25,0,49,45,4,2,2,0,0,0,3
"S00108939",96,78,19,59,0,13,13,0,3,3,0,0,0,2
"S00108940",117,69,29,40,0,43,43,0,3,3,0,0,0,2
"S00108941",143,139,17,122,0,4,4,0,0,0,0,0,0,0
"S00108942",91,72,39,33,0,14,14,0,5,5,0,0,0,0
"S00108943",132,102,63,39,0,23,21,2,3,2,0,1,0,4
"S00108944",124,85,29,56,0,37,37,0,2,1,0,1,0,0
"S00108945",81,28,11,17,0,51,23,28,2,2,0,0,0,0
"S00108946",127,71,22,49,0,53,50,3,3,3,0,0,0,0
"S00108947",103,39,7,32,0,41,41,0,23,23,0,0,0,0
"S00108948",77,34,10,24,0,30,27,3,10,10,0,0,0,3
"S00108949",175,171,25,146,0,0,0,0,4,4,0,0,0,0
"S00108950",153,143,44,99,0,10,10,0,0,0,0,0,0,0
"S00108951",150,147,18,129,0,0,0,0,3,3,0,0,0,0
"S00108952",167,156,57,99,0,0,0,0,7,5,0,2,0,4
"S00108953",94,88,40,48,0,0,0,0,6,6,0,0,0,0
"S00108954",75,43,13,30,0,25,25,0,6,6,0,0,0,1
"S00108955",125,50,11,38,1,69,67,2,6,6,0,0,0,0
"S00108956",108,90,45,45,0,10,10,0,6,6,0,0,0,2
"S00108957",194,186,44,142,0,2,2,0,4,2,0,0,2,2
"S00108958",147,143,21,122,0,2,2,0,2,2,0,0,0,0
"S00108959",177,162,45,117,0,0,0,0,14,9,0,5,0,1
"S00108960",131,119,34,85,0,0,0,0,11,11,0,0,0,1
"S00108961",137,129,37,92,0,4,2,2,2,0,0,2,0,2
"S00108962",220,219,52,167,0,0,0,0,1,0,0,1,0,0
"S00108963",149,142,13,129,0,1,1,0,5,5,0,0,0,1
"S00108964",91,89,49,40,0,2,2,0,0,0,0,0,0,0
"S00108965",151,151,22,129,0,0,0,0,0,0,0,0,0,0
"S00108966",205,185,33,148,4,12,7,5,8,8,0,0,0,0
"S00108967",56,56,9,47,0,0,0,0,0,0,0,0,0,0
"S00108968",88,86,29,57,0,2,0,2,0,0,0,0,0,0
"S00108969",195,185,19,166,0,4,4,0,6,6,0,0,0,0
"S00108970",93,83,10,73,0,2,0,2,8,8,0,0,0,0
"S00108971",52,5,0,5,0,43,2,41,4,4,0,0,0,0
"S00108972",72,49,24,25,0,18,12,6,4,4,0,0,0,1
"S00108973",102,60,9,51,0,33,33,0,7,7,0,0,0,2
"S00108974",139,134,45,89,0,0,0,0,5,4,0,1,0,0
"S00108975",87,72,13,59,0,4,4,0,11,10,0,1,0,0
"S00108976",156,135,21,114,0,0,0,0,21,19,0,2,0,0
"S00108977",75,66,40,26,0,2,0,2,7,2,3,2,0,0
"S00108978",167,136,76,60,0,0,0,0,21,19,0,2,0,10
"S00108979",161,145,14,131,0,2,2,0,14,14,0,0,0,0
"S00108980",122,87,32,55,0,3,3,0,20,20,0,0,0,12
"S00108981",75,68,0,59,9,5,4,1,2,2,0,0,0,0
"S00108982",182,146,15,131,0,27,4,23,9,3,0,6,0,0
"S00108983",255,220,53,164,3,6,6,0,29,24,0,5,0,0
"S00108984",163,150,7,143,0,8,8,0,5,5,0,0,0,0
"S00108985",141,132,28,104,0,0,0,0,9,8,0,1,0,0
"S00108986",137,126,11,115,0,11,11,0,0,0,0,0,0,0
"S00108987",140,113,37,76,0,12,2,10,13,12,0,1,0,2
"S00108988",95,54,28,26,0,3,0,3,38,37,1,0,0,0
"S00108989",111,53,21,32,0,5,5,0,36,35,1,0,0,17
"S00108990",84,80,69,9,2,2,2,0,2,2,0,0,0,0
"S00108991",83,61,34,22,5,0,0,0,11,9,2,0,0,11
"S00108992",50,36,11,25,0,0,0,0,12,12,0,0,0,2
"S00108993",82,52,28,24,0,23,0,23,7,4,0,3,0,0
"S00108994",117,99,13,86,0,0,0,0,18,17,0,1,0,0
"S00108995",134,101,16,85,0,21,2,19,11,11,0,0,0,1
"S00108996",112,94,66,28,0,0,0,0,16,14,1,1,0,2
"S00108997",111,98,32,66,0,12,5,7,0,0,0,0,0,1
"S00108998",91,62,17,45,0,11,11,0,13,13,0,0,0,5
"S00108999",146,125,50,75,0,0,0,0,17,14,2,1,0,4
"S00109000",110,73,15,58,0,0,0,0,37,30,0,7,0,0
"S00109001",104,82,23,59,0,0,0,0,13,8,0,5,0,9
"S00109002",145,120,78,42,0,0,0,0,20,17,0,3,0,5
"S00109003",80,80,47,33,0,0,0,0,0,0,0,0,0,0
"S00109004",120,114,70,44,0,2,2,0,2,2,0,0,0,2
"S00109005",206,196,18,178,0,2,2,0,8,8,0,0,0,0
"S00109006",55,52,25,27,0,0,0,0,2,2,0,0,0,1
"S00109007",162,143,51,92,0,8,3,5,11,9,0,2,0,0
"S00109008",97,50,35,15,0,30,21,9,17,17,0,0,0,0
"S00109009",132,129,123,6,0,2,2,0,1,1,0,0,0,0
"S00109010",67,7,1,6,0,5,5,0,51,50,1,0,0,4
"S00109011",117,61,20,40,1,7,4,3,49,47,0,1,1,0
"S00109012",149,126,58,68,0,6,6,0,17,16,0,1,0,0
"S00109013",66,35,17,18,0,0,0,0,23,23,0,0,0,8
"S00109014",52,52,23,29,0,0,0,0,0,0,0,0,0,0
"S00109015",58,31,13,14,4,27,27,0,0,0,0,0,0,0
"S00109016",164,149,27,122,0,2,2,0,13,12,0,1,0,0
"S00109017",164,159,60,97,2,5,5,0,0,0,0,0,0,0
"S00109018",124,122,20,102,0,2,2,0,0,0,0,0,0,0
"S00109019",151,128,53,75,0,12,0,12,11,8,0,3,0,0
"S00109020",188,179,16,163,0,3,0,3,6,6,0,0,0,0
"S00109021",124,112,8,104,0,3,3,0,9,4,0,5,0,0
"S00109022",153,123,14,109,0,7,7,0,23,23,0,0,0,0
"S00109023",82,67,8,59,0,1,0,1,14,14,0,0,0,0
"S00109024",97,78,34,44,0,2,1,1,10,10,0,0,0,7
"S00109025",111,104,43,61,0,0,0,0,7,7,0,0,0,0
"S00109026",76,65,37,28,0,7,7,0,4,4,0,0,0,0
"S00109027",99,65,31,34,0,3,3,0,24,24,0,0,0,7
"S00109028",156,105,44,61,0,1,1,0,38,38,0,0,0,12
"S00109029",133,126,64,62,0,4,4,0,2,2,0,0,0,1
"S00109030",118,89,39,50,0,15,15,0,14,13,0,1,0,0
"S00109031",66,33,21,12,0,26,26,0,7,7,0,0,0,0
"S00109032",110,81,52,29,0,0,0,0,23,22,0,1,0,6
"S00109033",84,72,16,56,0,3,0,3,9,9,0,0,0,0
"S00109034",122,89,55,34,0,0,0,0,31,29,2,0,0,2
"S00109035",133,82,49,33,0,4,0,4,37,29,6,2,0,10
"S00109036",177,93,55,38,0,3,1,2,67,65,0,2,0,14
"S00109037",141,131,31,100,0,3,0,3,7,3,0,4,0,0
"S00109038",153,110,63,42,5,7,7,0,24,21,3,0,0,12
"S00109039",98,37,22,15,0,0,0,0,49,43,0,0,6,12
"S00109040",131,108,59,49,0,1,1,0,11,9,0,2,0,11
"S00109041",150,128,65,63,0,2,0,2,16,16,0,0,0,4
"S00109042",104,52,35,17,0,1,1,0,40,35,3,2,0,11
"S00109043",139,111,42,69,0,17,15,2,10,10,0,0,0,1
"S00109044",95,66,23,43,0,0,0,0,20,20,0,0,0,9
"S00109045",109,83,27,56,0,12,12,0,13,13,0,0,0,1
"S00109046",147,122,47,75,0,14,14,0,9,9,0,0,0,2
"S00109047",67,63,22,41,0,1,1,0,2,2,0,0,0,1
"S00109048",72,51,19,32,0,0,0,0,21,18,0,3,0,0
"S00109049",89,66,32,34,0,6,1,5,17,16,0,1,0,0
"S00109050",63,36,13,23,0,14,14,0,13,13,0,0,0,0
"S00109051",134,107,61,46,0,3,3,0,17,13,0,4,0,7
"S00109052",90,57,37,20,0,7,7,0,19,13,4,2,0,7
"S00109053",97,77,48,27,2,3,3,0,15,9,4,2,0,2
"S00109054",136,102,44,58,0,3,3,0,17,17,0,0,0,14
"S00109055",80,54,25,24,5,4,4,0,20,20,0,0,0,2
"S00109056",79,64,40,24,0,0,0,0,13,13,0,0,0,2
"S00109057",71,60,37,23,0,2,2,0,5,5,0,0,0,4
"S00109058",141,120,63,57,0,0,0,0,18,18,0,0,0,3
"S00109059",117,73,22,49,2,34,34,0,9,7,0,0,2,1
"S00109060",149,101,56,45,0,33,33,0,10,10,0,0,0,5
"S00109061",94,52,33,19,0,5,5,0,36,35,0,1,0,1
"S00109062",110,60,24,36,0,43,41,2,7,1,0,6,0,0
"S00109063",143,116,41,75,0,11,11,0,16,9,0,7,0,0
"S00109064",97,70,33,37,0,9,9,0,18,16,0,2,0,0
"S00109065",82,28,13,15,0,1,1,0,45,40,3,2,0,8
"S00109066",97,45,28,17,0,1,1,0,40,29,5,4,2,11
"S00109067",149,124,50,70,4,15,15,0,8,8,0,0,0,2
"S00109068",58,12,3,4,5,45,3,42,0,0,0,0,0,1
"S00109069",130,114,66,48,0,1,1,0,10,10,0,0,0,5
"S00109070",92,37,22,15,0,5,5,0,39,39,0,0,0,11
"S00109071",115,82,50,32,0,4,4,0,19,19,0,0,0,10
"S00109072",108,56,34,21,1,20,20,0,28,28,0,0,0,4
"S00109073",97,76,39,37,0,1,1,0,17,17,0,0,0,3
"S00109074",93,67,40,26,1,0,0,0,21,17,4,0,0,5
"S00109075",82,72,38,34,0,2,1,1,8,6,2,0,0,0
"S00109076",93,57,33,23,1,4,2,2,26,22,4,0,0,6
"S00109077",90,67,52,15,0,0,0,0,19,18,1,0,0,4
"S00109078",78,74,44,30,0,4,2,2,0,0,0,0,0,0
"S00109079",121,91,68,23,0,1,1,0,28,28,0,0,0,1
"S00109080",136,87,44,40,3,0,0,0,22,17,4,1,0,27
"S00109081",133,117,52,65,0,0,0,0,13,13,0,0,0,3
"S00109082",108,100,57,43,0,0,0,0,8,4,0,4,0,0
"S00109083",115,106,46,60,0,5,5,0,4,4,0,0,0,0
"S00109084",142,105,30,75,0,12,12,0,18,18,0,0,0,7
"S00109085",163,157,63,94,0,6,2,4,0,0,0,0,0,0
"S00109086",92,60,35,25,0,2,2,0,30,27,1,0,2,0
"S00109087",69,60,28,32,0,0,0,0,8,8,0,0,0,1
"S00109088",72,50,23,24,3,4,4,0,13,8,3,2,0,5
"S00109089",94,71,32,39,0,6,6,0,16,13,0,3,0,1
"S00109090",213,166,16,150,0,7,7,0,40,38,0,2,0,0
"S00109091",184,115,55,59,1,5,5,0,58,51,4,1,2,6
"S00109092",120,104,14,90,0,1,1,0,15,15,0,0,0,0
"S00109093",120,96,52,44,0,0,0,0,22,22,0,0,0,2
"S00109094",117,99,52,47,0,2,2,0,15,15,0,0,0,1
"S00109095",112,81,60,21,0,10,10,0,21,20,0,1,0,0
"S00109096",78,54,32,22,0,1,1,0,16,16,0,0,0,7
"S00109097",117,43,32,10,1,8,8,0,51,50,0,1,0,15
"S00109098",101,73,36,37,0,8,8,0,15,12,0,3,0,5
"S00109099",123,72,40,32,0,0,0,0,42,41,0,1,0,9
"S00109100",96,90,31,59,0,0,0,0,3,3,0,0,0,3
"S00109101",79,63,21,41,1,0,0,0,16,14,0,2,0,0
"S00109102",142,108,57,51,0,24,24,0,9,8,0,1,0,1
"S00109103",88,74,31,43,0,4,3,1,10,8,0,2,0,0
"S00109104",133,106,29,77,0,25,25,0,2,2,0,0,0,0
"S00109105",70,45,24,21,0,0,0,0,25,25,0,0,0,0
"S00109106",172,158,75,83,0,0,0,0,14,14,0,0,0,0
"S00109107",70,57,25,32,0,7,7,0,4,4,0,0,0,2
"S00109108",89,55,41,14,0,8,2,6,17,15,2,0,0,9
"S00109109",66,43,25,18,0,0,0,0,15,13,0,0,2,8
"S00109110",120,94,50,44,0,0,0,0,21,21,0,0,0,5
"S00109111",80,70,36,34,0,2,2,0,5,5,0,0,0,3
"S00109112",98,94,53,37,4,0,0,0,4,4,0,0,0,0
"S00109113",75,28,19,9,0,28,28,0,17,9,0,4,4,2
"S00109114",150,136,72,64,0,0,0,0,11,11,0,0,0,3
"S00109115",110,86,52,34,0,0,0,0,23,18,0,2,3,1
"S00109116",178,153,74,79,0,6,0,6,16,16,0,0,0,3
"S00109117",125,78,41,37,0,0,0,0,36,36,0,0,0,11
"S00109118",145,123,66,57,0,6,4,2,12,12,0,0,0,4
"S00109119",239,97,10,69,18,118,17,101,24,20,0,4,0,0
"S00109120",116,83,24,44,15,11,0,11,20,20,0,0,0,2
"S00109121",66,50,21,29,0,0,0,0,14,9,0,5,0,2
"S00109122",156,101,47,50,4,11,4,7,37,29,0,8,0,7
"S00109123",113,45,12,6,27,64,0,64,4,2,0,2,0,0
"S00109124",138,82,55,27,0,14,12,2,31,31,0,0,0,11
"S00109125",130,83,56,27,0,3,0,3,44,41,2,1,0,0
"S00109126",145,84,56,28,0,5,5,0,45,32,13,0,0,11
"S00109127",109,68,52,16,0,6,6,0,28,22,0,0,6,7
"S00109128",116,59,34,25,0,5,5,0,37,32,0,5,0,15
"S00109129",95,58,29,26,3,10,2,8,24,20,1,3,0,3
"S00109130",85,61,31,30,0,2,2,0,21,21,0,0,0,1
"S00109131",117,99,50,49,0,0,0,0,17,17,0,0,0,1
"S00109132",82,71,59,12,0,0,0,0,11,11,0,0,0,0
"S00109133",136,109,70,39,0,4,2,2,21,16,2,3,0,2
"S00109134",94,58,26,32,0,5,0,5,23,23,0,0,0,8
"S00109135",179,153,69,84,0,0,0,0,23,19,0,0,4,3
"S00109136",105,94,22,72,0,0,0,0,11,7,4,0,0,0
"S00109137",83,72,20,52,0,3,0,3,8,4,0,0,4,0
"S00109138",165,145,85,60,0,0,0,0,20,20,0,0,0,0
"S00109139",153,118,53,65,0,7,5,2,22,13,7,0,2,6
"S00109140",122,45,0,32,13,69,2,67,8,5,3,0,0,0
"S00109141",128,100,8,92,0,15,7,8,13,10,3,0,0,0
"S00109142",122,91,21,70,0,0,0,0,30,25,0,5,0,1
"S00109143",144,137,58,79,0,0,0,0,7,7,0,0,0,0
"S00109144",145,124,37,87,0,0,0,0,21,18,0,3,0,0
"S00109145",176,159,66,93,0,0,0,0,17,17,0,0,0,0
"S00109146",149,132,39,93,0,2,2,0,14,14,0,0,0,1
"S00109147",125,120,73,47,0,0,0,0,4,2,0,2,0,1
"S00109148",133,115,49,66,0,0,0,0,18,16,0,2,0,0
"S00109149",134,132,54,78,0,0,0,0,2,2,0,0,0,0
"S00109150",112,99,39,60,0,4,0,4,8,5,0,3,0,1
"S00109151",135,130,16,114,0,3,3,0,2,0,0,2,0,0
"S00109152",99,71,12,59,0,27,27,0,1,1,0,0,0,0
"S00109153",156,146,80,66,0,3,0,3,4,4,0,0,0,3
"S00109154",154,144,71,73,0,0,0,0,10,10,0,0,0,0
"S00109155",131,127,55,72,0,0,0,0,4,4,0,0,0,0
"S00109156",160,148,59,89,0,0,0,0,8,8,0,0,0,4
"S00109157",169,140,31,109,0,10,9,1,19,15,0,0,4,0
"S00109158",103,92,39,53,0,0,0,0,11,11,0,0,0,0
"S00109159",165,141,56,82,3,13,13,0,11,11,0,0,0,0
"S00109160",137,110,28,80,2,11,11,0,12,12,0,0,0,4
"S00109161",110,103,33,70,0,0,0,0,7,6,0,1,0,0
"S00109162",105,94,30,64,0,10,10,0,1,1,0,0,0,0
"S00109163",76,67,31,36,0,2,2,0,7,7,0,0,0,0
"S00109164",71,68,30,38,0,0,0,0,1,1,0,0,0,2
"S00109165",145,140,82,54,4,0,0,0,5,5,0,0,0,0
"S00109166",140,139,90,49,0,0,0,0,0,0,0,0,0,1
"S00109167",123,114,65,49,0,4,4,0,5,5,0,0,0,0
"S00109168",117,117,60,57,0,0,0,0,0,0,0,0,0,0
"S00109169",109,103,67,36,0,4,0,4,2,2,0,0,0,0
"S00109170",143,137,72,64,1,1,0,1,5,0,0,5,0,0
"S00109171",138,133,62,71,0,0,0,0,5,5,0,0,0,0
"S00109172",135,135,48,87,0,0,0,0,0,0,0,0,0,0
"S00109173",101,98,51,47,0,2,0,2,0,0,0,0,0,1
"S00109174",71,63,27,36,0,3,3,0,4,0,0,4,0,1
"S00109175",113,84,29,55,0,0,0,0,27,25,0,2,0,2
"S00109176",71,60,34,26,0,0,0,0,11,8,0,3,0,0
"S00109177",172,149,39,110,0,6,0,6,15,7,0,8,0,2
"S00109178",74,53,24,29,0,1,1,0,19,19,0,0,0,1
"S00109179",191,176,104,72,0,5,5,0,10,10,0,0,0,0
"S00109180",134,85,19,66,0,0,0,0,47,44,0,3,0,2
"S00109181",141,116,10,106,0,2,2,0,23,23,0,0,0,0
"S00109182",105,29,5,24,0,10,0,10,66,11,27,0,28,0
"S00109183",112,84,8,76,0,16,0,16,12,12,0,0,0,0
"S00109184",126,53,5,48,0,53,6,47,20,20,0,0,0,0
"S00109185",125,91,11,80,0,7,7,0,27,21,2,4,0,0
"S00109186",114,81,8,73,0,6,3,3,27,19,0,8,0,0
"S00109187",92,69,12,57,0,5,5,0,18,16,0,2,0,0
"S00109188",70,46,2,44,0,9,1,8,15,14,0,1,0,0
"S00109189",138,114,30,84,0,4,0,4,14,14,0,0,0,6
"S00109190",163,124,11,113,0,5,3,2,34,21,0,1,12,0
"S00109191",183,105,24,81,0,3,3,0,75,13,38,5,19,0
"S00109192",82,82,12,70,0,0,0,0,0,0,0,0,0,0
"S00109193",74,24,2,22,0,0,0,0,50,50,0,0,0,0
"S00109194",148,119,14,105,0,7,6,1,20,20,0,0,0,2
"S00109195",219,28,1,27,0,178,2,176,13,13,0,0,0,0
"S00109196",174,160,17,143,0,1,0,1,13,11,0,2,0,0
"S00109197",183,13,2,11,0,157,5,152,13,13,0,0,0,0
"S00109198",108,102,7,95,0,0,0,0,6,2,0,4,0,0
"S00109199",117,107,3,104,0,3,0,3,7,7,0,0,0,0
"S00109200",129,93,11,82,0,11,2,9,25,25,0,0,0,0
"S00109201",270,251,17,234,0,9,5,4,10,10,0,0,0,0
"S00109202",157,128,43,85,0,23,21,2,6,5,0,1,0,0
"S00109203",133,93,35,58,0,31,27,4,8,5,0,3,0,1
"S00109204",124,51,17,34,0,61,56,5,12,12,0,0,0,0
"S00109205",167,118,42,76,0,36,32,4,13,13,0,0,0,0
"S00109206",93,44,11,33,0,42,42,0,7,4,0,3,0,0
"S00109207",105,77,15,62,0,28,24,4,0,0,0,0,0,0
"S00109208",88,66,24,42,0,17,16,1,5,5,0,0,0,0
"S00109209",98,9,7,2,0,75,39,36,13,13,0,0,0,1
"S00109210",112,73,21,52,0,33,1,32,6,0,3,3,0,0
"S00109211",75,46,10,36,0,16,6,10,13,13,0,0,0,0
"S00109212",87,19,0,16,3,65,7,58,3,3,0,0,0,0
"S00109213",80,45,14,31,0,26,22,4,9,8,0,1,0,0
"S00109214",138,93,36,57,0,40,35,5,4,3,0,1,0,1
"S00109215",131,59,15,44,0,57,3,54,14,9,0,5,0,1
"S00109216",88,62,19,43,0,13,2,11,13,10,0,3,0,0
"S00109217",91,48,5,43,0,28,5,23,15,13,0,2,0,0
"S00109218",101,62,13,49,0,27,25,2,12,6,4,0,2,0
"S00109219",137,87,27,60,0,40,35,5,10,8,0,2,0,0
"S00109220",121,101,51,50,0,18,18,0,0,0,0,0,0,2
"S00109221",121,99,48,51,0,11,3,8,11,11,0,0,0,0
"S00109222",104,76,31,45,0,16,2,14,11,10,0,1,0,1
"S00109223",132,104,28,76,0,17,5,12,11,11,0,0,0,0
"S00109224",114,104,33,70,1,10,3,7,0,0,0,0,0,0
"S00109225",142,113,21,92,0,17,2,15,12,12,0,0,0,0
"S00109226",140,98,34,63,1,33,9,24,9,4,0,5,0,0
"S00109227",128,101,40,61,0,18,12,6,9,9,0,0,0,0
"S00109228",99,72,35,35,2,16,1,15,11,8,0,3,0,0
"S00109229",117,75,28,47,0,29,25,4,12,12,0,0,0,1
"S00109230",118,90,41,49,0,15,11,4,11,9,0,0,2,2
"S00109231",103,64,18,46,0,15,8,7,24,21,0,3,0,0
"S00109232",106,88,45,43,0,18,6,12,0,0,0,0,0,0
"S00109233",107,33,16,17,0,65,49,16,9,5,0,4,0,0
"S00109234",115,100,31,69,0,11,10,1,3,3,0,0,0,1
"S00109235",80,49,5,44,0,25,3,22,5,3,2,0,0,1
"S00109236",121,80,26,54,0,29,0,29,12,12,0,0,0,0
"S00109237",121,70,26,44,0,34,0,34,17,17,0,0,0,0
"S00109238",111,79,21,58,0,22,1,21,10,9,0,1,0,0
"S00109239",102,81,21,60,0,17,1,16,4,4,0,0,0,0
"S00109240",106,64,15,49,0,23,2,21,17,14,0,3,0,2
"S00109241",88,58,19,39,0,18,0,18,12,6,0,4,2,0
"S00109242",115,76,34,42,0,31,9,22,6,6,0,0,0,2
"S00109243",150,103,34,69,0,35,2,33,9,9,0,0,0,3
"S00109244",139,99,33,66,0,28,7,21,11,10,0,1,0,1
"S00109245",72,46,19,27,0,23,21,2,3,1,0,2,0,0
"S00109246",100,72,23,49,0,11,1,10,17,17,0,0,0,0
"S00109247",152,73,16,57,0,74,5,69,5,5,0,0,0,0
"S00109248",116,89,13,76,0,27,1,26,0,0,0,0,0,0
"S00109249",152,71,22,49,0,65,0,65,16,16,0,0,0,0
"S00109250",103,83,31,52,0,12,8,4,8,8,0,0,0,0
"S00109251",96,82,28,54,0,7,1,6,7,2,0,5,0,0
"S00109252",102,64,32,32,0,27,0,27,8,8,0,0,0,3
"S00109253",82,73,20,53,0,5,2,3,4,2,0,2,0,0
"S00109254",150,114,36,78,0,24,8,16,11,8,0,3,0,1
"S00109255",73,49,7,42,0,18,2,16,5,5,0,0,0,1
"S00109256",77,42,15,27,0,23,4,19,12,9,0,3,0,0
"S00109257",158,90,22,66,2,59,3,56,8,7,0,1,0,1
"S00109258",138,118,39,79,0,8,0,8,12,11,0,0,1,0
"S00109259",89,81,38,41,2,1,0,1,4,1,0,3,0,3
"S00109260",140,100,29,71,0,34,31,3,4,4,0,0,0,2
"S00109261",135,73,42,31,0,44,41,3,18,18,0,0,0,0
"S00109262",101,62,20,42,0,30,30,0,9,9,0,0,0,0
"S00109263",90,82,31,51,0,3,3,0,5,2,0,3,0,0
"S00109264",129,105,39,66,0,21,3,18,2,2,0,0,0,1
"S00109265",145,109,32,77,0,28,3,25,8,6,0,2,0,0
"S00109266",92,58,18,39,1,14,0,14,20,16,0,4,0,0
"S00109267",147,49,20,29,0,88,81,7,10,10,0,0,0,0
"S00109268",103,41,20,21,0,61,57,4,0,0,0,0,0,1
"S00109269",134,40,11,29,0,85,67,18,9,9,0,0,0,0
"S00109270",69,31,8,23,0,24,24,0,14,14,0,0,0,0
"S00109271",59,39,17,22,0,4,4,0,16,14,0,2,0,0
"S00109272",64,35,6,29,0,2,2,0,27,24,0,3,0,0
"S00109273",99,49,19,30,0,35,35,0,15,12,0,3,0,0
"S00109274",76,42,12,30,0,34,29,5,0,0,0,0,0,0
"S00109275",143,71,28,43,0,54,54,0,18,15,0,3,0,0
"S00109276",164,89,27,62,0,62,58,4,6,2,0,4,0,7
"S00109277",114,81,34,47,0,29,25,4,1,0,0,1,0,3
"S00109278",95,76,30,46,0,10,10,0,8,8,0,0,0,1
"S00109279",61,22,4,18,0,22,6,16,17,14,0,3,0,0
"S00109280",139,102,25,75,2,29,29,0,5,5,0,0,0,3
"S00109281",101,43,12,31,0,13,13,0,45,42,0,3,0,0
"S00109282",115,74,24,50,0,32,32,0,9,9,0,0,0,0
"S00109283",83,24,7,17,0,44,44,0,12,12,0,0,0,3
"S00109284",145,129,30,99,0,0,0,0,15,14,0,1,0,1
"S00109285",82,45,17,28,0,35,35,0,0,0,0,0,0,2
"S00109286",96,77,22,55,0,4,0,4,15,13,0,2,0,0
"S00109287",119,63,17,46,0,43,43,0,13,13,0,0,0,0
"S00109288",125,53,14,39,0,16,1,15,56,56,0,0,0,0
"S00109289",92,54,6,48,0,28,28,0,8,8,0,0,0,2
"S00109290",74,31,13,18,0,2,2,0,41,40,0,1,0,0
"S00109291",105,59,38,21,0,16,16,0,30,26,0,4,0,0
"S00109292",72,36,15,21,0,11,9,2,24,24,0,0,0,1
