"dz_2001","total","house","flat","caravan","shared"
"S01000093",705,114,591,0,0
"S01000094",712,35,677,0,0
"S01000095",712,181,529,0,2
"S01000096",690,383,307,0,0
"S01000097",977,628,349,0,0
"S01000098",1168,122,1046,0,0
"S01000099",811,712,99,0,0
"S01000100",797,72,725,0,0
"S01000101",886,465,421,0,0
"S01000102",795,48,747,0,0
"S01000103",628,89,539,0,0
"S01000104",901,753,148,0,0
"S01000105",870,699,171,0,0
"S01000106",724,528,196,0,0
"S01000107",1268,51,1217,0,0
"S01000108",706,179,527,0,0
"S01000109",1017,85,926,0,6
"S01000110",826,733,93,0,0
"S01000111",783,391,392,0,0
"S01000112",980,96,884,0,0
"S01000113",607,360,238,0,9
"S01000114",763,263,500,0,0
"S01000115",838,492,346,0,0
"S01000116",923,86,837,0,0
"S01000117",985,662,319,0,4
"S01000118",692,415,277,0,0
"S01000119",835,59,776,0,0
"S01000120",566,197,369,0,0
"S01000121",703,536,167,0,0
"S01000122",701,396,305,0,0
"S01000123",669,653,16,0,0
"S01000124",850,47,803,0,0
"S01000125",648,50,598,0,0
"S01000126",945,62,878,2,3
"S01000127",766,587,179,0,0
"S01000128",1078,26,1038,0,14
"S01000129",550,26,524,0,0
"S01000130",1557,84,1466,0,7
"S01000131",622,254,368,0,0
"S01000132",748,178,568,0,2
"S01000133",878,680,198,0,0
"S01000134",728,399,329,0,0
"S01000135",687,20,667,0,0
"S01000136",675,443,232,0,0
"S01000137",954,130,824,0,0
"S01000138",830,56,772,0,2
"S01000139",790,724,66,0,0
"S01000140",853,809,44,0,0
"S01000141",824,460,364,0,0
"S01000142",685,410,275,0,0
"S01000143",618,610,8,0,0
"S01000144",730,41,689,0,0
"S01000145",815,575,240,0,0
"S01000146",1537,67,1468,0,2
"S01000147",1000,92,906,0,2
"S01000148",605,253,352,0,0
"S01000149",1180,92,1082,0,6
"S01000150",619,472,147,0,0
"S01000151",865,223,642,0,0
"S01000152",1188,357,828,0,3
"S01000153",963,34,929,0,0
"S01000154",524,516,8,0,0
"S01000155",739,600,139,0,0
"S01000156",1019,84,930,0,5
"S01000157",691,112,579,0,0
"S01000158",926,482,443,1,0
"S01000159",910,859,51,0,0
"S01000160",761,728,33,0,0
"S01000161",915,294,621,0,0
"S01000162",830,412,418,0,0
"S01000163",1049,870,179,0,0
"S01000164",530,10,520,0,0
"S01000165",904,83,821,0,0
"S01000166",1146,369,777,0,0
"S01000167",682,507,175,0,0
"S01000168",974,847,127,0,0
"S01000169",712,570,142,0,0
"S01000170",1125,415,706,0,4
"S01000171",1079,1050,29,0,0
"S01000172",471,250,221,0,0
"S01000173",849,399,450,0,0
"S01000174",900,887,13,0,0
"S01000175",536,50,482,4,0
"S01000176",582,4,578,0,0
"S01000177",559,184,375,0,0
"S01000178",774,672,102,0,0
"S01000179",877,42,835,0,0
"S01000180",645,625,20,0,0
"S01000181",606,531,75,0,0
"S01000182",916,894,22,0,0
"S01000183",1127,131,988,0,8
"S01000184",737,415,322,0,0
"S01000185",878,27,851,0,0
"S01000186",948,499,449,0,0
"S01000187",627,585,42,0,0
"S01000188",730,167,563,0,0
"S01000189",623,438,185,0,0
"S01000190",835,764,71,0,0
"S01000191",1223,472,751,0,0
"S01000192",752,154,590,0,8
"S01000193",717,613,104,0,0
"S01000194",872,176,696,0,0
"S01000195",723,215,508,0,0
"S01000196",1005,467,538,0,0
"S01000197",587,543,44,0,0
"S01000198",831,284,547,0,0
"S01000199",853,88,762,0,3
"S01000200",833,47,786,0,0
"S01000201",622,47,575,0,0
"S01000202",1001,204,789,0,8
"S01000203",712,65,645,0,2
"S01000204",577,408,169,0,0
"S01000205",830,233,597,0,0
"S01000206",704,628,76,0,0
"S01000207",928,36,892,0,0
"S01000208",956,360,590,0,6
"S01000209",1391,358,1017,4,12
"S01000210",684,124,560,0,0
"S01000211",747,250,497,0,0
"S01000212",754,445,309,0,0
"S01000213",740,62,675,0,3
"S01000214",460,438,22,0,0
"S01000215",1035,952,57,26,0
"S01000216",654,507,147,0,0
"S01000217",810,286,524,0,0
"S01000218",666,644,22,0,0
"S01000219",851,144,707,0,0
"S01000220",692,160,532,0,0
"S01000221",734,178,556,0,0
"S01000222",737,662,75,0,0
"S01000223",607,361,220,26,0
"S01000224",806,770,36,0,0
"S01000225",576,533,43,0,0
"S01000226",599,447,152,0,0
"S01000227",1253,958,295,0,0
"S01000228",827,226,550,51,0
"S01000229",822,429,393,0,0
"S01000230",618,359,259,0,0
"S01000231",694,596,98,0,0
"S01000232",615,474,141,0,0
"S01000233",496,276,220,0,0
"S01000234",697,600,97,0,0
"S01000235",737,659,78,0,0
"S01000236",672,568,103,1,0
"S01000237",816,781,35,0,0
"S01000238",493,407,86,0,0
"S01000239",691,652,39,0,0
"S01000240",634,586,48,0,0
"S01000241",599,590,9,0,0
"S01000242",744,584,160,0,0
"S01000243",649,639,10,0,0
"S01000244",1139,669,470,0,0
"S01000245",959,935,24,0,0
"S01000246",689,681,8,0,0
"S01000247",655,646,9,0,0
"S01000248",741,629,112,0,0
"S01000249",650,641,9,0,0
"S01000250",770,760,10,0,0
"S01000251",465,458,7,0,0
"S01000252",790,713,77,0,0
"S01000253",651,637,14,0,0
"S01000254",832,739,93,0,0
"S01000255",586,480,106,0,0
"S01000256",805,732,73,0,0
"S01000257",906,722,184,0,0
"S01000258",608,576,32,0,0
"S01000259",611,557,54,0,0
"S01000260",865,848,17,0,0
"S01000261",892,791,101,0,0
"S01000262",913,786,127,0,0
"S01000263",746,653,65,28,0
"S01000264",909,638,271,0,0
"S01000265",712,527,183,2,0
"S01000266",1240,984,244,12,0
"S01000267",641,504,137,0,0
"S01000268",813,795,18,0,0
"S01000269",626,616,7,3,0
"S01000270",1031,1018,13,0,0
"S01000271",877,804,73,0,0
"S01000272",1122,1025,87,10,0
"S01000273",620,613,5,2,0
"S01000274",678,556,122,0,0
"S01000275",1435,1321,114,0,0
"S01000276",782,769,13,0,0
"S01000277",703,617,86,0,0
"S01000278",577,396,181,0,0
"S01000279",875,861,14,0,0
"S01000280",761,719,42,0,0
"S01000281",675,603,69,3,0
"S01000282",735,715,17,3,0
"S01000283",1090,1062,28,0,0
"S01000284",1264,1248,11,5,0
"S01000285",719,716,2,1,0
"S01000286",914,512,400,0,2
"S01000287",676,567,109,0,0
"S01000288",807,799,8,0,0
"S01000289",884,722,162,0,0
"S01000290",813,500,313,0,0
"S01000291",884,859,22,3,0
"S01000292",1003,798,205,0,0
"S01000293",841,397,442,2,0
"S01000294",648,630,15,3,0
"S01000295",538,536,2,0,0
"S01000296",952,791,161,0,0
"S01000297",729,700,29,0,0
"S01000298",1131,1098,33,0,0
"S01000299",972,914,56,2,0
"S01000300",759,746,10,3,0
"S01000301",506,467,39,0,0
"S01000302",625,619,5,1,0
"S01000303",566,561,5,0,0
"S01000304",829,828,1,0,0
"S01000305",1040,1020,20,0,0
"S01000306",790,776,14,0,0
"S01000307",922,910,12,0,0
"S01000308",1217,1187,30,0,0
"S01000309",1188,1162,25,1,0
"S01000310",942,890,52,0,0
"S01000311",902,608,294,0,0
"S01000312",512,446,66,0,0
"S01000313",681,637,44,0,0
"S01000314",551,514,37,0,0
"S01000315",659,629,30,0,0
"S01000316",889,815,74,0,0
"S01000317",542,487,55,0,0
"S01000318",549,545,4,0,0
"S01000319",659,658,1,0,0
"S01000320",671,546,123,2,0
"S01000321",595,588,7,0,0
"S01000322",992,904,88,0,0
"S01000323",879,856,20,3,0
"S01000324",835,823,12,0,0
"S01000325",1291,1277,10,4,0
"S01000326",805,762,43,0,0
"S01000327",809,800,9,0,0
"S01000328",534,534,0,0,0
"S01000329",836,826,10,0,0
"S01000330",1317,1279,38,0,0
"S01000331",560,554,6,0,0
"S01000332",733,649,84,0,0
"S01000333",938,921,13,4,0
"S01000334",875,829,46,0,0
"S01000335",792,786,6,0,0
"S01000336",1380,1204,73,103,0
"S01000337",836,821,15,0,0
"S01000338",490,468,17,5,0
"S01000339",1194,1152,42,0,0
"S01000340",1058,1025,23,10,0
"S01000341",960,942,17,1,0
"S01000342",474,466,8,0,0
"S01000343",566,561,5,0,0
"S01000344",992,970,22,0,0
"S01000345",626,596,2,28,0
"S01000346",643,573,70,0,0
"S01000347",1544,1527,17,0,0
"S01000348",730,618,110,2,0
"S01000349",537,425,112,0,0
"S01000350",1082,1047,32,3,0
"S01000351",939,848,91,0,0
"S01000352",699,650,49,0,0
"S01000353",508,470,38,0,0
"S01000354",1576,1405,165,6,0
"S01000355",615,605,10,0,0
"S01000356",642,638,0,4,0
"S01000357",580,579,1,0,0
"S01000358",889,869,20,0,0
"S01000359",836,833,3,0,0
"S01000360",529,506,21,2,0
"S01000361",678,659,19,0,0
"S01000362",971,888,83,0,0
"S01000363",1178,1155,23,0,0
"S01000364",928,914,11,3,0
"S01000365",2070,2006,64,0,0
"S01000366",2123,2092,31,0,0
"S01000367",845,781,35,29,0
"S01000368",1286,1147,139,0,0
"S01000369",938,933,5,0,0
"S01000370",1511,1489,20,2,0
"S01000371",916,886,30,0,0
"S01000372",913,812,101,0,0
"S01000373",665,606,59,0,0
"S01000374",647,645,2,0,0
"S01000375",612,610,2,0,0
"S01000376",826,811,15,0,0
"S01000377",852,786,25,41,0
"S01000378",543,540,3,0,0
"S01000379",655,653,1,1,0
"S01000380",957,937,20,0,0
"S01000381",1604,1562,42,0,0
"S01000382",733,725,8,0,0
"S01000383",1166,1095,44,27,0
"S01000384",704,672,30,2,0
"S01000385",622,515,107,0,0
"S01000386",1260,1006,254,0,0
"S01000387",871,835,36,0,0
"S01000388",1053,1025,25,3,0
"S01000389",861,849,12,0,0
"S01000390",778,612,166,0,0
"S01000391",694,465,229,0,0
"S01000392",800,707,93,0,0
"S01000393",878,750,120,8,0
"S01000394",693,559,124,10,0
"S01000395",800,783,17,0,0
"S01000396",843,665,178,0,0
"S01000397",934,790,144,0,0
"S01000398",2408,2357,51,0,0
"S01000399",594,299,295,0,0
"S01000400",803,473,330,0,0
"S01000401",904,895,9,0,0
"S01000402",751,676,75,0,0
"S01000403",768,571,197,0,0
"S01000404",708,639,69,0,0
"S01000405",522,521,0,1,0
"S01000406",534,275,257,2,0
"S01000407",595,491,104,0,0
"S01000408",609,602,7,0,0
"S01000409",579,563,16,0,0
"S01000410",743,731,7,5,0
"S01000411",702,696,4,2,0
"S01000412",798,770,28,0,0
"S01000413",865,837,28,0,0
"S01000414",694,668,26,0,0
"S01000415",927,878,46,3,0
"S01000416",910,875,35,0,0
"S01000417",1006,943,62,1,0
"S01000418",718,704,14,0,0
"S01000419",1517,1504,10,3,0
"S01000420",1311,1213,98,0,0
"S01000421",786,775,11,0,0
"S01000422",906,869,37,0,0
"S01000423",1026,1018,7,1,0
"S01000424",743,737,3,3,0
"S01000425",842,824,18,0,0
"S01000426",826,813,13,0,0
"S01000427",741,432,309,0,0
"S01000428",663,609,54,0,0
"S01000429",871,776,95,0,0
"S01000430",488,403,85,0,0
"S01000431",680,437,241,0,2
"S01000432",876,848,28,0,0
"S01000433",510,391,116,3,0
"S01000434",602,591,11,0,0
"S01000435",514,491,23,0,0
"S01000436",629,611,18,0,0
"S01000437",889,767,122,0,0
"S01000438",590,590,0,0,0
"S01000439",823,816,7,0,0
"S01000440",1091,1075,15,1,0
"S01000441",898,853,43,2,0
"S01000442",843,834,4,5,0
"S01000443",608,607,0,1,0
"S01000444",2528,2450,69,9,0
"S01000445",1201,1160,41,0,0
"S01000446",951,936,12,3,0
"S01000447",782,759,23,0,0
"S01000448",859,850,9,0,0
"S01000449",708,679,29,0,0
"S01000450",553,481,72,0,0
"S01000451",855,846,9,0,0
"S01000452",559,559,0,0,0
"S01000453",560,553,2,5,0
"S01000454",443,406,37,0,0
"S01000455",846,828,18,0,0
"S01000456",1129,1081,41,7,0
"S01000457",781,629,152,0,0
"S01000458",930,916,7,7,0
"S01000459",1011,787,223,1,0
"S01000460",707,699,8,0,0
"S01000461",857,588,265,4,0
"S01000462",991,885,106,0,0
"S01000463",731,721,10,0,0
"S01000464",848,843,3,2,0
"S01000465",665,654,11,0,0
"S01000466",880,868,0,12,0
"S01000467",614,574,36,4,0
"S01000468",535,525,4,6,0
"S01000469",641,636,5,0,0
"S01000470",913,905,8,0,0
"S01000471",837,802,27,8,0
"S01000472",759,741,18,0,0
"S01000473",661,545,116,0,0
"S01000474",625,615,8,2,0
"S01000475",727,660,67,0,0
"S01000476",627,614,10,3,0
"S01000477",674,668,6,0,0
"S01000478",790,537,253,0,0
"S01000479",843,649,194,0,0
"S01000480",670,654,16,0,0
"S01000481",2120,2074,45,1,0
"S01000482",868,409,459,0,0
"S01000483",978,611,364,3,0
"S01000484",770,353,417,0,0
"S01000485",952,895,57,0,0
"S01000486",1118,380,736,2,0
"S01000487",559,395,164,0,0
"S01000488",624,555,67,2,0
"S01000489",904,484,420,0,0
"S01000490",540,494,46,0,0
"S01000491",535,123,412,0,0
"S01000492",951,664,287,0,0
"S01000493",641,613,28,0,0
"S01000494",551,380,171,0,0
"S01000495",893,866,27,0,0
"S01000496",529,520,9,0,0
"S01000497",768,704,60,4,0
"S01000498",520,508,12,0,0
"S01000499",1020,994,26,0,0
"S01000500",604,602,2,0,0
"S01000501",576,537,39,0,0
"S01000502",614,604,10,0,0
"S01000503",494,492,1,1,0
"S01000504",768,535,233,0,0
"S01000505",722,702,16,4,0
"S01000506",996,987,9,0,0
"S01000507",986,812,174,0,0
"S01000508",879,863,9,7,0
"S01000509",1001,946,55,0,0
"S01000510",665,621,44,0,0
"S01000511",573,568,5,0,0
"S01000512",990,928,62,0,0
"S01000513",881,840,41,0,0
"S01000514",941,931,7,3,0
"S01000515",551,543,1,7,0
"S01000516",883,858,18,7,0
"S01000517",737,718,19,0,0
"S01000518",957,913,44,0,0
"S01000519",515,507,4,4,0
"S01000520",1129,1103,22,4,0
"S01000521",945,910,35,0,0
"S01000522",665,657,1,7,0
"S01000523",800,778,22,0,0
"S01000524",697,692,3,2,0
"S01000525",1014,983,15,16,0
"S01000526",964,958,2,4,0
"S01000527",685,674,9,2,0
"S01000528",904,886,16,2,0
"S01000529",799,775,8,16,0
"S01000530",486,479,7,0,0
"S01000531",574,570,4,0,0
"S01000532",775,600,175,0,0
"S01000533",713,710,3,0,0
"S01000534",760,740,18,2,0
"S01000535",1020,958,62,0,0
"S01000536",494,486,8,0,0
"S01000537",1056,1034,20,2,0
"S01000538",740,659,81,0,0
"S01000539",966,707,255,4,0
"S01000540",713,629,84,0,0
"S01000541",592,468,124,0,0
"S01000542",647,589,58,0,0
"S01000543",832,827,3,2,0
"S01000544",667,639,28,0,0
"S01000545",755,614,141,0,0
"S01000546",860,811,49,0,0
"S01000547",543,524,19,0,0
"S01000548",1085,1034,51,0,0
"S01000549",1168,1148,20,0,0
"S01000550",471,468,3,0,0
"S01000551",860,798,62,0,0
"S01000552",540,522,18,0,0
"S01000553",888,869,19,0,0
"S01000554",679,663,16,0,0
"S01000555",854,800,54,0,0
"S01000556",812,806,6,0,0
"S01000557",913,894,19,0,0
"S01000558",496,328,168,0,0
"S01000559",644,543,101,0,0
"S01000560",1078,938,140,0,0
"S01000561",1012,577,435,0,0
"S01000562",847,687,160,0,0
"S01000563",1122,530,592,0,0
"S01000564",919,562,357,0,0
"S01000565",796,731,64,1,0
"S01000566",867,771,96,0,0
"S01000567",824,756,68,0,0
"S01000568",525,503,22,0,0
"S01000569",759,692,67,0,0
"S01000570",892,840,52,0,0
"S01000571",776,358,417,1,0
"S01000572",711,665,46,0,0
"S01000573",538,532,6,0,0
"S01000574",700,567,133,0,0
"S01000575",640,550,90,0,0
"S01000576",542,532,10,0,0
"S01000577",543,472,71,0,0
"S01000578",633,623,10,0,0
"S01000579",859,833,26,0,0
"S01000580",956,932,24,0,0
"S01000581",700,671,29,0,0
"S01000582",648,611,37,0,0
"S01000583",939,904,35,0,0
"S01000584",840,570,270,0,0
"S01000585",1224,831,393,0,0
"S01000586",722,711,11,0,0
"S01000587",658,610,48,0,0
"S01000588",558,480,78,0,0
"S01000589",707,652,55,0,0
"S01000590",788,664,124,0,0
"S01000591",775,727,48,0,0
"S01000592",865,798,67,0,0
"S01000593",1428,1403,16,9,0
"S01000594",1250,1243,7,0,0
"S01000595",758,681,77,0,0
"S01000596",795,784,11,0,0
"S01000597",965,961,4,0,0
"S01000598",1348,1275,71,2,0
"S01000599",1145,1042,103,0,0
"S01000600",776,769,5,2,0
"S01000601",1232,1168,52,6,6
"S01000602",743,692,46,5,0
"S01000603",1022,1015,6,1,0
"S01000604",914,893,21,0,0
"S01000605",739,650,86,3,0
"S01000606",820,257,563,0,0
"S01000607",750,665,85,0,0
"S01000608",1195,468,727,0,0
"S01000609",1047,592,455,0,0
"S01000610",804,229,569,0,6
"S01000611",631,390,241,0,0
"S01000612",1039,498,541,0,0
"S01000613",1024,640,383,1,0
"S01000614",678,599,79,0,0
"S01000615",768,397,371,0,0
"S01000616",1389,1234,39,116,0
"S01000617",665,643,22,0,0
"S01000618",815,780,35,0,0
"S01000619",708,568,140,0,0
"S01000620",1169,526,643,0,0
"S01000621",1078,718,360,0,0
"S01000622",768,549,219,0,0
"S01000623",769,727,42,0,0
"S01000624",616,498,118,0,0
"S01000625",641,337,304,0,0
"S01000626",804,353,451,0,0
"S01000627",849,737,112,0,0
"S01000628",580,511,69,0,0
"S01000629",851,822,27,2,0
"S01000630",738,570,168,0,0
"S01000631",612,397,215,0,0
"S01000632",539,524,15,0,0
"S01000633",523,495,28,0,0
"S01000634",735,567,168,0,0
"S01000635",643,623,20,0,0
"S01000636",521,511,10,0,0
"S01000637",648,611,27,10,0
"S01000638",560,526,8,26,0
"S01000639",641,613,28,0,0
"S01000640",717,707,10,0,0
"S01000641",814,777,37,0,0
"S01000642",908,861,46,1,0
"S01000643",673,644,29,0,0
"S01000644",711,703,8,0,0
"S01000645",956,923,33,0,0
"S01000646",782,711,71,0,0
"S01000647",777,674,103,0,0
"S01000648",884,740,144,0,0
"S01000649",594,579,13,2,0
"S01000650",712,611,101,0,0
"S01000651",870,577,293,0,0
"S01000652",744,648,96,0,0
"S01000653",978,732,246,0,0
"S01000654",921,555,366,0,0
"S01000655",792,384,408,0,0
"S01000656",799,412,387,0,0
"S01000657",793,440,353,0,0
"S01000658",606,243,363,0,0
"S01000659",1321,1138,183,0,0
"S01000660",970,901,69,0,0
"S01000661",822,519,303,0,0
"S01000662",734,720,14,0,0
"S01000663",798,694,104,0,0
"S01000664",851,805,39,7,0
"S01000665",669,626,43,0,0
"S01000666",528,518,10,0,0
"S01000667",957,820,130,7,0
"S01000668",864,428,436,0,0
"S01000669",826,528,298,0,0
"S01000670",668,490,178,0,0
"S01000671",551,486,65,0,0
"S01000672",713,570,143,0,0
"S01000673",721,707,14,0,0
"S01000674",1064,927,135,2,0
"S01000675",714,707,7,0,0
"S01000676",457,452,5,0,0
"S01000677",877,571,305,1,0
"S01000678",898,731,159,8,0
"S01000679",779,282,497,0,0
"S01000680",967,494,473,0,0
"S01000681",990,278,712,0,0
"S01000682",702,241,457,0,4
"S01000683",546,366,180,0,0
"S01000684",726,237,489,0,0
"S01000685",873,556,317,0,0
"S01000686",770,372,395,3,0
"S01000687",827,734,92,1,0
"S01000688",694,549,145,0,0
"S01000689",648,636,12,0,0
"S01000690",992,903,85,4,0
"S01000691",808,681,126,1,0
"S01000692",742,400,339,3,0
"S01000693",1015,581,426,8,0
"S01000694",701,593,108,0,0
"S01000695",788,569,219,0,0
"S01000696",774,341,433,0,0
"S01000697",954,887,21,46,0
"S01000698",619,449,167,0,3
"S01000699",613,530,81,2,0
"S01000700",806,782,24,0,0
"S01000701",969,907,62,0,0
"S01000702",514,444,70,0,0
"S01000703",739,624,115,0,0
"S01000704",885,852,30,3,0
"S01000705",1131,1069,58,4,0
"S01000706",859,852,7,0,0
"S01000707",618,605,11,2,0
"S01000708",558,542,12,4,0
"S01000709",992,919,72,1,0
"S01000710",1106,1076,30,0,0
"S01000711",505,484,19,2,0
"S01000712",610,450,160,0,0
"S01000713",752,727,25,0,0
"S01000714",986,963,19,4,0
"S01000715",654,309,345,0,0
"S01000716",500,106,394,0,0
"S01000717",915,449,466,0,0
"S01000718",810,561,249,0,0
"S01000719",616,447,169,0,0
"S01000720",766,734,30,2,0
"S01000721",702,686,16,0,0
"S01000722",846,757,88,1,0
"S01000723",457,434,16,7,0
"S01000724",763,685,77,1,0
"S01000725",586,559,21,6,0
"S01000726",755,737,17,1,0
"S01000727",600,416,184,0,0
"S01000728",649,576,73,0,0
"S01000729",491,327,164,0,0
"S01000730",457,272,185,0,0
"S01000731",595,229,366,0,0
"S01000732",533,120,413,0,0
"S01000733",663,154,509,0,0
"S01000734",797,534,262,0,1
"S01000735",438,134,304,0,0
"S01000736",730,304,426,0,0
"S01000737",470,211,259,0,0
"S01000738",448,285,162,1,0
"S01000739",730,455,275,0,0
"S01000740",650,504,142,2,2
"S01000741",786,476,310,0,0
"S01000742",642,583,57,2,0
"S01000743",814,619,193,0,2
"S01000744",738,333,405,0,0
"S01000745",716,461,255,0,0
"S01000746",786,490,296,0,0
"S01000747",556,302,253,1,0
"S01000748",465,283,182,0,0
"S01000749",541,482,59,0,0
"S01000750",679,548,131,0,0
"S01000751",722,635,87,0,0
"S01000752",977,659,313,3,2
"S01000753",596,361,235,0,0
"S01000754",729,411,318,0,0
"S01000755",701,674,23,4,0
"S01000756",983,632,340,11,0
"S01000757",719,598,116,5,0
"S01000758",1268,1114,152,2,0
"S01000759",985,797,188,0,0
"S01000760",531,416,115,0,0
"S01000761",605,502,43,60,0
"S01000762",610,602,8,0,0
"S01000763",743,731,10,2,0
"S01000764",676,523,153,0,0
"S01000765",825,804,21,0,0
"S01000766",699,417,282,0,0
"S01000767",642,189,453,0,0
"S01000768",783,110,671,0,2
"S01000769",785,83,702,0,0
"S01000770",703,426,277,0,0
"S01000771",937,523,414,0,0
"S01000772",640,352,288,0,0
"S01000773",826,609,217,0,0
"S01000774",831,812,19,0,0
"S01000775",653,468,185,0,0
"S01000776",572,563,9,0,0
"S01000777",325,314,11,0,0
"S01000778",450,343,107,0,0
"S01000779",793,623,170,0,0
"S01000780",844,726,118,0,0
"S01000781",806,691,114,1,0
"S01000782",680,669,11,0,0
"S01000783",464,363,78,23,0
"S01000784",778,713,65,0,0
"S01000785",714,624,88,2,0
"S01000786",749,556,193,0,0
"S01000787",488,448,28,12,0
"S01000788",650,519,131,0,0
"S01000789",725,500,225,0,0
"S01000790",470,415,55,0,0
"S01000791",607,532,75,0,0
"S01000792",664,583,81,0,0
"S01000793",639,572,41,26,0
"S01000794",861,580,279,2,0
"S01000795",937,845,92,0,0
"S01000796",426,402,20,4,0
"S01000797",449,438,11,0,0
"S01000798",484,441,43,0,0
"S01000799",680,588,92,0,0
"S01000800",916,845,66,5,0
"S01000801",635,623,8,4,0
"S01000802",770,718,52,0,0
"S01000803",965,893,49,23,0
"S01000804",843,752,83,8,0
"S01000805",793,740,53,0,0
"S01000806",808,781,27,0,0
"S01000807",734,606,128,0,0
"S01000808",713,673,36,4,0
"S01000809",562,501,52,9,0
"S01000810",731,659,69,3,0
"S01000811",792,708,78,6,0
"S01000812",1300,921,378,1,0
"S01000813",771,677,89,5,0
"S01000814",786,300,486,0,0
"S01000815",520,150,370,0,0
"S01000816",544,82,459,0,3
"S01000817",865,354,511,0,0
"S01000818",880,482,398,0,0
"S01000819",825,789,35,1,0
"S01000820",534,509,17,8,0
"S01000821",785,411,365,0,9
"S01000822",532,356,176,0,0
"S01000823",464,266,198,0,0
"S01000824",756,712,44,0,0
"S01000825",723,689,34,0,0
"S01000826",625,595,30,0,0
"S01000827",736,716,13,7,0
"S01000828",868,797,59,10,2
"S01000829",684,661,21,2,0
"S01000830",833,797,23,13,0
"S01000831",841,815,26,0,0
"S01000832",939,742,197,0,0
"S01000833",1158,1112,46,0,0
"S01000834",980,723,257,0,0
"S01000835",774,686,88,0,0
"S01000836",785,649,136,0,0
"S01000837",984,355,628,1,0
"S01000838",623,576,47,0,0
"S01000839",1355,958,397,0,0
"S01000840",686,597,89,0,0
"S01000841",988,890,98,0,0
"S01000842",867,835,32,0,0
"S01000843",901,556,345,0,0
"S01000844",774,496,278,0,0
"S01000845",540,416,124,0,0
"S01000846",680,305,375,0,0
"S01000847",974,560,414,0,0
"S01000848",651,618,33,0,0
"S01000849",479,456,23,0,0
"S01000850",699,300,399,0,0
"S01000851",714,642,72,0,0
"S01000852",717,569,147,1,0
"S01000853",554,518,36,0,0
"S01000854",846,744,102,0,0
"S01000855",669,505,164,0,0
"S01000856",512,508,4,0,0
"S01000857",507,431,76,0,0
"S01000858",910,728,182,0,0
"S01000859",1129,1057,72,0,0
"S01000860",853,306,547,0,0
"S01000861",643,630,12,1,0
