dz_2001,total,house,flat,caravan,shared
S01000174,873,870,3,0,0
S01000175,528,61,467,0,0
S01000176,671,38,633,0,0
S01000177,554,227,327,0,0
S01000178,760,674,86,0,0
S01000179,757,56,701,0,0
S01000180,676,655,14,0,7
S01000181,654,586,68,0,0
S01000182,873,865,8,0,0
S01000183,951,119,828,0,4
S01000184,793,506,287,0,0
S01000185,782,46,736,0,0
S01000186,957,551,406,0,0
S01000187,713,699,14,0,0
S01000188,754,214,530,0,10
S01000189,624,466,158,0,0
S01000190,887,819,64,4,0
S01000191,873,334,535,0,4
S01000192,767,123,636,4,4
S01000193,793,744,49,0,0
S01000194,745,178,563,0,4
S01000195,697,217,480,0,0
S01000196,924,430,494,0,0
S01000197,610,591,19,0,0
S01000198,746,265,481,0,0
S01000199,716,66,650,0,0
S01000200,846,62,784,0,0
S01000201,654,41,613,0,0
S01000202,861,218,643,0,0
S01000203,453,21,432,0,0
S01000204,622,449,173,0,0
S01000205,729,211,516,0,2
S01000206,714,666,48,0,0
S01000207,883,33,850,0,0
S01000208,800,351,444,5,0
S01000209,987,296,685,6,0
S01000210,578,132,446,0,0
S01000211,678,206,472,0,0
S01000212,788,499,289,0,0
S01000213,672,46,625,1,0
S01000214,507,497,10,0,0
S01000215,606,570,23,6,7
S01000216,619,539,80,0,0
S01000217,698,335,363,0,0
S01000218,713,698,15,0,0
S01000219,698,133,565,0,0
S01000220,599,141,457,1,0
S01000221,785,192,593,0,0
S01000222,758,673,85,0,0
S01000223,525,347,154,24,0
S01000224,732,706,26,0,0
S01000225,595,565,30,0,0
S01000226,618,481,137,0,0
S01000227,646,611,35,0,0
S01000228,655,196,423,36,0
S01000229,795,378,414,3,0
S01000230,678,388,290,0,0
S01000231,710,624,86,0,0
S01000232,669,503,162,4,0
S01000233,567,302,265,0,0
S01000234,762,684,78,0,0
S01000235,795,717,78,0,0
S01000236,680,590,90,0,0
S01000237,916,892,24,0,0
S01000238,516,435,81,0,0
S01000239,733,693,40,0,0
S01000240,721,651,70,0,0
S01000241,746,746,0,0,0
S01000242,690,474,216,0,0
S01000243,739,739,0,0,0
S01000244,1045,643,402,0,0
S01000245,953,931,22,0,0
S01000246,750,740,10,0,0
S01000247,767,765,2,0,0
S01000248,868,736,132,0,0
S01000249,738,731,7,0,0
S01000250,805,804,1,0,0
S01000251,501,499,2,0,0
S01000252,867,809,58,0,0
S01000253,745,740,5,0,0
S01000254,808,745,63,0,0
S01000255,632,552,80,0,0
S01000256,919,834,85,0,0
S01000257,817,734,82,1,0
S01000258,666,646,20,0,0
S01000259,614,567,45,2,0
S01000260,890,886,4,0,0
S01000261,999,899,100,0,0
S01000262,946,823,120,0,3
S01000263,794,692,63,39,0
S01000264,1033,744,289,0,0
S01000265,778,583,192,3,0
S01000266,982,826,153,0,3
S01000267,669,502,167,0,0
S01000268,779,759,17,2,1
S01000269,561,555,1,5,0
S01000270,964,942,18,4,0
S01000271,898,829,69,0,0
S01000272,940,863,68,9,0
S01000273,523,521,2,0,0
S01000274,594,484,110,0,0
S01000275,982,885,97,0,0
S01000276,736,733,3,0,0
S01000277,654,570,84,0,0
S01000278,537,358,179,0,0
S01000279,552,532,18,2,0
S01000280,620,568,52,0,0
S01000281,679,615,64,0,0
S01000282,651,625,20,6,0
S01000283,881,827,54,0,0
S01000284,819,799,12,8,0
S01000285,672,661,11,0,0
S01000286,876,517,356,0,3
S01000287,681,571,110,0,0
S01000288,897,891,6,0,0
S01000289,849,710,139,0,0
S01000290,764,466,298,0,0
S01000291,786,770,16,0,0
S01000292,931,809,117,0,5
S01000293,763,336,425,2,0
S01000294,699,679,20,0,0
S01000295,607,607,0,0,0
S01000296,510,440,70,0,0
S01000297,733,709,24,0,0
S01000298,528,519,9,0,0
S01000299,902,854,45,3,0
S01000300,774,747,21,3,3
S01000301,557,512,43,2,0
S01000302,566,556,7,3,0
S01000303,480,460,18,0,2
S01000304,791,786,5,0,0
S01000305,1040,1018,22,0,0
S01000306,746,721,25,0,0
S01000307,991,991,0,0,0
S01000308,991,981,10,0,0
S01000309,628,620,7,1,0
S01000310,899,846,53,0,0
S01000311,914,655,259,0,0
S01000312,571,512,56,3,0
S01000313,709,665,44,0,0
S01000314,572,548,24,0,0
S01000315,631,599,32,0,0
S01000316,794,727,67,0,0
S01000317,551,492,59,0,0
S01000318,577,569,8,0,0
S01000319,685,684,1,0,0
S01000320,722,600,122,0,0
S01000321,581,580,1,0,0
S01000322,1081,1019,62,0,0
S01000323,888,863,25,0,0
S01000324,870,859,11,0,0
S01000325,618,603,13,2,0
S01000326,763,744,19,0,0
S01000327,898,889,9,0,0
S01000328,601,591,10,0,0
S01000329,545,543,2,0,0
S01000330,705,691,14,0,0
S01000331,621,605,16,0,0
S01000332,683,633,50,0,0
S01000333,828,803,20,5,0
S01000334,791,722,69,0,0
S01000335,652,648,4,0,0
S01000336,802,692,11,99,0
S01000337,685,651,31,3,0
S01000338,480,465,14,1,0
S01000339,1092,1061,31,0,0
S01000340,971,943,26,2,0
S01000341,713,708,3,2,0
S01000342,387,369,18,0,0
S01000343,609,590,16,3,0
S01000344,892,881,11,0,0
S01000345,646,614,2,30,0
S01000346,676,635,41,0,0
S01000347,478,473,5,0,0
S01000348,816,688,128,0,0
S01000349,592,494,98,0,0
S01000350,1002,970,32,0,0
S01000351,1023,924,99,0,0
S01000352,798,726,72,0,0
S01000353,663,625,38,0,0
S01000354,552,547,2,3,0
S01000355,707,702,0,5,0
S01000356,611,606,3,2,0
S01000357,682,676,6,0,0
S01000358,1030,1006,24,0,0
S01000359,856,856,0,0,0
S01000360,504,471,27,6,0
S01000361,614,596,16,2,0
S01000362,920,858,62,0,0
S01000363,960,953,6,1,0
S01000364,880,859,15,6,0
S01000365,677,670,7,0,0
S01000366,761,729,32,0,0
S01000367,748,701,19,23,5
S01000368,797,661,132,4,0
S01000369,975,945,9,21,0
S01000370,796,786,10,0,0
S01000371,921,876,44,1,0
S01000372,947,845,102,0,0
S01000373,588,568,15,0,5
S01000374,611,606,5,0,0
S01000375,646,633,13,0,0
S01000376,899,866,33,0,0
S01000377,721,684,5,32,0
S01000378,581,577,4,0,0
S01000379,574,559,11,4,0
S01000380,748,742,4,2,0
S01000381,866,805,49,11,1
S01000382,755,739,11,5,0
S01000383,655,631,9,15,0
S01000384,731,702,29,0,0
S01000385,574,449,124,1,0
S01000386,766,622,143,1,0
S01000387,853,809,40,4,0
S01000388,755,732,14,9,0
S01000389,667,655,12,0,0
S01000390,688,561,123,0,4
S01000391,597,440,157,0,0
S01000392,723,669,51,3,0
S01000393,824,697,127,0,0
S01000394,688,564,114,10,0
S01000395,588,566,16,6,0
S01000396,940,722,218,0,0
S01000397,1013,878,135,0,0
S01000398,745,718,23,4,0
S01000399,577,308,269,0,0
S01000400,705,459,244,0,2
S01000401,824,811,10,3,0
S01000402,709,652,57,0,0
S01000403,796,610,186,0,0
S01000404,756,697,59,0,0
S01000405,474,472,0,2,0
S01000406,629,305,324,0,0
S01000407,658,552,106,0,0
S01000408,513,508,4,1,0
S01000409,666,661,5,0,0
S01000410,664,654,6,4,0
S01000411,631,602,26,3,0
S01000412,787,746,41,0,0
S01000413,786,758,28,0,0
S01000414,721,703,18,0,0
S01000415,615,570,41,1,3
S01000416,670,652,18,0,0
S01000417,1005,947,52,6,0
S01000418,723,703,20,0,0
S01000419,672,662,6,4,0
S01000420,968,856,112,0,0
S01000421,601,591,10,0,0
S01000422,683,646,37,0,0
S01000423,904,894,8,2,0
S01000424,727,718,7,2,0
S01000425,695,674,21,0,0
S01000426,797,781,13,3,0
S01000427,785,472,313,0,0
S01000428,777,702,75,0,0
S01000429,782,766,16,0,0
S01000430,557,485,72,0,0
S01000431,658,432,226,0,0
S01000432,973,927,46,0,0
S01000433,468,393,75,0,0
S01000434,680,672,8,0,0
S01000435,555,544,11,0,0
S01000436,695,677,18,0,0
S01000437,972,861,111,0,0
S01000438,694,693,1,0,0
S01000439,700,694,6,0,0
S01000440,868,850,10,8,0
S01000441,871,816,46,9,0
S01000442,808,804,0,4,0
S01000443,581,576,3,2,0
S01000444,573,566,3,4,0
S01000445,971,934,37,0,0
S01000446,929,901,17,6,5
S01000447,539,533,6,0,0
S01000448,622,610,11,1,0
S01000449,754,714,40,0,0
S01000450,645,545,100,0,0
S01000451,790,770,18,2,0
S01000452,557,549,4,4,0
S01000453,528,518,2,8,0
S01000454,493,448,45,0,0
S01000455,870,838,32,0,0
S01000456,718,711,7,0,0
S01000457,823,673,150,0,0
S01000458,853,843,6,4,0
S01000459,1033,772,253,8,0
S01000460,769,734,35,0,0
S01000461,856,576,280,0,0
S01000462,993,872,121,0,0
S01000463,676,657,17,2,0
S01000464,741,736,2,3,0
S01000465,629,615,7,7,0
S01000466,799,785,14,0,0
S01000467,625,596,26,3,0
S01000468,520,512,0,8,0
S01000469,689,685,3,1,0
S01000470,974,961,13,0,0
S01000471,603,568,26,9,0
S01000472,836,826,10,0,0
S01000473,745,611,134,0,0
S01000474,648,645,3,0,0
S01000475,887,810,77,0,0
S01000476,556,542,9,5,0
S01000477,777,760,17,0,0
S01000478,869,597,272,0,0
S01000479,931,707,224,0,0
S01000480,665,650,15,0,0
S01000481,770,753,9,4,4
S01000482,771,317,452,2,0
S01000483,915,565,350,0,0
S01000484,806,318,482,1,5
S01000485,1080,1034,46,0,0
S01000486,796,169,624,3,0
S01000487,533,343,190,0,0
S01000488,703,648,50,5,0
S01000489,869,525,344,0,0
S01000490,541,500,41,0,0
S01000491,589,163,426,0,0
S01000492,954,667,287,0,0
S01000493,588,567,21,0,0
S01000494,566,409,157,0,0
S01000495,905,903,2,0,0
S01000496,587,574,13,0,0
S01000497,630,551,79,0,0
S01000498,548,539,9,0,0
S01000499,803,785,18,0,0
S01000500,675,667,8,0,0
S01000501,621,587,33,1,0
S01000502,518,511,2,5,0
S01000503,497,481,11,5,0
S01000504,708,466,242,0,0
S01000505,757,738,18,1,0
S01000506,620,608,12,0,0
S01000507,1087,885,202,0,0
S01000508,877,868,7,2,0
S01000509,1022,970,52,0,0
S01000510,658,635,23,0,0
S01000511,556,538,11,7,0
S01000512,892,826,58,0,8
S01000513,862,798,61,3,0
S01000514,516,508,7,1,0
S01000515,484,480,1,3,0
S01000516,654,627,27,0,0
S01000517,651,628,23,0,0
S01000518,876,835,41,0,0
S01000519,476,464,6,6,0
S01000520,988,945,39,4,0
S01000521,927,887,39,1,0
S01000522,612,600,5,7,0
S01000523,763,730,33,0,0
S01000524,647,634,9,4,0
S01000525,955,932,13,10,0
S01000526,933,905,20,8,0
S01000527,587,565,20,2,0
S01000528,736,731,5,0,0
S01000529,723,714,4,5,0
S01000530,477,467,4,6,0
S01000531,523,520,3,0,0
S01000532,764,622,135,0,7
S01000533,760,751,7,2,0
S01000534,813,792,21,0,0
S01000535,985,903,82,0,0
S01000536,519,499,16,1,3
S01000537,559,545,10,4,0
S01000538,782,705,77,0,0
S01000539,989,716,273,0,0
S01000540,784,668,116,0,0
S01000541,547,442,105,0,0
S01000542,672,606,64,0,2
S01000543,814,810,4,0,0
S01000544,733,678,50,0,5
S01000545,717,580,137,0,0
S01000546,609,555,54,0,0
S01000547,544,527,17,0,0
S01000548,1012,966,46,0,0
S01000549,1078,1068,10,0,0
S01000550,557,557,0,0,0
S01000551,791,676,113,2,0
S01000552,554,544,10,0,0
S01000553,867,865,2,0,0
S01000554,791,758,33,0,0
S01000555,868,803,65,0,0
S01000556,880,872,8,0,0
S01000557,880,872,8,0,0
S01000558,512,360,152,0,0
S01000559,655,550,105,0,0
S01000560,1043,960,83,0,0
S01000561,1034,571,459,4,0
S01000562,909,716,193,0,0
S01000563,640,309,330,1,0
S01000564,860,613,247,0,0
S01000565,709,617,90,2,0
S01000566,759,651,104,1,3
S01000567,769,729,40,0,0
S01000568,542,505,37,0,0
S01000569,742,668,74,0,0
S01000570,939,879,60,0,0
S01000571,770,324,446,0,0
S01000572,800,743,57,0,0
S01000573,600,600,0,0,0
S01000574,786,638,148,0,0
S01000575,608,549,59,0,0
S01000576,654,644,8,2,0
S01000577,566,482,84,0,0
S01000578,706,693,13,0,0
S01000579,687,677,10,0,0
S01000580,681,675,6,0,0
S01000581,707,685,22,0,0
S01000582,728,689,39,0,0
S01000583,758,744,14,0,0
S01000584,781,546,235,0,0
S01000585,945,755,188,0,2
S01000586,775,756,16,3,0
S01000587,702,669,33,0,0
S01000588,604,520,81,0,3
S01000589,641,590,51,0,0
S01000590,731,613,118,0,0
S01000591,496,456,40,0,0
S01000592,909,892,15,2,0
S01000593,571,551,20,0,0
S01000594,580,574,6,0,0
S01000595,839,736,103,0,0
S01000596,945,938,7,0,0
S01000597,1065,1062,3,0,0
S01000598,519,481,38,0,0
S01000599,775,682,93,0,0
S01000600,741,736,4,1,0
S01000601,987,936,51,0,0
S01000602,679,639,24,16,0
S01000603,822,813,8,1,0
S01000604,967,949,18,0,0
S01000605,791,709,82,0,0
S01000606,776,272,503,1,0
S01000607,782,710,72,0,0
S01000608,972,399,567,1,5
S01000609,1005,508,497,0,0
S01000610,773,245,497,0,31
S01000611,624,370,254,0,0
S01000612,995,507,488,0,0
S01000613,997,667,330,0,0
S01000614,690,585,104,1,0
S01000615,764,362,402,0,0
S01000616,924,830,47,47,0
S01000617,634,624,10,0,0
S01000618,786,773,13,0,0
S01000619,714,592,122,0,0
S01000620,819,380,439,0,0
S01000621,999,695,304,0,0
S01000622,547,351,196,0,0
S01000623,780,746,31,3,0
S01000624,604,535,69,0,0
S01000625,629,276,351,2,0
S01000626,822,288,534,0,0
S01000627,931,811,120,0,0
S01000628,559,400,159,0,0
S01000629,585,574,10,1,0
S01000630,732,587,145,0,0
S01000631,637,408,228,1,0
S01000632,589,587,2,0,0
S01000633,632,609,23,0,0
S01000634,822,685,137,0,0
S01000635,678,669,9,0,0
S01000636,499,496,3,0,0
S01000637,595,589,0,6,0
S01000638,481,477,2,2,0
S01000639,606,581,21,4,0
S01000640,635,623,12,0,0
S01000641,781,739,42,0,0
S01000642,794,759,35,0,0
S01000643,609,585,22,2,0
S01000644,680,669,11,0,0
S01000645,854,828,25,1,0
S01000646,826,783,43,0,0
S01000647,877,769,108,0,0
S01000648,910,751,158,1,0
S01000649,582,575,5,2,0
S01000650,737,624,113,0,0
S01000651,783,465,318,0,0
S01000652,778,688,89,1,0
S01000653,884,630,254,0,0
S01000654,912,574,338,0,0
S01000655,797,397,400,0,0
S01000656,678,387,289,0,2
S01000657,723,406,316,1,0
S01000658,578,214,364,0,0
S01000659,1066,896,170,0,0
S01000660,917,879,38,0,0
S01000661,751,503,248,0,0
S01000662,530,524,6,0,0
S01000663,681,581,100,0,0
S01000664,774,740,33,1,0
S01000665,675,644,28,3,0
S01000666,493,489,4,0,0
S01000667,960,816,144,0,0
S01000668,909,468,441,0,0
S01000669,785,525,257,3,0
S01000670,566,421,145,0,0
S01000671,589,487,102,0,0
S01000672,628,528,100,0,0
S01000673,750,748,2,0,0
S01000674,959,810,149,0,0
S01000675,722,720,1,1,0
S01000676,486,467,5,14,0
S01000677,822,518,304,0,0
S01000678,942,769,173,0,0
S01000679,750,277,473,0,0
S01000680,778,378,400,0,0
S01000681,790,171,617,2,0
S01000682,584,168,412,1,3
S01000683,525,347,178,0,0
S01000684,685,182,503,0,0
S01000685,807,540,267,0,0
S01000686,703,385,316,2,0
S01000687,789,708,81,0,0
S01000688,748,573,159,16,0
S01000689,611,603,5,3,0
S01000690,787,755,31,1,0
S01000691,772,631,141,0,0
S01000692,746,321,412,13,0
S01000693,872,470,401,1,0
S01000694,724,602,122,0,0
S01000695,745,561,182,2,0
S01000696,731,324,407,0,0
S01000697,492,411,15,66,0
S01000698,642,447,195,0,0
S01000699,623,527,94,2,0
S01000700,879,843,36,0,0
S01000701,861,806,55,0,0
S01000702,522,446,76,0,0
S01000703,741,636,105,0,0
S01000704,779,767,9,3,0
S01000705,1076,1017,59,0,0
S01000706,810,769,41,0,0
S01000707,537,525,12,0,0
S01000708,557,534,14,9,0
S01000709,864,801,63,0,0
S01000710,1075,1046,26,3,0
S01000711,620,578,32,10,0
S01000712,576,410,165,1,0
S01000713,832,804,28,0,0
S01000714,832,804,21,7,0
S01000715,651,313,336,2,0
S01000716,502,66,436,0,0
S01000717,870,330,539,1,0
S01000718,952,678,274,0,0
S01000719,643,461,182,0,0
S01000720,850,831,18,1,0
S01000721,658,637,16,5,0
S01000722,819,735,83,1,0
S01000723,527,515,12,0,0
S01000724,842,731,109,2,0
S01000725,618,567,46,5,0
S01000726,686,659,23,4,0
S01000727,680,483,197,0,0
S01000728,768,624,137,6,1
S01000729,542,376,166,0,0
S01000730,407,151,256,0,0
S01000731,547,216,331,0,0
S01000732,536,143,393,0,0
S01000733,732,123,609,0,0
S01000734,788,534,254,0,0
S01000735,445,125,320,0,0
S01000736,720,339,381,0,0
S01000737,511,211,300,0,0
S01000738,579,374,205,0,0
S01000739,759,474,285,0,0
S01000740,669,502,164,2,1
S01000741,806,519,286,1,0
S01000742,525,490,29,6,0
S01000743,657,539,115,3,0
S01000744,733,330,403,0,0
S01000745,681,373,304,4,0
S01000746,738,500,238,0,0
S01000747,554,327,227,0,0
S01000748,498,297,201,0,0
S01000749,559,507,51,1,0
S01000750,694,524,169,1,0
S01000751,713,646,67,0,0
S01000752,992,681,308,0,3
S01000753,646,411,235,0,0
S01000754,626,319,305,0,2
S01000755,723,678,42,3,0
S01000756,995,650,335,10,0
S01000757,666,580,72,14,0
S01000758,971,876,95,0,0
S01000759,861,639,202,17,3
S01000760,565,431,133,1,0
S01000761,492,325,108,59,0
S01000762,670,669,1,0,0
S01000763,858,826,22,6,4
S01000764,700,567,133,0,0
S01000765,671,663,8,0,0
S01000766,728,438,287,0,3
S01000767,596,199,397,0,0
S01000768,826,100,726,0,0
S01000769,955,51,904,0,0
S01000770,595,406,189,0,0
S01000771,923,505,418,0,0
S01000772,650,359,291,0,0
S01000773,930,677,253,0,0
S01000774,598,588,10,0,0
S01000775,610,439,171,0,0
S01000776,620,609,11,0,0
S01000777,555,518,37,0,0
S01000778,448,347,101,0,0
S01000779,793,567,226,0,0
S01000780,931,815,114,2,0
S01000781,877,760,117,0,0
S01000782,712,711,1,0,0
S01000783,506,394,98,14,0
S01000784,830,757,73,0,0
S01000785,717,614,101,2,0
S01000786,784,579,205,0,0
S01000787,526,508,12,6,0
S01000788,705,569,136,0,0
S01000789,632,418,214,0,0
S01000790,470,427,43,0,0
S01000791,628,543,85,0,0
S01000792,690,611,79,0,0
S01000793,707,625,52,30,0
S01000794,842,511,329,2,0
S01000795,768,674,94,0,0
S01000796,481,456,23,2,0
S01000797,476,461,15,0,0
S01000798,535,511,24,0,0
S01000799,515,445,68,2,0
S01000800,967,877,72,18,0
S01000801,639,625,6,8,0
S01000802,754,707,46,1,0
S01000803,871,769,44,58,0
S01000804,970,843,117,10,0
S01000805,822,769,51,2,0
S01000806,834,822,11,1,0
S01000807,744,575,169,0,0
S01000808,700,658,29,13,0
S01000809,531,452,45,23,11
S01000810,615,598,12,5,0
S01000811,823,746,76,1,0
S01000812,576,368,208,0,0
S01000813,757,677,80,0,0
S01000814,914,315,599,0,0
S01000815,544,152,392,0,0
S01000816,560,58,502,0,0
S01000817,862,333,529,0,0
S01000818,682,387,295,0,0
S01000819,783,754,19,10,0
S01000820,573,537,28,8,0
S01000821,828,420,398,2,8
S01000822,551,372,179,0,0
S01000823,561,295,266,0,0
S01000824,553,532,21,0,0
S01000825,681,625,56,0,0
S01000826,730,670,60,0,0
S01000827,678,659,17,2,0
S01000828,843,741,60,42,0
S01000829,569,547,13,9,0
S01000830,704,650,33,21,0
S01000831,880,831,27,22,0
S01000832,920,700,213,7,0
S01000833,569,530,39,0,0
S01000834,911,658,253,0,0
S01000835,698,618,80,0,0
S01000836,847,665,182,0,0
S01000837,758,315,440,0,3
S01000838,723,656,67,0,0
S01000839,963,556,407,0,0
S01000840,764,650,114,0,0
S01000841,970,837,133,0,0
S01000842,830,815,15,0,0
S01000843,765,458,307,0,0
S01000844,689,477,212,0,0
S01000845,560,436,122,2,0
S01000846,739,345,394,0,0
S01000847,958,578,380,0,0
S01000848,699,668,31,0,0
S01000849,539,515,24,0,0
S01000850,657,306,351,0,0
S01000851,686,592,94,0,0
S01000852,661,569,92,0,0
S01000853,553,526,27,0,0
S01000854,933,817,116,0,0
S01000855,728,560,168,0,0
S01000856,568,549,19,0,0
S01000857,614,535,79,0,0
S01000858,717,543,174,0,0
S01000859,836,765,71,0,0
S01000860,873,370,502,1,0
S01000861,656,647,9,0,0
S01000862,559,540,19,0,0
S01000863,485,412,73,0,0
S01000864,668,630,38,0,0
S01000865,692,460,232,0,0
S01000866,944,819,125,0,0
S01000867,739,511,228,0,0
S01000868,718,611,107,0,0
S01000869,566,550,16,0,0
S01000870,872,431,441,0,0
S01000871,730,635,95,0,0
S01000872,650,641,9,0,0
S01000873,806,756,45,5,0
S01000874,545,308,237,0,0
S01000875,736,539,197,0,0
S01000876,744,532,212,0,0
S01000877,741,278,461,2,0
S01000878,588,580,8,0,0
S01000879,846,731,115,0,0
S01000880,778,765,13,0,0
S01000881,703,551,152,0,0
S01000882,939,587,352,0,0
S01000883,923,539,384,0,0
S01000884,529,349,180,0,0
S01000885,524,520,4,0,0
S01000886,734,620,114,0,0
S01000887,781,674,106,1,0
S01000888,724,457,267,0,0
S01000889,796,551,245,0,0
S01000890,792,531,261,0,0
S01000891,853,803,50,0,0
S01000892,562,536,23,0,3
S01000893,730,723,7,0,0
S01000894,523,451,72,0,0
S01000895,900,761,139,0,0
S01000896,485,483,2,0,0
S01000897,685,632,52,1,0
S01000898,576,549,22,5,0
S01000899,867,801,66,0,0
S01000900,657,656,1,0,0
S01000901,675,651,24,0,0
S01000902,979,956,23,0,0
S01000903,958,883,73,2,0
S01000904,689,644,42,3,0
S01000905,680,651,29,0,0
S01000906,536,523,13,0,0
S01000907,772,488,284,0,0
S01000908,755,567,188,0,0
S01000909,918,858,54,6,0
S01000910,870,855,15,0,0
S01000911,962,885,74,3,0
S01000912,749,707,39,3,0
S01000913,708,638,70,0,0
S01000914,851,820,24,7,0
S01000915,921,824,91,6,0
S01000916,986,895,84,7,0
S01000917,683,674,9,0,0
S01000918,638,583,22,33,0
S01000919,522,485,37,0,0
S01000920,505,488,17,0,0
S01000921,709,696,13,0,0
S01000922,775,733,40,2,0
S01000923,751,747,4,0,0
S01000924,841,754,82,5,0
S01000925,943,796,147,0,0
S01000926,593,458,135,0,0
S01000927,988,920,59,0,9
S01000928,979,929,47,3,0
