dz_2011,total,single,married
S01007765,848,248,600
S01007766,948,298,650
S01007767,868,302,566
S01007768,655,332,323
S01007769,712,235,477
S01007770,689,242,447
S01007771,759,221,538
S01007772,1090,527,563
S01007773,688,223,465
S01007774,105,31,74
S01007775,814,303,511
S01007776,388,100,288
S01007777,283,81,202
S01007778,346,183,163
S01007779,694,271,423
S01007780,639,238,401
S01007781,599,267,332
S01007782,520,334,186
S01007783,739,459,280
S01007784,611,298,313
S01007785,359,241,118
S01007786,773,365,408
S01007787,624,318,306
S01007788,515,393,122
S01007789,438,308,130
S01007790,542,374,168
S01007791,208,95,113
S01007792,855,405,450
S01007793,829,504,325
S01007794,1018,489,529
S01007795,723,389,334
S01007796,741,477,264
S01007797,659,400,259
S01007798,291,114,177
S01007799,173,81,92
S01007800,742,442,300
S01007801,805,584,221
S01007802,483,213,270
S01007803,893,594,299
S01007804,548,362,186
S01007805,618,392,226
S01007806,795,433,362
S01007807,721,293,428
S01007808,680,375,305
S01007809,1136,405,731
S01007810,793,409,384
S01007811,660,367,293
S01007812,542,368,174
S01007813,822,480,342
S01007814,694,391,303
S01007815,1012,453,559
S01007816,605,204,401
S01007817,747,335,412
S01007818,750,319,431
S01007819,683,290,393
S01007820,887,395,492
S01007821,739,353,386
S01007822,867,366,501
S01007823,720,295,425
S01007824,1039,402,637
S01007825,1102,494,608
S01007826,515,366,149
S01007827,567,320,247
S01007828,1130,735,395
S01007829,720,380,340
S01007830,994,630,364
S01007831,794,502,292
S01007832,813,460,353
S01007833,994,503,491
S01007834,685,468,217
S01007835,676,360,316
S01007836,773,357,416
S01007837,1077,466,611
S01007838,1128,560,568
S01007839,746,381,365
S01007840,826,458,368
S01007841,773,395,378
S01007842,990,670,320
S01007843,846,566,280
S01007844,1097,638,459
S01007845,769,467,302
S01007846,634,372,262
S01007847,1196,731,465
S01007848,854,605,249
S01007849,846,485,361
S01007850,655,348,307
S01007851,906,443,463
S01007852,1035,626,409
S01007853,687,438,249
S01007854,1000,663,337
S01007855,657,481,176
S01007856,767,394,373
S01007857,389,265,124
S01007858,761,492,269
S01007859,449,271,178
S01007860,164,133,31
S01007861,892,511,381
S01007862,894,471,423
S01007863,684,454,230
S01007864,827,396,431
S01007865,545,228,317
S01007866,427,131,296
S01007867,433,204,229
S01007868,1123,424,699
S01007869,993,429,564
S01007870,527,244,283
S01007871,958,485,473
S01007872,621,342,279
S01007873,637,323,314
S01007874,735,378,357
S01007875,601,261,340
S01007876,638,299,339
S01007877,723,323,400
S01007878,679,366,313
S01007879,1026,532,494
S01007880,498,210,288
S01007881,513,231,282
S01007882,782,262,520
S01007883,762,342,420
S01007884,707,282,425
S01007885,817,443,374
S01007886,784,386,398
S01007887,581,222,359
S01007888,882,422,460
S01007889,970,479,491
S01007890,589,253,336
S01007891,676,290,386
S01007892,952,334,618
S01007893,979,343,636
S01007894,869,358,511
S01007895,649,265,384
S01007896,914,410,504
S01007897,605,199,406
S01007898,564,201,363
S01007899,445,159,286
S01007900,459,226,233
S01007901,624,294,330
S01007902,860,411,449
S01007903,709,328,381
S01007904,634,239,395
S01007905,648,335,313
S01007906,750,373,377
S01007907,733,340,393
S01007908,997,395,602
S01007909,398,141,257
S01007910,891,440,451
S01007911,747,331,416
S01007912,735,328,407
S01007913,1018,515,503
S01007914,691,344,347
S01007915,729,325,404
S01007916,996,465,531
S01007917,1117,498,619
S01007918,992,491,501
S01007919,585,178,407
S01007920,500,176,324
S01007921,996,480,516
S01007922,1112,596,516
S01007923,614,272,342
S01007924,937,486,451
S01007925,490,153,337
S01007926,591,213,378
S01007927,451,147,304
S01007928,1033,481,552
S01007929,825,307,518
S01007930,442,137,305
S01007931,852,332,520
S01007932,798,287,511
S01007933,1055,447,608
S01007934,521,242,279
S01007935,924,473,451
S01007936,705,218,487
S01007937,967,365,602
S01007938,723,360,363
S01007939,872,425,447
S01007940,1387,586,801
S01007941,546,174,372
S01007942,186,108,78
S01007943,851,333,518
S01007944,842,375,467
S01007945,978,485,493
S01007946,855,422,433
S01007947,891,365,526
S01007948,651,320,331
S01007949,841,358,483
S01007950,857,296,561
S01007951,753,344,409
S01007952,722,421,301
S01007953,850,421,429
S01007954,593,323,270
S01007955,1421,900,521
S01007956,784,383,401
S01007957,1049,492,557
S01007958,903,523,380
S01007959,1693,933,760
S01007960,518,270,248
S01007961,1470,812,658
S01007962,772,370,402
S01007963,792,480,312
S01007964,676,348,328
S01007965,665,366,299
S01007966,781,435,346
S01007967,665,355,310
S01007968,897,463,434
S01007969,703,319,384
S01007970,905,447,458
S01007971,924,501,423
S01007972,982,432,550
S01007973,877,327,550
S01007974,866,529,337
S01007975,595,320,275
S01007976,925,567,358
S01007977,446,212,234
S01007978,746,440,306
S01007979,664,246,418
S01007980,729,347,382
S01007981,735,290,445
S01007982,609,254,355
S01007983,1264,559,705
S01007984,815,325,490
S01007985,766,355,411
S01007986,496,185,311
S01007987,926,369,557
S01007988,824,343,481
S01007989,607,273,334
S01007990,907,383,524
S01007991,540,167,373
S01007992,546,159,387
S01007993,828,251,577
S01007994,238,65,173
S01007995,593,192,401
S01007996,319,108,211
S01007997,641,253,388
S01007998,572,270,302
S01007999,689,382,307
S01008000,688,389,299
S01008001,718,429,289
S01008002,820,492,328
S01008003,572,298,274
S01008004,86,49,37
S01008005,102,58,44
S01008006,461,302,159
S01008007,484,285,199
S01008008,433,282,151
S01008009,657,423,234
S01008010,920,616,304
S01008011,693,510,183
S01008012,758,508,250
S01008013,645,432,213
S01008014,651,300,351
S01008015,731,460,271
S01008016,712,399,313
S01008017,794,238,556
S01008018,833,281,552
S01008019,910,460,450
S01008020,761,409,352
S01008021,575,201,374
S01008022,763,270,493
S01008023,766,238,528
S01008024,119,30,89
S01008025,723,233,490
S01008026,1090,525,565
S01008027,773,375,398
S01008028,291,120,171
S01008029,941,395,546
S01008030,836,324,512
S01008031,883,423,460
S01008032,1032,447,585
S01008033,871,216,655
S01008034,816,238,578
S01008035,835,342,493
S01008036,559,163,396
S01008037,1178,597,581
S01008038,854,420,434
S01008039,818,401,417
S01008040,671,236,435
S01008041,811,392,419
S01008042,764,294,470
S01008043,1009,366,643
S01008044,1015,373,642
S01008045,1036,396,640
S01008046,1118,626,492
S01008047,595,216,379
S01008048,585,197,388
S01008049,853,290,563
S01008050,562,187,375
S01008051,985,318,667
S01008052,684,220,464
S01008053,724,253,471
S01008054,678,287,391
S01008055,717,209,508
S01008056,1019,397,622
S01008057,1081,390,691
S01008058,721,233,488
S01008059,594,182,412
S01008060,1615,635,980
S01008061,816,385,431
S01008062,881,303,578
S01008063,770,267,503
S01008064,799,402,397
S01008065,966,328,638
S01008066,833,289,544
S01008067,523,182,341
S01008068,1023,352,671
S01008069,973,371,602
S01008070,971,365,606
S01008071,801,308,493
S01008072,721,263,458
S01008073,386,98,288
S01008074,790,284,506
S01008075,514,174,340
S01008076,857,321,536
S01008077,866,337,529
S01008078,680,223,457
S01008079,788,266,522
S01008080,674,237,437
S01008081,577,223,354
S01008082,852,306,546
S01008083,723,244,479
S01008084,751,305,446
S01008085,971,315,656
S01008086,936,372,564
S01008087,986,318,668
S01008088,782,275,507
S01008089,846,266,580
S01008090,634,248,386
S01008091,475,145,330
S01008092,898,288,610
S01008093,729,245,484
S01008094,855,429,426
S01008095,871,316,555
S01008096,689,244,445
S01008097,648,237,411
S01008098,627,210,417
S01008099,398,152,246
S01008100,887,310,577
S01008101,944,479,465
S01008102,638,307,331
S01008103,583,350,233
S01008104,885,415,470
S01008105,987,575,412
S01008106,793,453,340
S01008107,453,208,245
S01008108,807,298,509
S01008109,789,272,517
S01008110,729,259,470
S01008111,793,267,526
S01008112,854,266,588
S01008113,818,302,516
S01008114,769,259,510
S01008115,762,332,430
S01008116,1275,562,713
S01008117,723,236,487
S01008118,1454,703,751
S01008119,638,313,325
S01008120,589,243,346
S01008121,579,175,404
S01008122,1234,562,672
S01008123,879,295,584
S01008124,824,270,554
S01008125,1024,394,630
S01008126,807,295,512
S01008127,438,148,290
S01008128,941,319,622
S01008129,789,422,367
S01008130,815,481,334
S01008131,633,425,208
S01008132,921,296,625
S01008133,677,351,326
S01008134,599,384,215
S01008135,1202,660,542
S01008136,1242,744,498
S01008137,871,534,337
S01008138,673,428,245
S01008139,994,536,458
S01008140,704,408,296
S01008141,952,296,656
S01008142,831,277,554
S01008143,1087,523,564
S01008144,916,280,636
S01008145,892,461,431
S01008146,642,381,261
S01008147,802,371,431
S01008148,804,315,489
S01008149,754,339,415
S01008150,1085,485,600
S01008151,845,421,424
S01008152,1034,495,539
S01008153,661,241,420
S01008154,886,350,536
S01008155,715,255,460
S01008156,860,385,475
S01008157,813,355,458
S01008158,852,365,487
S01008159,911,533,378
S01008160,795,456,339
S01008161,965,502,463
S01008162,1179,622,557
S01008163,724,335,389
S01008164,506,260,246
S01008165,205,86,119
S01008166,561,245,316
S01008167,765,379,386
S01008168,852,405,447
S01008169,599,283,316
S01008170,559,211,348
S01008171,785,424,361
S01008172,480,190,290
S01008173,604,183,421
S01008174,459,183,276
S01008175,623,336,287
S01008176,654,252,402
S01008177,685,360,325
S01008178,590,212,378
S01008179,256,65,191
S01008180,374,112,262
S01008181,526,167,359
S01008182,1052,671,381
S01008183,852,409,443
S01008184,768,511,257
S01008185,1040,628,412
S01008186,827,534,293
S01008187,518,302,216
S01008188,1197,696,501
S01008189,835,321,514
S01008190,818,413,405
S01008191,663,288,375
S01008192,939,516,423
S01008193,748,359,389
S01008194,505,252,253
S01008195,863,492,371
S01008196,640,347,293
S01008197,208,93,115
S01008198,585,265,320
S01008199,593,283,310
S01008200,730,361,369
S01008201,1041,530,511
S01008202,636,255,381
S01008203,453,281,172
S01008204,885,381,504
S01008205,643,286,357
S01008206,918,413,505
S01008207,575,302,273
S01008208,273,135,138
S01008209,136,70,66
S01008210,1155,557,598
S01008211,831,435,396
S01008212,522,128,394
S01008213,611,184,427
S01008214,667,291,376
S01008215,893,342,551
S01008216,660,203,457
S01008217,551,159,392
S01008218,419,140,279
S01008219,877,438,439
S01008220,468,273,195
S01008221,624,365,259
S01008222,615,312,303
S01008223,513,229,284
S01008224,746,298,448
S01008225,661,264,397
S01008226,683,380,303
S01008227,772,363,409
S01008228,515,213,302
S01008229,669,285,384
S01008230,403,166,237
S01008231,70,36,34
S01008232,217,57,160
S01008233,299,111,188
S01008234,603,270,333
S01008235,759,299,460
S01008236,869,347,522
S01008237,708,301,407
S01008238,813,327,486
S01008239,496,198,298
S01008240,1158,330,828
S01008241,881,227,654
S01008242,1049,396,653
S01008243,644,252,392
S01008244,670,254,416
S01008245,926,329,597
S01008246,1010,338,672
S01008247,657,247,410
S01008248,973,363,610
S01008249,641,252,389
S01008250,689,242,447
S01008251,653,166,487
S01008252,901,297,604
S01008253,672,288,384
S01008254,1092,505,587
S01008255,840,352,488
S01008256,831,421,410
S01008257,735,417,318
S01008258,934,389,545
S01008259,889,476,413
S01008260,709,344,365
S01008261,890,361,529
S01008262,627,246,381
S01008263,399,209,190
S01008264,495,217,278
S01008265,534,178,356
S01008266,653,213,440
S01008267,530,209,321
S01008268,574,215,359
S01008269,792,238,554
S01008270,905,365,540
S01008271,606,377,229
S01008272,690,262,428
S01008273,786,299,487
S01008274,772,370,402
S01008275,618,224,394
S01008276,490,130,360
S01008277,519,176,343
S01008278,629,182,447
S01008279,601,231,370
S01008280,1028,451,577
S01008281,653,250,403
S01008282,523,193,330
S01008283,374,161,213
S01008284,555,279,276
S01008285,631,303,328
S01008286,1113,544,569
S01008287,693,304,389
S01008288,818,367,451
S01008289,610,359,251
S01008290,752,401,351
S01008291,974,384,590
S01008292,506,171,335
S01008293,191,77,114
S01008294,315,104,211
S01008295,939,373,566
S01008296,592,308,284
S01008297,450,193,257
S01008298,940,398,542
S01008299,855,476,379
S01008300,724,332,392
S01008301,881,328,553
S01008302,664,209,455
S01008303,631,337,294
S01008304,426,181,245
S01008305,694,235,459
S01008306,528,170,358
S01008307,657,266,391
S01008308,519,170,349
S01008309,751,451,300
S01008310,821,395,426
S01008311,471,241,230
S01008312,485,249,236
S01008313,857,526,331
S01008314,684,455,229
S01008315,539,394,145
S01008316,626,402,224
S01008317,401,224,177
S01008318,1127,420,707
S01008319,557,262,295
S01008320,611,237,374
S01008321,579,170,409
S01008322,1333,629,704
S01008323,700,385,315
S01008324,507,230,277
S01008325,866,419,447
S01008326,807,442,365
S01008327,941,451,490
S01008328,630,180,450
S01008329,847,258,589
S01008330,867,266,601
S01008331,569,242,327
S01008332,912,398,514
S01008333,957,428,529
S01008334,663,238,425
S01008335,696,353,343
S01008336,692,380,312
S01008337,401,147,254
S01008338,545,184,361
S01008339,434,165,269
S01008340,612,203,409
S01008341,445,100,345
S01008342,854,345,509
S01008343,976,379,597
S01008344,579,184,395
S01008345,1041,339,702
S01008346,821,229,592
S01008347,1060,430,630
S01008348,818,282,536
S01008349,805,233,572
S01008350,697,207,490
S01008351,880,289,591
S01008352,711,209,502
S01008353,312,84,228
S01008354,680,248,432
S01008355,953,439,514
S01008356,717,275,442
S01008357,728,256,472
S01008358,753,334,419
S01008359,642,228,414
S01008360,883,284,599
S01008361,634,191,443
S01008362,789,348,441
S01008363,660,289,371
S01008364,671,240,431
S01008365,827,278,549
S01008366,834,422,412
S01008367,758,459,299
S01008368,690,319,371
S01008369,682,271,411
S01008370,543,240,303
S01008371,690,210,480
S01008372,687,247,440
S01008373,895,267,628
S01008374,681,221,460
S01008375,604,182,422
S01008376,445,180,265
S01008377,744,333,411
S01008378,740,251,489
S01008379,435,134,301
S01008380,488,148,340
S01008381,820,264,556
S01008382,727,234,493
S01008383,493,165,328
S01008384,750,269,481
S01008385,519,178,341
S01008386,775,270,505
S01008387,669,225,444
S01008388,448,175,273
S01008389,657,269,388
S01008390,612,169,443
S01008391,613,235,378
S01008392,682,232,450
S01008393,653,252,401
S01008394,837,252,585
S01008395,625,214,411
S01008396,724,295,429
S01008397,825,267,558
S01008398,739,264,475
S01008399,646,298,348
S01008400,896,325,571
S01008401,997,412,585
S01008402,787,215,572
S01008403,757,241,516
S01008404,915,321,594
S01008405,708,225,483
S01008406,984,411,573
S01008407,464,238,226
S01008408,588,217,371
S01008409,834,399,435
S01008410,656,291,365
S01008411,906,394,512
S01008412,500,195,305
S01008413,440,189,251
S01008414,500,148,352
S01008415,795,334,461
S01008416,935,498,437
S01008417,588,196,392
S01008418,627,243,384
S01008419,370,110,260
S01008420,480,184,296
S01008421,643,337,306
S01008422,767,287,480
S01008423,776,269,507
S01008424,969,240,729
S01008425,2507,1850,657
S01008426,983,419,564
S01008427,1010,323,687
S01008428,765,366,399
S01008429,783,252,531
S01008430,940,347,593
S01008431,887,291,596
S01008432,948,300,648
S01008433,753,243,510
S01008434,940,267,673
S01008435,978,294,684
S01008436,764,277,487
S01008437,1023,654,369
S01008438,858,529,329
S01008439,828,260,568
S01008440,936,291,645
S01008441,639,174,465
S01008442,453,176,277
S01008443,525,186,339
S01008444,931,530,401
S01008445,1092,554,538
S01008446,1299,583,716
S01008447,576,178,398
S01008448,654,199,455
S01008449,483,260,223
S01008450,327,233,94
S01008451,743,430,313
S01008452,537,401,136
S01008453,345,257,88
S01008454,897,602,295
S01008455,1013,626,387
S01008456,833,594,239
S01008457,806,501,305
S01008458,689,356,333
S01008459,605,417,188
S01008460,806,615,191
S01008461,711,515,196
S01008462,539,362,177
S01008463,723,474,249
S01008464,825,371,454
S01008465,804,421,383
S01008466,699,355,344
S01008467,713,299,414
S01008468,793,438,355
S01008469,450,224,226
S01008470,745,421,324
S01008471,577,379,198
S01008472,550,323,227
S01008473,546,343,203
S01008474,727,475,252
S01008475,694,373,321
S01008476,676,399,277
S01008477,999,640,359
S01008478,840,532,308
S01008479,989,565,424
S01008480,364,201,163
S01008481,1123,676,447
S01008482,1090,694,396
S01008483,753,406,347
S01008484,799,349,450
S01008485,898,320,578
S01008486,762,358,404
S01008487,428,232,196
S01008488,684,427,257
S01008489,823,499,324
S01008490,1040,690,350
S01008491,663,459,204
S01008492,429,360,69
S01008493,763,477,286
S01008494,713,545,168
S01008495,933,805,128
S01008496,1074,920,154
S01008497,856,716,140
S01008498,705,588,117
S01008499,943,811,132
S01008500,250,211,39
S01008501,513,399,114
S01008502,604,498,106
S01008503,753,480,273
S01008504,1200,720,480
S01008505,855,520,335
S01008506,983,612,371
S01008507,752,535,217
S01008508,887,362,525
S01008509,803,321,482
S01008510,692,266,426
S01008511,812,267,545
S01008512,848,261,587
S01008513,771,334,437
S01008514,678,343,335
S01008515,795,362,433
S01008516,1503,1174,329
S01008517,871,662,209
S01008518,942,434,508
S01008519,824,291,533
S01008520,1036,274,762
S01008521,710,211,499
S01008522,499,178,321
S01008523,217,62,155
S01008524,977,559,418
S01008525,793,474,319
S01008526,722,418,304
S01008527,607,298,309
S01008528,549,264,285
S01008529,717,320,397
S01008530,895,505,390
S01008531,824,520,304
S01008532,556,293,263
S01008533,353,46,307
S01008534,644,146,498
S01008535,570,165,405
S01008536,604,223,381
S01008537,580,168,412
S01008538,558,180,378
S01008539,882,309,573
S01008540,862,274,588
S01008541,788,258,530
S01008542,923,314,609
S01008543,773,232,541
S01008544,443,119,324
S01008545,588,178,410
S01008546,740,205,535
S01008547,941,386,555
S01008548,858,470,388
S01008549,1015,452,563
S01008550,846,349,497
S01008551,854,386,468
S01008552,930,376,554
S01008553,636,329,307
S01008554,639,371,268
S01008555,787,491,296
S01008556,973,545,428
S01008557,713,460,253
S01008558,764,489,275
S01008559,671,349,322
S01008560,644,347,297
S01008561,801,381,420
S01008562,607,427,180
S01008563,1010,590,420
S01008564,869,403,466
S01008565,854,502,352
S01008566,827,441,386
S01008567,535,296,239
S01008568,669,318,351
S01008569,585,434,151
S01008570,830,500,330
S01008571,743,382,361
S01008572,804,391,413
S01008573,745,290,455
S01008574,809,368,441
S01008575,619,186,433
S01008576,869,381,488
S01008577,1016,439,577
S01008578,815,272,543
S01008579,758,272,486
S01008580,715,354,361
S01008581,932,566,366
S01008582,1172,613,559
S01008583,719,412,307
S01008584,959,548,411
S01008585,755,460,295
S01008586,773,419,354
S01008587,744,336,408
S01008588,874,378,496
S01008589,305,121,184
S01008590,495,305,190
S01008591,850,468,382
S01008592,819,469,350
S01008593,710,256,454
S01008594,708,372,336
S01008595,1022,626,396
S01008596,850,565,285
S01008597,926,397,529
S01008598,1011,632,379
S01008599,797,447,350
S01008600,2803,2414,389
S01008601,2627,2507,120
S01008602,525,415,110
S01008603,958,842,116
S01008604,878,618,260
S01008605,736,525,211
S01008606,826,394,432
S01008607,528,196,332
S01008608,672,319,353
S01008609,932,438,494
S01008610,1051,725,326
S01008611,1164,935,229
S01008612,662,570,92
S01008613,909,652,257
S01008614,873,752,121
S01008615,816,652,164
S01008616,819,684,135
S01008617,904,754,150
S01008618,703,625,78
S01008619,479,379,100
S01008620,737,618,119
S01008621,820,690,130
S01008622,872,716,156
S01008623,1004,709,295
S01008624,670,321,349
S01008625,483,171,312
S01008626,889,454,435
S01008627,665,278,387
S01008628,640,455,185
S01008629,906,616,290
S01008630,598,477,121
S01008631,805,612,193
S01008632,1341,963,378
S01008633,984,500,484
S01008634,616,326,290
S01008635,693,468,225
S01008636,758,466,292
S01008637,644,466,178
S01008638,1200,958,242
S01008639,1145,866,279
S01008640,1128,881,247
S01008641,1013,787,226
S01008642,892,669,223
S01008643,909,665,244
S01008644,561,431,130
S01008645,916,699,217
S01008646,1132,850,282
S01008647,631,505,126
S01008648,831,695,136
S01008649,1148,956,192
S01008650,871,714,157
S01008651,786,666,120
S01008652,719,634,85
S01008653,631,514,117
S01008654,1082,933,149
S01008655,619,506,113
S01008656,934,755,179
S01008657,747,623,124
S01008658,1001,851,150
S01008659,1090,940,150
S01008660,1050,900,150
S01008661,955,807,148
S01008662,916,864,52
S01008663,954,834,120
S01008664,906,786,120
S01008665,1052,913,139
S01008666,771,652,119
S01008667,841,682,159
S01008668,955,833,122
S01008669,605,560,45
S01008670,1103,979,124
S01008671,1117,983,134
S01008672,579,509,70
S01008673,743,619,124
S01008674,1030,924,106
S01008675,782,635,147
S01008676,858,728,130
S01008677,694,572,122
S01008678,1014,922,92
S01008679,1025,889,136
S01008680,778,657,121
S01008681,899,776,123
S01008682,816,661,155
S01008683,1470,1198,272
S01008684,2779,2574,205
S01008685,721,521,200
S01008686,951,758,193
S01008687,779,634,145
S01008688,806,660,146
S01008689,1132,828,304
S01008690,901,653,248
S01008691,1136,914,222
S01008692,919,709,210
S01008693,523,240,283
S01008694,1157,791,366
S01008695,811,500,311
S01008696,554,221,333
S01008697,716,225,491
S01008698,605,249,356
S01008699,960,514,446
S01008700,560,248,312
S01008701,311,248,63
S01008702,263,181,82
S01008703,585,389,196
S01008704,740,448,292
S01008705,342,211,131
S01008706,571,402,169
S01008707,790,520,270
S01008708,589,432,157
S01008709,810,473,337
S01008710,257,174,83
S01008711,629,389,240
S01008712,906,562,344
S01008713,501,346,155
S01008714,589,333,256
S01008715,687,379,308
S01008716,599,320,279
S01008717,422,157,265
S01008718,500,242,258
S01008719,859,355,504
S01008720,485,258,227
S01008721,638,205,433
S01008722,907,366,541
S01008723,605,256,349
S01008724,816,360,456
S01008725,607,304,303
S01008726,927,415,512
S01008727,1032,568,464
S01008728,428,235,193
S01008729,639,305,334
S01008730,826,526,300
S01008731,470,252,218
S01008732,665,388,277
S01008733,755,500,255
S01008734,691,309,382
S01008735,961,316,645
S01008736,586,212,374
S01008737,648,213,435
S01008738,764,242,522
S01008739,498,211,287
S01008740,638,222,416
S01008741,946,290,656
S01008742,653,303,350
S01008743,895,569,326
S01008744,851,436,415
S01008745,455,245,210
S01008746,878,604,274
S01008747,513,205,308
S01008748,891,299,592
S01008749,1001,346,655
S01008750,658,180,478
S01008751,967,540,427
S01008752,850,488,362
S01008753,595,354,241
S01008754,598,416,182
S01008755,715,527,188
S01008756,726,497,229
S01008757,605,414,191
S01008758,853,542,311
S01008759,619,360,259
S01008760,997,571,426
S01008761,459,292,167
S01008762,507,242,265
S01008763,721,346,375
S01008764,548,261,287
S01008765,1040,599,441
S01008766,1197,550,647
S01008767,728,329,399
S01008768,564,371,193
S01008769,187,135,52
S01008770,69,46,23
S01008771,69,46,23
S01008772,933,516,417
S01008773,798,561,237
S01008774,693,489,204
S01008775,465,298,167
S01008776,1092,806,286
S01008777,816,628,188
S01008778,567,436,131
S01008779,383,286,97
S01008780,320,258,62
S01008781,298,238,60
S01008782,458,343,115
S01008783,277,222,55
S01008784,492,396,96
S01008785,710,524,186
S01008786,775,582,193
S01008787,458,328,130
S01008788,362,266,96
S01008789,579,364,215
S01008790,596,467,129
S01008791,335,212,123
S01008792,852,558,294
S01008793,760,570,190
S01008794,719,518,201
S01008795,911,633,278
S01008796,882,731,151
S01008797,862,633,229
S01008798,881,681,200
S01008799,215,150,65
S01008800,761,599,162
S01008801,778,640,138
S01008802,972,778,194
S01008803,986,767,219
S01008804,690,593,97
S01008805,564,455,109
S01008806,668,481,187
S01008807,920,714,206
S01008808,669,513,156
S01008809,754,480,274
S01008810,949,704,245
S01008811,689,518,171
S01008812,788,587,201
S01008813,689,488,201
S01008814,1028,724,304
S01008815,987,748,239
S01008816,216,156,60
S01008817,571,391,180
S01008818,794,447,347
S01008819,884,571,313
S01008820,1056,751,305
S01008821,630,286,344
S01008822,656,293,363
S01008823,837,466,371
S01008824,1018,511,507
S01008825,531,242,289
S01008826,578,365,213
S01008827,844,421,423
S01008828,824,419,405
S01008829,873,357,516
S01008830,1047,495,552
S01008831,862,348,514
S01008832,519,259,260
S01008833,916,544,372
S01008834,1072,543,529
S01008835,885,405,480
S01008836,452,310,142
S01008837,881,682,199
S01008838,880,624,256
S01008839,1020,690,330
S01008840,915,592,323
S01008841,396,253,143
S01008842,164,73,91
S01008843,642,491,151
S01008844,402,318,84
S01008845,621,475,146
S01008846,773,624,149
S01008847,661,532,129
S01008848,779,588,191
S01008849,934,655,279
S01008850,1210,851,359
S01008851,1102,805,297
S01008852,1078,622,456
S01008853,508,376,132
S01008854,934,650,284
S01008855,906,689,217
S01008856,595,451,144
S01008857,902,650,252
S01008858,950,675,275
S01008859,856,644,212
S01008860,1206,907,299
S01008861,871,439,432
S01008862,1028,781,247
S01008863,768,549,219
S01008864,1193,851,342
S01008865,994,707,287
S01008866,923,659,264
S01008867,841,502,339
S01008868,998,715,283
S01008869,1082,714,368
S01008870,990,579,411
S01008871,1141,725,416
S01008872,936,654,282
S01008873,639,257,382
S01008874,775,506,269
S01008875,1006,723,283
S01008876,646,319,327
S01008877,658,334,324
S01008878,1062,482,580
S01008879,719,307,412
S01008880,591,265,326
S01008881,557,273,284
S01008882,1040,443,597
S01008883,963,342,621
S01008884,682,187,495
S01008885,756,234,522
S01008886,965,470,495
S01008887,647,292,355
S01008888,798,551,247
S01008889,479,198,281
S01008890,665,207,458
S01008891,661,231,430
S01008892,995,565,430
S01008893,868,284,584
S01008894,770,214,556
S01008895,658,296,362
S01008896,586,250,336
S01008897,746,280,466
S01008898,806,278,528
S01008899,663,378,285
S01008900,730,376,354
S01008901,843,445,398
S01008902,810,473,337
S01008903,964,516,448
S01008904,866,567,299
S01008905,919,601,318
S01008906,534,370,164
S01008907,556,357,199
S01008908,728,417,311
S01008909,920,406,514
S01008910,582,256,326
S01008911,303,169,134
S01008912,719,338,381
S01008913,389,202,187
S01008914,980,453,527
S01008915,515,224,291
S01008916,1116,673,443
S01008917,507,326,181
S01008918,471,368,103
S01008919,441,315,126
S01008920,200,151,49
S01008921,815,515,300
S01008922,1038,534,504
S01008923,762,492,270
S01008924,717,418,299
S01008925,629,333,296
S01008926,288,181,107
S01008927,62,36,26
S01008928,392,207,185
S01008929,1197,906,291
S01008930,882,611,271
S01008931,578,358,220
S01008932,373,214,159
S01008933,431,323,108
S01008934,422,267,155
S01008935,893,328,565
S01008936,533,153,380
S01008937,604,329,275
S01008938,792,259,533
S01008939,655,200,455
S01008940,625,177,448
S01008941,685,344,341
S01008942,1001,347,654
S01008943,641,179,462
S01008944,813,243,570
S01008945,906,271,635
S01008946,600,171,429
S01008947,931,264,667
S01008948,917,496,421
S01008949,1068,504,564
S01008950,803,359,444
S01008951,932,554,378
S01008952,1294,718,576
S01008953,971,461,510
S01008954,855,472,383
S01008955,697,333,364
S01008956,1051,580,471
S01008957,922,482,440
S01008958,653,405,248
S01008959,845,374,471
S01008960,295,87,208
S01008961,840,384,456
S01008962,603,207,396
S01008963,789,264,525
S01008964,621,156,465
S01008965,635,181,454
S01008966,764,239,525
S01008967,958,310,648
S01008968,1195,523,672
S01008969,862,315,547
S01008970,921,333,588
S01008971,562,166,396
S01008972,1272,545,727
S01008973,649,342,307
S01008974,769,399,370
S01008975,780,412,368
S01008976,593,207,386
S01008977,685,219,466
S01008978,554,263,291
S01008979,620,317,303
S01008980,594,299,295
S01008981,724,256,468
S01008982,704,359,345
S01008983,686,474,212
S01008984,417,221,196
S01008985,659,318,341
S01008986,797,238,559
S01008987,872,290,582
S01008988,757,445,312
S01008989,841,406,435
S01008990,988,563,425
S01008991,936,360,576
S01008992,391,193,198
S01008993,908,374,534
S01008994,791,358,433
S01008995,845,314,531
S01008996,642,291,351
S01008997,714,320,394
S01008998,669,332,337
S01008999,824,405,419
S01009000,940,301,639
S01009001,573,159,414
S01009002,637,276,361
S01009003,716,247,469
S01009004,693,270,423
S01009005,778,348,430
S01009006,1151,484,667
S01009007,758,351,407
S01009008,813,321,492
S01009009,448,296,152
S01009010,1047,361,686
S01009011,947,285,662
S01009012,756,258,498
S01009013,876,332,544
S01009014,616,301,315
S01009015,438,207,231
S01009016,451,216,235
S01009017,545,250,295
S01009018,599,278,321
S01009019,723,367,356
S01009020,738,358,380
S01009021,581,281,300
S01009022,751,355,396
