dz_2011,total,employed,unemployed,student,retired,homemaker,sick,inactive_other
S01009906,543,346,33,65,34,25,17,23
S01009907,1130,652,91,199,51,25,83,29
S01009908,1089,774,40,112,60,41,49,13
S01009909,788,547,47,68,48,23,34,21
S01009910,698,508,39,66,29,25,16,15
S01009911,937,622,32,76,134,38,20,15
S01009912,757,455,20,82,119,47,20,14
S01009913,761,448,26,92,89,68,16,22
S01009914,733,457,22,75,115,35,11,18
S01009915,686,449,21,71,76,34,22,13
S01009916,901,502,33,106,115,86,27,32
S01009917,647,435,14,52,85,36,11,14
S01009918,671,428,19,55,124,22,19,4
S01009919,934,566,62,96,114,43,39,14
S01009920,908,667,26,65,84,30,21,15
S01009921,691,518,30,59,46,10,15,13
S01009922,1105,807,49,82,86,22,33,26
S01009923,810,555,40,55,89,17,41,13
S01009924,938,665,27,87,68,25,51,15
S01009925,996,724,42,95,47,38,32,18
S01009926,797,562,32,60,57,33,29,24
S01009927,493,321,29,33,68,9,24,9
S01009928,736,519,33,40,113,9,17,5
S01009929,438,317,19,24,57,7,10,4
S01009930,896,660,45,74,51,17,38,11
S01009931,765,599,24,55,45,12,20,10
S01009932,859,655,29,63,65,10,24,13
S01009933,1298,741,109,112,118,56,111,51
S01009934,1059,726,47,82,121,40,20,23
S01009935,551,259,35,20,117,15,90,15
S01009936,874,514,39,66,127,32,81,15
S01009937,516,199,45,68,81,29,70,24
S01009938,727,324,44,54,157,32,93,23
S01009939,879,287,152,93,65,81,129,72
S01009940,636,258,57,33,124,39,100,25
S01009941,922,524,55,136,72,56,45,34
S01009942,854,407,74,72,114,52,97,38
S01009943,965,418,78,70,154,53,152,40
S01009944,794,430,38,97,127,48,37,17
S01009945,761,396,48,70,108,46,73,20
S01009946,735,377,49,64,122,32,67,24
S01009947,632,326,37,59,118,44,40,8
S01009948,926,482,61,84,133,48,90,28
S01009949,699,388,52,61,110,34,41,13
S01009950,547,348,18,64,75,24,8,10
S01009951,641,393,18,75,91,39,13,12
S01009952,772,476,38,61,121,36,27,13
S01009953,1012,609,40,97,169,35,41,21
S01009954,551,304,24,66,75,31,34,17
S01009955,817,507,32,68,120,29,50,11
S01009956,617,334,42,64,79,37,45,16
S01009957,976,632,31,81,156,32,26,18
S01009958,891,630,17,50,158,13,16,7
S01009959,644,371,15,58,140,29,21,10
S01009960,955,616,21,92,139,40,26,21
S01009961,508,290,21,49,86,22,29,11
S01009962,864,595,36,41,102,24,52,14
S01009963,869,568,18,71,169,18,17,8
S01009964,934,618,32,80,119,37,32,16
S01009965,699,444,28,59,127,17,18,6
S01009966,895,570,36,86,134,18,40,11
S01009967,772,507,23,61,148,13,11,9
S01009968,468,305,16,41,67,12,21,6
S01009969,967,549,39,76,196,35,49,23
S01009970,743,324,82,56,112,50,90,29
S01009971,1159,618,95,84,113,67,146,36
S01009972,639,372,29,49,87,30,56,16
S01009973,641,374,42,44,64,31,64,22
S01009974,657,270,72,27,104,38,115,31
S01009975,653,250,65,42,81,51,134,30
S01009976,593,271,58,32,66,33,112,21
S01009977,873,282,91,64,154,46,194,42
S01009978,947,414,102,74,83,59,172,43
S01009979,734,308,80,36,107,37,130,36
S01009980,537,175,62,39,71,23,109,58
S01009981,714,300,99,53,72,43,120,27
S01009982,748,412,62,70,47,34,90,33
S01009983,486,174,69,47,38,43,83,32
S01009984,772,402,78,64,72,37,85,34
S01009985,456,197,65,28,33,39,71,23
S01009986,529,195,72,30,86,40,81,25
S01009987,618,304,56,30,121,23,68,16
S01009988,490,174,51,39,110,21,72,23
S01009989,781,488,49,65,82,26,54,17
S01009990,757,480,48,64,88,18,39,20
S01009991,783,528,50,73,52,32,29,19
S01009992,671,265,81,28,110,40,110,37
S01009993,626,438,28,50,62,17,22,9
S01009994,512,345,22,36,49,32,21,7
S01009995,517,343,27,52,49,11,26,9
S01009996,667,424,37,62,53,38,38,15
S01009997,494,325,31,51,37,12,27,11
S01009998,689,409,31,70,108,29,27,15
S01009999,647,378,32,65,108,28,20,16
S01010000,664,434,44,62,57,32,23,12
S01010001,567,357,28,54,59,35,23,11
S01010002,1030,634,53,91,127,50,57,18
S01010003,748,486,31,60,119,18,23,11
S01010004,675,413,33,72,108,20,20,9
S01010005,805,516,67,47,73,19,63,20
S01010006,1068,727,63,78,94,25,61,20
S01010007,719,498,21,68,84,19,15,14
S01010008,655,459,27,38,68,18,30,15
S01010009,579,407,35,38,31,8,47,13
S01010010,1078,712,35,100,165,26,24,16
S01010011,693,429,45,29,117,9,45,19
S01010012,1135,706,42,118,178,32,33,26
S01010013,832,528,55,63,102,14,60,10
S01010014,1062,693,55,89,117,27,62,19
S01010015,889,645,49,87,41,30,22,15
S01010016,513,284,29,39,88,20,44,9
S01010017,720,364,68,68,102,28,79,11
S01010018,871,453,39,67,153,34,97,28
S01010019,843,369,71,50,156,41,131,25
S01010020,741,410,31,61,136,22,66,15
S01010021,597,205,72,80,61,47,96,36
S01010022,788,347,68,60,122,52,104,35
S01010023,1023,456,84,83,179,44,140,37
S01010024,640,338,44,78,63,30,66,21
S01010025,741,301,65,131,64,26,113,41
S01010026,1423,743,104,170,137,57,175,37
S01010027,1571,854,82,343,111,52,103,26
S01010028,570,272,41,55,82,18,86,16
S01010029,393,146,22,26,99,16,59,25
S01010030,769,444,50,95,64,25,73,18
S01010031,995,546,61,295,26,21,29,17
S01010032,1453,579,65,575,55,29,99,51
S01010033,902,434,88,116,73,50,108,33
S01010034,1208,398,51,426,151,32,127,23
S01010035,829,229,65,302,53,33,112,35
S01010036,1519,763,74,533,14,33,61,41
S01010037,766,336,46,66,140,25,131,22
S01010038,1100,516,62,161,110,44,160,47
S01010039,988,509,25,359,24,10,44,17
S01010040,792,461,63,81,72,23,73,19
S01010041,945,491,46,218,49,11,97,33
S01010042,1270,750,92,228,58,28,87,27
S01010043,796,377,85,81,76,34,115,28
S01010044,1148,617,85,82,160,33,135,36
S01010045,591,228,37,42,92,39,125,28
S01010046,886,391,68,57,127,61,142,40
S01010047,786,300,71,58,133,54,152,18
S01010048,1037,418,87,80,176,58,168,50
S01010049,777,317,89,57,82,56,135,41
S01010050,733,287,67,60,77,39,152,51
S01010051,616,240,54,52,106,18,107,39
S01010052,515,234,52,38,45,22,97,27
S01010053,666,298,52,88,75,55,68,30
S01010054,550,189,67,41,52,50,124,27
S01010055,1048,447,97,109,103,42,204,46
S01010056,462,202,52,46,38,40,64,20
S01010057,402,216,31,39,34,26,43,13
S01010058,762,378,63,59,73,46,119,24
S01010059,598,341,64,55,53,26,46,13
S01010060,762,395,58,60,80,30,111,28
S01010061,622,387,34,60,83,13,36,9
S01010062,575,295,46,34,81,31,63,25
S01010063,886,449,88,58,104,43,115,29
S01010064,574,320,35,40,73,25,60,21
S01010065,635,313,37,39,90,29,98,29
S01010066,570,231,48,58,84,31,95,23
S01010067,794,372,90,72,94,47,90,29
S01010068,545,300,33,44,66,32,59,11
S01010069,823,571,25,58,99,16,34,20
S01010070,546,386,11,60,39,14,31,5
S01010071,674,390,37,47,80,29,68,23
S01010072,838,518,32,52,141,25,63,7
S01010073,733,469,15,51,133,15,45,5
S01010074,827,495,31,61,145,31,46,18
S01010075,568,283,30,41,123,20,60,11
S01010076,633,354,37,48,90,24,61,19
S01010077,555,265,25,42,101,26,79,17
S01010078,532,339,22,51,65,23,23,9
S01010079,710,446,16,73,124,19,25,7
S01010080,615,349,19,51,160,15,15,6
S01010081,868,491,23,88,201,19,38,8
S01010082,656,416,28,54,100,19,27,12
S01010083,773,410,45,63,143,31,67,14
S01010084,833,427,55,40,135,45,107,24
S01010085,851,501,33,57,164,34,48,14
S01010086,788,359,52,64,133,46,108,26
S01010087,449,259,10,27,119,9,18,7
S01010088,1140,891,37,114,34,34,20,10
S01010089,818,475,44,103,108,15,59,14
S01010090,866,574,31,94,96,15,46,10
S01010091,1348,1013,52,121,68,44,38,12
S01010092,845,360,49,78,173,45,110,30
S01010093,745,462,32,71,111,19,42,8
S01010094,892,564,32,76,165,10,37,8
S01010095,948,653,34,79,132,18,20,12
S01010096,690,448,25,70,83,24,29,11
S01010097,543,331,31,45,80,17,32,7
S01010098,534,342,17,55,75,14,21,10
S01010099,698,445,27,68,123,8,23,4
S01010100,675,403,15,54,134,29,32,8
S01010101,835,520,31,80,129,20,43,12
S01010102,590,419,18,80,36,16,11,10
S01010103,684,485,26,83,45,15,21,9
S01010104,777,556,26,86,52,29,22,6
S01010105,569,275,59,44,57,36,76,22
S01010106,466,242,33,40,56,19,59,17
S01010107,780,417,59,111,56,31,80,26
S01010108,571,320,35,28,88,14,70,16
S01010109,1682,1120,102,123,132,65,104,36
S01010110,784,333,74,69,119,36,118,35
S01010111,853,337,99,70,94,67,143,43
S01010112,864,370,93,91,78,55,140,37
S01010113,374,171,43,26,41,29,43,21
S01010114,634,249,67,39,74,51,120,34
S01010115,473,315,23,49,32,18,27,9
S01010116,1078,680,72,123,57,59,67,20
S01010117,1060,812,37,69,49,42,35,16
S01010118,571,215,72,46,47,41,107,43
S01010119,380,194,58,34,17,26,38,13
S01010120,744,309,93,60,58,53,122,49
S01010121,591,265,76,43,58,44,77,28
S01010122,400,140,40,29,47,30,95,19
S01010123,513,258,49,32,41,35,80,18
S01010124,561,365,37,46,39,24,36,14
S01010125,650,323,59,37,63,50,88,30
S01010126,502,326,25,35,42,20,43,11
S01010127,520,231,48,28,85,26,83,19
S01010128,528,186,78,46,58,45,96,19
S01010129,752,296,106,50,70,61,135,34
S01010130,696,344,53,41,93,53,90,22
S01010131,838,506,35,58,175,9,45,10
S01010132,829,337,71,77,151,38,117,38
S01010133,680,290,47,45,149,26,98,25
S01010134,944,486,65,48,175,30,116,24
S01010135,818,393,40,44,172,34,112,23
S01010136,805,457,44,65,136,20,62,21
S01010137,882,458,56,58,193,24,74,19
S01010138,798,267,98,31,152,34,182,34
S01010139,941,506,63,64,148,30,108,22
S01010140,763,469,47,49,77,34,64,23
S01010141,807,365,64,53,133,41,120,31
S01010142,519,291,50,49,41,21,50,17
S01010143,576,283,30,30,116,24,77,16
S01010144,557,316,54,35,44,27,59,22
S01010145,586,325,41,40,79,29,51,21
S01010146,1000,484,107,80,100,54,133,42
S01010147,855,358,100,63,96,56,143,39
S01010148,990,519,73,66,123,49,120,40
S01010149,541,341,24,34,51,22,55,14
S01010150,621,259,42,26,158,24,90,22
S01010151,659,264,50,51,160,32,74,28
S01010152,701,365,44,56,148,19,57,12
S01010153,763,373,39,51,159,23,103,15
S01010154,682,294,32,42,164,23,117,10
S01010155,563,281,26,31,126,26,64,9
S01010156,751,348,63,51,137,32,100,20
S01010157,721,339,87,48,102,37,85,23
S01010158,667,332,40,46,127,28,77,17
S01010159,513,248,24,23,108,23,77,10
S01010160,631,263,78,60,44,46,109,31
S01010161,666,379,53,45,67,27,76,19
S01010162,710,270,109,57,65,50,123,36
S01010163,934,409,94,80,99,74,137,41
S01010164,617,292,49,56,89,41,68,22
S01010165,459,196,45,39,64,26,70,19
S01010166,1136,612,77,95,146,53,118,35
S01010167,701,281,64,34,173,32,93,24
S01010168,460,248,47,32,52,30,41,10
S01010169,611,328,65,41,57,48,53,19
S01010170,683,340,46,36,120,36,83,22
S01010171,1146,573,119,102,102,77,122,51
S01010172,561,260,38,17,139,13,81,13
S01010173,777,407,43,57,138,32,74,26
S01010174,1345,368,51,45,85,29,115,652
S01010175,344,180,23,20,51,17,41,12
S01010176,697,338,37,35,158,27,76,26
S01010177,541,222,69,48,61,46,77,18
S01010178,762,338,89,60,85,66,87,37
S01010179,1222,615,100,75,137,82,169,44
S01010180,666,367,53,43,50,49,83,21
S01010181,778,362,77,48,124,33,104,30
S01010182,892,563,39,66,132,26,48,18
S01010183,1117,691,61,99,106,53,79,28
S01010184,462,210,52,39,66,19,58,18
S01010185,516,239,52,34,72,37,68,14
S01010186,501,329,21,51,54,17,16,13
S01010187,654,440,29,43,70,17,42,13
S01010188,1477,1013,66,122,133,49,62,32
S01010189,730,561,28,77,23,16,19,6
S01010190,156,106,2,12,20,2,8,6
S01010191,521,384,18,44,32,15,21,7
S01010192,769,559,27,60,53,35,23,12
S01010193,658,441,24,48,91,15,24,15
S01010194,503,241,35,38,111,18,49,11
S01010195,747,344,57,58,104,32,114,38
S01010196,617,279,60,35,104,33,80,26
S01010197,574,285,46,54,64,27,81,17
S01010198,835,363,74,61,124,39,134,40
S01010199,491,211,78,35,51,38,58,20
S01010200,487,255,28,21,100,17,58,8
S01010201,675,401,34,41,113,20,51,15
S01010202,520,192,83,41,36,65,83,20
S01010203,570,382,21,51,56,17,29,14
S01010204,880,415,66,74,104,65,119,37
S01010205,534,279,29,34,80,22,69,21
S01010206,338,39,26,89,3,77,14,90
S01010207,524,146,56,98,44,67,63,50
S01010208,849,491,51,63,111,29,73,31
S01010209,735,408,57,63,64,36,81,26
S01010210,767,399,46,55,136,28,75,28
S01010211,685,263,58,60,135,40,107,22
S01010212,908,378,78,93,131,49,141,38
S01010213,802,413,39,50,154,42,83,21
S01010214,717,417,37,58,128,28,35,14
S01010215,758,289,66,50,162,47,113,31
S01010216,750,300,83,56,97,48,128,38
S01010217,725,316,72,77,97,43,95,25
S01010218,963,491,102,77,79,56,113,45
S01010219,576,190,76,130,41,30,69,40
S01010220,523,321,27,110,22,9,24,10
S01010221,481,188,48,39,89,19,78,20
S01010222,599,339,47,57,82,20,44,10
S01010223,544,237,53,62,92,22,60,18
S01010224,942,376,104,89,116,65,143,49
S01010225,742,404,43,68,89,32,73,33
S01010226,547,203,60,93,47,45,65,34
S01010227,618,196,83,112,45,57,65,60
S01010228,499,211,35,24,109,20,80,20
S01010229,849,446,57,61,90,34,130,31
S01010230,1080,378,120,195,105,78,132,72
S01010231,712,352,66,72,83,38,75,26
S01010232,653,307,68,83,52,36,66,41
S01010233,1162,450,155,128,105,84,149,91
S01010234,898,527,29,152,100,24,46,20
S01010235,742,448,24,221,17,20,9,3
S01010236,618,372,34,101,52,17,23,19
S01010237,841,531,33,134,73,19,41,10
S01010238,910,545,48,175,70,16,42,14
S01010239,796,381,56,88,136,37,77,21
S01010240,926,511,60,111,118,22,75,29
S01010241,830,461,69,99,107,15,59,20
S01010242,976,467,89,136,88,41,120,35
S01010243,1107,541,140,132,61,51,133,49
S01010244,802,330,80,100,102,29,123,38
S01010245,870,305,106,78,91,61,193,36
S01010246,854,353,81,96,87,71,117,49
S01010247,749,421,39,77,106,27,57,22
S01010248,843,501,42,180,63,16,29,12
S01010249,894,485,62,200,72,20,42,13
S01010250,972,587,34,255,40,22,16,18
S01010251,656,404,17,180,8,20,19,8
S01010252,629,404,21,95,40,22,29,18
S01010253,581,258,48,85,65,15,77,33
S01010254,924,462,45,108,137,34,111,27
S01010255,962,311,148,97,86,46,216,58
S01010256,857,410,87,93,91,43,111,22
S01010257,2733,411,33,2195,30,8,38,18
S01010258,2276,597,46,1542,23,13,35,20
S01010259,1446,281,79,830,108,27,98,23
S01010260,1623,407,28,1105,41,8,21,13
S01010261,2702,293,85,1988,145,33,127,31
S01010262,1005,327,66,245,180,22,130,35
S01010263,810,417,25,314,22,5,13,14
S01010264,1230,644,59,347,42,16,87,35
S01010265,1267,627,23,566,19,12,4,16
S01010266,816,318,32,375,25,26,22,18
S01010267,858,277,24,516,14,7,9,11
S01010268,879,366,42,367,31,21,40,12
S01010269,867,352,31,289,79,14,76,26
S01010270,1227,418,61,265,212,21,201,49
S01010271,842,296,30,412,49,12,29,14
S01010272,1154,524,84,276,68,24,138,40
S01010273,1030,542,35,361,17,27,28,20
S01010274,658,363,18,220,18,10,11,18
S01010275,1316,664,44,510,17,25,30,26
S01010276,920,616,38,193,32,20,10,11
S01010277,464,216,26,70,69,16,45,22
S01010278,1074,512,64,200,89,49,116,44
S01010279,741,340,29,246,39,22,52,13
S01010280,798,448,43,220,29,15,24,19
S01010281,719,396,24,233,17,18,16,15
S01010282,1101,550,62,303,57,27,86,16
S01010283,779,443,39,229,24,16,19,9
S01010284,1589,700,59,695,47,12,59,17
S01010285,1005,491,43,362,37,24,33,15
S01010286,2210,828,57,1200,35,38,36,16
S01010287,1220,453,32,659,29,14,19,14
S01010288,1098,551,32,432,34,13,16,20
S01010289,687,473,21,124,33,18,7,11
S01010290,758,345,24,277,24,29,39,20
S01010291,1048,347,34,528,64,15,39,21
S01010292,1113,503,46,461,58,12,15,18
S01010293,806,304,34,377,28,27,19,17
S01010294,934,319,27,494,35,30,13,16
S01010295,870,342,36,413,21,29,11,18
S01010296,739,310,36,275,32,43,30,13
S01010297,794,372,46,175,86,25,69,21
S01010298,744,340,29,165,118,16,58,18
S01010299,473,190,31,70,62,26,69,25
S01010300,1260,552,62,405,84,41,86,30
S01010301,457,214,27,170,15,11,11,9
S01010302,677,262,91,88,86,31,94,25
S01010303,458,145,49,77,28,66,55,38
S01010304,614,242,50,125,59,20,86,32
S01010305,1004,497,60,218,95,17,92,25
S01010306,739,381,54,217,36,10,31,10
S01010307,799,491,29,205,40,6,20,8
S01010308,858,476,30,253,49,13,21,16
S01010309,516,214,46,47,80,16,88,25
S01010310,677,296,61,108,52,34,106,20
S01010311,815,271,85,91,110,64,141,53
S01010312,774,284,78,60,99,70,153,30
S01010313,1241,425,107,263,132,47,195,72
S01010314,1215,464,72,339,126,37,136,41
S01010315,807,466,69,78,64,51,52,27
S01010316,817,456,60,106,46,51,78,20
S01010317,1213,707,31,343,84,16,22,10
S01010318,1648,294,47,1196,46,15,38,12
S01010319,899,492,55,153,70,37,71,21
S01010320,683,327,46,145,66,25,63,11
S01010321,922,526,52,167,68,20,63,26
S01010322,1206,745,37,273,97,25,17,12
S01010323,558,199,57,56,88,38,96,24
S01010324,702,312,39,49,163,28,89,22
S01010325,733,302,50,37,189,32,93,30
S01010326,1002,443,112,78,95,73,165,36
S01010327,921,528,68,88,62,51,99,25
S01010328,825,439,51,66,131,27,84,27
S01010329,377,197,17,15,84,15,41,8
S01010330,516,221,55,33,76,32,77,22
S01010331,907,430,65,46,170,38,130,28
S01010332,793,330,71,77,129,49,104,33
S01010333,712,370,45,67,107,31,74,18
S01010334,924,532,54,56,127,32,100,23
S01010335,814,353,72,76,160,37,84,32
S01010336,846,430,95,83,64,49,97,28
S01010337,662,326,42,49,115,25,93,12
S01010338,641,265,59,45,94,44,103,31
S01010339,646,291,58,46,123,39,65,24
S01010340,628,320,55,66,85,33,52,17
S01010341,620,374,29,58,92,18,36,13
S01010342,649,446,18,53,84,13,26,9
S01010343,1084,782,45,112,73,26,26,20
S01010344,722,317,59,42,134,34,106,30
S01010345,464,331,22,54,25,14,12,6
S01010346,868,582,23,75,104,17,47,20
S01010347,885,352,55,260,89,31,51,47
S01010348,778,461,33,47,139,27,58,13
S01010349,865,469,45,50,173,29,84,15
S01010350,955,459,85,78,141,42,113,37
S01010351,766,438,39,99,60,26,67,37
S01010352,629,348,40,54,89,30,42,26
S01010353,789,277,88,53,108,59,150,54
S01010354,562,261,34,75,69,27,79,17
S01010355,929,453,77,83,107,39,136,34
S01010356,573,351,42,63,36,32,41,8
S01010357,536,220,53,43,81,24,90,25
S01010358,665,288,67,52,100,19,112,27
S01010359,801,326,81,79,116,44,112,43
S01010360,430,193,47,49,35,24,62,20
S01010361,430,139,83,46,50,12,77,23
S01010362,828,337,122,95,115,14,110,35
S01010363,607,382,34,79,64,10,29,9
S01010364,907,565,26,106,148,33,21,8
S01010365,932,625,24,114,125,17,13,14
S01010366,1143,730,41,159,136,32,26,19
S01010367,1502,597,25,719,106,25,18,12
S01010368,673,445,22,75,99,14,5,13
S01010369,704,456,27,122,39,16,32,12
S01010370,618,399,24,123,39,15,7,11
S01010371,1068,591,40,330,60,18,11,18
S01010372,764,482,33,141,58,18,23,9
S01010373,654,389,23,140,58,15,21,8
S01010374,854,501,23,229,63,15,13,10
S01010375,808,331,21,368,52,7,14,15
S01010376,933,362,22,480,31,13,15,10
S01010377,995,318,26,547,33,19,23,29
S01010378,884,270,31,531,20,9,11,12
S01010379,1421,446,44,826,54,16,25,10
S01010380,979,538,38,267,93,16,19,8
S01010381,1017,509,21,370,58,12,40,7
S01010382,851,467,35,247,54,10,31,7
S01010383,761,329,52,214,67,10,73,16
S01010384,1225,658,45,367,86,20,37,12
S01010385,871,477,32,202,72,16,53,19
S01010386,1089,547,52,280,93,19,81,17
S01010387,1513,817,60,392,107,33,87,17
S01010388,941,482,59,161,102,24,97,16
S01010389,1638,1136,45,343,37,31,26,20
S01010390,1183,780,65,191,48,13,67,19
S01010391,2663,1823,96,496,92,46,79,31
S01010392,1823,1223,58,367,59,39,56,21
S01010393,1380,917,56,212,118,17,53,7
S01010394,755,388,54,94,79,28,102,10
S01010395,962,597,43,149,98,15,47,13
S01010396,863,470,50,163,96,18,48,18
S01010397,803,487,28,188,64,13,17,6
S01010398,909,599,27,170,83,13,12,5
S01010399,1505,1083,32,255,99,8,15,13
S01010400,891,581,29,150,90,15,10,16
S01010401,670,375,24,138,97,12,11,13
S01010402,976,659,27,148,92,19,12,19
S01010403,934,610,25,154,117,8,9,11
S01010404,985,665,26,135,114,21,11,13
S01010405,826,584,26,94,75,17,13,17
S01010406,853,518,29,209,55,7,27,8
S01010407,1143,486,30,540,53,10,9,15
S01010408,466,287,13,34,75,15,33,9
S01010409,948,597,34,122,129,32,21,13
S01010410,424,295,10,45,46,12,7,9
S01010411,1042,688,27,120,151,40,10,6
S01010412,790,521,13,101,87,17,41,10
S01010413,661,375,12,65,168,17,10,14
S01010414,885,562,33,98,136,19,19,18
S01010415,897,443,52,103,146,29,113,11
S01010416,677,422,19,63,112,15,38,8
S01010417,428,308,9,44,45,7,8,7
S01010418,1000,657,39,100,94,26,67,17
S01010419,1251,830,39,126,185,31,27,13
S01010420,801,501,25,94,126,25,18,12
S01010421,637,407,24,68,100,23,12,3
S01010422,842,504,37,95,122,24,42,18
S01010423,831,440,86,76,72,40,95,22
S01010424,783,418,52,76,95,32,96,14
S01010425,819,431,64,83,64,29,129,19
S01010426,903,514,81,74,65,31,114,24
S01010427,888,365,105,103,83,77,106,49
S01010428,1126,686,33,107,183,41,59,17
S01010429,725,505,20,65,89,13,22,11
S01010430,784,385,65,100,71,38,100,25
S01010431,713,448,26,81,110,20,18,10
S01010432,698,367,44,91,55,37,83,21
S01010433,623,233,102,102,18,61,76,31
S01010434,615,277,69,75,62,33,79,20
S01010435,488,285,28,44,73,15,28,15
S01010436,634,296,54,71,49,30,107,27
S01010437,406,209,28,40,63,12,42,12
S01010438,764,417,64,93,32,54,73,31
S01010439,1033,633,72,112,51,48,86,31
S01010440,806,427,54,59,110,41,83,32
S01010441,776,561,45,50,45,20,39,16
S01010442,683,411,60,62,27,26,71,26
S01010443,533,313,30,34,72,26,43,15
S01010444,496,250,42,35,89,14,47,19
S01010445,707,337,48,59,105,46,89,23
S01010446,649,384,25,56,110,21,43,10
S01010447,817,385,61,77,111,33,119,31
S01010448,796,457,37,77,120,24,62,19
S01010449,696,341,33,31,155,33,77,26
S01010450,687,333,40,54,132,22,80,26
S01010451,769,361,81,59,111,40,91,26
S01010452,642,354,25,45,127,24,54,13
S01010453,864,384,117,81,76,59,119,28
S01010454,818,454,32,46,159,30,69,28
S01010455,697,289,53,46,137,30,114,28
S01010456,430,241,17,27,91,10,39,5
S01010457,762,352,78,61,123,28,78,42
S01010458,603,291,38,48,127,26,59,14
S01010459,557,263,19,49,124,25,65,12
S01010460,586,405,16,46,68,22,15,14
S01010461,745,371,62,54,131,33,74,20
S01010462,754,227,140,119,33,78,96,61
S01010463,567,334,32,52,92,20,24,13
S01010464,462,288,27,27,66,15,32,7
S01010465,817,569,28,78,83,14,34,11
S01010466,1415,791,58,361,97,24,49,35
S01010467,675,382,17,71,157,16,16,16
S01010468,898,548,28,138,124,23,20,17
S01010469,686,372,41,113,74,15,56,15
S01010470,621,369,30,43,103,15,46,15
S01010471,665,349,38,53,101,36,70,18
S01010472,1110,780,34,132,92,31,34,7
S01010473,884,559,54,111,90,32,28,10
S01010474,877,498,52,162,82,36,29,18
S01010475,1037,745,34,117,74,31,28,8
S01010476,747,433,35,102,115,20,33,9
S01010477,728,431,32,54,136,25,40,10
S01010478,1082,561,78,80,160,40,132,31
S01010479,735,395,49,66,127,24,53,21
S01010480,588,336,31,39,110,25,42,5
S01010481,607,276,65,52,77,50,67,20
S01010482,694,385,42,54,124,27,58,4
S01010483,823,467,39,46,126,33,89,23
S01010484,742,426,38,55,105,29,71,18
S01010485,745,455,50,63,91,33,39,14
S01010486,905,613,29,72,126,23,29,13
S01010487,768,464,46,57,124,24,39,14
S01010488,951,447,112,76,93,56,130,37
S01010489,1022,499,108,88,147,49,93,38
S01010490,602,244,77,55,47,59,81,39
S01010491,721,286,98,60,73,62,113,29
S01010492,554,180,91,46,63,56,92,26
S01010493,845,337,130,78,69,59,132,40
S01010494,512,271,49,32,53,26,61,20
S01010495,843,357,101,65,80,60,146,34
S01010496,1168,447,146,86,145,84,194,66
S01010497,788,384,83,66,54,49,117,35
S01010498,968,413,108,65,129,63,153,37
S01010499,915,382,104,94,105,52,128,50
S01010500,864,399,95,69,72,62,130,37
S01010501,681,364,60,35,83,34,80,25
S01010502,558,344,39,46,53,19,46,11
S01010503,628,283,50,44,95,43,85,28
S01010504,389,256,5,12,89,12,14,1
S01010505,492,320,14,22,98,16,14,8
S01010506,671,463,20,29,106,22,20,11
S01010507,801,568,42,40,96,26,17,12
S01010508,855,563,21,45,157,22,33,14
S01010509,919,653,20,39,142,30,28,7
S01010510,1180,816,28,46,205,45,35,5
S01010511,863,581,39,40,122,37,39,5
S01010512,645,422,21,25,109,27,29,12
S01010513,684,471,12,31,122,25,18,5
S01010514,651,457,25,35,71,21,31,11
S01010515,688,461,29,24,109,26,35,4
S01010516,477,327,14,17,86,10,14,9
S01010517,854,570,55,52,96,31,33,17
S01010518,716,485,36,45,106,20,17,7
S01010519,688,470,35,32,91,30,16,14
S01010520,827,593,21,33,126,20,25,9
S01010521,760,540,31,26,92,28,33,10
S01010522,572,382,28,30,56,18,44,14
S01010523,733,448,53,42,75,43,55,17
S01010524,462,313,9,7,100,16,11,6
S01010525,580,370,12,27,121,24,18,8
S01010526,665,464,18,21,107,22,24,9
S01010527,977,628,54,32,175,27,43,18
S01010528,586,405,13,34,89,23,18,4
S01010529,800,560,15,35,133,23,23,11
S01010530,566,389,13,32,102,14,14,2
S01010531,803,575,20,35,132,12,18,11
S01010532,623,396,21,31,134,19,13,9
S01010533,653,460,16,23,120,16,14,4
S01010534,813,563,24,43,120,30,19,14
S01010535,524,348,15,23,100,20,14,4
S01010536,891,630,30,27,146,19,31,8
S01010537,1122,834,26,43,144,20,40,15
S01010538,805,587,34,36,79,33,24,12
S01010539,857,664,22,27,86,19,29,10
S01010540,475,313,11,28,95,11,7,10
S01010541,649,442,17,22,125,19,17,7
S01010542,793,535,21,37,146,26,22,6
S01010543,470,341,5,14,76,14,10,10
S01010544,932,632,43,39,163,27,19,9
S01010545,509,327,23,19,98,21,13,8
S01010546,699,472,28,32,126,19,11,11
S01010547,567,368,15,30,104,29,16,5
S01010548,414,244,13,14,124,9,5,5
S01010549,909,578,33,35,183,42,26,12
S01010550,510,347,16,41,70,15,15,6
S01010551,598,404,19,34,89,32,14,6
S01010552,751,519,21,44,112,31,14,10
S01010553,486,321,15,25,81,24,11,9
S01010554,563,372,24,24,85,26,24,8
S01010555,778,495,43,43,119,36,26,16
S01010556,790,429,46,42,144,39,71,19
S01010557,510,313,31,21,99,28,9,9
S01010558,443,237,32,18,102,21,21,12
S01010559,491,284,14,22,120,24,20,7
S01010560,487,322,10,25,112,7,9,2
S01010561,679,447,10,40,134,27,15,6
S01010562,755,514,29,30,135,25,15,7
S01010563,611,354,41,32,97,30,42,15
S01010564,606,321,35,17,156,14,51,12
