"dz_2011","total","llti","no_llti"
"S01006867",667,98,569
"S01006868",687,125,562
"S01006869",578,84,494
"S01006870",486,73,413
"S01006871",667,103,564
"S01006872",1443,132,1311
"S01006873",1227,274,953
"S01006874",584,77,507
"S01006875",297,61,236
"S01006876",992,154,838
"S01006877",955,127,828
"S01006878",706,130,576
"S01006879",1190,234,956
"S01006880",600,64,536
"S01006881",578,79,499
"S01006882",213,34,179
"S01006883",458,77,381
"S01006884",792,157,635
"S01006885",656,108,548
"S01006886",733,100,633
"S01006887",741,92,649
"S01006888",800,106,694
"S01006889",826,143,683
"S01006890",667,74,593
"S01006891",608,86,522
"S01006892",502,96,406
"S01006893",338,51,287
"S01006894",938,168,770
"S01006895",534,85,449
"S01006896",787,127,660
"S01006897",708,81,627
"S01006898",751,112,639
"S01006899",609,53,556
"S01006900",579,67,512
"S01006901",595,100,495
"S01006902",693,103,590
"S01006903",822,158,664
"S01006904",726,150,576
"S01006905",891,158,733
"S01006906",843,225,618
"S01006907",519,98,421
"S01006908",803,155,648
"S01006910",1510,231,1279
"S01006912",782,94,688
"S01006913",1714,88,1626
"S01006914",748,80,668
"S01006915",826,96,730
"S01006916",136,13,123
"S01006917",1458,81,1377
"S01006918",349,40,309
"S01006919",362,44,318
"S01006920",189,35,154
"S01006921",569,48,521
"S01006922",318,30,288
"S01006923",1213,165,1048
"S01006924",1033,108,925
"S01006925",619,82,537
"S01006926",127,8,119
"S01006928",2519,221,2298
"S01006929",836,70,766
"S01006930",889,103,786
"S01006931",1948,113,1835
"S01006932",739,46,693
"S01006933",580,45,535
"S01006934",620,143,477
"S01006935",699,105,594
"S01006936",587,85,502
"S01006937",730,96,634
"S01006938",537,91,446
"S01006939",490,52,438
"S01006940",939,96,843
"S01006941",682,75,607
"S01006942",1082,92,990
"S01006945",508,61,447
"S01006946",1010,85,925
"S01006947",506,49,457
"S01006948",871,130,741
"S01006949",655,54,601
"S01006951",470,69,401
"S01006952",761,117,644
"S01006953",794,76,718
"S01006954",1313,121,1192
"S01006955",927,120,807
"S01006956",381,42,339
"S01006957",1631,157,1474
"S01006958",747,151,596
"S01006959",722,208,514
"S01006960",84,10,74
"S01006962",883,145,738
"S01006963",527,62,465
"S01006964",582,67,515
"S01006965",471,89,382
"S01006966",602,97,505
"S01006967",691,61,630
"S01006968",452,63,389
"S01006969",947,199,748
"S01006970",633,80,553
"S01006971",387,78,309
"S01006972",522,64,458
"S01006973",761,123,638
"S01006974",804,76,728
"S01006975",951,114,837
"S01006976",637,72,565
"S01006977",3107,272,2835
"S01006978",855,144,711
"S01006979",737,121,616
"S01006980",948,117,831
"S01006981",798,87,711
"S01006982",910,93,817
"S01006983",743,97,646
"S01006984",847,82,765
"S01006985",1008,146,862
"S01006986",674,99,575
"S01006987",665,101,564
"S01006988",615,72,543
"S01006989",855,80,775
"S01006990",908,61,847
"S01006991",443,86,357
"S01006992",608,82,526
"S01006993",535,78,457
"S01006994",573,90,483
"S01006995",1338,159,1179
"S01006996",474,55,419
"S01006997",786,67,719
"S01006998",1206,158,1048
"S01006999",872,147,725
"S01007000",812,115,697
"S01007001",947,164,783
"S01007002",758,117,641
"S01007003",524,54,470
"S01007004",718,112,606
"S01007005",904,104,800
"S01007006",900,159,741
"S01007007",848,133,715
"S01007008",884,198,686
"S01007009",1013,190,823
"S01007010",819,205,614
"S01007011",865,188,677
"S01007012",707,119,588
"S01007013",1194,229,965
"S01007014",1176,160,1016
"S01007015",625,90,535
"S01007016",592,66,526
"S01007017",843,165,678
"S01007018",990,143,847
"S01007019",665,130,535
"S01007020",649,117,532
"S01007021",791,178,613
"S01007022",122,38,84
"S01007023",767,157,610
"S01007024",1047,221,826
"S01007025",621,130,491
"S01007026",780,220,560
"S01007027",1000,218,782
"S01007028",1031,226,805
"S01007029",746,163,583
"S01007030",718,118,600
"S01007031",546,102,444
"S01007032",1107,260,847
"S01007033",740,166,574
"S01007034",475,104,371
"S01007035",796,172,624
"S01007036",752,153,599
"S01007037",917,177,740
"S01007038",945,162,783
"S01007039",732,115,617
"S01007040",647,133,514
"S01007041",395,91,304
"S01007042",398,77,321
"S01007043",1373,246,1127
"S01007044",528,106,422
"S01007045",944,189,755
"S01007046",574,137,437
"S01007047",768,141,627
"S01007048",1228,227,1001
"S01007049",842,176,666
"S01007050",453,93,360
"S01007051",768,99,669
"S01007052",573,81,492
"S01007053",379,62,317
"S01007054",807,181,626
"S01007055",671,78,593
"S01007056",941,170,771
"S01007057",365,64,301
"S01007058",577,150,427
"S01007059",1077,187,890
"S01007060",547,108,439
"S01007061",930,98,832
"S01007062",665,87,578
"S01007063",607,114,493
"S01007064",690,121,569
"S01007065",741,92,649
"S01007066",1103,217,886
"S01007067",553,81,472
"S01007068",559,134,425
"S01007069",940,163,777
"S01007070",407,99,308
"S01007071",384,69,315
"S01007072",641,72,569
"S01007073",1027,177,850
"S01007074",606,96,510
"S01007075",547,99,448
"S01007076",939,135,804
"S01007077",674,126,548
"S01007078",847,191,656
"S01007079",983,278,705
"S01007080",882,229,653
"S01007081",951,161,790
"S01007082",551,112,439
"S01007083",846,239,607
"S01007084",712,205,507
"S01007085",888,141,747
"S01007086",1219,209,1010
"S01007087",630,126,504
"S01007088",539,133,406
"S01007089",1782,179,1603
"S01007090",540,64,476
"S01007092",624,182,442
"S01007093",987,199,788
"S01007094",903,158,745
"S01007095",706,116,590
"S01007096",837,111,726
"S01007097",488,48,440
"S01007098",397,77,320
"S01007099",883,129,754
"S01007100",727,119,608
"S01007101",601,125,476
"S01007102",956,201,755
"S01007103",546,84,462
"S01007104",1183,237,946
"S01007105",450,97,353
"S01007106",577,150,427
"S01007107",505,84,421
"S01007108",1485,245,1240
"S01007109",458,109,349
"S01007110",699,100,599
"S01007111",463,89,374
"S01007112",615,109,506
"S01007113",472,124,348
"S01007114",888,157,731
"S01007115",617,136,481
"S01007116",602,60,542
"S01007117",471,64,407
"S01007118",679,134,545
"S01007119",812,149,663
"S01007120",916,204,712
"S01007121",533,159,374
"S01007122",594,116,478
"S01007123",668,164,504
"S01007124",913,167,746
"S01007125",1037,188,849
"S01007126",927,208,719
"S01007127",860,166,694
"S01007128",847,228,619
"S01007129",956,103,853
"S01007130",612,123,489
"S01007131",775,155,620
"S01007132",700,93,607
"S01007133",674,108,566
"S01007134",743,144,599
"S01007135",558,79,479
"S01007136",533,48,485
"S01007137",391,18,373
"S01007138",957,126,831
"S01007139",776,120,656
"S01007140",1022,173,849
"S01007141",1331,195,1136
"S01007144",1997,263,1734
"S01007145",892,190,702
"S01007146",881,157,724
"S01007147",589,118,471
"S01007148",538,65,473
"S01007149",680,134,546
"S01007150",750,202,548
"S01007151",746,118,628
"S01007152",670,163,507
"S01007153",633,114,519
"S01007154",803,246,557
"S01007155",537,100,437
"S01007156",592,88,504
"S01007157",497,81,416
"S01007158",939,126,813
"S01007159",840,151,689
"S01007160",658,150,508
"S01007161",701,120,581
"S01007162",523,109,414
"S01007163",875,165,710
"S01007164",576,125,451
"S01007165",846,187,659
"S01007166",709,123,586
"S01007167",777,162,615
"S01007168",965,164,801
"S01007169",615,99,516
"S01007170",648,90,558
"S01007171",794,122,672
"S01007172",1237,175,1062
"S01007173",523,74,449
"S01007174",911,160,751
"S01007175",665,132,533
"S01007176",708,115,593
"S01007177",631,126,505
"S01007178",1051,237,814
"S01007179",976,219,757
"S01007180",752,153,599
"S01007181",813,181,632
"S01007182",1047,212,835
"S01007183",1082,268,814
"S01007184",1039,247,792
"S01007185",793,212,581
"S01007186",593,135,458
"S01007187",804,210,594
"S01007188",602,128,474
"S01007189",809,256,553
"S01007190",815,183,632
"S01007191",616,125,491
"S01007192",612,123,489
"S01007193",769,160,609
"S01007194",641,118,523
"S01007195",580,108,472
"S01007196",768,93,675
"S01007197",743,126,617
"S01007198",426,70,356
"S01007199",804,166,638
"S01007200",849,144,705
"S01007201",738,146,592
"S01007202",735,160,575
"S01007203",643,110,533
"S01007204",980,187,793
"S01007205",688,93,595
"S01007206",310,49,261
"S01007207",983,182,801
"S01007208",1112,213,899
"S01007209",744,186,558
"S01007210",657,118,539
"S01007211",724,148,576
"S01007212",789,152,637
"S01007213",830,184,646
"S01007214",740,208,532
"S01007215",876,191,685
"S01007216",722,156,566
"S01007217",1186,221,965
"S01007218",633,102,531
"S01007219",808,168,640
"S01007220",701,143,558
"S01007221",627,91,536
"S01007222",806,119,687
"S01007223",531,71,460
"S01007224",615,114,501
"S01007225",956,143,813
"S01007226",852,117,735
"S01007227",852,193,659
"S01007228",648,107,541
"S01007229",1102,160,942
"S01007230",750,136,614
"S01007231",701,177,524
"S01007232",726,153,573
"S01007233",788,135,653
"S01007234",630,118,512
"S01007235",774,168,606
"S01007236",620,110,510
"S01007237",719,121,598
"S01007238",915,167,748
"S01007239",858,208,650
"S01007240",539,104,435
"S01007241",669,91,578
"S01007242",999,199,800
"S01007243",587,109,478
"S01007244",721,131,590
"S01007245",669,138,531
"S01007246",891,137,754
"S01007247",641,126,515
"S01007248",593,97,496
"S01007249",433,109,324
"S01007250",822,147,675
"S01007251",523,113,410
"S01007252",768,136,632
"S01007253",684,126,558
"S01007254",816,226,590
"S01007255",792,167,625
"S01007256",799,149,650
"S01007257",606,106,500
"S01007258",748,159,589
"S01007259",994,233,761
"S01007260",896,153,743
"S01007261",782,143,639
"S01007262",712,133,579
"S01007263",777,147,630
"S01007264",774,176,598
"S01007265",1109,274,835
"S01007266",678,148,530
"S01007267",521,70,451
"S01007268",596,120,476
"S01007269",528,110,418
"S01007270",593,94,499
"S01007271",826,165,661
"S01007272",1025,202,823
"S01007273",669,92,577
"S01007274",827,205,622
"S01007275",590,149,441
"S01007276",850,144,706
"S01007277",620,97,523
"S01007278",542,103,439
"S01007279",565,97,468
"S01007280",570,89,481
"S01007281",979,123,856
"S01007282",538,60,478
"S01007283",1023,266,757
"S01007284",848,188,660
"S01007285",922,179,743
"S01007286",904,140,764
"S01007287",528,84,444
"S01007288",420,80,340
"S01007289",798,111,687
"S01007290",823,123,700
"S01007291",524,141,383
"S01007292",771,105,666
"S01007293",786,95,691
"S01007294",808,145,663
"S01007295",520,145,375
"S01007296",563,111,452
"S01007297",911,122,789
"S01007298",532,105,427
"S01007299",854,138,716
"S01007300",502,98,404
"S01007301",575,114,461
"S01007302",625,129,496
"S01007303",925,212,713
"S01007304",693,140,553
"S01007305",736,124,612
"S01007306",756,110,646
"S01007307",915,144,771
"S01007308",806,151,655
"S01007309",645,123,522
"S01007310",738,140,598
"S01007311",769,146,623
"S01007312",770,170,600
"S01007313",972,164,808
"S01007314",635,91,544
"S01007315",793,122,671
"S01007316",861,206,655
"S01007317",675,112,563
"S01007318",607,98,509
"S01007319",742,155,587
"S01007320",747,128,619
"S01007321",595,130,465
"S01007322",730,125,605
"S01007323",449,95,354
"S01007324",328,76,252
"S01007325",833,174,659
"S01007326",1175,241,934
"S01007327",635,166,469
"S01007328",585,104,481
"S01007329",702,156,546
"S01007330",858,200,658
"S01007331",1139,217,922
"S01007332",392,75,317
"S01007333",726,163,563
"S01007334",750,217,533
"S01007335",708,145,563
"S01007336",384,87,297
"S01007337",542,132,410
"S01007338",752,149,603
"S01007339",686,174,512
"S01007340",470,145,325
"S01007341",740,203,537
"S01007342",826,158,668
"S01007343",702,175,527
"S01007344",296,94,202
"S01007345",543,137,406
"S01007346",691,199,492
"S01007347",601,173,428
"S01007348",610,138,472
"S01007349",457,85,372
"S01007350",562,166,396
"S01007351",658,201,457
"S01007352",498,112,386
"S01007353",850,183,667
"S01007354",727,219,508
"S01007355",2105,537,1568
"S01007356",714,200,514
"S01007357",803,183,620
"S01007358",912,147,765
"S01007359",110,40,70
"S01007360",534,138,396
"S01007361",1043,236,807
"S01007362",787,208,579
"S01007363",687,194,493
"S01007364",897,228,669
"S01007365",376,93,283
"S01007366",465,178,287
"S01007367",562,151,411
"S01007368",329,68,261
"S01007369",655,151,504
"S01007370",740,153,587
"S01007371",716,144,572
"S01007372",752,195,557
"S01007373",606,147,459
"S01007374",531,74,457
"S01007375",464,84,380
"S01007376",849,187,662
"S01007377",664,128,536
"S01007378",1457,104,1353
"S01007379",484,117,367
"S01007380",581,93,488
"S01007381",391,71,320
"S01007382",656,96,560
"S01007383",749,135,614
"S01007384",793,101,692
"S01007385",826,174,652
"S01007386",806,119,687
"S01007387",803,139,664
"S01007388",680,95,585
"S01007389",699,61,638
"S01007390",457,52,405
"S01007391",664,68,596
"S01007392",374,73,301
"S01007393",869,225,644
"S01007394",640,157,483
"S01007395",728,178,550
"S01007396",783,181,602
"S01007397",943,166,777
"S01007398",877,162,715
"S01007399",468,122,346
"S01007400",699,154,545
"S01007401",676,115,561
"S01007402",610,92,518
"S01007403",825,47,778
"S01007404",549,107,442
"S01007405",665,88,577
"S01007406",621,105,516
"S01007407",722,126,596
"S01007408",596,109,487
"S01007409",629,153,476
"S01007410",703,196,507
"S01007411",895,241,654
"S01007412",478,107,371
"S01007413",910,106,804
"S01007414",694,72,622
"S01007415",853,215,638
"S01007416",595,122,473
"S01007418",367,75,292
"S01007419",825,183,642
"S01007420",4197,598,3599
"S01007421",204,44,160
"S01007422",590,132,458
"S01007423",388,90,298
"S01007424",652,112,540
"S01007425",947,143,804
"S01007426",586,126,460
"S01007427",642,164,478
"S01007428",887,201,686
"S01007429",715,123,592
"S01007430",442,75,367
"S01007431",554,80,474
"S01007432",818,204,614
"S01007433",798,174,624
"S01007434",496,99,397
"S01007435",681,143,538
"S01007436",675,143,532
"S01007437",440,76,364
"S01007438",673,148,525
"S01007439",686,155,531
"S01007440",649,119,530
"S01007441",551,72,479
"S01007442",480,82,398
"S01007443",924,161,763
"S01007444",945,190,755
"S01007445",625,71,554
"S01007446",541,67,474
"S01007447",485,70,415
"S01007448",867,166,701
"S01007449",874,189,685
"S01007450",751,172,579
"S01007451",623,127,496
"S01007452",1293,205,1088
"S01007454",512,129,383
"S01007455",846,191,655
"S01007456",891,197,694
"S01007457",1080,235,845
"S01007458",402,79,323
"S01007459",764,177,587
"S01007460",725,177,548
"S01007461",680,195,485
"S01007462",787,144,643
"S01007463",988,224,764
"S01007464",686,178,508
"S01007465",785,200,585
"S01007466",904,260,644
"S01007467",974,246,728
"S01007468",714,118,596
"S01007469",611,118,493
"S01007470",699,186,513
"S01007471",339,44,295
"S01007472",694,190,504
"S01007473",438,117,321
"S01007474",298,34,264
"S01007475",250,57,193
"S01007476",862,192,670
"S01007477",540,85,455
"S01007478",910,195,715
"S01007479",314,86,228
"S01007480",431,74,357
"S01007481",712,170,542
"S01007482",377,128,249
"S01007483",783,168,615
"S01007484",659,157,502
"S01007485",481,114,367
"S01007486",540,131,409
"S01007487",903,254,649
"S01007488",1032,211,821
"S01007489",757,179,578
"S01007490",913,259,654
"S01007491",1010,205,805
"S01007492",685,178,507
"S01007493",824,182,642
"S01007494",534,137,397
"S01007495",962,163,799
"S01007496",1185,274,911
"S01007497",596,134,462
"S01007498",939,257,682
"S01007499",842,179,663
"S01007500",605,184,421
"S01007501",680,193,487
"S01007502",506,129,377
"S01007503",1046,266,780
"S01007504",677,172,505
"S01007505",556,119,437
"S01007506",514,113,401
"S01007507",921,241,680
"S01007508",696,180,516
"S01007509",627,137,490
"S01007510",1014,279,735
"S01007511",829,237,592
"S01007512",443,112,331
"S01007513",943,198,745
"S01007514",519,114,405
"S01007515",605,151,454
"S01007516",620,127,493
"S01007517",366,148,218
"S01007518",834,211,623
"S01007519",531,151,380
"S01007520",980,234,746
"S01007521",590,120,470
"S01007522",846,236,610
"S01007523",542,113,429
"S01007524",951,194,757
"S01007525",536,153,383
"S01007526",734,198,536
"S01007527",787,148,639
"S01007528",751,155,596
"S01007529",666,142,524
"S01007530",524,101,423
"S01007531",692,157,535
"S01007532",597,115,482
"S01007533",1003,238,765
"S01007534",747,157,590
"S01007535",705,188,517
"S01007536",936,202,734
"S01007537",880,200,680
"S01007538",1213,234,979
"S01007539",667,154,513
"S01007540",838,225,613
"S01007541",861,221,640
"S01007542",783,145,638
"S01007543",1078,198,880
"S01007544",1223,259,964
"S01007545",1088,214,874
"S01007546",565,95,470
"S01007547",551,81,470
"S01007548",428,91,337
"S01007549",620,142,478
"S01007550",923,262,661
"S01007551",867,189,678
"S01007552",965,242,723
"S01007553",833,238,595
"S01007554",435,154,281
"S01007555",515,124,391
"S01007556",502,157,345
"S01007557",1131,283,848
"S01007558",429,98,331
"S01007559",975,184,791
"S01007560",719,196,523
"S01007561",553,167,386
"S01007562",948,175,773
"S01007563",796,162,634
"S01007564",772,186,586
"S01007565",1117,223,894
"S01007566",736,97,639
"S01007567",752,90,662
"S01007568",657,119,538
"S01007569",1257,255,1002
"S01007570",796,141,655
"S01007571",539,105,434
"S01007572",1862,299,1563
"S01007574",1094,237,857
"S01007575",746,204,542
"S01007576",718,175,543
"S01007577",617,148,469
"S01007578",692,159,533
"S01007579",663,120,543
"S01007580",838,186,652
"S01007581",509,113,396
"S01007582",660,141,519
"S01007583",1056,254,802
"S01007584",624,126,498
"S01007585",906,232,674
"S01007586",858,174,684
"S01007587",819,185,634
"S01007588",695,112,583
"S01007589",756,155,601
"S01007590",661,117,544
"S01007591",576,104,472
"S01007592",843,199,644
"S01007593",1095,275,820
"S01007594",992,208,784
"S01007595",1056,207,849
"S01007596",381,134,247
"S01007597",647,111,536
"S01007598",637,120,517
"S01007599",840,168,672
"S01007600",973,253,720
"S01007601",631,78,553
"S01007602",650,81,569
"S01007603",778,79,699
"S01007604",891,150,741
"S01007605",937,148,789
"S01007606",505,104,401
"S01007607",702,126,576
"S01007608",744,132,612
"S01007609",917,200,717
"S01007610",515,178,337
"S01007611",917,282,635
"S01007612",1044,247,797
"S01007613",836,149,687
"S01007614",441,81,360
"S01007615",1022,183,839
"S01007616",669,143,526
"S01007617",519,120,399
"S01007618",638,141,497
"S01007619",630,148,482
"S01007620",579,93,486
"S01007621",656,122,534
"S01007622",482,128,354
"S01007623",608,92,516
"S01007624",664,101,563
"S01007625",505,94,411
"S01007626",486,44,442
"S01007627",676,99,577
"S01007628",717,149,568
"S01007629",699,108,591
"S01007630",813,140,673
"S01007631",631,124,507
"S01007632",855,160,695
"S01007633",977,201,776
"S01007634",680,113,567
"S01007635",717,206,511
"S01007636",858,235,623
"S01007637",857,176,681
"S01007638",768,187,581
"S01007639",1087,188,899
"S01007640",724,130,594
"S01007641",856,136,720
"S01007642",835,204,631
"S01007643",903,175,728
"S01007644",687,167,520
"S01007645",681,108,573
"S01007646",627,117,510
"S01007647",740,149,591
"S01007648",850,152,698
"S01007649",741,149,592
"S01007650",956,209,747
"S01007651",717,101,616
"S01007652",482,119,363
"S01007653",886,172,714
"S01007654",1104,271,833
"S01007655",781,167,614
"S01007656",851,194,657
"S01007657",435,76,359
"S01007658",507,100,407
"S01007659",920,219,701
"S01007660",624,132,492
"S01007661",660,148,512
"S01007662",908,249,659
"S01007663",843,197,646
"S01007664",578,145,433
"S01007665",660,114,546
"S01007666",229,57,172
"S01007667",717,127,590
"S01007668",1086,265,821
"S01007669",642,119,523
"S01007670",729,147,582
"S01007671",1017,198,819
