dz_2011,total,pensioner,student,other
S01008649,758,59,39,660
S01008650,589,31,26,532
S01008651,640,43,29,568
S01008652,510,30,17,463
S01008653,402,32,38,332
S01008654,746,30,69,647
S01008655,501,34,51,416
S01008656,734,48,45,641
S01008657,520,50,52,418
S01008658,757,82,45,630
S01008659,623,41,87,495
S01008660,572,25,91,456
S01008661,646,61,61,524
S01008662,462,21,81,360
S01008663,531,57,81,393
S01008664,534,36,73,425
S01008665,666,39,47,580
S01008666,342,26,76,240
S01008667,656,48,80,528
S01008668,462,29,99,334
S01008669,219,10,101,108
S01008670,402,27,134,241
S01008671,491,37,162,292
S01008672,341,46,79,216
S01008673,705,36,90,579
S01008674,467,32,92,343
S01008675,564,70,30,464
S01008676,435,32,48,355
S01008677,456,26,68,362
S01008678,504,13,138,353
S01008679,641,83,86,472
S01008680,478,57,100,321
S01008681,600,95,123,382
S01008682,490,44,62,384
S01008683,872,100,81,691
S01008684,643,62,37,544
S01008685,490,63,39,388
S01008686,717,152,20,545
S01008687,637,71,22,544
S01008688,713,37,25,651
S01008689,760,108,12,640
S01008690,635,89,17,529
S01008691,827,60,16,751
S01008692,688,46,14,628
S01008693,301,80,0,221
S01008694,783,70,20,693
S01008695,496,63,7,426
S01008696,285,57,0,228
S01008697,453,108,2,343
S01008698,329,116,0,213
S01008699,563,171,0,392
S01008700,349,121,0,228
S01008701,423,35,1,387
S01008702,405,33,17,355
S01008703,639,60,3,576
S01008704,712,80,1,631
S01008705,419,63,2,354
S01008706,589,76,2,511
S01008707,547,50,1,496
S01008708,492,30,0,462
S01008709,427,38,1,388
S01008710,416,34,3,379
S01008711,387,86,0,301
S01008712,546,127,3,416
S01008713,292,33,0,259
S01008714,341,81,0,260
S01008715,367,114,0,253
S01008716,354,107,0,247
S01008717,215,18,0,197
S01008718,260,46,0,214
S01008719,487,52,3,432
S01008720,277,49,6,222
S01008721,310,27,0,283
S01008722,480,173,1,306
S01008723,304,50,0,254
S01008724,444,142,1,301
S01008725,343,75,0,268
S01008726,509,127,1,381
S01008727,509,100,3,406
S01008728,267,45,0,222
S01008729,330,46,0,284
S01008730,527,45,1,481
S01008731,280,85,0,195
S01008732,447,79,0,368
S01008733,528,90,1,437
S01008734,354,73,0,281
S01008735,459,146,0,313
S01008736,290,93,0,197
S01008737,339,118,1,220
S01008738,352,127,0,225
S01008739,240,60,0,180
S01008740,289,90,0,199
S01008741,477,157,0,320
S01008742,377,161,0,216
S01008743,576,131,4,441
S01008744,519,149,2,368
S01008745,283,65,1,217
S01008746,572,87,9,476
S01008747,292,133,0,159
S01008748,441,157,0,284
S01008749,494,157,1,336
S01008750,338,118,0,220
S01008751,554,151,3,400
S01008752,558,116,3,439
S01008753,497,103,1,393
S01008754,534,91,0,443
S01008755,575,85,3,487
S01008756,503,102,4,397
S01008757,469,108,0,361
S01008758,557,119,1,437
S01008759,395,96,1,298
S01008760,635,104,1,530
S01008761,432,51,4,377
S01008762,282,69,1,212
S01008763,385,69,0,316
S01008764,306,49,4,253
S01008765,576,74,2,500
S01008766,618,128,2,488
S01008767,406,87,2,317
S01008768,1471,102,14,1355
S01008769,1210,63,13,1134
S01008770,1143,59,13,1071
S01008771,1143,59,13,1071
S01008772,640,148,2,490
S01008773,646,105,2,539
S01008774,495,46,8,441
S01008775,245,35,0,210
S01008776,706,61,5,640
S01008777,678,108,5,565
S01008778,615,24,6,585
S01008779,585,33,3,549
S01008780,522,16,7,499
S01008781,639,16,8,615
S01008782,509,15,8,486
S01008783,312,7,0,305
S01008784,463,29,4,430
S01008785,609,93,8,508
S01008786,692,62,8,622
S01008787,388,38,8,342
S01008788,485,27,5,453
S01008789,375,122,0,253
S01008790,510,50,16,444
S01008791,486,35,16,435
S01008792,527,69,4,454
S01008793,594,115,9,470
S01008794,579,163,3,413
S01008795,715,69,14,632
S01008796,670,89,9,572
S01008797,640,90,15,535
S01008798,629,82,19,528
S01008799,389,35,16,338
S01008800,760,76,7,677
S01008801,539,26,8,505
S01008802,779,53,24,702
S01008803,669,67,7,595
S01008804,454,29,16,409
S01008805,429,41,30,358
S01008806,669,51,27,591
S01008807,612,59,7,546
S01008808,391,64,6,321
S01008809,427,95,21,311
S01008810,554,61,26,467
S01008811,389,28,29,332
S01008812,475,35,27,413
S01008813,534,48,8,478
S01008814,660,67,16,577
S01008815,743,54,9,680
S01008816,321,49,2,270
S01008817,661,42,6,613
S01008818,596,75,4,517
S01008819,550,53,0,497
S01008820,829,99,7,723
S01008821,314,41,0,273
S01008822,339,54,0,285
S01008823,401,84,0,317
S01008824,641,125,0,516
S01008825,296,61,0,235
S01008826,378,53,1,324
S01008827,473,99,0,374
S01008828,497,120,2,375
S01008829,449,155,5,289
S01008830,553,155,1,397
S01008831,471,162,0,309
S01008832,350,99,1,250
S01008833,578,189,9,380
S01008834,568,142,2,424
S01008835,486,137,0,349
S01008836,330,55,4,271
S01008837,950,67,16,867
S01008838,606,77,8,521
S01008839,661,74,10,577
S01008840,510,69,23,418
S01008841,661,29,26,606
S01008842,63,17,1,45
S01008843,464,30,11,423
S01008844,499,23,18,458
S01008845,420,29,50,341
S01008846,452,39,37,376
S01008847,376,33,37,306
S01008848,442,40,40,362
S01008849,552,74,36,442
S01008850,785,116,43,626
S01008851,725,150,16,559
S01008852,622,98,36,488
S01008853,352,19,23,310
S01008854,538,60,40,438
S01008855,668,57,16,595
S01008856,389,25,8,356
S01008857,527,65,6,456
S01008858,705,167,2,536
S01008859,712,152,10,550
S01008860,715,110,16,589
S01008861,454,82,5,367
S01008862,683,66,4,613
S01008863,435,63,3,369
S01008864,586,141,2,443
S01008865,616,183,3,430
S01008866,609,76,1,532
S01008867,513,96,1,416
S01008868,564,40,32,492
S01008869,666,118,9,539
S01008870,645,103,3,539
S01008871,645,71,33,541
S01008872,492,54,37,401
S01008873,387,78,2,307
S01008874,501,103,16,382
S01008875,679,181,12,486
S01008876,379,146,2,231
S01008877,393,118,1,274
S01008878,590,174,2,414
S01008879,411,110,0,301
S01008880,333,82,2,249
S01008881,289,97,1,191
S01008882,444,80,0,364
S01008883,435,143,0,292
S01008884,361,145,0,216
S01008885,377,105,0,272
S01008886,579,141,5,433
S01008887,358,99,4,255
S01008888,599,101,8,490
S01008889,442,94,3,345
S01008890,354,108,0,246
S01008891,329,106,0,223
S01008892,614,210,5,399
S01008893,434,121,1,312
S01008894,390,110,0,280
S01008895,334,112,0,222
S01008896,368,79,1,288
S01008897,390,122,0,268
S01008898,412,104,0,308
S01008899,389,88,0,301
S01008900,415,86,1,328
S01008901,504,114,0,390
S01008902,533,96,3,434
S01008903,524,151,0,373
S01008904,474,61,21,392
S01008905,598,67,7,524
S01008906,457,30,7,420
S01008907,413,45,2,366
S01008908,487,67,8,412
S01008909,508,90,2,416
S01008910,820,70,5,745
S01008911,665,28,5,632
S01008912,378,84,0,294
S01008913,208,31,1,176
S01008914,511,152,3,356
S01008915,301,77,2,222
S01008916,692,213,2,477
S01008917,379,58,1,320
S01008918,399,19,2,378
S01008919,344,62,2,280
S01008920,733,34,10,689
S01008921,703,116,3,584
S01008922,549,78,1,470
S01008923,644,100,4,540
S01008924,1019,76,8,935
S01008925,319,12,4,303
S01008926,768,44,4,720
S01008927,578,30,3,545
S01008928,355,69,2,284
S01008929,795,124,2,669
S01008930,514,79,1,434
S01008931,339,61,1,277
S01008932,551,64,2,485
S01008933,388,32,0,356
S01008934,378,52,0,326
S01008935,467,139,0,328
S01008936,260,80,0,180
S01008937,424,131,0,293
S01008938,402,126,0,276
S01008939,323,115,0,208
S01008940,314,121,1,192
S01008941,386,115,0,271
S01008942,536,153,0,383
S01008943,340,119,0,221
S01008944,429,149,0,280
S01008945,422,97,0,325
S01008946,397,141,0,256
S01008947,470,176,0,294
S01008948,485,166,0,319
S01008949,587,159,0,428
S01008950,481,141,2,338
S01008951,547,122,0,425
S01008952,718,130,0,588
S01008953,521,149,0,372
S01008954,478,163,1,314
S01008955,394,79,1,314
S01008956,580,68,1,511
S01008957,489,92,0,397
S01008958,447,131,2,314
S01008959,444,82,1,361
S01008960,373,25,0,348
S01008961,479,118,2,359
S01008962,275,62,0,213
S01008963,422,126,0,296
S01008964,299,103,0,196
S01008965,321,125,0,196
S01008966,391,134,1,256
S01008967,473,149,1,323
S01008968,455,134,0,321
S01008969,460,134,0,326
S01008970,485,118,1,366
S01008971,273,58,0,215
S01008972,611,160,0,451
S01008973,361,94,1,266
S01008974,448,150,0,298
S01008975,518,241,1,276
S01008976,322,86,0,236
S01008977,350,96,0,254
S01008978,303,50,0,253
S01008979,357,29,1,327
S01008980,334,33,3,298
S01008981,365,129,0,236
S01008982,408,62,4,342
S01008983,407,27,3,377
S01008984,227,32,0,195
S01008985,370,87,2,281
S01008986,408,146,0,262
S01008987,438,165,0,273
S01008988,481,130,1,350
S01008989,490,67,0,423
S01008990,591,53,4,534
S01008991,531,51,1,479
S01008992,204,50,2,152
S01008993,553,122,2,429
S01008994,439,74,1,364
S01008995,457,79,0,378
S01008996,322,79,0,243
S01008997,453,63,0,390
S01008998,453,42,1,410
S01008999,455,132,0,323
S01009000,486,124,0,362
S01009001,323,77,0,246
S01009002,388,83,0,305
S01009003,430,79,0,351
S01009004,333,55,0,278
S01009005,445,74,0,371
S01009006,588,150,2,436
S01009007,379,79,0,300
S01009008,445,127,0,318
S01009009,252,65,1,186
S01009010,535,55,0,480
S01009011,436,41,0,395
S01009012,357,53,0,304
S01009013,422,56,0,366
S01009014,379,91,0,288
S01009015,303,88,0,215
S01009016,250,78,0,172
S01009017,327,65,0,262
S01009018,326,56,3,267
S01009019,385,67,0,318
S01009020,462,93,0,369
S01009021,344,97,0,247
S01009022,447,139,0,308
S01009023,435,135,0,300
S01009024,590,187,0,403
S01009025,433,115,0,318
S01009026,509,127,4,378
S01009027,432,113,0,319
S01009028,289,75,0,214
S01009029,386,99,0,287
S01009030,458,114,0,344
S01009031,356,83,0,273
S01009032,299,95,0,204
S01009033,405,125,0,280
S01009034,283,81,0,202
S01009035,381,97,0,284
S01009036,437,76,0,361
S01009037,412,65,0,347
S01009038,440,81,0,359
S01009039,450,82,0,368
S01009040,408,118,0,290
S01009041,613,185,1,427
S01009042,401,88,0,313
S01009043,571,113,0,458
S01009044,509,182,0,327
S01009045,490,100,1,389
S01009046,363,76,0,287
S01009047,336,66,0,270
S01009048,348,78,0,270
S01009049,344,90,0,254
S01009050,450,105,0,345
S01009051,455,109,0,346
S01009052,424,98,0,326
S01009053,259,31,0,228
S01009054,317,63,0,254
S01009055,361,69,0,292
S01009056,217,33,0,184
S01009057,389,77,0,312
S01009058,510,124,0,386
S01009059,347,46,0,301
S01009060,463,86,0,377
S01009061,383,72,0,311
S01009062,387,110,0,277
S01009063,291,72,0,219
S01009064,303,68,0,235
S01009065,725,139,0,586
S01009066,319,81,0,238
S01009067,235,22,0,213
S01009068,386,71,0,315
S01009069,356,42,0,314
S01009070,401,80,0,321
S01009071,285,58,0,227
S01009072,470,42,0,428
S01009073,337,70,0,267
S01009074,381,57,1,323
S01009075,306,56,0,250
S01009076,462,40,1,421
S01009077,370,60,0,310
S01009078,223,37,0,186
S01009079,602,121,0,481
S01009080,836,170,0,666
S01009081,635,127,0,508
S01009082,668,103,0,565
S01009083,349,57,0,292
S01009084,1434,102,0,1332
S01009085,464,24,0,440
S01009086,655,64,1,590
S01009087,597,58,0,539
S01009088,467,84,0,383
S01009089,368,31,0,337
S01009090,216,15,0,201
S01009091,606,21,0,585
S01009092,482,129,0,353
S01009093,430,60,0,370
S01009094,372,128,0,244
S01009095,571,141,0,430
S01009096,446,68,0,378
S01009097,669,67,0,602
S01009098,190,40,0,150
S01009099,405,122,0,283
S01009100,609,187,0,422
S01009101,429,90,1,338
S01009102,429,54,0,375
S01009103,282,70,0,212
S01009104,352,71,0,281
S01009105,337,70,0,267
S01009106,368,101,0,267
S01009107,498,84,0,414
S01009108,383,97,0,286
S01009109,380,58,0,322
S01009110,360,94,0,266
S01009111,464,60,0,404
S01009112,238,63,0,175
S01009113,309,65,0,244
S01009114,349,48,0,301
S01009115,363,41,0,322
S01009116,330,56,0,274
S01009117,350,61,0,289
S01009118,215,18,0,197
S01009119,364,70,0,294
S01009120,300,46,0,254
S01009121,505,105,0,400
S01009122,585,92,0,493
S01009123,153,22,0,131
S01009124,368,36,0,332
S01009125,402,87,0,315
S01009126,376,67,0,309
S01009127,310,29,0,281
S01009128,561,144,0,417
S01009129,267,40,0,227
S01009130,314,44,0,270
S01009131,472,144,0,328
S01009132,400,29,0,371
S01009133,380,55,0,325
S01009134,451,94,0,357
S01009135,264,14,0,250
S01009136,406,45,1,360
S01009137,472,34,0,438
S01009138,477,71,0,406
S01009139,343,35,1,307
S01009140,381,68,1,312
S01009141,418,81,1,336
S01009142,509,92,2,415
S01009143,312,86,0,226
S01009144,638,62,1,575
S01009145,858,144,1,713
S01009146,537,89,3,445
S01009147,717,92,1,624
S01009148,301,54,0,247
S01009149,425,89,0,336
S01009150,574,409,0,165
S01009151,474,209,0,265
S01009152,592,234,0,358
S01009153,442,65,2,375
S01009154,438,134,0,304
S01009155,302,73,0,229
S01009156,553,103,0,450
S01009157,406,101,0,305
S01009158,414,114,0,300
S01009159,303,50,0,253
S01009160,327,56,0,271
S01009161,487,117,0,370
S01009162,436,91,0,345
S01009163,264,74,0,190
S01009164,403,90,0,313
S01009165,324,58,0,266
S01009166,447,76,0,371
S01009167,290,49,0,241
S01009168,508,140,0,368
S01009169,475,208,0,267
S01009170,282,36,1,245
S01009171,700,40,0,660
S01009172,445,78,0,367
S01009173,556,79,0,477
S01009174,33,2,0,31
S01009175,616,35,0,581
S01009176,555,130,0,425
S01009177,367,31,0,336
S01009178,353,28,0,325
S01009179,358,50,0,308
S01009180,437,80,0,357
S01009181,599,111,0,488
S01009182,485,84,0,401
S01009183,380,42,0,338
S01009184,526,107,0,419
S01009185,458,89,0,369
S01009186,378,76,0,302
S01009187,440,61,0,379
S01009188,579,89,0,490
S01009189,604,97,0,507
S01009190,419,67,0,352
S01009191,252,13,0,239
S01009192,348,75,0,273
S01009193,270,23,0,247
S01009194,376,80,0,296
S01009195,417,77,0,340
S01009196,298,85,0,213
S01009197,757,77,0,680
S01009198,356,101,0,255
S01009199,349,66,0,283
S01009200,532,81,0,451
S01009201,291,56,0,235
S01009202,214,40,0,174
S01009203,269,62,0,207
S01009204,444,58,0,386
S01009205,493,52,0,441
S01009206,498,64,0,434
S01009207,425,99,0,326
S01009208,294,94,1,199
S01009209,581,158,0,423
S01009210,384,95,1,288
S01009211,310,42,0,268
S01009212,393,105,0,288
S01009213,355,68,0,287
S01009214,519,96,0,423
S01009215,523,128,1,394
S01009216,479,101,0,378
S01009217,343,46,0,297
S01009218,523,159,0,364
S01009219,364,90,0,274
S01009220,323,79,0,244
S01009221,267,66,0,201
S01009222,291,61,1,229
S01009223,244,67,0,177
S01009224,462,103,0,359
S01009225,383,125,0,258
S01009226,650,166,0,484
S01009227,389,153,0,236
S01009228,422,111,0,311
S01009229,460,131,1,328
S01009230,453,80,3,370
S01009231,437,100,0,337
S01009232,378,44,1,333
S01009233,361,117,0,244
S01009234,564,73,1,490
S01009235,457,82,1,374
S01009236,315,103,0,212
S01009237,310,85,0,225
S01009238,461,123,0,338
S01009239,420,95,0,325
S01009240,387,66,0,321
S01009241,453,101,0,352
S01009242,398,117,0,281
S01009243,475,69,0,406
S01009244,337,79,0,258
S01009245,361,69,0,292
S01009246,474,110,0,364
S01009247,541,132,0,409
S01009248,300,78,0,222
S01009249,497,99,0,398
S01009250,343,83,0,260
S01009251,221,50,0,171
S01009252,163,11,0,152
S01009253,357,119,2,236
S01009254,440,100,0,340
S01009255,444,78,0,366
S01009256,294,76,0,218
S01009257,330,61,0,269
S01009258,682,104,0,578
S01009259,439,94,0,345
S01009260,935,117,0,818
S01009261,422,105,0,317
S01009262,402,107,0,295
S01009263,549,75,0,474
S01009264,339,84,1,254
S01009265,376,101,0,275
S01009266,490,122,0,368
S01009267,377,73,0,304
S01009268,431,81,0,350
S01009269,658,106,0,552
S01009270,364,90,0,274
S01009271,349,53,0,296
S01009272,345,49,0,296
S01009273,352,91,0,261
S01009274,330,79,0,251
S01009275,244,35,0,209
S01009276,431,99,0,332
S01009277,308,55,0,253
S01009278,358,67,0,291
S01009279,486,79,0,407
S01009280,406,96,0,310
S01009281,448,95,0,353
S01009282,604,98,0,506
S01009283,256,32,0,224
S01009284,311,42,0,269
S01009285,350,47,0,303
S01009286,446,100,0,346
S01009287,383,123,0,260
S01009288,453,143,0,310
S01009289,409,127,0,282
S01009290,288,98,0,190
S01009291,490,101,0,389
S01009292,228,47,0,181
S01009293,399,71,1,327
S01009294,381,55,0,326
S01009295,307,43,0,264
S01009296,395,76,1,318
S01009297,665,105,0,560
S01009298,695,190,1,504
S01009299,551,125,0,426
S01009300,342,51,1,290
S01009301,599,93,1,505
S01009302,477,59,0,418
S01009303,322,84,0,238
S01009304,538,103,0,435
S01009305,538,126,0,412
S01009306,690,83,0,607
S01009307,722,120,1,601
S01009308,674,93,2,579
S01009309,400,49,0,351
S01009310,399,78,0,321
S01009311,395,77,0,318
S01009312,521,68,0,453
S01009313,331,71,0,260
S01009314,362,63,0,299
S01009315,298,59,0,239
S01009316,395,67,0,328
S01009317,397,89,0,308
S01009318,378,57,0,321
S01009319,449,167,0,282
S01009320,430,135,1,294
S01009321,458,95,0,363
S01009322,382,98,0,284
S01009323,646,149,0,497
S01009324,302,64,0,238
S01009325,409,77,0,332
S01009326,195,14,0,181
S01009327,319,139,0,180
S01009328,417,10,2,405
S01009330,86,28,0,58
S01009331,438,10,2,426
S01009332,312,60,0,252
S01009333,430,87,0,343
S01009334,310,66,0,244
S01009335,337,52,0,285
S01009336,318,48,0,270
S01009337,402,69,1,332
S01009338,818,110,2,706
S01009339,534,95,0,439
S01009340,400,83,0,317
S01009341,456,122,0,334
S01009342,391,82,0,309
S01009343,242,32,0,210
S01009344,337,82,0,255
S01009345,491,80,0,411
S01009346,2210,76,0,2134
S01009347,2289,101,0,2188
S01009348,2252,88,0,2164
S01009349,364,15,0,349
S01009350,67,3,0,64
S01009351,42,12,0,30
S01009352,27,6,0,21
S01009353,2376,84,0,2292
S01009354,2574,91,0,2483
S01009355,435,96,0,339
S01009356,411,102,0,309
S01009357,250,20,0,230
S01009358,163,18,0,145
S01009359,433,19,0,414
S01009360,376,92,0,284
S01009361,384,94,0,290
S01009362,496,110,0,386
S01009363,435,100,0,335
S01009364,325,29,0,296
S01009365,371,65,1,305
S01009366,404,106,0,298
S01009367,345,69,0,276
S01009368,377,31,0,346
S01009369,416,98,0,318
S01009370,381,90,0,291
S01009371,242,51,0,191
S01009372,272,47,1,224
S01009373,473,90,1,382
S01009374,493,145,0,348
S01009375,337,61,0,276
S01009376,406,81,0,325
S01009377,373,9,0,364
S01009378,517,64,1,452
S01009379,337,13,0,324
S01009380,263,8,1,254
S01009381,332,40,0,292
S01009382,726,187,0,539
S01009383,519,90,0,429
S01009384,248,55,0,193
S01009385,317,65,0,252
S01009386,496,100,0,396
S01009387,410,72,0,338
S01009388,560,60,2,498
S01009389,503,113,1,389
S01009390,270,25,0,245
S01009391,320,16,1,303
S01009392,213,23,0,190
S01009393,353,46,0,307
S01009394,451,90,2,359
S01009395,448,134,0,314
S01009396,301,76,0,225
S01009397,330,80,0,250
S01009398,510,88,0,422
S01009399,435,107,0,328
S01009400,414,123,0,291
S01009401,400,124,0,276
S01009402,356,119,0,237
S01009403,277,32,0,245
S01009404,259,45,0,214
S01009405,292,44,0,248
S01009406,429,97,0,332
S01009407,227,50,0,177
S01009408,356,46,0,310
S01009409,360,105,0,255
S01009410,351,47,0,304
S01009411,569,94,0,475
S01009412,407,90,0,317
S01009413,593,161,0,432
S01009414,344,73,0,271
S01009415,575,132,0,443
S01009416,238,55,0,183
S01009417,545,53,1,491
S01009418,620,158,0,462
S01009419,796,91,2,703
S01009420,299,35,0,264
S01009421,295,55,0,240
S01009422,876,119,2,755
S01009423,493,36,1,456
S01009424,315,82,0,233
S01009425,427,116,2,309
S01009426,528,141,0,387
S01009427,326,93,0,233
S01009428,273,74,0,199
S01009429,407,123,0,284
S01009430,338,85,0,253
S01009431,844,121,2,721
S01009432,441,69,0,372
S01009433,330,57,0,273
S01009434,248,61,1,186
S01009435,434,69,0,365
S01009436,359,67,0,292
S01009437,438,103,0,335
S01009438,514,137,0,377
S01009439,495,108,0,387
S01009440,407,103,0,304
S01009441,417,81,0,336
S01009442,525,81,0,444
S01009443,1048,100,0,948
S01009444,326,52,0,274
S01009445,451,99,0,352
S01009446,727,133,1,593
S01009447,353,66,0,287
S01009448,328,75,0,253
S01009449,297,68,0,229
S01009450,346,65,0,281
S01009451,556,110,0,446
S01009452,416,91,0,325
S01009453,517,115,0,402
S01009454,489,111,1,377
S01009455,615,173,1,441
S01009456,458,111,1,346
S01009457,330,80,0,250
S01009458,332,89,0,243
S01009459,587,135,0,452
S01009460,399,61,0,338
S01009461,278,29,0,249
S01009462,493,89,0,404
S01009463,469,145,0,324
S01009464,378,84,0,294
S01009465,505,94,0,411
S01009466,362,107,0,255
S01009467,369,104,0,265
S01009468,385,113,0,272
S01009469,393,107,0,286
S01009470,679,141,0,538
S01009471,414,161,3,250
S01009472,567,112,2,453
S01009473,552,105,2,445
S01009474,403,50,0,353
S01009475,100,14,0,86
S01009476,491,57,0,434
S01009477,515,115,0,400
S01009478,566,84,3,479
S01009479,530,115,8,407
S01009480,577,180,5,392
S01009481,489,96,0,393
S01009482,332,46,0,286
S01009483,403,50,1,352
S01009484,645,222,0,423
S01009485,362,112,0,250
S01009486,388,136,0,252
S01009487,560,180,0,380
S01009488,380,92,0,288
S01009489,428,96,0,332
S01009490,394,62,1,331
S01009491,332,103,0,229
S01009492,370,78,0,292
S01009493,785,191,0,594
S01009494,497,69,0,428
S01009495,375,64,0,311
S01009496,371,103,0,268
S01009497,485,109,0,376
S01009498,276,73,0,203
S01009499,357,85,0,272
S01009500,420,109,0,311
S01009501,362,110,0,252
S01009502,442,82,0,360
S01009503,462,111,0,351
S01009504,374,65,0,309
S01009505,412,54,0,358
S01009506,541,110,0,431
S01009507,443,60,0,383
S01009508,534,81,1,452
S01009509,466,98,1,367
S01009510,344,95,0,249
S01009511,383,131,0,252
S01009512,402,90,0,312
S01009513,404,136,0,268
S01009514,339,64,0,275
S01009515,409,134,0,275
S01009516,505,161,0,344
S01009517,46,21,0,25
S01009518,778,41,0,737
S01009519,389,105,0,284
S01009520,1063,73,0,990
S01009521,400,117,0,283
S01009522,462,62,0,400
S01009523,338,87,0,251
S01009524,428,75,2,351
S01009525,254,62,1,191
S01009526,365,49,0,316
S01009527,483,114,0,369
S01009528,513,207,0,306
S01009529,496,99,1,396
S01009530,381,114,1,266
S01009531,479,138,0,341
S01009532,550,173,0,377
S01009533,541,130,0,411
S01009534,427,78,0,349
S01009535,441,93,0,348
S01009536,228,48,1,179
S01009537,313,82,0,231
S01009538,541,116,0,425
S01009539,440,120,0,320
S01009540,550,108,0,442
S01009541,554,124,0,430
S01009542,523,94,0,429
S01009543,458,114,0,344
S01009544,501,131,0,370
S01009545,466,85,0,381
S01009546,331,59,0,272
S01009547,463,119,0,344
S01009548,460,93,0,367
S01009549,550,106,0,444
S01009550,230,53,0,177
S01009551,284,48,0,236
S01009552,743,168,1,574
S01009553,502,95,0,407
S01009554,399,81,0,318
S01009555,437,108,0,329
S01009556,406,68,0,338
S01009557,423,58,1,364
S01009558,291,45,1,245
S01009559,527,85,0,442
S01009560,391,74,1,316
S01009561,302,69,0,233
S01009562,479,109,0,370
S01009563,428,129,1,298
S01009564,315,122,0,193
S01009565,246,46,0,200
S01009566,650,88,1,561
S01009567,442,97,0,345
S01009568,390,98,0,292
S01009569,461,143,0,318
S01009570,290,59,0,231
S01009571,330,41,0,289
S01009572,499,97,1,401
S01009573,329,57,0,272
S01009574,609,128,3,478
S01009575,381,105,0,276
S01009576,520,62,1,457
S01009577,321,37,0,284
S01009578,461,75,0,386
S01009579,132,14,0,118
S01009580,432,50,1,381
S01009581,345,84,0,261
S01009582,264,68,0,196
S01009583,336,64,0,272
S01009584,219,68,0,151
S01009585,523,97,1,425
S01009586,502,147,0,355
S01009587,475,162,0,313
S01009588,436,110,0,326
S01009589,453,88,0,365
S01009590,333,74,0,259
S01009591,413,84,0,329
S01009592,446,98,0,348
S01009593,269,45,0,224
S01009594,238,29,0,209
S01009595,314,24,2,288
S01009596,454,58,0,396
S01009597,461,40,0,421
S01009598,319,41,0,278
S01009599,522,97,0,425
S01009600,488,103,0,385
S01009601,396,49,0,347
S01009602,291,36,0,255
S01009603,308,46,0,262
S01009604,329,88,1,240
S01009605,422,93,1,328
S01009606,296,25,0,271
S01009607,208,56,1,151
S01009608,287,76,0,211
S01009609,480,107,0,373
S01009610,540,154,0,386
S01009611,176,36,0,140
S01009612,272,67,0,205
S01009613,269,48,0,221
S01009614,269,67,0,202
S01009615,270,80,0,190
S01009616,712,101,1,610
S01009617,326,55,0,271
S01009618,482,102,1,379
S01009619,361,86,0,275
S01009620,452,126,1,325
S01009621,394,99,0,295
S01009622,459,78,0,381
S01009623,339,79,0,260
S01009624,408,101,0,307
S01009625,677,118,1,558
S01009626,349,77,0,272
S01009627,394,100,0,294
S01009628,309,145,0,164
S01009629,653,92,0,561
S01009630,343,56,1,286
S01009631,444,90,1,353
S01009632,373,91,0,282
S01009633,297,39,0,258
S01009634,380,109,0,271
S01009635,631,107,1,523
S01009636,521,87,1,433
S01009637,449,86,0,363
S01009638,292,59,1,232
S01009639,418,128,0,290
S01009640,483,139,0,344
S01009641,520,181,0,339
S01009642,520,118,0,402
S01009643,316,37,0,279
S01009644,241,59,1,181
S01009645,423,112,0,311
S01009646,307,57,0,250
S01009647,318,78,1,239
S01009648,556,138,0,418
S01009649,633,141,0,492
S01009650,343,133,0,210
S01009651,427,136,0,291
S01009652,532,202,0,330
S01009653,342,95,0,247
S01009654,274,84,0,190
S01009655,400,82,0,318
S01009656,433,147,0,286
S01009657,412,94,0,318
S01009658,475,65,0,410
S01009659,311,58,0,253
S01009660,440,74,1,365
S01009661,691,99,2,590
S01009662,359,66,0,293
S01009663,336,58,0,278
S01009664,469,102,0,367
S01009665,602,158,0,444
S01009666,518,144,0,374
S01009667,223,60,0,163
S01009668,243,43,0,200
S01009669,282,99,0,183
S01009670,340,76,1,263
S01009671,391,75,0,316
S01009672,559,136,0,423
S01009673,392,104,2,286
S01009674,510,131,1,378
S01009675,379,93,0,286
S01009676,595,161,0,434
S01009677,341,71,0,270
S01009678,273,92,0,181
S01009679,551,121,2,428
S01009680,570,136,1,433
S01009681,291,38,0,253
S01009682,387,133,0,254
S01009683,364,126,2,236
S01009684,519,87,2,430
S01009685,418,75,0,343
S01009686,647,149,6,492
S01009687,446,95,0,351
S01009688,583,130,0,453
S01009689,333,79,2,252
S01009690,390,69,1,320
S01009691,322,108,0,214
S01009692,577,215,0,362
S01009693,351,94,0,257
S01009694,539,198,0,341
S01009695,434,133,0,301
S01009696,472,141,0,331
S01009697,354,90,2,262
S01009698,282,43,1,238
S01009699,279,106,1,172
S01009700,297,84,3,210
S01009701,388,176,0,212
S01009702,265,62,1,202
S01009703,417,131,0,286
S01009704,503,148,0,355
S01009705,363,109,0,254
S01009706,382,119,1,262
S01009707,218,43,0,175
S01009708,319,74,0,245
S01009709,394,121,1,272
S01009710,287,57,0,230
S01009711,442,119,1,322
S01009712,309,73,0,236
S01009713,444,163,1,280
S01009714,453,170,0,283
S01009715,334,86,2,246
S01009716,574,176,46,352
S01009717,501,118,79,304
S01009718,409,85,47,277
S01009719,442,125,24,293
S01009720,416,137,32,247
S01009721,263,14,161,88
S01009722,387,81,151,155
