dz_2011,total,scotland,ruk,elsewhere
S01006729,863,790,49,24
S01006730,779,700,66,13
S01006731,557,537,12,8
S01006732,1047,872,123,52
S01006733,945,673,138,134
S01006734,1136,937,101,98
S01006735,952,737,115,100
S01006736,920,762,87,71
S01006737,822,643,104,75
S01006738,660,590,52,18
S01006739,525,489,29,7
S01006740,1072,1008,41,23
S01006741,812,771,32,9
S01006742,507,469,30,8
S01006743,968,847,88,33
S01006744,661,605,45,11
S01006745,1061,989,42,30
S01006746,768,730,29,9
S01006747,1207,1069,81,57
S01006748,1064,934,97,33
S01006749,1398,1245,99,54
S01006750,792,716,51,25
S01006751,486,451,26,9
S01006752,893,835,35,23
S01006753,946,829,76,41
S01006754,1233,1110,93,30
S01006755,817,674,99,44
S01006756,269,218,24,27
S01006757,1436,1312,82,42
S01006758,710,644,50,16
S01006759,646,552,61,33
S01006760,628,551,46,31
S01006761,1017,882,101,34
S01006762,1058,930,92,36
S01006763,1176,1037,94,45
S01006764,867,783,61,23
S01006765,781,677,78,26
S01006766,666,563,67,36
S01006767,939,873,49,17
S01006768,746,627,78,41
S01006769,1345,1164,138,43
S01006770,767,701,55,11
S01006771,570,484,55,31
S01006772,1452,1334,83,35
S01006773,736,649,54,33
S01006774,894,785,62,47
S01006775,805,709,70,26
S01006776,735,679,39,17
S01006777,1080,990,68,22
S01006778,955,887,47,21
S01006779,1099,1008,51,40
S01006780,899,823,51,25
S01006781,1030,940,49,41
S01006782,985,699,61,225
S01006783,680,620,42,18
S01006784,726,632,70,24
S01006785,714,644,47,23
S01006786,1124,950,117,57
S01006787,1121,953,120,48
S01006788,694,603,57,34
S01006789,973,740,159,74
S01006790,898,718,150,30
S01006791,514,375,119,20
S01006792,689,476,155,58
S01006793,639,477,135,27
S01006794,841,636,170,35
S01006795,703,461,194,48
S01006796,379,252,103,24
S01006797,673,423,212,38
S01006798,691,498,154,39
S01006799,960,741,188,31
S01006800,899,589,242,68
S01006801,739,624,98,17
S01006802,679,551,108,20
S01006803,751,666,66,19
S01006804,731,649,73,9
S01006805,1072,914,125,33
S01006806,1015,843,143,29
S01006807,524,417,92,15
S01006808,890,688,173,29
S01006809,960,797,137,26
S01006810,1017,767,204,46
S01006811,881,684,165,32
S01006812,751,611,109,31
S01006813,864,716,119,29
S01006814,958,762,161,35
S01006815,612,555,42,15
S01006816,931,757,145,29
S01006817,710,588,98,24
S01006818,672,528,128,16
S01006819,819,639,158,22
S01006820,561,440,89,32
S01006821,938,719,147,72
S01006822,774,575,159,40
S01006823,881,693,152,36
S01006824,690,608,70,12
S01006825,1098,971,100,27
S01006826,1229,1000,188,41
S01006827,994,853,106,35
S01006828,973,796,138,39
S01006829,257,196,50,11
S01006830,640,552,71,17
S01006831,1355,1180,152,23
S01006832,980,814,123,43
S01006833,724,559,125,40
S01006834,255,204,38,13
S01006835,1198,946,194,58
S01006836,51,44,5,2
S01006837,488,423,48,17
S01006838,1067,854,163,50
S01006839,922,780,112,30
S01006840,1184,969,173,42
S01006841,1438,1194,199,45
S01006842,1101,957,105,39
S01006843,1017,889,109,19
S01006844,722,630,69,23
S01006845,1016,866,108,42
S01006846,887,770,93,24
S01006847,832,715,90,27
S01006848,848,596,136,116
S01006849,400,326,56,18
S01006850,1213,1026,122,65
S01006851,763,671,76,16
S01006852,581,468,84,29
S01006853,841,560,183,98
S01006854,1352,1043,219,90
S01006855,746,523,159,64
S01006856,881,731,117,33
S01006857,971,788,131,52
S01006858,611,455,118,38
S01006859,1049,676,301,72
S01006860,692,566,100,26
S01006861,243,202,32,9
S01006862,962,743,177,42
S01006863,618,549,57,12
S01006864,145,135,9,1
S01006865,947,659,222,66
S01006866,668,451,174,43
S01006867,1132,775,259,98
S01006868,888,738,120,30
S01006869,576,399,154,23
S01006870,547,415,113,19
S01006871,986,719,222,45
S01006872,961,688,213,60
S01006873,1137,768,286,83
S01006874,644,479,134,31
S01006875,701,568,111,22
S01006876,1010,759,204,47
S01006877,1045,749,244,52
S01006878,988,750,185,53
S01006879,883,656,176,51
S01006880,574,445,116,13
S01006881,561,454,87,20
S01006882,931,823,86,22
S01006883,581,501,61,19
S01006884,1000,874,110,16
S01006885,698,591,90,17
S01006886,755,538,173,44
S01006887,422,332,71,19
S01006888,704,541,138,25
S01006889,681,551,100,30
S01006890,1012,787,169,56
S01006891,675,559,93,23
S01006892,622,545,67,10
S01006893,1095,988,89,18
S01006894,639,575,55,9
S01006895,558,507,38,13
S01006896,744,641,85,18
S01006897,1074,955,97,22
S01006898,491,439,43,9
S01006899,394,338,47,9
S01006900,514,433,64,17
S01006901,883,818,59,6
S01006902,688,628,43,17
S01006903,917,816,77,24
S01006904,513,466,34,13
S01006905,937,838,80,19
S01006906,1058,1002,46,10
S01006907,619,534,56,29
S01006908,869,799,55,15
S01006909,264,197,55,12
S01006910,333,259,61,13
S01006911,316,258,47,11
S01006912,262,186,52,24
S01006913,549,459,76,14
S01006914,777,546,185,46
S01006915,835,644,158,33
S01006916,272,218,46,8
S01006917,113,93,15,5
S01006918,472,408,51,13
S01006919,541,458,67,16
S01006920,583,481,80,22
S01006921,415,356,43,16
S01006922,587,496,72,19
S01006923,718,588,99,31
S01006924,429,331,74,24
S01006925,553,469,67,17
S01006926,310,268,29,13
S01006927,275,250,15,10
S01006928,1132,952,129,51
S01006929,1337,960,265,112
S01006930,803,642,109,52
S01006931,420,344,53,23
S01006932,479,358,70,51
S01006933,896,774,97,25
S01006934,693,589,82,22
S01006935,1025,881,111,33
S01006936,746,635,86,25
S01006937,911,770,93,48
S01006938,932,776,98,58
S01006939,707,580,91,36
S01006940,1118,935,116,67
S01006941,887,753,95,39
S01006942,1089,934,117,38
S01006943,264,222,28,14
S01006944,87,74,10,3
S01006945,1094,919,126,49
S01006946,795,684,85,26
S01006947,1110,910,148,52
S01006948,966,839,100,27
S01006949,680,518,125,37
S01006950,222,169,39,14
S01006951,827,745,65,17
S01006952,1092,930,119,43
S01006953,1257,1041,176,40
S01006954,1090,904,132,54
S01006955,574,489,74,11
S01006956,708,585,97,26
S01006957,830,672,124,34
S01006958,1060,847,173,40
S01006959,824,721,80,23
S01006960,363,318,41,4
S01006961,322,252,65,5
S01006962,782,716,46,20
S01006963,1103,899,162,42
S01006964,870,739,108,23
S01006965,570,487,62,21
S01006966,811,705,89,17
S01006967,820,713,88,19
S01006968,1094,1005,75,14
S01006969,1088,985,83,20
S01006970,724,597,107,20
S01006971,915,797,92,26
S01006972,474,387,74,13
S01006973,564,467,75,22
S01006974,1319,1008,246,65
S01006975,1084,795,245,44
S01006976,573,455,102,16
S01006977,838,668,144,26
S01006978,790,608,163,19
S01006979,1349,1049,247,53
S01006980,627,474,129,24
S01006981,787,671,101,15
S01006982,960,821,103,36
S01006983,1054,859,159,36
S01006984,793,613,138,42
S01006985,1317,1136,148,33
S01006986,449,377,54,18
S01006987,1005,817,140,48
S01006988,472,380,72,20
S01006989,716,588,105,23
S01006990,448,350,78,20
S01006991,701,597,92,12
S01006992,854,679,143,32
S01006993,705,518,162,25
S01006994,627,511,97,19
S01006995,897,702,151,44
S01006996,706,623,63,20
S01006997,601,445,134,22
S01006998,974,807,120,47
S01006999,808,640,152,16
S01007000,1151,945,156,50
S01007001,977,820,119,38
S01007002,428,350,67,11
S01007003,533,417,97,19
S01007004,1048,780,230,38
S01007005,917,714,173,30
S01007006,963,753,178,32
S01007007,741,528,191,22
S01007008,871,788,64,19
S01007009,1310,1158,122,30
S01007010,965,874,68,23
S01007011,1119,1014,73,32
S01007012,999,949,37,13
S01007013,862,735,114,13
S01007014,1025,828,171,26
S01007015,735,529,191,15
S01007016,538,399,117,22
S01007017,1137,1065,53,19
S01007018,1207,1118,71,18
S01007019,1010,926,65,19
S01007020,969,877,71,21
S01007021,1347,1259,65,23
S01007022,448,395,44,9
S01007023,719,559,147,13
S01007024,1099,796,279,24
S01007025,1125,1041,68,16
S01007026,955,798,140,17
S01007027,1335,1166,152,17
S01007028,1236,999,211,26
S01007029,506,341,149,16
S01007030,987,852,121,14
S01007031,611,487,95,29
S01007032,1181,1020,128,33
S01007033,1144,1050,81,13
S01007034,988,896,80,12
S01007035,956,889,52,15
S01007036,1022,919,87,16
S01007037,1126,1056,53,17
S01007038,815,731,70,14
S01007039,726,667,49,10
S01007040,1067,1004,48,15
S01007041,1009,925,73,11
S01007042,889,722,146,21
S01007043,1070,824,204,42
S01007044,1059,860,175,24
S01007045,857,583,244,30
S01007046,523,412,104,7
S01007047,950,768,159,23
S01007048,1310,1001,274,35
S01007049,1014,903,96,15
S01007050,973,806,140,27
S01007051,942,813,116,13
S01007052,556,464,83,9
S01007053,796,633,150,13
S01007054,1044,906,122,16
S01007055,476,373,94,9
S01007056,803,630,151,22
S01007057,870,774,89,7
S01007058,822,756,56,10
S01007059,1148,1010,110,28
S01007060,675,608,61,6
S01007061,1100,808,265,27
S01007062,696,496,169,31
S01007063,1401,1130,237,34
S01007064,717,582,112,23
S01007065,738,600,116,22
S01007066,664,534,109,21
S01007067,1321,1092,195,34
S01007068,768,662,94,12
S01007069,1051,712,289,50
S01007070,755,658,79,18
S01007071,1151,956,169,26
S01007072,1492,1229,229,34
S01007073,1797,1507,253,37
S01007074,1225,1108,90,27
S01007075,1091,992,77,22
S01007076,926,816,88,22
S01007077,883,828,37,18
S01007078,1076,1006,55,15
S01007079,1206,1110,75,21
S01007080,869,799,50,20
S01007081,1093,986,80,27
S01007082,705,644,53,8
S01007083,904,825,54,25
S01007084,875,813,50,12
S01007085,1112,976,106,30
S01007086,1037,897,110,30
S01007087,925,800,97,28
S01007088,710,636,61,13
S01007089,587,512,59,16
S01007090,541,481,49,11
S01007091,283,257,18,8
S01007092,703,646,50,7
S01007093,1080,1006,59,15
S01007094,1174,1076,76,22
S01007095,667,550,105,12
S01007096,952,781,143,28
S01007097,842,715,108,19
S01007098,498,428,55,15
S01007099,654,578,65,11
S01007100,884,789,84,11
S01007101,1251,1084,142,25
S01007102,774,615,134,25
S01007103,814,784,22,8
S01007104,477,397,60,20
S01007105,654,603,40,11
S01007106,929,850,64,15
S01007107,650,552,88,10
S01007108,654,554,85,15
S01007109,983,900,69,14
S01007110,964,869,84,11
S01007111,547,486,52,9
S01007112,888,814,59,15
S01007113,822,762,47,13
S01007114,867,830,28,9
S01007115,777,741,34,2
S01007116,687,655,24,8
S01007117,667,652,11,4
S01007118,978,925,44,9
S01007119,1043,993,42,8
S01007120,1131,1051,56,24
S01007121,727,675,35,17
S01007122,585,536,31,18
S01007123,1002,948,35,19
S01007124,1080,1030,34,16
S01007125,759,689,52,18
S01007126,1025,927,76,22
S01007127,590,521,46,23
S01007128,1047,987,46,14
S01007129,681,560,83,38
S01007130,675,613,37,25
S01007131,795,724,51,20
S01007132,707,646,36,25
S01007133,607,537,56,14
S01007134,800,737,50,13
S01007135,667,558,83,26
S01007136,320,259,47,14
S01007137,154,133,13,8
S01007138,454,404,33,17
S01007139,742,687,32,23
S01007140,822,714,80,28
S01007141,655,594,41,20
S01007142,162,143,19,0
S01007143,448,394,42,12
S01007144,1476,1321,115,40
S01007145,939,830,74,35
S01007146,876,812,51,13
S01007147,927,826,80,21
S01007148,600,510,51,39
S01007149,991,861,104,26
S01007150,814,722,63,29
S01007151,1065,963,75,27
S01007152,825,737,68,20
S01007153,1022,923,76,23
S01007154,927,840,60,27
S01007155,693,620,51,22
S01007156,984,851,97,36
S01007157,850,779,51,20
S01007158,872,796,61,15
S01007159,871,771,68,32
S01007160,823,743,60,20
S01007161,920,814,74,32
S01007162,398,350,33,15
S01007163,1059,927,94,38
S01007164,835,735,69,31
S01007165,902,774,101,27
S01007166,1083,942,101,40
S01007167,945,826,93,26
S01007168,1065,947,96,22
S01007169,946,812,96,38
S01007170,709,626,65,18
S01007171,1199,817,337,45
S01007172,1133,724,357,52
S01007173,632,547,64,21
S01007174,773,670,83,20
S01007175,784,655,111,18
S01007176,1092,906,159,27
S01007177,791,703,56,32
S01007178,1007,895,87,25
S01007179,1302,1132,135,35
S01007180,1062,917,120,25
S01007181,1211,1076,93,42
S01007182,1201,1070,99,32
S01007183,1253,1150,80,23
S01007184,995,881,90,24
S01007185,928,844,66,18
S01007186,600,532,52,16
S01007187,773,683,63,27
S01007188,733,645,60,28
S01007189,884,775,92,17
S01007190,958,859,77,22
S01007191,740,673,51,16
S01007192,821,756,54,11
S01007193,880,809,55,16
S01007194,629,582,36,11
S01007195,926,826,84,16
S01007196,730,613,96,21
S01007197,408,373,33,2
S01007198,473,414,52,7
S01007199,1102,987,95,20
S01007200,931,839,77,15
S01007201,1057,953,79,25
S01007202,822,742,60,20
S01007203,908,819,75,14
S01007204,981,804,150,27
S01007205,825,700,96,29
S01007206,336,285,36,15
S01007207,1074,954,95,25
S01007208,802,707,61,34
S01007209,701,590,64,47
S01007210,1042,934,85,23
S01007211,778,685,76,17
S01007212,786,680,85,21
S01007213,843,743,74,26
S01007214,943,856,56,31
S01007215,944,824,81,39
S01007216,852,750,80,22
S01007217,896,846,44,6
S01007218,787,709,67,11
S01007219,1085,984,73,28
S01007220,820,734,68,18
S01007221,659,555,87,17
S01007222,1175,1043,109,23
S01007223,706,601,79,26
S01007224,704,610,74,20
S01007225,1028,796,182,50
S01007226,910,741,147,22
S01007227,1381,1179,175,27
S01007228,788,648,116,24
S01007229,1220,984,178,58
S01007230,1297,1165,102,30
S01007231,759,715,33,11
S01007232,587,544,31,12
S01007233,745,670,63,12
S01007234,658,606,38,14
S01007235,1023,914,93,16
S01007236,1145,1042,73,30
S01007237,770,693,58,19
S01007238,986,923,44,19
S01007239,1305,1144,132,29
S01007240,589,527,41,21
S01007241,1189,1023,138,28
S01007242,1091,938,124,29
S01007243,1294,1097,167,30
S01007244,635,572,52,11
S01007245,762,662,75,25
S01007246,632,573,49,10
S01007247,1063,924,120,19
S01007248,857,750,85,22
S01007249,602,543,36,23
S01007250,765,723,35,7
S01007251,654,606,37,11
S01007252,815,764,33,18
S01007253,748,675,51,22
S01007254,886,829,30,27
S01007255,1061,969,52,40
S01007256,773,711,33,29
S01007257,837,758,51,28
S01007258,806,715,59,32
S01007259,966,900,40,26
S01007260,1193,1118,51,24
S01007261,1015,916,67,32
S01007262,737,686,39,12
S01007263,1272,1174,72,26
S01007264,921,860,46,15
S01007265,1139,1053,64,22
S01007266,830,739,74,17
S01007267,581,510,54,17
S01007268,582,469,98,15
S01007269,653,559,77,17
S01007270,501,428,58,15
S01007271,1136,1024,88,24
S01007272,1163,1060,73,30
S01007273,667,602,51,14
S01007274,854,722,93,39
S01007275,782,658,91,33
S01007276,1129,987,111,31
S01007277,991,824,147,20
S01007278,949,788,136,25
S01007279,660,476,149,35
S01007280,630,495,107,28
S01007281,1085,916,136,33
S01007282,534,430,94,10
S01007283,888,748,104,36
S01007284,882,718,141,23
S01007285,1014,640,335,39
S01007286,1347,948,340,59
S01007287,553,366,159,28
S01007288,742,469,243,30
S01007289,1001,776,170,55
S01007290,411,314,72,25
S01007291,585,487,78,20
S01007292,758,671,68,19
S01007293,1250,1125,95,30
S01007294,1005,903,84,18
S01007295,658,589,58,11
S01007296,584,483,79,22
S01007297,927,776,121,30
S01007298,554,497,45,12
S01007299,953,829,95,29
S01007300,780,708,51,21
S01007301,865,646,181,38
S01007302,896,775,101,20
S01007303,1025,757,233,35
S01007304,577,398,136,43
S01007305,961,709,208,44
S01007306,1026,772,199,55
S01007307,965,685,220,60
S01007308,812,588,198,26
S01007309,760,484,233,43
S01007310,947,589,320,38
S01007311,958,801,119,38
S01007312,851,650,173,28
S01007313,875,571,255,49
S01007314,893,674,183,36
S01007315,771,681,76,14
S01007316,1106,971,113,22
S01007317,1187,1005,145,37
S01007318,630,546,75,9
S01007319,834,691,122,21
S01007320,1025,742,225,58
S01007321,633,466,157,10
S01007322,839,728,90,21
S01007323,579,488,69,22
S01007324,301,222,64,15
S01007325,758,574,165,19
S01007326,1069,905,139,25
S01007327,958,859,77,22
S01007328,1126,984,119,23
S01007329,658,531,113,14
S01007330,858,655,186,17
S01007331,935,814,99,22
S01007332,725,622,87,16
S01007333,1166,1025,118,23
S01007334,944,850,77,17
S01007335,1026,950,56,20
S01007336,769,676,68,25
S01007337,671,613,51,7
S01007338,1189,1093,78,18
S01007339,865,760,87,18
S01007340,748,660,66,22
S01007341,806,707,85,14
S01007342,851,682,131,38
S01007343,768,629,118,21
S01007344,579,478,79,22
S01007345,597,536,46,15
S01007346,897,793,81,23
S01007347,1156,1020,107,29
S01007348,905,841,47,17
S01007349,688,620,47,21
S01007350,687,600,69,18
S01007351,673,507,144,22
S01007352,526,379,127,20
S01007353,687,548,117,22
S01007354,806,622,150,34
S01007355,1300,982,270,48
S01007356,734,528,160,46
S01007357,822,640,132,50
S01007358,1539,1166,311,62
S01007359,950,785,126,39
S01007360,809,646,124,39
S01007361,1104,931,134,39
S01007362,1025,892,100,33
S01007363,1037,893,102,42
S01007364,1095,963,98,34
S01007365,466,422,34,10
S01007366,597,533,51,13
S01007367,647,557,67,23
S01007368,706,611,69,26
S01007369,1098,966,99,33
S01007370,908,783,89,36
S01007371,893,760,100,33
S01007372,983,799,146,38
S01007373,593,388,178,27
S01007374,881,597,242,42
S01007375,506,324,164,18
S01007376,1093,856,206,31
S01007377,690,434,221,35
S01007378,3013,1011,1837,165
S01007379,893,692,173,28
S01007380,784,600,165,19
S01007381,514,287,197,30
S01007382,1041,706,284,51
S01007383,784,551,204,29
S01007384,1088,773,279,36
S01007385,1377,1035,293,49
S01007386,877,586,251,40
S01007387,947,644,255,48
S01007388,788,537,204,47
S01007389,966,486,444,36
S01007390,440,259,165,16
S01007391,671,455,195,21
S01007392,464,302,141,21
S01007393,1022,707,239,76
S01007394,765,564,166,35
S01007395,1240,977,214,49
S01007396,1112,876,198,38
S01007397,983,700,222,61
S01007398,715,627,75,13
S01007399,731,643,77,11
S01007400,924,729,158,37
S01007401,782,611,131,40
S01007402,755,588,141,26
S01007403,801,422,354,25
S01007404,689,536,118,35
S01007405,513,417,78,18
S01007406,710,566,114,30
S01007407,804,673,100,31
S01007408,919,775,121,23
S01007409,727,657,51,19
S01007410,917,856,40,21
S01007411,872,786,66,20
S01007412,582,533,40,9
S01007413,805,732,64,9
S01007414,343,304,33,6
S01007415,944,893,40,11
S01007416,566,525,34,7
S01007417,249,225,23,1
S01007418,756,686,61,9
S01007419,999,912,51,36
S01007420,1485,1347,99,39
S01007421,615,530,68,17
S01007422,803,712,67,24
S01007423,377,333,32,12
S01007424,778,674,89,15
S01007425,1053,927,102,24
S01007426,909,814,71,24
S01007427,809,766,34,9
S01007428,1121,1015,88,18
S01007429,1030,905,99,26
S01007430,580,507,63,10
S01007431,719,623,86,10
S01007432,730,666,56,8
S01007433,960,848,90,22
S01007434,634,595,34,5
S01007435,860,761,81,18
S01007436,1062,946,90,26
S01007437,562,512,38,12
S01007438,721,654,52,15
S01007439,976,882,70,24
S01007440,868,756,82,30
S01007441,676,571,87,18
S01007442,790,671,100,19
S01007443,1010,741,185,84
S01007444,1473,1036,325,112
S01007445,793,551,196,46
S01007446,758,501,205,52
S01007447,638,430,169,39
S01007448,1004,887,85,32
S01007449,1044,957,70,17
S01007450,1333,1208,107,18
S01007451,723,664,43,16
S01007452,800,697,86,17
S01007453,116,112,3,1
S01007454,626,582,30,14
S01007455,933,873,47,13
S01007456,1079,1032,29,18
S01007457,692,650,34,8
S01007458,846,784,43,19
S01007459,920,847,61,12
S01007460,918,862,34,22
S01007461,969,900,50,19
S01007462,1006,910,78,18
S01007463,1149,1083,49,17
S01007464,1145,1071,56,18
S01007465,847,784,51,12
S01007466,942,865,48,29
S01007467,1016,938,61,17
S01007468,1215,1119,77,19
S01007469,731,677,38,16
S01007470,657,595,43,19
S01007471,539,503,23,13
S01007472,1153,1068,64,21
S01007473,485,457,25,3
S01007474,435,390,39,6
S01007475,503,453,39,11
S01007476,787,715,56,16
S01007477,786,706,55,25
S01007478,947,836,84,27
S01007479,462,422,26,14
S01007480,891,817,48,26
S01007481,993,844,136,13
S01007482,740,662,66,12
S01007483,1049,968,68,13
S01007484,912,812,82,18
S01007485,909,828,66,15
S01007486,923,843,67,13
S01007487,1200,1071,109,20
S01007488,1039,919,98,22
S01007489,926,821,88,17
S01007490,1273,1171,85,17
S01007491,767,702,53,12
S01007492,716,645,59,12
S01007493,977,886,78,13
S01007494,818,595,201,22
S01007495,721,558,150,13
S01007496,1080,793,264,23
S01007497,637,529,96,12
S01007498,1127,990,100,37
S01007499,870,716,139,15
S01007500,779,584,185,10
S01007501,685,483,191,11
S01007502,680,515,156,9
S01007503,1097,839,238,20
S01007504,1147,861,269,17
S01007505,460,323,127,10
S01007506,557,366,176,15
S01007507,1490,1193,269,28
S01007508,689,535,135,19
S01007509,736,518,207,11
S01007510,968,715,235,18
S01007511,1201,970,213,18
S01007512,576,429,135,12
S01007513,1115,967,130,18
S01007514,619,508,91,20
S01007515,638,483,137,18
S01007516,816,677,120,19
S01007517,555,396,138,21
S01007518,914,770,127,17
S01007519,605,380,203,22
S01007520,979,713,237,29
S01007521,731,474,233,24
S01007522,1149,813,296,40
S01007523,511,298,188,25
S01007524,934,662,248,24
S01007525,565,459,88,18
S01007526,943,701,203,39
S01007527,1473,1066,362,45
S01007528,961,757,180,24
S01007529,827,576,229,22
S01007530,534,315,200,19
S01007531,793,526,238,29
S01007532,505,381,111,13
S01007533,799,622,156,21
S01007534,1369,1181,150,38
S01007535,913,780,124,9
S01007536,1066,928,123,15
S01007537,1458,1225,204,29
S01007538,796,578,202,16
S01007539,869,651,186,32
S01007540,833,699,119,15
S01007541,1166,928,214,24
S01007542,960,801,136,23
S01007543,1278,1061,204,13
S01007544,1440,894,491,55
