"output_area","total","scotland","ruk","elsewhere"
"S00110389",82,76,6,0
"S00110390",132,112,10,10
"S00110391",86,77,9,0
"S00110392",145,127,11,7
"S00110393",118,116,2,0
"S00110394",134,128,5,1
"S00110395",151,133,8,10
"S00110396",126,121,5,0
"S00110397",73,68,4,1
"S00110398",102,92,9,1
"S00110399",131,119,11,1
"S00110400",81,69,11,1
"S00110401",93,87,1,5
"S00110402",104,94,7,3
"S00110403",59,56,3,0
"S00110404",107,94,12,1
"S00110405",79,69,8,2
"S00110406",110,101,4,5
"S00110407",61,55,1,5
"S00110408",176,160,10,6
"S00110409",110,103,4,3
"S00110410",144,131,4,9
"S00110411",79,78,1,0
"S00110412",86,80,6,0
"S00110413",79,75,2,2
"S00110414",76,67,5,4
"S00110415",119,117,1,1
"S00110416",81,75,5,1
"S00110417",111,101,9,1
"S00110418",101,98,2,1
"S00110419",84,82,2,0
"S00110420",91,86,0,5
"S00110421",94,89,3,2
"S00110422",128,118,4,6
"S00110423",82,78,2,2
"S00110424",94,91,2,1
"S00110425",128,114,5,9
"S00110426",129,109,12,8
"S00110427",115,105,8,2
"S00110428",114,108,6,0
"S00110429",96,91,3,2
"S00110430",92,83,3,6
"S00110431",123,116,7,0
"S00110432",80,76,2,2
"S00110433",98,93,5,0
"S00110434",109,98,7,4
"S00110435",89,82,6,1
"S00110436",106,100,3,3
"S00110437",120,115,4,1
"S00110438",197,174,21,2
"S00110439",110,99,10,1
"S00110440",132,124,7,1
"S00110441",103,100,1,2
"S00110442",108,103,3,2
"S00110443",145,137,8,0
"S00110444",89,86,2,1
"S00110445",151,148,3,0
"S00110446",109,100,6,3
"S00110447",112,96,12,4
"S00110448",160,147,12,1
"S00110449",179,166,10,3
"S00110450",131,123,6,2
"S00110451",138,133,3,2
"S00110452",134,131,3,0
"S00110453",106,95,9,2
"S00110454",165,153,5,7
"S00110455",165,151,10,4
"S00110456",183,176,6,1
"S00110457",152,145,6,1
"S00110458",113,108,1,4
"S00110459",119,108,6,5
"S00110460",126,115,8,3
"S00110461",91,86,4,1
"S00110462",102,93,7,2
"S00110463",102,99,3,0
"S00110464",81,71,6,4
"S00110465",84,77,5,2
"S00110466",84,79,3,2
"S00110467",165,147,8,10
"S00110468",122,110,10,2
"S00110469",100,89,5,6
"S00110470",132,120,9,3
"S00110471",104,98,3,3
"S00110472",122,121,1,0
"S00110473",105,90,12,3
"S00110474",76,70,4,2
"S00110475",88,79,5,4
"S00110476",140,130,7,3
"S00110477",97,89,5,3
"S00110478",114,105,6,3
"S00110479",77,69,8,0
"S00110480",143,123,13,7
"S00110481",139,122,10,7
"S00110482",118,114,3,1
"S00110483",128,118,6,4
"S00110484",80,78,2,0
"S00110485",97,90,5,2
"S00110486",107,97,4,6
"S00110487",109,105,4,0
"S00110488",82,70,10,2
"S00110489",101,94,5,2
"S00110490",65,57,6,2
"S00110491",82,74,6,2
"S00110492",66,60,3,3
"S00110493",127,109,16,2
"S00110494",111,95,13,3
"S00110495",115,106,4,5
"S00110496",57,49,6,2
"S00110497",64,57,5,2
"S00110498",109,92,11,6
"S00110499",80,75,3,2
"S00110500",117,109,4,4
"S00110501",63,57,4,2
"S00110502",78,70,7,1
"S00110503",145,128,11,6
"S00110504",163,143,11,9
"S00110505",97,83,5,9
"S00110506",101,92,9,0
"S00110507",147,141,5,1
"S00110508",114,107,6,1
"S00110509",113,103,9,1
"S00110510",97,91,5,1
"S00110511",107,102,5,0
"S00110512",89,81,3,5
"S00110513",179,167,8,4
"S00110514",133,123,9,1
"S00110515",116,99,7,10
"S00110516",134,120,10,4
"S00110517",80,73,4,3
"S00110518",167,154,6,7
"S00110519",82,75,7,0
"S00110520",185,167,14,4
"S00110521",134,124,5,5
"S00110522",91,84,5,2
"S00110523",115,108,5,2
"S00110524",82,76,4,2
"S00110525",95,91,3,1
"S00110526",59,54,3,2
"S00110527",132,119,6,7
"S00110528",57,55,2,0
"S00110529",89,88,0,1
"S00110530",127,122,5,0
"S00110531",92,83,5,4
"S00110532",81,76,1,4
"S00110533",87,76,4,7
"S00110534",93,78,5,10
"S00110535",104,95,7,2
"S00110536",97,93,3,1
"S00110537",113,100,8,5
"S00110538",101,91,8,2
"S00110539",97,88,7,2
"S00110540",90,76,10,4
"S00110541",61,56,2,3
"S00110542",75,61,7,7
"S00110543",81,68,10,3
"S00110544",57,53,2,2
"S00110545",91,80,9,2
"S00110546",79,72,4,3
"S00110547",93,86,5,2
"S00110548",107,91,10,6
"S00110549",102,84,12,6
"S00110550",144,127,12,5
"S00110551",85,71,3,11
"S00110552",73,62,6,5
"S00110553",56,49,3,4
"S00110554",116,108,6,2
"S00110555",96,93,2,1
"S00110556",122,112,6,4
"S00110557",81,77,3,1
"S00110558",93,83,5,5
"S00110559",92,80,10,2
"S00110560",113,105,4,4
"S00110561",168,146,13,9
"S00110562",89,82,6,1
"S00110563",101,90,7,4
"S00110564",78,73,5,0
"S00110565",106,99,6,1
"S00110566",103,95,5,3
"S00110567",130,125,1,4
"S00110568",149,135,9,5
"S00110569",96,85,4,7
"S00110570",124,111,12,1
"S00110571",98,84,9,5
"S00110572",180,158,15,7
"S00110573",153,138,9,6
"S00110574",129,119,8,2
"S00110575",99,81,13,5
"S00110576",124,105,11,8
"S00110577",102,87,12,3
"S00110578",157,130,14,13
"S00110579",137,124,7,6
"S00110580",156,139,10,7
"S00110581",155,131,16,8
"S00110582",157,130,16,11
"S00110583",124,109,9,6
"S00110584",60,53,2,5
"S00110585",159,142,12,5
"S00110586",145,121,15,9
"S00110587",109,88,14,7
"S00110588",109,88,15,6
"S00110589",136,121,15,0
"S00110590",69,63,4,2
"S00110591",119,107,9,3
"S00110592",110,101,3,6
"S00110593",136,119,13,4
"S00110594",112,101,8,3
"S00110595",108,87,13,8
"S00110596",154,140,10,4
"S00110597",107,95,6,6
"S00110598",114,104,5,5
"S00110599",85,67,13,5
"S00110600",114,91,10,13
"S00110601",115,98,11,6
"S00110602",120,106,9,5
"S00110603",146,137,7,2
"S00110604",118,109,6,3
"S00110605",111,99,9,3
"S00110606",139,118,19,2
"S00110607",142,121,14,7
"S00110608",121,106,10,5
"S00110609",103,83,10,10
"S00110610",151,119,21,11
"S00110611",158,130,15,13
"S00110612",133,114,13,6
"S00110613",94,85,8,1
"S00110614",69,65,2,2
"S00110615",101,82,6,13
"S00110616",109,91,10,8
"S00110617",106,75,14,17
"S00110618",72,64,5,3
"S00110619",155,139,15,1
"S00110620",87,81,3,3
"S00110621",127,103,17,7
"S00110622",85,70,12,3
"S00110623",74,63,7,4
"S00110624",148,135,4,9
"S00110625",77,67,7,3
"S00110626",65,53,9,3
"S00110627",98,85,11,2
"S00110628",154,127,13,14
"S00110629",77,68,3,6
"S00110630",66,47,13,6
"S00110631",110,79,11,20
"S00110632",91,77,7,7
"S00110633",124,113,10,1
"S00110634",122,109,9,4
"S00110635",95,84,9,2
"S00110636",72,64,7,1
"S00110637",109,96,8,5
"S00110638",111,103,5,3
"S00110639",93,81,11,1
"S00110640",94,82,10,2
"S00110641",121,105,11,5
"S00110642",113,99,12,2
"S00110643",79,65,5,9
"S00110644",149,131,14,4
"S00110645",122,107,13,2
"S00110646",130,107,11,12
"S00110647",138,118,15,5
"S00110648",75,66,7,2
"S00110649",111,100,7,4
"S00110650",92,82,6,4
"S00110651",120,113,7,0
"S00110652",83,72,6,5
"S00110653",83,74,5,4
"S00110654",173,153,10,10
"S00110655",146,125,15,6
"S00110656",92,88,3,1
"S00110657",123,109,14,0
"S00110658",104,97,4,3
"S00110659",106,87,8,11
"S00110660",135,119,12,4
"S00110661",104,93,11,0
"S00110662",140,118,16,6
"S00110663",138,130,6,2
"S00110664",110,99,8,3
"S00110665",128,113,7,8
"S00110666",102,88,4,10
"S00110667",125,108,15,2
"S00110668",88,79,4,5
"S00110669",163,148,10,5
"S00110670",195,171,17,7
"S00110671",99,87,8,4
"S00110672",102,83,14,5
"S00110673",84,69,11,4
"S00110674",167,143,16,8
"S00110675",170,145,19,6
"S00110676",201,170,22,9
"S00110677",99,83,13,3
"S00110678",85,60,22,3
"S00110679",101,86,8,7
"S00110680",105,93,9,3
"S00110681",123,100,15,8
"S00110682",77,67,10,0
"S00110683",152,119,22,11
"S00110684",164,143,14,7
"S00110685",103,79,18,6
"S00110686",159,146,6,7
"S00110687",195,171,18,6
"S00110688",87,73,11,3
"S00110689",171,147,20,4
"S00110690",92,82,9,1
"S00110691",226,193,21,12
"S00110692",142,123,10,9
"S00110693",115,107,6,2
"S00110694",99,94,2,3
"S00110695",116,107,5,4
"S00110696",148,125,17,6
"S00110697",170,151,15,4
"S00110698",107,91,8,8
"S00110699",126,112,8,6
"S00110700",57,49,5,3
"S00110701",99,86,9,4
"S00110702",55,53,1,1
"S00110703",132,118,8,6
"S00110704",106,97,6,3
"S00110705",116,107,3,6
"S00110706",96,85,6,5
"S00110707",141,128,8,5
"S00110708",148,132,15,1
"S00110709",102,89,11,2
"S00110710",127,116,6,5
"S00110711",103,89,6,8
"S00110712",119,106,11,2
"S00110713",130,111,10,9
"S00110714",64,55,8,1
"S00110715",132,115,10,7
"S00110716",129,120,9,0
"S00110717",108,98,6,4
"S00110718",162,150,12,0
"S00110719",95,88,7,0
"S00110720",100,83,12,5
"S00110721",129,117,9,3
"S00110722",86,75,10,1
"S00110723",153,135,11,7
"S00110724",128,110,8,10
"S00110725",92,80,11,1
"S00110726",115,101,13,1
"S00110727",115,98,11,6
"S00110728",103,89,9,5
"S00110729",83,67,6,10
"S00110730",136,115,13,8
"S00110731",106,80,5,21
"S00110732",139,116,10,13
"S00110733",59,53,5,1
"S00110734",102,85,9,8
"S00110735",144,136,3,5
"S00110736",135,107,14,14
"S00110737",148,117,13,18
"S00110738",106,80,14,12
"S00110739",120,102,8,10
"S00110740",160,128,16,16
"S00110741",97,76,9,12
"S00110742",108,100,4,4
"S00110743",103,85,9,9
"S00110744",119,102,15,2
"S00110745",101,86,7,8
"S00110746",84,70,7,7
"S00110747",83,62,4,17
"S00110748",113,105,6,2
"S00110749",107,91,12,4
"S00110750",92,84,5,3
"S00110751",217,180,21,16
"S00110752",85,80,4,1
"S00110753",79,68,8,3
"S00110754",95,83,11,1
"S00110755",80,68,7,5
"S00110756",80,73,5,2
"S00110757",89,77,4,8
"S00110758",117,101,10,6
"S00110759",120,101,8,11
"S00110760",112,95,10,7
"S00110761",170,156,7,7
"S00110762",128,116,7,5
"S00110763",126,114,10,2
"S00110764",151,125,8,18
"S00110765",126,113,11,2
"S00110766",206,175,18,13
"S00110767",173,134,19,20
"S00110768",213,193,16,4
"S00110769",136,127,7,2
"S00110770",141,113,20,8
"S00110771",100,86,14,0
"S00110772",90,80,6,4
"S00110773",67,59,6,2
"S00110774",108,95,10,3
"S00110775",122,111,6,5
"S00110776",105,98,6,1
"S00110777",118,108,7,3
"S00110778",191,173,13,5
"S00110779",97,90,5,2
"S00110780",113,103,6,4
"S00110781",165,148,14,3
"S00110782",109,98,5,6
"S00110783",119,111,5,3
"S00110784",84,78,4,2
"S00110785",98,89,7,2
"S00110786",88,85,3,0
"S00110787",83,75,5,3
"S00110788",127,112,13,2
"S00110789",150,131,13,6
"S00110790",116,88,21,7
"S00110791",158,136,17,5
"S00110792",92,83,8,1
"S00110793",127,115,7,5
"S00110794",162,146,9,7
"S00110795",129,116,8,5
"S00110796",76,60,9,7
"S00110797",99,90,8,1
"S00110798",130,112,13,5
"S00110799",77,64,11,2
"S00110800",123,109,10,4
"S00110801",104,91,10,3
"S00110802",113,97,8,8
"S00110803",105,97,4,4
"S00110804",142,120,17,5
"S00110805",135,126,6,3
"S00110806",174,152,16,6
"S00110807",156,134,12,10
"S00110808",112,101,6,5
"S00110809",106,92,10,4
"S00110810",119,98,20,1
"S00110811",75,66,5,4
"S00110812",116,100,7,9
"S00110813",94,76,12,6
"S00110814",64,51,12,1
"S00110815",99,90,7,2
"S00110816",133,124,8,1
"S00110817",80,66,11,3
"S00110818",98,81,10,7
"S00110819",105,94,9,2
"S00110820",114,103,6,5
"S00110821",98,90,3,5
"S00110822",136,112,14,10
"S00110823",148,124,15,9
"S00110824",118,108,6,4
"S00110825",137,113,18,6
"S00110826",100,92,6,2
"S00110827",76,71,5,0
"S00110828",140,126,11,3
"S00110829",98,80,10,8
"S00110830",118,113,3,2
"S00110831",235,202,27,6
"S00110832",74,60,13,1
"S00110833",93,83,7,3
"S00110834",110,107,2,1
"S00110835",122,114,7,1
"S00110836",107,99,4,4
"S00110837",96,88,3,5
"S00110838",77,70,3,4
"S00110839",198,182,13,3
"S00110840",143,136,5,2
"S00110841",140,129,9,2
"S00110842",97,76,10,11
"S00110843",86,78,6,2
"S00110844",114,104,8,2
"S00110845",107,96,11,0
"S00110846",100,86,13,1
"S00110847",94,87,6,1
"S00110848",101,92,7,2
"S00110849",97,89,6,2
"S00110850",104,92,8,4
"S00110851",67,64,1,2
"S00110852",88,84,3,1
"S00110853",86,83,1,2
"S00110854",82,75,3,4
"S00110855",92,80,10,2
"S00110856",132,116,16,0
"S00110857",84,76,5,3
"S00110858",91,81,6,4
"S00110859",132,120,11,1
"S00110860",101,91,8,2
"S00110861",160,139,16,5
"S00110862",126,118,3,5
"S00110863",80,68,7,5
"S00110864",50,42,6,2
"S00110865",68,53,10,5
"S00110866",66,52,9,5
"S00110867",93,76,12,5
"S00110868",85,76,8,1
"S00110869",99,86,11,2
"S00110870",140,129,9,2
"S00110871",164,151,10,3
"S00110872",139,132,5,2
"S00110873",136,120,11,5
"S00110874",155,146,5,4
"S00110875",83,80,1,2
"S00110876",118,109,5,4
"S00110877",98,88,5,5
"S00110878",105,102,3,0
"S00110879",116,110,5,1
"S00110880",87,73,11,3
"S00110881",157,151,4,2
"S00110882",72,69,3,0
"S00110883",65,61,3,1
"S00110884",77,69,8,0
"S00110885",62,49,8,5
"S00110886",73,66,5,2
"S00110887",75,73,2,0
"S00110888",79,72,6,1
"S00110889",131,122,3,6
"S00110890",68,57,10,1
"S00110891",158,148,7,3
"S00110892",89,85,4,0
"S00110893",128,122,4,2
"S00110894",153,137,11,5
"S00110895",50,48,0,2
"S00110896",132,115,12,5
"S00110897",137,133,3,1
"S00110898",78,72,5,1
"S00110899",94,85,7,2
"S00110900",156,141,9,6
"S00110901",102,95,6,1
"S00110902",132,117,12,3
"S00110903",137,126,7,4
"S00110904",159,154,2,3
"S00110905",94,86,6,2
"S00110906",135,123,9,3
"S00110907",129,113,12,4
"S00110908",115,93,15,7
"S00110909",98,81,13,4
"S00110910",83,68,10,5
"S00110911",101,95,5,1
"S00110912",89,71,9,9
"S00110913",80,56,16,8
"S00110914",71,50,11,10
"S00110915",90,69,13,8
"S00110916",114,105,6,3
"S00110917",97,79,17,1
"S00110918",63,55,6,2
"S00110919",105,85,20,0
"S00110920",115,103,8,4
"S00110921",78,62,11,5
"S00110922",65,55,7,3
"S00110923",64,47,12,5
"S00110924",124,99,19,6
"S00110925",96,80,15,1
"S00110926",108,99,8,1
"S00110927",91,80,10,1
"S00110928",77,59,15,3
"S00110929",84,76,8,0
"S00110930",74,66,5,3
"S00110931",61,52,7,2
"S00110932",88,71,14,3
"S00110933",144,120,18,6
"S00110934",94,84,5,5
"S00110935",121,100,14,7
"S00110936",55,34,12,9
"S00110937",100,94,6,0
"S00110938",59,37,12,10
"S00110939",93,79,6,8
"S00110940",87,65,8,14
"S00110941",140,123,12,5
"S00110942",140,120,15,5
"S00110943",84,73,5,6
"S00110944",85,58,13,14
"S00110945",173,147,15,11
"S00110946",70,59,8,3
"S00110947",91,80,4,7
"S00110948",101,63,34,4
"S00110949",143,121,18,4
"S00110950",73,64,4,5
"S00110951",86,65,14,7
"S00110952",132,107,22,3
"S00110953",57,47,6,4
"S00110954",84,74,5,5
"S00110955",58,45,6,7
"S00110956",110,96,10,4
"S00110957",90,70,16,4
"S00110958",70,56,10,4
"S00110959",87,73,11,3
"S00110960",54,39,8,7
"S00110961",60,56,4,0
"S00110962",114,99,7,8
"S00110963",139,121,14,4
"S00110964",115,101,10,4
"S00110965",51,46,5,0
"S00110966",150,131,19,0
"S00110967",86,75,8,3
"S00110968",156,130,23,3
"S00110969",116,100,11,5
"S00110970",76,63,4,9
"S00110971",91,80,8,3
"S00110972",86,67,14,5
"S00110973",60,46,12,2
"S00110974",188,166,11,11
"S00110975",174,145,21,8
"S00110976",105,92,10,3
"S00110977",88,84,2,2
"S00110978",149,111,34,4
"S00110979",153,129,17,7
"S00110980",124,113,9,2
"S00110981",143,128,8,7
"S00110982",154,133,15,6
"S00110983",148,120,23,5
"S00110984",120,96,23,1
"S00110985",110,85,13,12
"S00110986",74,56,12,6
"S00110987",87,67,15,5
"S00110988",139,98,29,12
"S00110989",56,44,5,7
"S00110990",87,70,14,3
"S00110991",142,119,14,9
"S00110992",105,68,27,10
"S00110993",96,58,30,8
"S00110994",121,88,19,14
"S00110995",114,92,14,8
"S00110996",99,64,27,8
"S00110997",133,116,11,6
"S00110998",83,73,8,2
"S00110999",115,99,14,2
"S00111000",108,103,3,2
"S00111001",104,88,12,4
"S00111002",108,94,14,0
"S00111003",175,162,8,5
"S00111004",115,95,16,4
"S00111005",176,141,29,6
"S00111006",110,101,8,1
"S00111007",151,136,12,3
"S00111008",123,111,9,3
"S00111009",151,124,23,4
"S00111010",160,127,28,5
"S00111011",145,135,9,1
"S00111012",115,110,2,3
"S00111013",138,124,12,2
"S00111014",117,99,12,6
"S00111015",72,56,11,5
"S00111016",97,79,18,0
"S00111017",156,135,15,6
"S00111018",87,67,19,1
"S00111019",130,92,28,10
"S00111020",61,56,2,3
"S00111021",90,64,18,8
"S00111022",147,127,17,3
"S00111023",150,127,16,7
"S00111024",76,69,6,1
"S00111025",173,156,11,6
"S00111026",157,110,39,8
"S00111027",125,107,13,5
"S00111028",111,91,15,5
"S00111029",125,88,30,7
"S00111030",54,45,6,3
"S00111031",159,118,29,12
"S00111032",114,92,16,6
"S00111033",235,173,39,23
"S00111034",65,50,9,6
"S00111035",98,78,8,12
"S00111036",79,62,13,4
"S00111037",152,109,29,14
"S00111038",175,158,7,10
"S00111039",65,50,11,4
"S00111040",82,61,10,11
"S00111041",111,87,19,5
"S00111042",59,47,4,8
"S00111043",164,132,25,7
"S00111044",69,36,11,22
"S00111045",85,60,14,11
"S00111046",152,120,32,0
"S00111047",148,112,27,9
"S00111048",70,52,12,6
"S00111049",111,85,17,9
"S00111050",80,63,14,3
"S00111051",119,90,21,8
"S00111052",84,56,18,10
"S00111053",173,142,28,3
"S00111054",138,119,10,9
"S00111055",100,87,10,3
"S00111056",113,94,6,13
"S00111057",65,56,6,3
"S00111058",130,108,11,11
"S00111059",145,119,19,7
"S00111060",167,112,47,8
"S00111061",84,66,14,4
"S00111062",123,79,34,10
"S00111063",68,50,15,3
"S00111064",96,77,18,1
"S00111065",92,72,13,7
"S00111066",135,117,15,3
"S00111067",99,80,12,7
"S00111068",100,91,6,3
"S00111069",98,81,8,9
"S00111070",138,110,24,4
"S00111071",120,92,26,2
"S00111072",120,91,23,6
"S00111073",123,109,13,1
"S00111074",195,149,37,9
"S00111075",88,57,4,27
"S00111076",114,66,33,15
"S00111077",163,131,22,10
"S00111078",133,104,17,12
"S00111079",76,66,9,1
"S00111080",76,59,8,9
"S00111081",98,82,9,7
"S00111082",84,61,10,13
"S00111083",173,137,27,9
"S00111084",139,115,21,3
"S00111085",93,70,12,11
"S00111086",116,88,17,11
"S00111087",144,94,28,22
"S00111088",146,94,29,23
"S00111089",108,70,28,10
"S00111090",98,76,16,6
"S00111091",89,68,12,9
"S00111092",132,90,23,19
"S00111093",112,84,18,10
"S00111094",162,76,43,43
"S00111095",91,60,21,10
"S00111096",86,51,24,11
"S00111097",109,74,19,16
"S00111098",82,46,20,16
"S00111099",77,51,15,11
"S00111100",119,76,28,15
"S00111101",119,61,44,14
"S00111102",125,59,40,26
"S00111103",103,65,22,16
"S00111104",161,71,60,30
"S00111105",132,59,37,36
"S00111106",142,53,44,45
"S00111107",122,60,24,38
"S00111108",111,58,22,31
"S00111109",91,40,23,28
"S00111110",162,107,37,18
"S00111111",142,84,25,33
"S00111112",145,75,24,46
"S00111113",106,66,14,26
"S00111114",126,96,12,18
"S00111115",75,65,6,4
"S00111116",98,67,17,14
"S00111117",86,55,12,19
"S00111118",73,41,12,20
"S00111119",51,35,9,7
"S00111120",108,85,9,14
"S00111121",86,70,8,8
"S00111122",120,85,17,18
"S00111123",76,61,10,5
"S00111124",98,73,17,8
"S00111125",123,88,16,19
"S00111126",145,110,29,6
"S00111127",112,63,17,32
"S00111128",103,75,13,15
"S00111129",102,87,9,6
"S00111130",134,99,21,14
"S00111131",126,88,10,28
"S00111132",139,105,25,9
"S00111133",93,71,16,6
"S00111134",144,89,26,29
"S00111135",105,55,43,7
"S00111136",136,113,11,12
"S00111137",134,78,22,34
"S00111138",124,67,26,31
"S00111139",113,79,11,23
"S00111140",65,45,9,11
"S00111141",104,76,22,6
"S00111142",127,84,17,26
"S00111143",433,127,125,181
"S00111144",179,115,44,20
"S00111145",522,68,95,359
"S00111146",56,32,14,10
"S00111147",72,34,24,14
"S00111148",119,70,27,22
"S00111149",159,55,63,41
"S00111150",79,45,24,10
"S00111151",149,56,47,46
"S00111152",169,66,60,43
"S00111153",1908,441,563,904
"S00111154",187,54,56,77
"S00111155",213,55,62,96
"S00111156",285,85,102,98
"S00111157",132,44,57,31
"S00111158",180,54,47,79
"S00111159",407,78,145,184
"S00111160",142,54,45,43
"S00111161",214,84,63,67
"S00111162",71,42,15,14
"S00111163",117,27,38,52
"S00111164",68,35,12,21
"S00111165",345,83,132,130
"S00111166",102,38,35,29
"S00111167",136,27,42,67
"S00111168",146,23,33,90
"S00111169",77,22,23,32
"S00111170",158,53,62,43
"S00111171",50,22,17,11
"S00111172",247,65,39,143
"S00111173",113,39,39,35
"S00111174",121,27,32,62
"S00111175",103,72,25,6
"S00111176",121,67,46,8
"S00111177",182,120,37,25
"S00111178",115,71,22,22
"S00111179",115,104,9,2
"S00111180",135,111,22,2
"S00111181",137,113,19,5
"S00111182",139,112,16,11
"S00111183",132,119,10,3
"S00111184",105,84,19,2
"S00111185",73,58,9,6
"S00111186",70,62,8,0
"S00111187",116,99,10,7
"S00111188",144,133,7,4
"S00111189",123,110,7,6
"S00111190",97,82,6,9
"S00111191",158,141,8,9
"S00111192",79,65,10,4
"S00111193",93,66,16,11
"S00111194",84,71,11,2
"S00111195",86,70,12,4
"S00111196",112,98,13,1
"S00111197",129,46,76,7
"S00111198",126,53,70,3
"S00111199",102,49,44,9
"S00111200",83,68,12,3
"S00111201",139,99,28,12
"S00111202",146,115,24,7
"S00111203",140,111,25,4
"S00111204",156,78,73,5
"S00111205",179,67,92,20
"S00111206",436,140,283,13
"S00111207",153,49,89,15
"S00111208",109,45,59,5
"S00111209",101,80,13,8
"S00111210",161,113,29,19
"S00111211",96,51,36,9
"S00111212",156,120,34,2
"S00111213",103,84,13,6
"S00111214",86,75,9,2
"S00111215",139,95,32,12
"S00111216",96,72,23,1
"S00111217",131,90,34,7
"S00111218",162,131,23,8
"S00111219",153,130,17,6
"S00111220",121,92,21,8
"S00111221",58,43,8,7
"S00111222",120,87,21,12
"S00111223",104,91,10,3
"S00111224",140,106,20,14
"S00111225",130,102,20,8
"S00111226",132,95,27,10
"S00111227",109,83,23,3
"S00111228",176,136,25,15
"S00111229",149,110,28,11
"S00111230",85,72,8,5
"S00111231",117,83,31,3
"S00111232",113,71,28,14
"S00111233",107,71,25,11
"S00111234",154,136,15,3
"S00111235",107,69,26,12
"S00111236",150,121,14,15
"S00111237",121,77,35,9
"S00111238",121,91,21,9
"S00111239",173,135,33,5
"S00111240",86,73,11,2
"S00111241",126,102,15,9
"S00111242",90,77,8,5
"S00111243",63,49,9,5
"S00111244",128,100,18,10
"S00111245",109,93,11,5
"S00111246",134,99,24,11
"S00111247",68,58,5,5
"S00111248",79,66,10,3
"S00111249",98,92,5,1
"S00111250",69,57,11,1
"S00111251",116,94,18,4
"S00111252",164,131,25,8
"S00111253",96,78,14,4
"S00111254",85,77,6,2
"S00111255",147,120,12,15
"S00111256",130,109,15,6
"S00111257",112,97,12,3
"S00111258",103,84,16,3
"S00111259",98,89,6,3
"S00111260",93,72,10,11
"S00111261",80,60,14,6
"S00111262",117,107,7,3
"S00111263",89,71,8,10
"S00111264",73,63,6,4
"S00111265",173,149,23,1
"S00111266",218,186,27,5
"S00111267",92,79,10,3
"S00111268",77,58,11,8
"S00111269",85,78,4,3
"S00111270",96,90,4,2
"S00111271",72,62,3,7
"S00111272",87,65,19,3
"S00111273",92,78,12,2
"S00111274",64,52,10,2
"S00111275",80,68,8,4
"S00111276",96,86,8,2
"S00111277",135,128,5,2
"S00111278",118,113,1,4
"S00111279",88,78,7,3
"S00111280",82,71,7,4
"S00111281",62,57,3,2
"S00111282",70,58,7,5
"S00111283",113,92,13,8
"S00111284",106,92,9,5
"S00111285",60,53,6,1
"S00111286",94,72,16,6
"S00111287",130,116,4,10
"S00111288",103,91,10,2
"S00111289",147,117,28,2
"S00111290",126,93,28,5
"S00111291",162,137,21,4
"S00111292",114,83,25,6
"S00111293",141,123,16,2
"S00111294",137,111,19,7
"S00111295",103,93,5,5
"S00111296",78,75,3,0
"S00111297",55,53,2,0
"S00111298",90,87,3,0
"S00111299",77,68,7,2
"S00111300",84,80,1,3
"S00111301",122,114,7,1
"S00111302",93,86,7,0
"S00111303",58,58,0,0
"S00111304",107,80,8,19
"S00111305",74,72,2,0
"S00111306",55,50,4,1
"S00111307",105,86,15,4
"S00111308",108,92,8,8
"S00111309",172,160,6,6
"S00111310",124,109,12,3
"S00111311",106,93,11,2
"S00111312",113,107,2,4
"S00111313",99,79,11,9
"S00111314",83,69,6,8
"S00111315",64,45,1,18
"S00111316",127,108,3,16
"S00111317",113,100,6,7
"S00111318",68,57,4,7
"S00111319",185,163,8,14
"S00111320",249,217,12,20
"S00111321",203,167,26,10
"S00111322",166,143,14,9
"S00111323",122,103,14,5
"S00111324",153,123,15,15
"S00111325",119,98,10,11
"S00111326",127,115,6,6
"S00111327",185,165,18,2
"S00111328",176,136,13,27
"S00111329",82,76,4,2
"S00111330",177,149,18,10
"S00111331",151,119,12,20
"S00111332",62,53,3,6
"S00111333",93,78,5,10
"S00111334",97,77,7,13
"S00111335",159,135,19,5
"S00111336",89,79,3,7
"S00111337",92,80,8,4
"S00111338",73,70,3,0
"S00111339",107,98,6,3
"S00111340",106,88,13,5
"S00111341",125,103,13,9
"S00111342",69,58,8,3
"S00111343",153,139,10,4
"S00111344",99,90,8,1
"S00111345",53,46,6,1
"S00111346",181,155,20,6
"S00111347",151,133,13,5
"S00111348",62,58,3,1
"S00111349",140,110,14,16
"S00111350",189,168,17,4
"S00111351",90,80,10,0
"S00111352",136,124,9,3
"S00111353",54,45,6,3
"S00111354",84,67,13,4
"S00111355",163,129,12,22
"S00111356",140,118,19,3
"S00111357",77,58,16,3
"S00111358",118,85,33,0
"S00111359",101,86,15,0
"S00111360",67,64,3,0
"S00111361",127,119,5,3
"S00111362",79,72,7,0
"S00111363",106,98,7,1
"S00111364",105,98,4,3
"S00111365",59,51,5,3
"S00111366",89,79,3,7
"S00111367",87,84,3,0
"S00111368",63,56,6,1
"S00111369",107,98,6,3
"S00111370",102,93,8,1
"S00111371",90,83,6,1
"S00111372",74,69,2,3
"S00111373",103,87,7,9
"S00111374",69,63,3,3
"S00111375",121,103,17,1
"S00111376",67,57,7,3
"S00111377",95,88,5,2
"S00111378",98,87,8,3
"S00111379",72,64,6,2
"S00111380",66,65,1,0
"S00111381",148,140,6,2
"S00111382",101,93,5,3
"S00111383",69,60,6,3
"S00111384",96,88,5,3
"S00111385",104,102,2,0
"S00111386",99,90,7,2
