output_area,total,non_catholic_christian,catholic_christian,jewish,muslim,none,other
S00108093,91,29,9,0,0,46,7
S00108094,96,41,7,0,0,46,2
S00108095,60,24,6,0,6,17,7
S00108096,145,78,16,1,0,36,14
S00108097,95,43,2,0,0,46,4
S00108098,92,45,1,0,0,32,14
S00108099,68,24,5,0,2,26,11
S00108100,109,39,7,0,9,47,7
S00108101,117,48,9,0,0,48,12
S00108102,102,32,14,0,0,52,4
S00108103,95,33,4,0,5,47,6
S00108104,126,59,6,0,0,54,7
S00108105,122,52,18,0,1,48,3
S00108106,108,44,13,0,0,43,8
S00108107,96,44,7,0,0,37,8
S00108108,113,72,13,0,0,21,7
S00108109,60,23,1,0,1,30,5
S00108110,117,48,16,0,0,52,1
S00108111,90,42,3,0,0,38,7
S00108112,111,66,8,0,0,31,6
S00108113,83,27,16,0,0,32,8
S00108114,142,52,11,0,4,65,10
S00108115,104,39,15,0,0,41,9
S00108116,165,86,11,0,0,57,11
S00108117,134,38,23,0,0,67,6
S00108118,135,59,10,0,0,55,11
S00108119,66,21,4,0,0,40,1
S00108120,88,32,2,0,0,49,5
S00108121,85,40,5,0,0,30,10
S00108122,127,36,7,0,0,72,12
S00108123,126,69,10,0,1,35,11
S00108124,68,33,4,0,0,27,4
S00108125,62,11,4,0,6,35,6
S00108126,79,18,8,0,0,47,6
S00108127,121,38,5,0,0,65,13
S00108128,105,53,4,0,0,36,12
S00108129,126,65,9,0,0,42,10
S00108130,116,47,8,0,0,56,5
S00108131,105,52,7,0,0,41,5
S00108132,102,41,9,0,0,48,4
S00108133,165,72,7,0,4,75,7
S00108134,67,23,6,0,0,35,3
S00108135,89,30,2,0,0,48,9
S00108136,103,42,6,0,0,49,6
S00108137,63,29,7,0,0,19,8
S00108138,178,89,14,0,0,62,13
S00108139,148,92,8,0,0,37,11
S00108140,96,36,9,0,0,42,9
S00108141,115,35,24,0,0,51,5
S00108142,120,55,13,0,0,36,16
S00108143,190,118,18,0,0,46,8
S00108144,101,59,7,0,0,27,8
S00108145,130,55,6,0,3,58,8
S00108146,152,87,7,0,0,45,13
S00108147,187,88,13,0,0,77,9
S00108148,154,65,19,0,0,62,8
S00108149,264,93,38,0,13,101,19
S00108150,141,65,2,0,6,64,4
S00108151,95,52,10,0,0,24,9
S00108152,108,47,4,0,0,39,18
S00108153,126,43,17,0,1,59,6
S00108154,194,80,20,0,11,72,11
S00108155,163,70,17,0,5,59,12
S00108156,129,61,13,0,0,46,9
S00108157,118,56,9,0,2,43,8
S00108158,100,37,5,0,0,47,11
S00108159,157,73,11,0,0,63,10
S00108160,142,61,14,0,0,60,7
S00108161,94,31,11,0,0,52,0
S00108162,130,64,6,0,0,52,8
S00108163,110,54,3,0,2,46,5
S00108164,169,100,11,0,0,49,9
S00108165,91,45,6,0,0,33,7
S00108166,118,76,8,0,0,25,9
S00108167,133,80,10,0,0,39,4
S00108168,170,101,20,0,0,37,12
S00108169,106,55,11,0,1,27,12
S00108170,147,79,10,0,0,53,5
S00108171,74,33,8,0,1,27,5
S00108172,99,54,1,0,0,38,6
S00108173,93,41,18,0,0,29,5
S00108174,83,48,2,0,0,30,3
S00108175,123,57,15,0,6,37,8
S00108176,81,23,4,0,0,49,5
S00108177,132,61,8,0,0,51,12
S00108178,152,71,10,0,0,52,19
S00108179,127,79,9,0,0,29,10
S00108180,126,67,11,0,1,41,6
S00108181,184,83,7,0,0,82,12
S00108182,127,63,6,0,5,50,3
S00108183,115,58,12,0,0,35,10
S00108184,106,44,6,0,0,54,2
S00108185,136,52,18,0,0,57,9
S00108186,148,92,3,0,1,43,9
S00108187,145,63,9,0,6,55,12
S00108188,142,42,11,0,0,77,12
S00108189,53,22,0,0,1,22,8
S00108190,95,62,2,0,0,17,14
S00108191,116,78,8,0,0,19,11
S00108192,117,46,11,0,0,37,23
S00108193,64,31,8,0,0,23,2
S00108194,199,99,8,0,0,82,10
S00108195,78,26,5,0,0,40,7
S00108196,84,41,10,0,0,25,8
S00108197,132,77,10,0,4,38,3
S00108198,110,45,9,0,0,42,14
S00108199,112,48,9,0,0,47,8
S00108200,55,32,7,0,0,14,2
S00108201,113,42,11,0,0,48,12
S00108202,103,57,16,0,0,17,13
S00108203,123,70,11,0,0,23,19
S00108204,120,42,7,0,4,55,12
S00108205,110,43,10,0,0,46,11
S00108206,145,37,8,0,4,91,5
S00108207,148,56,8,0,0,65,19
S00108208,63,37,8,0,0,16,2
S00108209,56,28,8,0,0,17,3
S00108210,116,61,9,0,0,36,10
S00108211,109,45,13,0,0,47,4
S00108212,102,51,6,0,0,41,4
S00108213,93,47,8,0,0,28,10
S00108214,71,23,4,0,9,26,9
S00108215,68,33,10,0,0,16,9
S00108216,104,48,6,0,0,43,7
S00108217,190,100,21,0,0,58,11
S00108218,91,43,9,0,0,28,11
S00108219,105,59,16,0,0,20,10
S00108220,154,79,6,0,1,55,13
S00108221,175,100,9,0,0,54,12
S00108222,64,28,9,0,0,23,4
S00108223,55,23,4,0,0,21,7
S00108224,91,59,4,1,0,17,10
S00108225,151,91,10,0,7,38,5
S00108226,96,48,13,0,0,25,10
S00108227,112,68,13,0,0,21,10
S00108228,112,63,11,0,0,35,3
S00108229,120,61,5,0,0,50,4
S00108230,157,76,19,0,0,56,6
S00108231,96,43,8,0,0,38,7
S00108232,91,34,6,0,0,43,8
S00108233,154,63,10,0,0,64,17
S00108234,123,37,8,0,0,71,7
S00108235,110,39,16,0,0,44,11
S00108236,108,46,8,0,5,32,17
S00108237,190,92,19,0,0,61,18
S00108238,217,73,14,0,0,119,11
S00108239,143,25,4,0,0,111,3
S00108240,119,32,7,0,0,73,7
S00108241,128,31,4,0,0,89,4
S00108242,136,41,14,0,0,71,10
S00108243,148,74,7,0,5,52,10
S00108244,153,71,13,0,1,62,6
S00108245,188,56,10,0,5,99,18
S00108246,100,40,7,0,0,48,5
S00108247,179,98,18,0,4,40,19
S00108248,124,46,6,0,0,59,13
S00108249,152,78,13,0,0,52,9
S00108250,106,32,14,0,1,48,11
S00108251,175,95,13,0,0,61,6
S00108252,93,35,9,0,0,41,8
S00108253,133,56,16,0,0,54,7
S00108254,177,68,25,0,0,76,8
S00108255,135,52,15,0,10,46,12
S00108256,112,48,9,0,0,47,8
S00108257,178,49,34,0,1,82,12
S00108258,186,79,20,0,0,64,23
S00108259,89,43,8,0,0,30,8
S00108260,122,50,22,0,0,45,5
S00108261,117,48,10,0,0,48,11
S00108262,125,56,18,1,0,46,4
S00108263,113,40,9,0,0,62,2
S00108264,131,53,13,0,1,55,9
S00108265,89,39,5,0,0,42,3
S00108266,113,65,12,0,0,33,3
S00108267,56,23,14,0,0,17,2
S00108268,52,16,4,0,0,27,5
S00108269,102,54,8,0,0,29,11
S00108270,122,61,11,1,0,47,2
S00108271,125,59,7,0,0,46,13
S00108272,137,71,22,0,0,37,7
S00108273,144,66,16,0,0,58,4
S00108274,121,47,15,0,0,42,17
S00108275,139,80,11,0,4,32,12
S00108276,89,49,5,0,0,28,7
S00108277,131,58,6,0,0,61,6
S00108278,141,68,2,0,1,61,9
S00108279,123,67,12,0,0,43,1
S00108280,143,78,13,0,0,46,6
S00108281,134,59,11,0,0,50,14
S00108282,108,46,10,0,0,42,10
S00108283,84,34,9,0,0,34,7
S00108284,141,61,22,0,2,49,7
S00108285,156,78,11,0,0,59,8
S00108286,142,72,17,1,0,45,7
S00108287,149,65,6,0,0,67,11
S00108288,141,62,7,0,0,63,9
S00108289,61,34,3,0,0,23,1
S00108290,86,35,7,0,0,43,1
S00108291,82,23,13,0,0,35,11
S00108292,102,27,11,0,0,60,4
S00108293,108,39,12,0,0,48,9
S00108294,131,59,15,0,0,52,5
S00108295,100,42,5,0,2,43,8
S00108296,118,65,9,0,4,36,4
S00108297,108,61,5,0,0,40,2
S00108298,70,27,6,0,0,34,3
S00108299,95,50,10,0,0,26,9
S00108300,192,56,11,0,0,100,25
S00108301,127,51,13,0,5,52,6
S00108302,86,33,6,0,0,37,10
S00108303,87,27,9,0,0,45,6
S00108304,132,58,19,0,9,38,8
S00108305,198,91,18,0,0,83,6
S00108306,101,45,10,0,0,44,2
S00108307,131,60,20,0,0,36,15
S00108308,102,57,8,0,0,31,6
S00108309,130,76,6,0,0,39,9
S00108310,88,57,4,0,0,25,2
S00108311,91,54,7,0,0,24,6
S00108312,106,45,16,0,0,36,9
S00108313,119,49,5,1,1,55,8
S00108314,148,65,9,0,0,72,2
S00108315,176,79,18,1,0,67,11
S00108316,99,40,2,0,0,57,0
S00108317,112,39,8,0,2,45,18
S00108318,131,78,9,0,0,36,8
S00108319,137,60,5,0,0,61,11
S00108320,115,37,9,0,8,55,6
S00108321,103,44,6,0,0,41,12
S00108322,124,64,16,0,0,36,8
S00108323,155,40,15,0,0,84,16
S00108324,145,61,14,0,2,63,5
S00108325,77,28,11,0,0,37,1
S00108326,186,56,30,0,0,86,14
S00108327,114,32,16,1,3,52,10
S00108328,78,35,10,0,0,21,12
S00108329,123,31,23,0,0,63,6
S00108330,136,31,11,0,0,81,13
S00108331,147,54,19,0,11,58,5
S00108332,140,53,20,0,0,59,8
S00108333,161,43,15,0,0,93,10
S00108334,69,25,5,0,0,31,8
S00108335,117,57,18,0,0,28,14
S00108336,132,43,11,0,0,68,10
S00108337,89,45,19,0,0,21,4
S00108338,172,81,22,0,1,55,13
S00108339,218,67,44,0,0,96,11
S00108340,103,44,23,0,0,29,7
S00108341,102,38,20,0,5,28,11
S00108342,129,45,16,0,0,63,5
S00108343,144,78,22,0,0,34,10
S00108344,62,27,7,0,0,20,8
S00108345,83,35,14,0,0,28,6
S00108346,165,62,31,0,0,67,5
S00108347,149,67,18,0,0,56,8
S00108348,167,51,23,0,3,65,25
S00108349,147,74,18,0,0,37,18
S00108350,118,51,16,0,0,47,4
S00108351,108,39,13,0,1,42,13
S00108352,113,46,17,0,1,44,5
S00108353,67,29,12,0,0,19,7
S00108354,104,61,11,0,0,32,0
S00108355,58,18,8,0,0,20,12
S00108356,70,34,13,0,0,16,7
S00108357,111,50,15,0,0,43,3
S00108358,103,52,18,0,0,29,4
S00108359,162,67,21,0,0,59,15
S00108360,147,51,33,0,0,59,4
S00108361,121,31,29,0,0,51,10
S00108362,119,62,10,0,0,43,4
S00108363,172,46,55,0,0,62,9
S00108364,144,51,37,0,0,54,2
S00108365,161,35,42,0,2,70,12
S00108366,173,38,39,0,0,93,3
S00108367,158,45,51,0,0,51,11
S00108368,99,47,26,0,0,25,1
S00108369,130,50,28,0,0,36,16
S00108370,103,55,17,0,0,29,2
S00108371,142,60,33,0,0,43,6
S00108372,93,33,10,0,4,42,4
S00108373,129,56,19,0,0,51,3
S00108374,61,27,6,0,0,24,4
S00108375,102,47,11,0,0,32,12
S00108376,63,26,15,0,0,22,0
S00108377,148,51,24,0,0,56,17
S00108378,155,93,16,0,0,35,11
S00108379,174,90,36,0,0,44,4
S00108380,135,71,14,0,1,47,2
S00108381,128,60,16,0,0,35,17
S00108382,127,48,18,0,0,44,17
S00108383,119,67,17,0,0,27,8
S00108384,105,44,13,0,0,30,18
S00108385,131,58,29,0,0,36,8
S00108386,110,54,12,0,0,29,15
S00108387,104,28,17,0,0,51,8
S00108388,191,61,42,0,5,68,15
S00108389,108,32,17,0,3,54,2
S00108390,77,30,22,0,0,14,11
S00108391,120,34,28,0,3,46,9
S00108392,106,47,26,0,0,25,8
S00108393,104,34,16,0,0,48,6
S00108394,89,28,19,0,0,37,5
S00108395,99,42,23,0,5,24,5
S00108396,165,50,34,0,0,60,21
S00108397,122,46,24,0,0,47,5
S00108398,172,69,49,0,0,49,5
S00108399,135,46,30,0,0,51,8
S00108400,140,55,19,0,0,63,3
S00108401,140,59,22,0,0,52,7
S00108402,118,57,28,0,0,29,4
S00108403,126,37,37,0,0,41,11
S00108404,106,41,10,0,6,38,11
S00108405,68,40,12,0,0,5,11
S00108406,134,56,34,0,0,44,0
S00108407,81,39,26,0,0,14,2
S00108408,81,40,24,0,0,12,5
S00108409,162,57,42,0,6,50,7
S00108410,145,50,38,0,0,47,10
S00108411,98,44,13,0,0,32,9
S00108412,200,76,52,0,7,46,19
S00108413,198,70,63,0,0,60,5
S00108414,156,49,41,0,5,53,8
S00108415,98,27,20,0,0,47,4
S00108416,152,46,24,0,0,70,12
S00108417,87,26,17,0,0,37,7
S00108418,86,20,35,0,0,28,3
S00108419,109,40,20,0,4,43,2
S00108420,150,40,47,0,0,48,15
S00108421,122,38,44,0,0,39,1
S00108422,70,25,26,0,0,17,2
S00108423,50,12,13,0,0,23,2
S00108424,50,11,14,0,0,23,2
S00108425,94,27,29,0,9,28,1
S00108426,99,29,28,0,0,36,6
S00108427,61,12,11,0,4,27,7
S00108428,69,21,20,0,0,23,5
S00108429,174,46,62,0,5,48,13
S00108430,117,45,19,0,0,43,10
S00108431,160,57,54,0,4,31,14
S00108432,130,42,26,0,3,47,12
S00108433,116,56,23,0,0,33,4
S00108434,112,43,24,0,0,37,8
S00108435,120,51,27,0,0,29,13
S00108436,151,46,28,0,0,53,24
S00108437,108,46,26,0,0,23,13
S00108438,150,57,35,0,0,51,7
S00108439,65,27,18,0,0,16,4
S00108440,82,40,10,0,0,24,8
S00108441,116,59,24,0,0,29,4
S00108442,144,66,27,0,0,44,7
S00108443,132,73,25,0,0,29,5
S00108444,86,35,19,0,0,26,6
S00108445,70,20,11,0,0,29,10
S00108446,102,37,29,0,0,32,4
S00108447,158,44,34,0,0,66,14
S00108448,175,51,19,0,2,93,10
S00108449,188,92,25,0,0,51,20
S00108450,157,66,32,0,0,53,6
S00108451,170,65,33,0,3,63,6
S00108452,100,36,21,0,5,24,14
S00108453,113,43,27,0,0,43,0
S00108454,116,43,7,0,0,60,6
S00108455,116,42,19,0,0,49,6
S00108456,107,38,16,0,0,37,16
S00108457,169,67,45,0,0,43,14
S00108458,159,60,49,0,3,44,3
S00108459,119,27,33,0,1,53,5
S00108460,160,55,36,0,0,51,18
S00108461,139,55,22,0,3,49,10
S00108462,130,75,12,0,0,32,11
S00108463,157,88,5,0,1,51,12
S00108464,157,94,9,0,4,43,7
S00108465,106,28,9,0,0,58,11
S00108466,186,86,8,0,1,73,18
S00108467,96,43,6,0,4,34,9
S00108468,131,67,13,0,0,41,10
S00108469,165,85,12,0,0,49,19
S00108470,132,51,6,0,1,67,7
S00108471,112,60,14,0,0,26,12
S00108472,152,31,15,0,8,85,13
S00108473,79,19,12,0,0,44,4
S00108474,118,29,15,0,0,66,8
S00108475,97,31,11,0,0,48,7
S00108476,156,49,29,0,0,71,7
S00108477,81,47,5,0,0,27,2
S00108478,50,32,2,0,1,15,0
S00108479,89,49,9,0,0,26,5
S00108480,84,56,7,0,0,14,7
S00108481,121,54,10,0,0,51,6
S00108482,120,52,9,0,0,51,8
S00108483,104,50,15,0,0,34,5
S00108484,94,23,6,0,0,58,7
S00108485,72,29,14,0,0,26,3
S00108486,120,35,23,0,0,51,11
S00108487,97,26,18,0,0,40,13
S00108488,117,37,16,0,1,44,19
S00108489,86,34,11,0,0,36,5
S00108490,169,77,14,0,0,71,7
S00108491,148,76,15,0,0,47,10
S00108492,86,41,13,0,0,29,3
S00108493,138,49,16,0,1,63,9
S00108494,115,45,9,0,0,52,9
S00108495,70,18,5,0,0,44,3
S00108496,107,34,6,0,0,64,3
S00108497,140,54,12,0,1,64,9
S00108498,87,47,8,0,0,28,4
S00108499,155,74,22,0,0,49,10
S00108500,90,38,10,3,0,35,4
S00108501,174,46,26,0,0,92,10
S00108502,177,77,14,0,0,76,10
S00108503,147,81,6,0,0,54,6
S00108504,114,46,11,0,0,30,27
S00108505,61,21,6,0,0,29,5
S00108506,111,46,8,0,0,55,2
S00108507,57,23,3,0,1,24,6
S00108508,80,28,6,0,0,37,9
S00108509,128,43,15,0,0,60,10
S00108510,91,42,1,0,0,38,10
S00108511,76,40,5,0,0,28,3
S00108512,84,25,8,0,0,48,3
S00108513,92,37,14,0,0,35,6
S00108514,118,53,23,0,2,33,7
S00108515,59,22,10,0,0,25,2
S00108516,141,46,23,1,0,68,3
S00108517,117,42,23,0,0,43,9
S00108518,139,77,7,0,1,47,7
S00108519,108,64,4,0,0,35,5
S00108520,104,62,5,0,0,34,3
S00108521,138,84,11,0,0,40,3
S00108522,132,60,15,0,0,48,9
S00108523,125,84,6,1,0,26,8
S00108524,96,51,12,0,0,30,3
S00108525,130,58,14,1,0,50,7
S00108526,120,67,3,0,0,47,3
S00108527,113,55,11,0,0,38,9
S00108528,74,33,10,0,0,24,7
S00108529,89,51,6,0,0,17,15
S00108530,61,37,10,0,0,8,6
S00108531,111,45,9,0,0,51,6
S00108532,100,42,9,0,0,41,8
S00108533,87,25,10,0,1,43,8
S00108534,149,79,16,0,0,43,11
S00108535,180,78,14,0,0,84,4
S00108536,165,62,12,0,0,80,11
S00108537,164,52,14,1,5,86,6
S00108538,187,63,23,0,0,99,2
S00108539,156,56,16,0,0,80,4
S00108540,102,35,11,0,1,49,6
S00108541,125,43,14,0,0,61,7
S00108542,98,35,5,0,0,54,4
S00108543,105,30,11,0,0,51,13
S00108544,92,38,9,0,3,35,7
S00108545,115,44,21,0,0,45,5
S00108546,133,54,10,0,0,54,15
S00108547,99,45,11,0,0,38,5
S00108548,99,41,19,0,0,32,7
S00108549,106,38,10,0,3,39,16
S00108550,77,37,7,0,0,30,3
S00108551,146,48,17,0,0,77,4
S00108552,75,33,9,0,0,30,3
S00108553,123,51,13,0,0,41,18
S00108554,161,49,34,0,2,56,20
S00108555,106,72,4,0,0,19,11
S00108556,68,40,12,0,0,15,1
S00108557,149,73,20,0,0,33,23
S00108558,78,16,6,0,0,56,0
S00108559,147,45,19,0,0,77,6
S00108560,136,43,25,0,0,48,20
S00108561,69,27,14,0,0,25,3
S00108562,97,50,11,0,4,28,4
S00108563,83,47,3,0,0,31,2
S00108564,156,64,2,0,0,75,15
S00108565,128,73,12,0,0,38,5
S00108566,141,80,13,0,0,37,11
S00108567,108,69,10,0,0,25,4
S00108568,113,63,0,0,0,41,9
S00108569,116,66,6,0,0,36,8
S00108570,110,52,1,0,0,42,15
S00108571,102,50,17,0,0,33,2
S00108572,146,64,33,0,0,39,10
S00108573,122,29,43,0,0,41,9
S00108574,142,44,42,0,0,54,2
S00108575,58,19,15,0,0,22,2
S00108576,102,38,36,0,0,26,2
S00108577,134,30,28,0,0,22,54
S00108578,79,39,20,0,0,18,2
S00108579,105,39,19,0,5,40,2
S00108580,150,53,23,0,1,65,8
S00108581,98,48,26,0,0,20,4
S00108582,101,52,11,0,2,29,7
S00108583,80,42,8,0,0,19,11
S00108584,54,23,8,0,0,23,0
S00108585,96,42,17,0,0,28,9
S00108586,64,23,5,0,0,32,4
S00108587,90,54,2,0,0,22,12
S00108588,72,28,10,0,0,28,6
S00108589,89,26,9,0,2,44,8
S00108590,149,52,9,0,0,77,11
S00108591,92,28,4,0,0,49,11
S00108592,91,31,12,0,0,44,4
S00108593,112,26,3,0,10,73,0
S00108594,52,17,11,0,1,15,8
S00108595,178,75,11,0,1,71,20
S00108596,104,48,7,0,1,36,12
S00108597,253,105,25,0,3,97,23
S00108598,81,37,7,0,0,31,6
S00108599,72,31,4,0,0,35,2
S00108600,107,60,12,0,1,30,4
S00108601,96,40,7,0,0,33,16
S00108602,122,49,11,0,0,50,12
S00108603,187,57,21,0,7,89,13
S00108604,146,50,14,0,12,56,14
S00108605,108,34,11,0,0,56,7
S00108606,169,80,6,0,2,63,18
S00108607,196,63,21,0,4,89,19
S00108608,97,34,22,0,7,26,8
S00108609,67,24,12,0,0,24,7
S00108610,135,47,16,0,0,55,17
S00108611,144,56,25,0,0,57,6
S00108612,62,38,1,0,0,23,0
S00108613,60,22,20,0,1,15,2
S00108614,237,66,25,0,12,42,92
S00108615,127,59,21,0,0,44,3
S00108616,139,35,34,0,4,56,10
S00108617,126,39,15,0,4,50,18
S00108618,196,81,36,0,14,47,18
S00108619,122,30,20,0,13,56,3
S00108620,69,22,7,0,1,28,11
S00108621,60,15,13,0,0,28,4
S00108622,112,40,17,0,0,41,14
S00108623,81,16,12,0,12,34,7
S00108624,68,24,6,0,2,32,4
S00108625,141,60,10,0,0,60,11
S00108626,81,39,6,0,4,29,3
S00108627,117,60,11,0,0,35,11
S00108628,121,62,14,0,0,34,11
S00108629,103,46,3,0,0,45,9
S00108630,59,21,2,0,0,30,6
S00108631,125,60,8,0,0,43,14
S00108632,60,21,9,0,0,29,1
S00108633,61,12,1,0,0,41,7
S00108634,113,18,0,0,4,28,63
S00108635,55,23,3,0,0,26,3
S00108636,196,64,13,0,0,108,11
S00108637,190,84,10,0,1,85,10
S00108638,110,34,10,0,0,61,5
S00108639,55,41,4,0,0,9,1
S00108640,70,42,6,0,0,19,3
S00108641,119,62,7,0,0,43,7
S00108642,66,19,3,0,0,44,0
S00108643,74,46,7,0,0,21,0
S00108644,174,80,24,0,4,59,7
S00108645,191,58,15,0,0,103,15
S00108646,206,67,37,0,1,89,12
S00108647,94,48,13,0,0,27,6
S00108648,62,38,8,0,0,15,1
S00108649,100,43,10,0,0,38,9
S00108650,97,47,4,0,0,34,12
S00108651,202,83,21,0,0,87,11
S00108652,75,44,2,0,0,24,5
S00108653,57,28,3,0,5,16,5
S00108654,105,43,1,0,0,54,7
S00108655,129,37,3,0,25,47,17
S00108656,170,33,17,0,0,103,17
S00108657,117,77,6,0,3,28,3
S00108658,147,55,16,0,0,63,13
S00108659,88,40,5,0,0,36,7
S00108660,115,63,11,0,0,34,7
S00108661,85,41,12,0,0,27,5
S00108662,200,85,8,0,0,95,12
S00108663,105,51,10,0,4,30,10
S00108664,131,49,4,0,0,72,6
S00108665,122,51,12,0,0,48,11
S00108666,72,42,2,0,0,25,3
S00108667,111,53,13,0,0,34,11
S00108668,79,48,9,0,1,20,1
S00108669,87,54,7,0,0,25,1
S00108670,146,53,23,0,0,65,5
S00108671,107,60,9,0,0,33,5
S00108672,99,25,30,0,4,40,0
S00108673,89,36,14,1,0,30,8
S00108674,208,77,49,0,5,60,17
S00108675,84,46,13,0,0,15,10
S00108676,92,34,22,0,0,35,1
S00108677,122,39,3,0,0,72,8
S00108678,63,31,12,0,0,14,6
S00108679,87,35,11,0,0,37,4
S00108680,80,29,6,0,2,37,6
S00108681,163,79,20,0,0,56,8
S00108682,114,38,9,0,1,61,5
S00108683,122,50,15,0,0,49,8
S00108684,65,28,9,0,0,27,1
S00108685,71,37,8,0,5,13,8
S00108686,118,47,14,0,1,39,17
S00108687,102,29,16,0,0,56,1
S00108688,153,86,22,0,0,34,11
S00108689,195,75,51,0,0,55,14
S00108690,103,78,17,0,0,4,4
S00108691,59,39,6,0,0,9,5
S00108692,53,33,7,0,0,8,5
S00108693,57,29,10,0,0,12,6
S00108694,54,36,4,0,0,10,4
S00108695,99,57,15,0,0,12,15
S00108696,68,31,7,0,0,26,4
S00108697,130,46,15,0,0,57,12
S00108698,95,21,30,0,2,41,1
S00108699,69,21,8,0,0,38,2
S00108700,67,21,4,0,0,39,3
S00108701,99,46,7,0,0,39,7
S00108702,69,32,3,0,0,24,10
S00108703,84,16,8,0,0,54,6
S00108704,107,29,11,0,6,50,11
S00108705,133,44,13,0,1,55,20
S00108706,81,18,18,0,6,37,2
S00108707,175,59,39,0,10,58,9
S00108708,88,37,27,0,0,22,2
S00108709,85,47,9,0,0,20,9
S00108710,123,39,48,0,1,34,1
S00108711,135,49,38,0,0,41,7
S00108712,85,29,22,0,0,26,8
S00108713,88,16,13,0,0,49,10
S00108714,64,25,12,0,0,21,6
S00108715,84,11,45,0,4,19,5
S00108716,79,11,51,0,0,11,6
S00108717,138,55,9,0,2,58,14
S00108718,83,46,3,0,0,28,6
S00108719,106,38,10,0,0,46,12
S00108720,66,38,1,1,0,21,5
S00108721,132,71,8,0,0,47,6
S00108722,71,28,5,0,0,35,3
S00108723,145,68,11,0,0,54,12
S00108724,71,34,8,0,0,20,9
S00108725,164,57,17,0,3,77,10
S00108726,282,85,51,0,0,131,15
S00108727,182,81,34,0,5,58,4
S00108728,106,37,4,0,0,44,21
S00108729,166,76,25,0,0,59,6
S00108730,238,58,73,0,0,103,4
S00108731,193,46,40,0,4,98,5
S00108732,210,60,26,0,1,106,17
S00108733,210,88,43,0,0,71,8
S00108734,193,47,45,0,0,85,16
S00108735,169,63,17,0,0,46,43
S00108736,67,25,14,0,0,24,4
S00108737,167,59,34,0,0,63,11
S00108738,152,62,30,0,0,57,3
S00108739,93,29,19,0,12,30,3
S00108740,170,63,30,0,4,65,8
S00108741,211,73,40,0,0,79,19
S00108742,206,45,33,0,9,97,22
S00108743,174,70,40,0,0,54,10
S00108744,87,41,23,0,0,17,6
S00108745,112,59,13,0,0,37,3
S00108746,119,65,3,0,0,35,16
S00108747,210,111,14,0,0,69,16
S00108748,193,88,22,0,0,75,8
S00108749,121,54,16,0,0,39,12
S00108750,179,95,16,0,0,59,9
S00108751,84,28,7,0,0,47,2
S00108752,87,35,5,0,0,42,5
S00108753,108,42,24,0,0,41,1
S00108754,74,41,3,0,0,29,1
S00108755,117,55,11,0,0,41,10
S00108756,187,77,22,0,7,65,16
S00108757,76,25,9,0,0,41,1
S00108758,59,23,0,0,0,33,3
S00108759,157,54,14,0,6,73,10
S00108760,142,61,10,0,0,61,10
S00108761,92,31,13,0,0,43,5
S00108762,162,76,11,0,0,65,10
S00108763,127,58,11,0,0,52,6
S00108764,136,46,12,0,0,75,3
S00108765,58,29,1,0,0,26,2
S00108766,104,49,13,0,0,31,11
S00108767,82,19,7,0,0,51,5
S00108768,100,29,7,0,16,41,7
S00108769,60,25,13,0,0,18,4
S00108770,55,32,9,0,0,14,0
S00108771,53,31,7,0,0,9,6
S00108772,77,18,15,0,2,34,8
S00108773,59,20,10,0,0,28,1
S00108774,114,27,23,0,1,61,2
S00108775,54,19,6,0,0,23,6
S00108776,182,52,27,0,0,85,18
S00108777,61,21,9,0,5,21,5
S00108778,146,59,18,0,0,56,13
S00108779,133,44,23,0,0,56,10
S00108780,84,18,24,0,5,34,3
S00108781,117,32,14,0,0,63,8
S00108782,54,5,5,0,2,33,9
S00108783,121,29,16,0,0,67,9
S00108784,120,45,8,0,0,52,15
S00108785,163,53,26,0,0,74,10
S00108786,82,21,14,0,1,39,7
S00108787,91,26,13,0,0,40,12
S00108788,94,28,11,0,0,47,8
S00108789,137,61,21,0,0,45,10
S00108790,64,26,12,0,0,26,0
S00108791,85,41,4,0,0,31,9
S00108792,54,23,9,0,0,18,4
S00108793,110,56,13,0,3,33,5
S00108794,149,74,18,0,0,50,7
S00108795,204,80,23,0,0,79,22
S00108796,115,41,23,0,0,45,6
S00108797,121,34,26,0,0,50,11
S00108798,107,40,16,0,1,46,4
S00108799,139,28,38,0,4,65,4
S00108800,150,52,30,0,1,58,9
S00108801,119,52,25,0,2,36,4
S00108802,165,61,38,0,5,49,12
S00108803,136,45,24,0,4,50,13
S00108804,107,38,24,0,1,39,5
S00108805,84,21,16,0,0,43,4
S00108806,208,93,37,0,7,56,15
S00108807,162,51,30,0,0,72,9
S00108808,125,33,22,0,2,59,9
S00108809,58,15,11,0,1,26,5
S00108810,52,27,1,0,0,23,1
S00108811,108,47,14,0,0,42,5
S00108812,78,34,10,0,0,30,4
S00108813,52,13,9,0,0,27,3
S00108814,127,49,22,0,0,43,13
S00108815,64,25,10,0,0,28,1
S00108816,108,32,8,0,0,59,9
S00108817,104,28,26,0,0,42,8
S00108818,120,53,19,0,3,40,5
S00108819,70,32,6,0,0,23,9
S00108820,80,38,12,0,0,25,5
S00108821,76,23,12,0,0,38,3
S00108822,107,37,15,0,1,51,3
S00108823,108,37,19,0,0,43,9
S00108824,74,28,1,0,0,37,8
S00108825,111,38,15,0,0,57,1
S00108826,76,21,7,0,0,41,7
S00108827,123,52,8,0,0,53,10
