output_area,total,house,flat,caravan,shared
60QS000166,110,0,110,0,0
60QS000167,101,0,101,0,0
60QS000168,127,10,117,0,0
60QS000169,84,0,84,0,0
60QS000170,61,0,61,0,0
60QS000171,106,0,90,0,16
60QS000172,162,4,158,0,0
60QS000173,111,80,26,0,5
60QS000174,65,29,36,0,0
60QS000175,58,12,46,0,0
60QS000176,68,39,29,0,0
60QS000177,134,15,119,0,0
60QS000178,134,1,133,0,0
60QS000179,128,0,128,0,0
60QS000180,56,0,56,0,0
60QS000181,100,3,97,0,0
60QS000182,60,1,59,0,0
60QS000183,129,4,125,0,0
60QS000184,101,0,101,0,0
60QS000185,64,0,64,0,0
60QS000186,90,8,82,0,0
60QS000187,99,7,92,0,0
60QS000188,128,9,119,0,0
60QS000189,120,4,116,0,0
60QS000190,77,0,77,0,0
60QS000191,94,0,94,0,0
60QS000192,84,0,84,0,0
60QS000193,56,0,56,0,0
60QS000194,117,0,117,0,0
60QS000195,76,0,76,0,0
60QS000196,72,3,69,0,0
60QS000197,104,4,100,0,0
60QS000198,106,7,99,0,0
60QS000199,131,3,128,0,0
60QS000200,94,0,94,0,0
60QS000201,138,2,136,0,0
60QS000202,78,0,78,0,0
60QS000203,78,3,75,0,0
60QS000204,98,10,88,0,0
60QS000205,65,0,65,0,0
60QS000206,73,0,73,0,0
60QS000207,81,0,79,2,0
60QS000208,93,0,93,0,0
60QS000209,93,1,92,0,0
60QS000210,104,0,104,0,0
60QS000211,83,0,82,1,0
60QS000212,75,0,75,0,0
60QS000213,105,3,102,0,0
60QS000214,67,0,67,0,0
60QS000215,118,2,116,0,0
60QS000216,114,0,112,0,2
60QS000217,88,2,86,0,0
60QS000218,83,5,78,0,0
60QS000219,68,0,68,0,0
60QS000220,103,1,102,0,0
60QS000221,85,0,85,0,0
60QS000222,77,5,72,0,0
60QS000223,59,0,59,0,0
60QS000224,136,0,136,0,0
60QS000225,125,2,121,2,0
60QS000226,52,14,38,0,0
60QS000227,119,54,64,1,0
60QS000228,56,5,51,0,0
60QS000229,84,0,84,0,0
60QS000230,81,2,79,0,0
60QS000231,119,5,114,0,0
60QS000232,116,54,62,0,0
60QS000233,92,5,87,0,0
60QS000234,52,2,50,0,0
60QS000235,140,5,135,0,0
60QS000236,109,19,90,0,0
60QS000237,113,0,113,0,0
60QS000238,96,0,96,0,0
60QS000239,94,1,93,0,0
60QS000240,85,4,81,0,0
60QS000241,91,3,88,0,0
60QS000242,85,2,83,0,0
60QS000243,53,1,52,0,0
60QS000244,82,1,81,0,0
60QS000245,76,1,75,0,0
60QS000246,64,2,62,0,0
60QS000247,92,0,92,0,0
60QS000248,83,2,81,0,0
60QS000249,62,0,62,0,0
60QS000250,69,0,69,0,0
60QS000251,61,0,61,0,0
60QS000252,85,0,85,0,0
60QS000253,71,4,67,0,0
60QS000254,91,2,89,0,0
60QS000255,94,0,94,0,0
60QS000256,94,0,94,0,0
60QS000257,155,6,149,0,0
60QS000258,140,8,132,0,0
60QS000259,64,1,63,0,0
60QS000260,90,0,90,0,0
60QS000261,161,96,65,0,0
60QS000262,116,3,113,0,0
60QS000263,63,6,57,0,0
60QS000264,83,0,83,0,0
60QS000265,77,1,76,0,0
60QS000266,107,5,102,0,0
60QS000267,70,0,70,0,0
60QS000268,104,2,102,0,0
60QS000269,65,0,65,0,0
60QS000270,85,0,85,0,0
60QS000271,74,1,73,0,0
60QS000272,80,1,79,0,0
60QS000273,78,57,21,0,0
60QS000274,104,2,102,0,0
60QS000275,168,104,64,0,0
60QS000276,108,10,98,0,0
60QS000277,71,25,46,0,0
60QS000278,157,138,19,0,0
60QS000279,131,81,50,0,0
60QS000280,152,132,20,0,0
60QS000281,108,0,108,0,0
60QS000282,113,2,111,0,0
60QS000283,82,2,80,0,0
60QS000284,171,154,13,0,4
60QS000285,60,0,60,0,0
60QS000286,59,1,58,0,0
60QS000287,84,35,49,0,0
60QS000288,149,90,59,0,0
60QS000289,102,72,30,0,0
60QS000290,126,3,123,0,0
60QS000291,102,22,80,0,0
60QS000292,132,3,129,0,0
60QS000293,107,57,50,0,0
60QS000294,183,183,0,0,0
60QS000295,169,169,0,0,0
60QS000296,114,60,54,0,0
60QS000297,126,67,59,0,0
60QS000298,123,23,100,0,0
60QS000299,70,5,65,0,0
60QS000300,137,8,129,0,0
60QS000301,51,0,51,0,0
60QS000302,135,0,135,0,0
60QS000303,151,2,149,0,0
60QS000304,163,32,119,0,12
60QS000305,126,10,112,0,4
60QS000306,92,26,66,0,0
60QS000307,119,52,60,0,7
60QS000308,135,20,115,0,0
60QS000309,64,8,56,0,0
60QS000310,78,32,46,0,0
60QS000311,116,4,112,0,0
60QS000312,86,7,79,0,0
60QS000313,93,4,89,0,0
60QS000314,151,3,148,0,0
60QS000315,123,7,113,0,3
60QS000316,125,43,80,0,2
60QS000317,135,0,135,0,0
60QS000318,154,0,154,0,0
60QS000319,114,2,104,0,8
60QS000320,131,2,127,0,2
60QS000321,101,0,89,0,12
60QS000322,112,6,102,0,4
60QS000323,100,0,90,0,10
60QS000324,124,7,110,0,7
60QS000325,88,3,81,0,4
60QS000326,100,0,100,0,0
60QS000327,73,1,67,0,5
60QS000328,121,0,114,0,7
60QS000329,79,2,77,0,0
60QS000330,149,0,149,0,0
60QS000331,109,0,109,0,0
60QS000332,102,0,102,0,0
60QS000333,143,0,143,0,0
60QS000334,114,1,113,0,0
60QS000335,170,4,166,0,0
60QS000336,110,0,110,0,0
60QS000337,92,7,85,0,0
60QS000338,59,0,59,0,0
60QS000339,114,23,91,0,0
60QS000340,90,14,76,0,0
60QS000341,82,2,74,0,6
60QS000342,95,28,63,0,4
60QS000343,111,55,50,0,6
60QS000344,129,2,127,0,0
60QS000345,134,0,134,0,0
60QS000346,146,0,146,0,0
60QS000347,123,31,92,0,0
60QS000348,143,3,140,0,0
60QS000349,106,5,101,0,0
60QS000350,119,6,111,0,2
60QS000351,58,0,58,0,0
60QS000352,104,0,104,0,0
60QS000353,140,11,126,0,3
60QS000354,106,0,106,0,0
60QS000355,79,18,61,0,0
60QS000356,54,10,44,0,0
60QS000357,89,1,81,0,7
60QS000358,111,2,109,0,0
60QS000359,55,0,55,0,0
60QS000360,67,9,58,0,0
60QS000361,71,12,56,0,3
60QS000362,117,7,110,0,0
60QS000363,115,0,115,0,0
60QS000364,107,2,105,0,0
60QS000365,114,15,99,0,0
60QS000366,86,27,59,0,0
60QS000367,118,13,105,0,0
60QS000368,76,13,63,0,0
60QS000369,100,24,66,0,10
60QS000370,84,18,45,0,21
60QS000371,110,34,76,0,0
60QS000372,101,3,98,0,0
60QS000373,83,11,72,0,0
60QS000374,51,0,51,0,0
60QS000375,82,20,61,0,1
60QS000376,117,1,116,0,0
60QS000377,100,1,99,0,0
60QS000378,135,91,44,0,0
60QS000379,94,4,90,0,0
60QS000380,104,16,88,0,0
60QS000381,83,32,51,0,0
60QS000382,176,1,175,0,0
60QS000383,146,2,144,0,0
60QS000384,130,7,123,0,0
60QS000385,140,3,137,0,0
60QS000386,118,0,118,0,0
60QS000387,156,10,146,0,0
60QS000388,113,2,111,0,0
60QS000389,72,0,72,0,0
60QS000390,86,0,86,0,0
60QS000391,120,5,115,0,0
60QS000392,79,0,79,0,0
60QS000393,114,0,114,0,0
60QS000394,110,2,108,0,0
60QS000395,78,0,78,0,0
60QS000396,63,0,63,0,0
60QS000397,79,0,79,0,0
60QS000398,72,0,72,0,0
60QS000399,53,0,53,0,0
60QS000400,53,0,53,0,0
60QS000401,131,2,129,0,0
60QS000402,84,0,84,0,0
60QS000403,79,0,77,2,0
60QS000404,126,91,35,0,0
60QS000405,113,113,0,0,0
60QS000406,100,71,29,0,0
60QS000407,140,70,70,0,0
60QS000408,93,2,91,0,0
60QS000409,116,6,110,0,0
60QS000410,59,2,57,0,0
60QS000411,120,30,90,0,0
60QS000412,56,6,50,0,0
60QS000413,109,0,109,0,0
60QS000414,135,132,3,0,0
60QS000415,91,0,91,0,0
60QS000416,131,34,97,0,0
60QS000417,102,2,100,0,0
60QS000418,123,121,2,0,0
60QS000419,137,127,10,0,0
60QS000420,166,160,6,0,0
60QS000421,143,113,30,0,0
60QS000422,88,20,68,0,0
60QS000423,99,55,44,0,0
60QS000424,126,118,8,0,0
60QS000425,139,139,0,0,0
60QS000426,110,109,1,0,0
60QS000427,105,104,1,0,0
60QS000428,111,12,99,0,0
60QS000429,108,0,108,0,0
60QS000430,108,20,88,0,0
60QS000431,91,32,59,0,0
60QS000432,126,126,0,0,0
60QS000433,153,80,73,0,0
60QS000434,80,7,73,0,0
60QS000435,159,41,118,0,0
60QS000436,75,9,66,0,0
60QS000437,128,59,69,0,0
60QS000438,109,42,67,0,0
60QS000439,96,6,90,0,0
60QS000440,73,17,56,0,0
60QS000441,147,30,117,0,0
60QS000442,116,11,105,0,0
60QS000443,67,8,59,0,0
60QS000444,90,3,87,0,0
60QS000445,170,93,77,0,0
60QS000446,71,0,71,0,0
60QS000447,46,11,35,0,0
60QS000448,59,8,51,0,0
60QS000449,108,10,98,0,0
60QS000450,36,1,35,0,0
60QS000451,149,38,111,0,0
60QS000452,97,0,97,0,0
60QS000453,80,13,67,0,0
60QS000454,66,0,65,0,1
60QS000455,30,3,27,0,0
60QS000456,125,84,41,0,0
60QS000457,85,52,33,0,0
60QS000458,115,22,93,0,0
60QS000459,116,83,33,0,0
60QS000460,115,1,114,0,0
60QS000461,104,0,104,0,0
60QS000462,151,144,7,0,0
60QS000463,110,110,0,0,0
60QS000464,130,128,2,0,0
60QS000465,146,144,2,0,0
60QS000466,105,90,15,0,0
60QS000467,110,110,0,0,0
60QS000468,58,57,1,0,0
60QS000469,103,103,0,0,0
60QS000470,127,127,0,0,0
60QS000471,101,101,0,0,0
60QS000472,125,124,1,0,0
60QS000473,111,108,3,0,0
60QS000474,171,171,0,0,0
60QS000475,90,58,32,0,0
60QS000476,145,144,1,0,0
60QS000477,167,162,5,0,0
60QS000478,130,125,5,0,0
60QS000479,146,144,2,0,0
60QS000480,217,217,0,0,0
60QS000481,100,11,89,0,0
60QS000482,107,72,35,0,0
60QS000483,90,45,45,0,0
60QS000484,84,26,58,0,0
60QS000485,92,60,32,0,0
60QS000486,78,40,38,0,0
60QS000487,78,2,76,0,0
60QS000488,142,1,141,0,0
60QS000489,106,44,62,0,0
60QS000490,61,2,59,0,0
60QS000491,87,52,35,0,0
60QS000492,223,27,196,0,0
60QS000493,118,57,61,0,0
60QS000494,94,22,72,0,0
60QS000495,85,1,84,0,0
60QS000496,132,0,132,0,0
60QS000497,98,51,47,0,0
60QS000498,131,128,3,0,0
60QS000499,51,26,25,0,0
60QS000500,122,35,87,0,0
60QS000501,69,12,57,0,0
60QS000502,119,53,66,0,0
60QS000503,105,0,105,0,0
60QS000504,109,28,81,0,0
60QS000505,64,0,64,0,0
60QS000506,59,2,57,0,0
60QS000507,79,1,78,0,0
60QS000508,113,16,97,0,0
60QS000509,158,154,4,0,0
60QS000510,92,1,91,0,0
60QS000511,126,0,126,0,0
60QS000512,51,0,51,0,0
60QS000513,136,98,38,0,0
60QS000514,81,65,16,0,0
60QS000515,67,33,34,0,0
60QS000516,93,49,44,0,0
60QS000517,115,104,11,0,0
60QS000518,137,72,65,0,0
60QS000519,89,61,28,0,0
60QS000520,121,0,121,0,0
60QS000521,98,2,96,0,0
60QS000522,62,5,57,0,0
60QS000523,73,4,69,0,0
60QS000524,98,74,24,0,0
60QS000525,94,68,26,0,0
60QS000526,185,113,72,0,0
60QS000527,191,32,159,0,0
60QS000528,74,51,23,0,0
60QS000529,55,25,30,0,0
60QS000530,194,140,54,0,0
60QS000531,101,14,87,0,0
60QS000532,120,97,23,0,0
60QS000533,91,42,49,0,0
60QS000534,92,54,38,0,0
60QS000535,139,104,35,0,0
60QS000536,84,48,36,0,0
60QS000537,125,84,41,0,0
60QS000538,95,79,16,0,0
60QS000539,83,42,41,0,0
60QS000540,100,70,30,0,0
60QS000541,100,75,25,0,0
60QS000542,147,49,98,0,0
60QS000543,97,28,69,0,0
60QS000544,96,0,96,0,0
60QS000545,83,12,71,0,0
60QS000546,107,0,107,0,0
60QS000547,84,65,19,0,0
60QS000548,89,30,59,0,0
60QS000549,77,5,72,0,0
60QS000550,156,33,123,0,0
60QS000551,149,65,84,0,0
60QS000552,128,7,121,0,0
60QS000553,91,2,89,0,0
60QS000554,88,86,2,0,0
60QS000555,54,54,0,0,0
60QS000556,72,42,30,0,0
60QS000557,83,52,31,0,0
60QS000558,77,44,33,0,0
60QS000559,123,118,5,0,0
60QS000560,94,94,0,0,0
60QS000561,102,59,43,0,0
60QS000562,105,88,17,0,0
60QS000563,86,61,25,0,0
60QS000564,118,90,28,0,0
60QS000565,88,60,28,0,0
60QS000566,117,114,3,0,0
60QS000567,118,109,9,0,0
60QS000568,106,93,13,0,0
60QS000569,104,97,7,0,0
60QS000570,122,64,58,0,0
60QS000571,105,80,25,0,0
60QS000572,109,67,42,0,0
60QS000573,100,95,5,0,0
60QS000574,138,125,13,0,0
60QS000575,103,52,51,0,0
60QS000576,60,3,57,0,0
60QS000577,164,110,54,0,0
60QS000578,86,24,62,0,0
60QS000579,90,73,17,0,0
60QS000580,86,31,55,0,0
60QS000581,81,40,41,0,0
60QS000582,104,71,33,0,0
60QS000583,109,80,29,0,0
60QS000584,83,44,39,0,0
60QS000585,122,101,21,0,0
60QS000586,83,63,20,0,0
60QS000587,148,43,105,0,0
60QS000588,57,42,15,0,0
60QS000589,85,40,45,0,0
60QS000590,112,89,23,0,0
60QS000591,114,91,23,0,0
60QS000592,72,51,21,0,0
60QS000593,127,24,103,0,0
60QS000594,118,52,66,0,0
60QS000595,129,93,36,0,0
60QS000596,72,51,21,0,0
60QS000597,76,58,18,0,0
60QS000598,140,108,32,0,0
60QS000599,153,146,7,0,0
60QS000600,98,76,22,0,0
60QS000601,80,32,48,0,0
60QS000602,93,68,25,0,0
60QS000603,112,102,10,0,0
60QS000604,107,52,55,0,0
60QS000605,103,62,41,0,0
60QS000606,134,132,2,0,0
60QS000607,89,87,2,0,0
60QS000608,79,3,76,0,0
60QS000609,118,1,117,0,0
60QS000610,105,0,105,0,0
60QS000611,136,2,134,0,0
60QS000612,131,86,45,0,0
60QS000613,76,31,45,0,0
60QS000614,69,17,52,0,0
60QS000615,72,17,55,0,0
60QS000616,129,64,65,0,0
60QS000617,74,31,43,0,0
60QS000618,85,56,29,0,0
60QS000619,121,60,61,0,0
60QS000620,98,67,31,0,0
60QS000621,109,50,59,0,0
60QS000622,129,101,28,0,0
60QS000623,137,91,46,0,0
60QS000624,97,93,4,0,0
60QS000625,165,165,0,0,0
60QS000626,130,114,16,0,0
60QS000627,135,31,104,0,0
60QS000628,92,40,52,0,0
60QS000629,128,87,41,0,0
60QS000630,102,70,32,0,0
60QS000631,92,44,48,0,0
60QS000632,79,74,5,0,0
60QS000633,170,136,34,0,0
60QS000634,160,94,66,0,0
60QS000635,150,110,40,0,0
60QS000636,87,34,53,0,0
60QS000637,81,41,40,0,0
60QS000638,142,89,53,0,0
60QS000639,120,56,64,0,0
60QS000640,160,138,22,0,0
60QS000641,154,131,23,0,0
60QS000642,151,94,57,0,0
60QS000643,93,67,26,0,0
60QS000644,103,82,21,0,0
60QS000645,118,55,63,0,0
60QS000646,160,158,2,0,0
60QS000647,116,110,6,0,0
60QS000648,90,88,2,0,0
60QS000649,104,102,2,0,0
60QS000650,133,132,1,0,0
60QS000651,93,90,3,0,0
60QS000652,105,103,2,0,0
60QS000653,199,198,1,0,0
60QS000654,166,164,2,0,0
60QS000655,186,152,34,0,0
60QS000656,145,107,38,0,0
60QS000657,119,66,53,0,0
60QS000658,91,51,40,0,0
60QS000659,90,40,50,0,0
60QS000660,60,54,6,0,0
60QS000661,93,47,46,0,0
60QS000662,168,126,42,0,0
60QS000663,93,62,31,0,0
60QS000664,91,46,45,0,0
60QS000665,94,30,64,0,0
60QS000666,99,27,72,0,0
60QS000667,100,59,41,0,0
60QS000668,101,37,64,0,0
60QS000669,110,59,51,0,0
60QS000670,80,54,26,0,0
60QS000671,97,57,40,0,0
60QS000672,79,74,5,0,0
60QS000673,56,55,1,0,0
60QS000674,50,17,33,0,0
60QS000675,112,61,51,0,0
60QS000676,132,73,59,0,0
60QS000677,138,91,47,0,0
60QS000678,123,13,110,0,0
60QS000679,115,36,79,0,0
60QS000680,103,30,73,0,0
60QS000681,120,44,76,0,0
60QS000682,128,32,96,0,0
60QS000683,133,35,98,0,0
60QS000684,100,1,99,0,0
60QS000685,114,80,34,0,0
60QS000686,134,0,134,0,0
60QS000687,95,1,94,0,0
60QS000688,127,0,127,0,0
60QS000689,86,8,78,0,0
60QS000690,126,2,124,0,0
60QS000691,180,4,176,0,0
60QS000692,96,4,92,0,0
60QS000693,107,28,79,0,0
60QS000694,165,0,165,0,0
60QS000695,111,5,106,0,0
60QS000696,176,13,163,0,0
60QS000697,92,11,81,0,0
60QS000698,130,33,97,0,0
60QS000699,121,13,108,0,0
60QS000700,100,16,84,0,0
60QS000701,89,65,24,0,0
60QS000702,75,44,31,0,0
60QS000703,86,25,61,0,0
60QS000704,119,88,31,0,0
60QS000705,167,158,9,0,0
60QS000706,70,5,65,0,0
60QS000707,70,2,68,0,0
60QS000708,167,166,1,0,0
60QS000709,93,47,46,0,0
60QS000710,216,216,0,0,0
60QS000711,135,134,1,0,0
60QS000712,159,150,9,0,0
60QS000713,113,110,3,0,0
60QS000714,115,113,2,0,0
60QS000715,132,132,0,0,0
60QS000716,151,148,3,0,0
60QS000717,143,142,1,0,0
60QS000718,115,111,4,0,0
60QS000719,117,97,20,0,0
60QS000720,127,81,46,0,0
60QS000721,181,152,29,0,0
60QS000722,168,168,0,0,0
60QS000723,191,191,0,0,0
60QS000724,111,111,0,0,0
60QS000725,94,65,29,0,0
60QS000726,116,114,2,0,0
60QS000727,155,150,5,0,0
60QS000728,126,126,0,0,0
60QS000729,148,144,4,0,0
60QS000730,162,162,0,0,0
60QS000731,128,96,32,0,0
60QS000732,147,146,1,0,0
60QS000733,170,169,1,0,0
60QS000734,86,46,40,0,0
60QS000735,89,34,55,0,0
60QS000736,80,2,78,0,0
60QS000737,91,2,89,0,0
60QS000738,84,5,79,0,0
60QS000739,88,0,88,0,0
60QS000740,107,4,103,0,0
60QS000741,56,0,56,0,0
60QS000742,98,4,94,0,0
60QS000743,93,4,89,0,0
60QS000744,155,100,55,0,0
60QS000745,114,11,77,26,0
60QS000746,69,40,29,0,0
60QS000747,65,4,61,0,0
60QS000748,70,9,61,0,0
60QS000749,115,90,25,0,0
60QS000750,124,0,124,0,0
60QS000751,113,0,113,0,0
60QS000752,93,0,93,0,0
60QS000753,133,4,129,0,0
60QS000754,71,4,67,0,0
60QS000755,60,0,60,0,0
60QS000756,66,0,66,0,0
60QS000757,94,7,87,0,0
60QS000758,160,20,140,0,0
60QS000759,140,1,139,0,0
60QS000760,111,6,105,0,0
60QS000761,123,0,123,0,0
60QS000762,71,2,69,0,0
60QS000763,93,6,87,0,0
60QS000764,105,1,104,0,0
60QS000765,102,8,94,0,0
60QS000766,126,26,100,0,0
60QS000767,124,42,82,0,0
60QS000768,53,39,14,0,0
60QS000769,90,3,87,0,0
60QS000770,213,21,192,0,0
60QS000771,92,0,76,0,16
60QS000772,65,0,65,0,0
60QS000773,82,3,79,0,0
60QS000774,82,12,68,0,2
60QS000775,124,116,8,0,0
60QS000776,132,52,80,0,0
60QS000777,133,16,117,0,0
60QS000778,63,0,63,0,0
60QS000779,190,134,56,0,0
60QS000780,152,90,62,0,0
60QS000781,99,77,22,0,0
60QS000782,131,85,46,0,0
60QS000783,151,90,61,0,0
60QS000784,136,116,20,0,0
60QS000785,119,67,52,0,0
60QS000786,104,80,24,0,0
60QS000787,154,151,3,0,0
60QS000788,134,134,0,0,0
60QS000789,131,131,0,0,0
60QS000790,134,131,3,0,0
60QS000791,66,53,13,0,0
60QS000792,138,131,7,0,0
60QS000793,94,3,91,0,0
60QS000794,127,3,124,0,0
60QS000795,118,30,88,0,0
60QS000796,107,9,98,0,0
60QS000797,101,3,98,0,0
60QS000798,80,77,3,0,0
60QS000799,71,1,70,0,0
60QS000800,114,111,3,0,0
60QS000801,105,101,4,0,0
60QS000802,105,103,2,0,0
60QS000803,123,118,5,0,0
60QS000804,126,125,1,0,0
60QS000805,104,101,3,0,0
60QS000806,114,105,9,0,0
60QS000807,141,135,5,1,0
60QS000808,78,77,1,0,0
60QS000809,89,88,1,0,0
60QS000810,97,96,1,0,0
60QS000811,154,153,1,0,0
60QS000812,92,89,3,0,0
60QS000813,89,72,17,0,0
60QS000814,118,0,118,0,0
60QS000815,72,51,21,0,0
60QS000816,93,2,91,0,0
60QS000817,70,0,70,0,0
60QS000818,92,1,88,0,3
60QS000819,112,3,106,3,0
60QS000820,119,11,108,0,0
60QS000821,142,3,139,0,0
60QS000822,189,6,183,0,0
60QS000823,195,7,188,0,0
60QS000824,189,68,121,0,0
60QS000825,156,0,156,0,0
60QS000826,91,89,2,0,0
60QS000827,113,14,99,0,0
60QS000828,97,93,4,0,0
60QS000829,115,5,110,0,0
60QS000830,93,8,85,0,0
60QS000831,114,2,112,0,0
60QS000832,159,11,148,0,0
60QS000833,162,14,148,0,0
60QS000834,220,107,109,4,0
60QS000835,75,0,75,0,0
60QS000836,112,5,107,0,0
60QS000837,152,7,145,0,0
60QS000838,146,5,141,0,0
60QS000839,178,20,158,0,0
60QS000840,182,64,118,0,0
60QS000841,63,12,51,0,0
60QS000842,166,64,102,0,0
60QS000843,113,85,28,0,0
60QS000844,158,51,107,0,0
60QS000845,100,4,96,0,0
60QS000846,157,42,115,0,0
60QS000847,188,44,144,0,0
60QS000848,118,65,53,0,0
60QS000849,151,11,140,0,0
60QS000850,130,13,117,0,0
60QS000851,159,17,142,0,0
60QS000852,82,30,52,0,0
60QS000853,106,2,104,0,0
60QS000854,104,3,101,0,0
60QS000855,101,4,97,0,0
60QS000856,195,5,190,0,0
60QS000857,72,2,70,0,0
60QS000858,97,4,93,0,0
60QS000859,62,1,61,0,0
60QS000860,182,23,159,0,0
60QS000861,76,2,74,0,0
60QS000862,209,120,89,0,0
60QS000863,131,79,52,0,0
60QS000864,62,2,60,0,0
60QS000865,64,16,48,0,0
60QS000866,103,79,24,0,0
60QS000867,115,3,112,0,0
60QS000868,139,17,122,0,0
60QS000869,126,37,89,0,0
60QS000870,74,71,3,0,0
60QS000871,128,35,93,0,0
60QS000872,166,1,165,0,0
60QS000873,61,37,24,0,0
60QS000874,101,4,97,0,0
60QS000875,76,2,73,1,0
60QS000876,58,2,56,0,0
60QS000877,111,1,110,0,0
60QS000878,128,27,101,0,0
60QS000879,84,0,84,0,0
60QS000880,168,12,156,0,0
60QS000881,80,0,80,0,0
60QS000882,82,24,58,0,0
60QS000883,134,11,123,0,0
60QS000884,141,13,128,0,0
60QS000885,52,0,52,0,0
60QS000886,109,0,109,0,0
60QS000887,72,0,72,0,0
60QS000888,75,15,60,0,0
60QS000889,104,4,100,0,0
60QS000890,76,47,29,0,0
60QS000891,56,8,46,2,0
60QS000892,76,1,75,0,0
60QS000893,83,6,77,0,0
60QS000894,60,0,60,0,0
60QS000895,104,70,34,0,0
60QS000896,68,4,64,0,0
60QS000897,108,6,102,0,0
60QS000898,75,0,75,0,0
60QS000899,65,38,27,0,0
60QS000900,94,2,92,0,0
60QS000901,94,0,94,0,0
60QS000902,125,4,121,0,0
60QS000903,85,10,75,0,0
60QS000904,74,2,72,0,0
60QS000905,91,1,90,0,0
60QS000906,117,3,114,0,0
60QS000907,176,6,170,0,0
60QS000908,210,6,200,0,4
60QS000909,133,20,113,0,0
60QS000910,107,0,104,0,3
60QS000911,100,0,97,0,3
60QS000912,109,43,66,0,0
60QS000913,118,48,70,0,0
60QS000914,90,10,80,0,0
60QS000915,156,9,147,0,0
60QS000916,106,10,96,0,0
60QS000917,120,8,112,0,0
60QS000918,99,3,96,0,0
60QS000919,54,21,33,0,0
60QS000920,126,23,103,0,0
60QS000921,91,25,66,0,0
60QS000922,121,0,121,0,0
60QS000923,107,37,70,0,0
60QS000924,128,0,128,0,0
60QS000925,72,5,67,0,0
60QS000926,101,1,100,0,0
60QS000927,74,6,68,0,0
60QS000928,123,4,119,0,0
60QS000929,91,7,84,0,0
60QS000930,85,21,64,0,0
60QS000931,142,23,119,0,0
60QS000932,87,26,61,0,0
60QS000933,75,12,63,0,0
60QS000934,103,33,70,0,0
60QS000935,137,25,112,0,0
60QS000936,115,2,113,0,0
60QS000937,84,4,80,0,0
60QS000938,66,1,65,0,0
60QS000939,73,9,64,0,0
60QS000940,63,5,58,0,0
60QS000941,83,8,75,0,0
60QS000942,65,6,59,0,0
60QS000943,102,9,93,0,0
60QS000944,67,5,62,0,0
60QS000945,115,8,107,0,0
60QS000946,134,45,86,0,3
60QS000947,116,9,105,0,2
60QS000948,147,1,146,0,0
60QS000949,97,3,94,0,0
60QS000950,55,0,55,0,0
60QS000951,113,0,110,0,3
60QS000952,56,0,56,0,0
60QS000953,143,0,143,0,0
60QS000954,123,0,112,0,11
60QS000955,121,3,118,0,0
60QS000956,67,0,67,0,0
60QS000957,125,0,125,0,0
60QS000958,83,53,30,0,0
60QS000959,139,104,35,0,0
60QS000960,121,5,116,0,0
60QS000961,68,1,67,0,0
60QS000962,106,1,105,0,0
60QS000963,81,0,81,0,0
60QS000964,64,0,64,0,0
60QS000965,82,0,82,0,0
60QS000966,62,0,62,0,0
60QS000967,94,0,94,0,0
60QS000968,119,0,119,0,0
60QS000969,109,0,109,0,0
60QS000970,82,2,80,0,0
60QS000971,95,12,83,0,0
60QS000972,97,3,94,0,0
60QS000973,118,33,85,0,0
60QS000974,131,11,120,0,0
60QS000975,92,12,80,0,0
60QS000976,62,6,56,0,0
60QS000977,94,0,94,0,0
60QS000978,101,8,93,0,0
60QS000979,86,6,80,0,0
60QS000980,115,7,107,1,0
60QS000981,98,2,96,0,0
60QS000982,55,3,52,0,0
60QS000983,132,24,108,0,0
60QS000984,92,5,87,0,0
60QS000985,108,0,108,0,0
60QS000986,71,13,58,0,0
60QS000987,93,4,89,0,0
60QS000988,127,6,121,0,0
60QS000989,98,4,94,0,0
60QS000990,186,5,181,0,0
60QS000991,91,36,54,1,0
60QS000992,60,5,55,0,0
60QS000993,84,2,82,0,0
60QS000994,109,61,48,0,0
60QS000995,75,5,70,0,0
60QS000996,78,1,77,0,0
60QS000997,66,4,62,0,0
60QS000998,81,2,79,0,0
60QS000999,91,0,91,0,0
60QS001000,56,3,53,0,0
60QS001001,80,5,75,0,0
60QS001002,87,0,87,0,0
60QS001003,152,2,150,0,0
60QS001004,59,2,57,0,0
60QS001005,132,5,127,0,0
60QS001006,93,1,92,0,0
60QS001007,94,34,60,0,0
60QS001008,96,52,44,0,0
60QS001009,137,50,87,0,0
60QS001010,132,41,91,0,0
60QS001011,119,40,79,0,0
60QS001012,98,36,62,0,0
60QS001013,72,24,47,1,0
60QS001014,77,4,73,0,0
60QS001015,61,5,56,0,0
60QS001016,126,7,119,0,0
60QS001017,87,0,87,0,0
60QS001018,82,5,77,0,0
60QS001019,116,7,109,0,0
60QS001020,168,146,22,0,0
60QS001021,179,70,109,0,0
60QS001022,154,104,50,0,0
60QS001023,95,6,89,0,0
60QS001024,120,41,79,0,0
60QS001025,143,138,5,0,0
60QS001026,156,148,8,0,0
60QS001027,54,41,13,0,0
60QS001028,91,10,81,0,0
60QS001029,138,116,22,0,0
60QS001030,91,4,87,0,0
60QS001031,137,4,133,0,0
60QS001032,138,0,138,0,0
60QS001033,105,0,105,0,0
60QS001034,123,25,98,0,0
60QS001035,136,134,2,0,0
60QS001036,118,99,19,0,0
60QS001037,65,3,62,0,0
60QS001038,50,0,50,0,0
