"dz_2011","la_name","year","total","white","pakistani","chinese","other"
"S01007846","Dundee City",2001,695,688,1,0,6
"S01007847","Dundee City",2001,1045,1039,0,0,6
"S01007848","Dundee City",2001,829,825,0,0,4
"S01007849","Dundee City",2001,1055,1051,1,0,3
"S01007850","Dundee City",2001,852,844,0,0,8
"S01007851","Dundee City",2001,971,963,0,1,7
"S01007852","Dundee City",2001,660,654,2,0,4
"S01007853","Dundee City",2001,643,627,7,9,0
"S01007854","Dundee City",2001,1013,989,9,5,10
"S01007855","Dundee City",2001,579,562,7,1,9
"S01007856","Dundee City",2001,749,736,0,0,13
"S01007857","Dundee City",2001,527,527,0,0,0
"S01007858","Dundee City",2001,968,958,2,4,4
"S01007859","Dundee City",2001,976,973,0,0,3
"S01007860","Dundee City",2001,724,724,0,0,0
"S01007861","Dundee City",2001,702,702,0,0,0
"S01007862","Dundee City",2001,850,850,0,0,0
"S01007863","Dundee City",2001,933,922,2,0,9
"S01007864","Dundee City",2001,988,981,1,0,6
"S01007865","Dundee City",2001,1236,1192,0,24,20
"S01007866","Dundee City",2001,594,579,8,0,7
"S01007867","Dundee City",2001,1313,1269,0,24,20
"S01007868","Dundee City",2001,1239,1167,3,23,46
"S01007869","Dundee City",2001,866,819,8,11,28
"S01007870","East Ayrshire",2001,544,542,0,0,2
"S01007871","East Ayrshire",2001,817,816,0,0,1
"S01007872","East Ayrshire",2001,919,918,0,0,1
"S01007873","East Ayrshire",2001,949,949,0,0,0
"S01007874","East Ayrshire",2001,701,701,0,0,0
"S01007875","East Ayrshire",2001,610,603,0,0,7
"S01007876","East Ayrshire",2001,889,881,1,4,3
"S01007877","East Ayrshire",2001,1013,1013,0,0,0
"S01007878","East Ayrshire",2001,702,701,0,1,0
"S01007879","East Ayrshire",2001,734,727,6,0,1
"S01007880","East Ayrshire",2001,503,501,0,1,1
"S01007881","East Ayrshire",2001,644,644,0,0,0
"S01007882","East Ayrshire",2001,1155,1144,0,0,11
"S01007883","East Ayrshire",2001,1147,1142,0,0,5
"S01007884","East Ayrshire",2001,606,606,0,0,0
"S01007885","East Ayrshire",2001,774,768,4,0,2
"S01007886","East Ayrshire",2001,941,940,0,0,1
"S01007887","East Ayrshire",2001,545,544,0,0,1
"S01007888","East Ayrshire",2001,1172,1172,0,0,0
"S01007889","East Ayrshire",2001,593,587,2,0,4
"S01007890","East Ayrshire",2001,836,826,0,0,10
"S01007891","East Ayrshire",2001,1166,1155,0,0,11
"S01007892","East Ayrshire",2001,910,905,4,1,0
"S01007893","East Ayrshire",2001,961,956,0,4,1
"S01007894","East Ayrshire",2001,1133,1128,5,0,0
"S01007895","East Ayrshire",2001,553,552,0,0,1
"S01007896","East Ayrshire",2001,935,930,4,0,1
"S01007897","East Ayrshire",2001,530,527,0,0,3
"S01007898","East Ayrshire",2001,694,689,0,0,5
"S01007899","East Ayrshire",2001,450,442,7,0,1
"S01007900","East Ayrshire",2001,632,627,0,0,5
"S01007901","East Ayrshire",2001,701,698,0,0,3
"S01007902","East Ayrshire",2001,981,978,0,1,2
"S01007903","East Ayrshire",2001,797,797,0,0,0
"S01007904","East Ayrshire",2001,822,819,0,0,3
"S01007905","East Ayrshire",2001,866,864,0,0,2
"S01007906","East Ayrshire",2001,835,833,0,0,2
"S01007907","East Ayrshire",2001,608,608,0,0,0
"S01007908","East Ayrshire",2001,919,919,0,0,0
"S01007909","East Ayrshire",2001,533,533,0,0,0
"S01007910","East Ayrshire",2001,1012,1003,4,0,5
"S01007911","East Ayrshire",2001,790,787,0,0,3
"S01007912","East Ayrshire",2001,787,786,0,0,1
"S01007913","East Ayrshire",2001,840,839,0,0,1
"S01007914","East Ayrshire",2001,769,769,0,0,0
"S01007915","East Ayrshire",2001,982,981,0,0,1
"S01007916","East Ayrshire",2001,905,900,0,0,5
"S01007917","East Ayrshire",2001,943,943,0,0,0
"S01007918","East Ayrshire",2001,1008,1007,0,0,1
"S01007919","East Ayrshire",2001,837,822,7,0,8
"S01007920","East Ayrshire",2001,838,793,15,28,2
"S01007921","East Ayrshire",2001,1167,1164,0,0,3
"S01007922","East Ayrshire",2001,932,921,1,6,4
"S01007923","East Ayrshire",2001,911,909,0,0,2
"S01007924","East Ayrshire",2001,1019,1016,0,0,3
"S01007925","East Ayrshire",2001,554,554,0,0,0
"S01007926","East Ayrshire",2001,466,462,0,0,4
"S01007927","East Ayrshire",2001,578,575,0,0,3
"S01007928","East Ayrshire",2001,1058,1052,0,1,5
"S01007929","East Ayrshire",2001,1018,1018,0,0,0
"S01007930","East Ayrshire",2001,549,545,0,1,3
"S01007931","East Ayrshire",2001,1281,1268,3,0,10
"S01007932","East Ayrshire",2001,944,939,1,1,3
"S01007933","East Ayrshire",2001,905,901,0,0,4
"S01007934","East Ayrshire",2001,685,676,8,0,1
"S01007935","East Ayrshire",2001,919,913,0,0,6
"S01007936","East Ayrshire",2001,1052,1029,0,8,15
"S01007937","East Ayrshire",2001,1130,1129,0,0,1
"S01007938","East Ayrshire",2001,779,778,0,0,1
"S01007939","East Ayrshire",2001,946,944,1,0,1
"S01007940","East Ayrshire",2001,1526,1518,2,0,6
"S01007941","East Ayrshire",2001,674,669,0,4,1
"S01007942","East Ayrshire",2001,309,309,0,0,0
"S01007943","East Ayrshire",2001,638,634,2,0,2
"S01007944","East Ayrshire",2001,989,987,0,0,2
"S01007945","East Ayrshire",2001,1174,1173,1,0,0
"S01007946","East Ayrshire",2001,908,906,0,0,2
"S01007947","East Ayrshire",2001,931,930,0,0,1
"S01007948","East Ayrshire",2001,730,723,1,0,6
"S01007949","East Ayrshire",2001,833,831,2,0,0
"S01007950","East Ayrshire",2001,925,916,6,0,3
"S01007951","East Ayrshire",2001,921,915,2,0,4
"S01007952","East Ayrshire",2001,623,617,3,0,3
"S01007953","East Ayrshire",2001,990,990,0,0,0
"S01007954","East Ayrshire",2001,990,986,0,0,4
"S01007955","East Ayrshire",2001,881,874,2,0,5
"S01007956","East Ayrshire",2001,778,777,0,0,1
"S01007957","East Ayrshire",2001,1137,1128,0,0,9
"S01007958","East Ayrshire",2001,920,911,1,1,7
"S01007959","East Ayrshire",2001,878,871,0,6,1
"S01007960","East Ayrshire",2001,827,827,0,0,0
"S01007961","East Ayrshire",2001,1434,1432,1,0,1
"S01007962","East Ayrshire",2001,623,621,0,0,2
"S01007963","East Ayrshire",2001,946,940,0,1,5
"S01007964","East Ayrshire",2001,775,773,0,0,2
"S01007965","East Ayrshire",2001,603,598,0,3,2
"S01007966","East Ayrshire",2001,916,901,5,2,8
"S01007967","East Ayrshire",2001,638,637,0,0,1
"S01007968","East Ayrshire",2001,985,985,0,0,0
"S01007969","East Ayrshire",2001,1026,1022,0,0,4
"S01007970","East Ayrshire",2001,908,907,1,0,0
"S01007971","East Ayrshire",2001,985,977,0,2,6
"S01007972","East Ayrshire",2001,920,916,0,0,4
"S01007973","East Ayrshire",2001,1200,1195,0,5,0
"S01007974","East Ayrshire",2001,860,851,7,1,1
"S01007975","East Ayrshire",2001,904,901,0,0,3
"S01007976","East Ayrshire",2001,822,818,0,1,3
"S01007977","East Ayrshire",2001,800,800,0,0,0
"S01007978","East Ayrshire",2001,744,740,0,3,1
"S01007979","East Ayrshire",2001,905,896,0,4,5
"S01007980","East Ayrshire",2001,725,722,1,0,2
"S01007981","East Ayrshire",2001,622,617,1,1,3
"S01007982","East Ayrshire",2001,601,598,0,0,3
"S01007983","East Ayrshire",2001,805,802,2,0,1
"S01007984","East Ayrshire",2001,858,857,0,0,1
"S01007985","East Ayrshire",2001,950,947,0,0,3
"S01007986","East Ayrshire",2001,684,684,0,0,0
"S01007987","East Ayrshire",2001,854,852,0,2,0
"S01007988","East Ayrshire",2001,1067,1063,1,2,1
"S01007989","East Ayrshire",2001,828,812,14,0,2
"S01007990","East Ayrshire",2001,964,957,5,0,2
"S01007991","East Ayrshire",2001,920,895,0,16,9
"S01007992","East Ayrshire",2001,610,588,10,10,2
"S01007993","East Ayrshire",2001,928,928,0,0,0
"S01007994","East Ayrshire",2001,931,902,0,15,14
"S01007995","East Ayrshire",2001,998,987,2,2,7
"S01007996","East Ayrshire",2001,500,497,0,0,3
"S01007997","East Ayrshire",2001,798,781,0,10,7
"S01007998","East Ayrshire",2001,550,545,0,0,5
"S01007999","East Ayrshire",2001,699,698,0,0,1
"S01008000","East Ayrshire",2001,927,926,0,0,1
"S01008001","East Ayrshire",2001,902,898,0,0,4
"S01008002","East Ayrshire",2001,827,817,0,5,5
"S01008003","East Ayrshire",2001,650,630,0,18,2
"S01008004","East Ayrshire",2001,646,643,0,3,0
"S01008005","East Ayrshire",2001,662,652,0,3,7
"S01008006","East Ayrshire",2001,520,510,0,1,9
"S01008007","East Ayrshire",2001,545,540,1,2,2
"S01008008","East Ayrshire",2001,661,656,0,0,5
"S01008009","East Ayrshire",2001,633,627,0,0,6
"S01008010","East Ayrshire",2001,872,859,1,4,8
"S01008011","East Ayrshire",2001,719,709,1,3,6
"S01008012","East Ayrshire",2001,1171,1164,2,2,3
"S01008013","East Ayrshire",2001,711,710,0,0,1
"S01008014","East Ayrshire",2001,600,600,0,0,0
"S01008015","East Ayrshire",2001,785,781,0,1,3
"S01008016","East Ayrshire",2001,825,818,0,0,7
"S01008017","East Ayrshire",2001,969,951,1,6,11
"S01008018","East Ayrshire",2001,635,626,0,7,2
"S01008019","East Ayrshire",2001,747,746,0,0,1
"S01008020","East Ayrshire",2001,598,589,5,2,2
"S01008021","East Ayrshire",2001,600,600,0,0,0
"S01008022","East Ayrshire",2001,813,794,0,18,1
"S01008023","East Ayrshire",2001,849,827,6,16,0
"S01008024","East Ayrshire",2001,680,680,0,0,0
"S01008025","East Ayrshire",2001,773,762,0,5,6
"S01008026","East Ayrshire",2001,998,996,0,0,2
"S01008027","East Ayrshire",2001,683,657,10,0,16
"S01008028","East Ayrshire",2001,674,644,15,0,15
"S01008029","East Ayrshire",2001,1040,1037,0,3,0
"S01008030","East Ayrshire",2001,1336,1327,0,2,7
"S01008031","East Ayrshire",2001,848,845,0,0,3
"S01008032","East Ayrshire",2001,908,905,0,0,3
"S01008033","East Dunbartonshire",2001,838,803,5,14,16
"S01008034","East Dunbartonshire",2001,1034,995,2,17,20
"S01008035","East Dunbartonshire",2001,645,633,0,0,12
"S01008036","East Dunbartonshire",2001,705,704,0,0,1
"S01008037","East Dunbartonshire",2001,1014,993,13,0,8
"S01008038","East Dunbartonshire",2001,883,874,0,0,9
"S01008039","East Dunbartonshire",2001,865,854,0,0,11
"S01008040","East Dunbartonshire",2001,892,863,0,4,25
"S01008041","East Dunbartonshire",2001,859,838,0,10,11
"S01008042","East Dunbartonshire",2001,587,573,4,3,7
"S01008043","East Dunbartonshire",2001,927,927,0,0,0
"S01008044","East Dunbartonshire",2001,955,949,0,0,6
"S01008045","East Dunbartonshire",2001,1027,975,7,9,36
"S01008046","East Dunbartonshire",2001,1023,1004,6,0,13
"S01008047","East Dunbartonshire",2001,729,719,0,4,6
"S01008048","East Dunbartonshire",2001,624,610,1,0,13
"S01008049","East Dunbartonshire",2001,834,813,2,6,13
"S01008050","East Dunbartonshire",2001,612,571,0,0,41
"S01008051","East Dunbartonshire",2001,1101,1078,2,8,13
"S01008052","East Dunbartonshire",2001,855,819,0,3,33
"S01008053","East Dunbartonshire",2001,579,564,1,4,10
"S01008054","East Dunbartonshire",2001,807,776,6,7,18
"S01008055","East Dunbartonshire",2001,1019,997,0,3,19
"S01008056","East Dunbartonshire",2001,848,794,8,8,38
"S01008057","East Dunbartonshire",2001,1027,989,4,5,29
"S01008058","East Dunbartonshire",2001,962,844,3,21,94
"S01008059","East Dunbartonshire",2001,770,716,14,13,27
"S01008060","East Dunbartonshire",2001,1005,927,5,15,58
"S01008061","East Dunbartonshire",2001,949,916,0,14,19
"S01008062","East Dunbartonshire",2001,941,902,5,17,17
"S01008063","East Dunbartonshire",2001,1096,1032,13,5,46
"S01008064","East Dunbartonshire",2001,772,744,4,0,24
"S01008065","East Dunbartonshire",2001,1063,1022,14,1,26
"S01008066","East Dunbartonshire",2001,1009,985,0,1,23
"S01008067","East Dunbartonshire",2001,882,830,17,12,23
"S01008068","East Dunbartonshire",2001,1153,1098,8,0,47
"S01008069","East Dunbartonshire",2001,954,908,5,4,37
"S01008070","East Dunbartonshire",2001,980,962,0,3,15
"S01008071","East Dunbartonshire",2001,749,728,1,3,17
"S01008072","East Dunbartonshire",2001,1049,986,10,16,37
"S01008073","East Dunbartonshire",2001,478,426,4,3,45
"S01008074","East Dunbartonshire",2001,990,939,16,0,35
"S01008075","East Dunbartonshire",2001,620,567,8,3,42
"S01008076","East Dunbartonshire",2001,659,634,0,0,25
"S01008077","East Dunbartonshire",2001,914,880,9,2,23
"S01008078","East Dunbartonshire",2001,835,784,9,3,39
"S01008079","East Dunbartonshire",2001,918,885,6,3,24
"S01008080","East Dunbartonshire",2001,702,678,8,0,16
"S01008081","East Dunbartonshire",2001,602,550,13,16,23
"S01008082","East Dunbartonshire",2001,797,722,12,8,55
"S01008083","East Dunbartonshire",2001,775,678,33,0,64
"S01008084","East Dunbartonshire",2001,991,988,0,0,3
"S01008085","East Dunbartonshire",2001,1014,992,0,6,16
"S01008086","East Dunbartonshire",2001,1038,1033,1,0,4
"S01008087","East Dunbartonshire",2001,915,877,1,0,37
"S01008088","East Dunbartonshire",2001,974,935,0,10,29
"S01008089","East Dunbartonshire",2001,706,677,0,5,24
"S01008090","East Dunbartonshire",2001,798,759,12,4,23
"S01008091","East Dunbartonshire",2001,455,451,0,0,4
"S01008092","East Dunbartonshire",2001,1088,1046,0,8,34
"S01008093","East Dunbartonshire",2001,805,790,0,0,15
"S01008094","East Dunbartonshire",2001,653,602,8,18,25
"S01008095","East Dunbartonshire",2001,805,780,9,3,13
"S01008096","East Dunbartonshire",2001,829,824,4,0,1
"S01008097","East Dunbartonshire",2001,619,601,0,7,11
"S01008098","East Dunbartonshire",2001,784,775,0,2,7
"S01008099","East Dunbartonshire",2001,498,485,0,0,13
"S01008100","East Dunbartonshire",2001,985,864,35,62,24
"S01008101","East Dunbartonshire",2001,999,957,2,24,16
"S01008102","East Dunbartonshire",2001,980,934,8,17,21
"S01008103","East Dunbartonshire",2001,616,608,0,0,8
"S01008104","East Dunbartonshire",2001,1014,1012,0,1,1
"S01008105","East Dunbartonshire",2001,1202,1158,7,0,37
"S01008106","East Dunbartonshire",2001,866,839,8,5,14
"S01008107","East Dunbartonshire",2001,650,645,0,0,5
"S01008108","East Dunbartonshire",2001,964,877,16,5,66
"S01008109","East Dunbartonshire",2001,1027,986,1,0,40
"S01008110","East Dunbartonshire",2001,930,865,10,9,46
"S01008111","East Dunbartonshire",2001,974,950,8,0,16
"S01008112","East Dunbartonshire",2001,917,863,9,3,42
"S01008113","East Dunbartonshire",2001,1124,1067,9,4,44
"S01008114","East Dunbartonshire",2001,744,728,5,0,11
"S01008115","East Dunbartonshire",2001,1015,860,10,17,128
"S01008116","East Dunbartonshire",2001,1060,1019,0,1,40
"S01008117","East Dunbartonshire",2001,876,860,0,0,16
"S01008118","East Dunbartonshire",2001,1194,1187,1,0,6
"S01008119","East Dunbartonshire",2001,678,672,0,0,6
"S01008120","East Dunbartonshire",2001,832,825,0,0,7
"S01008121","East Dunbartonshire",2001,695,690,0,0,5
"S01008122","East Dunbartonshire",2001,747,711,9,0,27
"S01008123","East Dunbartonshire",2001,930,908,12,2,8
"S01008124","East Dunbartonshire",2001,886,864,6,6,10
"S01008125","East Dunbartonshire",2001,1063,1046,0,0,17
"S01008126","East Dunbartonshire",2001,898,870,0,12,16
"S01008127","East Dunbartonshire",2001,532,522,0,6,4
"S01008128","East Dunbartonshire",2001,841,835,0,0,6
"S01008129","East Dunbartonshire",2001,988,959,6,0,23
"S01008130","East Dunbartonshire",2001,881,876,0,0,5
"S01008131","East Dunbartonshire",2001,924,917,0,0,7
"S01008132","East Dunbartonshire",2001,1018,1008,1,3,6
"S01008133","East Dunbartonshire",2001,594,594,0,0,0
"S01008134","East Dunbartonshire",2001,591,579,0,3,9
"S01008135","East Dunbartonshire",2001,1181,1154,5,10,12
"S01008136","East Dunbartonshire",2001,932,913,0,0,19
"S01008137","East Dunbartonshire",2001,1022,1020,0,0,2
"S01008138","East Dunbartonshire",2001,1098,1093,3,2,0
"S01008139","East Dunbartonshire",2001,1222,1211,0,3,8
"S01008140","East Dunbartonshire",2001,628,628,0,0,0
"S01008141","East Dunbartonshire",2001,912,900,0,10,2
"S01008142","East Dunbartonshire",2001,911,909,0,2,0
"S01008143","East Dunbartonshire",2001,1003,996,0,1,6
"S01008144","East Dunbartonshire",2001,731,727,0,0,4
"S01008145","East Dunbartonshire",2001,842,839,1,0,2
"S01008146","East Dunbartonshire",2001,797,786,1,0,10
"S01008147","East Dunbartonshire",2001,844,844,0,0,0
"S01008148","East Dunbartonshire",2001,836,831,2,0,3
"S01008149","East Dunbartonshire",2001,712,709,0,0,3
"S01008150","East Dunbartonshire",2001,963,959,0,0,4
"S01008151","East Dunbartonshire",2001,1047,1042,0,0,5
"S01008152","East Dunbartonshire",2001,1317,1294,14,1,8
"S01008153","East Dunbartonshire",2001,1052,1042,0,2,8
"S01008154","East Dunbartonshire",2001,878,877,0,0,1
"S01008155","East Dunbartonshire",2001,740,740,0,0,0
"S01008156","East Dunbartonshire",2001,1112,1105,0,2,5
"S01008157","East Dunbartonshire",2001,762,756,0,0,6
"S01008158","East Dunbartonshire",2001,1035,1020,5,0,10
"S01008159","East Dunbartonshire",2001,1230,1227,2,0,1
"S01008160","East Dunbartonshire",2001,938,931,5,0,2
"S01008161","East Dunbartonshire",2001,1003,979,11,1,12
"S01008162","East Dunbartonshire",2001,1544,1525,2,0,17
"S01008163","East Lothian",2001,781,778,0,0,3
"S01008164","East Lothian",2001,669,656,0,0,13
"S01008165","East Lothian",2001,652,652,0,0,0
"S01008166","East Lothian",2001,568,563,0,0,5
"S01008167","East Lothian",2001,752,750,0,0,2
"S01008168","East Lothian",2001,848,847,0,0,1
"S01008169","East Lothian",2001,991,985,0,0,6
"S01008170","East Lothian",2001,638,627,5,0,6
"S01008171","East Lothian",2001,774,769,3,0,2
"S01008172","East Lothian",2001,582,581,0,0,1
"S01008173","East Lothian",2001,916,913,0,2,1
"S01008174","East Lothian",2001,581,581,0,0,0
"S01008175","East Lothian",2001,780,777,0,0,3
"S01008176","East Lothian",2001,818,816,0,0,2
"S01008177","East Lothian",2001,1079,1078,1,0,0
"S01008178","East Lothian",2001,729,728,0,0,1
"S01008179","East Lothian",2001,799,775,14,8,2
"S01008180","East Lothian",2001,518,500,12,5,1
"S01008181","East Lothian",2001,637,631,0,0,6
"S01008182","East Lothian",2001,990,982,0,2,6
"S01008183","East Lothian",2001,766,764,0,0,2
"S01008184","East Lothian",2001,793,779,7,0,7
"S01008185","East Lothian",2001,1043,1035,0,1,7
"S01008186","East Lothian",2001,702,692,0,5,5
"S01008187","East Lothian",2001,547,538,0,5,4
"S01008188","East Lothian",2001,875,864,0,0,11
"S01008189","East Lothian",2001,601,596,0,0,5
"S01008190","East Lothian",2001,924,914,0,0,10
"S01008191","East Lothian",2001,484,484,0,0,0
"S01008192","East Lothian",2001,880,853,1,14,12
"S01008193","East Lothian",2001,805,798,0,3,4
"S01008194","East Lothian",2001,750,748,0,0,2
"S01008195","East Lothian",2001,768,757,8,2,1
"S01008196","East Lothian",2001,782,775,6,0,1
"S01008197","East Lothian",2001,726,720,0,0,6
"S01008198","East Lothian",2001,723,711,4,0,8
"S01008199","East Lothian",2001,861,853,1,0,7
"S01008200","East Lothian",2001,714,710,0,1,3
"S01008201","East Lothian",2001,756,754,0,0,2
"S01008202","East Lothian",2001,615,613,1,0,1
"S01008203","East Lothian",2001,548,535,0,8,5
"S01008204","East Lothian",2001,924,922,1,0,1
"S01008205","East Lothian",2001,763,761,0,0,2
"S01008206","East Lothian",2001,585,583,0,0,2
"S01008207","East Lothian",2001,585,580,0,0,5
"S01008208","East Lothian",2001,968,968,0,0,0
"S01008209","East Lothian",2001,201,201,0,0,0
"S01008210","East Lothian",2001,970,964,0,0,6
"S01008211","East Lothian",2001,883,880,0,0,3
"S01008212","East Lothian",2001,619,619,0,0,0
"S01008213","East Lothian",2001,1045,1030,0,3,12
"S01008214","East Lothian",2001,675,674,0,0,1
"S01008215","East Lothian",2001,742,735,1,2,4
"S01008216","East Lothian",2001,575,567,6,2,0
"S01008217","East Lothian",2001,645,640,1,0,4
"S01008218","East Lothian",2001,891,881,0,5,5
"S01008219","East Lothian",2001,880,875,0,0,5
"S01008220","East Lothian",2001,682,678,1,0,3
"S01008221","East Lothian",2001,733,726,2,0,5
"S01008222","East Lothian",2001,629,626,0,0,3
"S01008223","East Lothian",2001,593,593,0,0,0
"S01008224","East Lothian",2001,962,956,0,0,6
"S01008225","East Lothian",2001,776,768,0,0,8
"S01008226","East Lothian",2001,823,818,2,0,3
"S01008227","East Lothian",2001,784,782,0,0,2
"S01008228","East Lothian",2001,558,552,1,0,5
"S01008229","East Lothian",2001,684,684,0,0,0
"S01008230","East Lothian",2001,833,824,0,0,9
"S01008231","East Lothian",2001,400,400,0,0,0
"S01008232","East Lothian",2001,324,324,0,0,0
"S01008233","East Lothian",2001,304,304,0,0,0
"S01008234","East Lothian",2001,514,514,0,0,0
"S01008235","East Lothian",2001,964,962,1,0,1
"S01008236","East Lothian",2001,925,924,0,0,1
"S01008237","East Lothian",2001,1043,1040,0,0,3
"S01008238","East Lothian",2001,689,685,0,0,4
"S01008239","East Lothian",2001,790,790,0,0,0
"S01008240","East Lothian",2001,941,936,0,0,5
"S01008241","East Lothian",2001,873,865,0,0,8
"S01008242","East Lothian",2001,950,945,0,1,4
"S01008243","East Lothian",2001,837,837,0,0,0
"S01008244","East Lothian",2001,609,602,5,0,2
"S01008245","East Lothian",2001,993,989,0,0,4
"S01008246","East Lothian",2001,1056,1043,0,0,13
"S01008247","East Lothian",2001,979,970,0,2,7
"S01008248","East Lothian",2001,1013,1011,0,0,2
"S01008249","East Lothian",2001,809,807,0,0,2
"S01008250","East Lothian",2001,1072,1069,0,0,3
"S01008251","East Lothian",2001,776,768,0,4,4
"S01008252","East Lothian",2001,848,843,1,0,4
"S01008253","East Lothian",2001,725,717,0,0,8
"S01008254","East Lothian",2001,1051,1050,0,1,0
"S01008255","East Lothian",2001,806,796,0,3,7
"S01008256","East Lothian",2001,907,900,0,0,7
"S01008257","East Lothian",2001,634,628,0,2,4
"S01008258","East Lothian",2001,900,898,0,0,2
"S01008259","East Lothian",2001,678,671,0,1,6
"S01008260","East Lothian",2001,774,767,0,1,6
"S01008261","East Lothian",2001,942,928,1,1,12
"S01008262","East Lothian",2001,761,752,2,0,7
"S01008263","East Lothian",2001,563,558,4,0,1
"S01008264","East Lothian",2001,591,587,0,0,4
"S01008265","East Lothian",2001,645,643,0,0,2
"S01008266","East Lothian",2001,652,649,0,1,2
"S01008267","East Lothian",2001,800,793,0,0,7
"S01008268","East Lothian",2001,692,687,0,1,4
"S01008269","East Lothian",2001,945,935,0,0,10
"S01008270","East Lothian",2001,869,863,0,0,6
"S01008271","East Lothian",2001,639,637,0,0,2
"S01008272","East Lothian",2001,1053,1049,0,0,4
"S01008273","East Lothian",2001,889,889,0,0,0
"S01008274","East Lothian",2001,769,767,2,0,0
"S01008275","East Lothian",2001,612,610,0,0,2
"S01008276","East Lothian",2001,543,542,0,0,1
"S01008277","East Lothian",2001,512,511,0,1,0
"S01008278","East Lothian",2001,997,986,0,5,6
"S01008279","East Lothian",2001,762,761,0,0,1
"S01008280","East Lothian",2001,1054,1040,0,0,14
"S01008281","East Lothian",2001,1095,1090,0,2,3
"S01008282","East Lothian",2001,662,659,0,0,3
"S01008283","East Lothian",2001,599,599,0,0,0
"S01008284","East Lothian",2001,789,769,0,9,11
"S01008285","East Lothian",2001,937,922,3,2,10
"S01008286","East Lothian",2001,776,773,3,0,0
"S01008287","East Lothian",2001,898,897,0,0,1
"S01008288","East Lothian",2001,1018,1004,8,0,6
"S01008289","East Lothian",2001,669,660,0,0,9
"S01008290","East Lothian",2001,994,991,0,0,3
"S01008291","East Lothian",2001,873,867,0,5,1
"S01008292","East Lothian",2001,739,739,0,0,0
"S01008293","East Lothian",2001,402,387,0,9,6
"S01008294","East Lothian",2001,1011,1011,0,0,0
"S01008295","East Renfrewshire",2001,1148,1145,1,1,1
"S01008296","East Renfrewshire",2001,842,842,0,0,0
"S01008297","East Renfrewshire",2001,672,671,1,0,0
"S01008298","East Renfrewshire",2001,788,783,1,0,4
"S01008299","East Renfrewshire",2001,1065,1062,0,2,1
"S01008300","East Renfrewshire",2001,936,936,0,0,0
"S01008301","East Renfrewshire",2001,1193,1181,4,5,3
"S01008302","East Renfrewshire",2001,844,834,0,0,10
"S01008303","East Renfrewshire",2001,702,697,0,0,5
"S01008304","East Renfrewshire",2001,542,527,15,0,0
"S01008305","East Renfrewshire",2001,874,871,0,2,1
"S01008306","East Renfrewshire",2001,679,679,0,0,0
"S01008307","East Renfrewshire",2001,629,625,0,1,3
"S01008308","East Renfrewshire",2001,642,634,0,0,8
"S01008309","East Renfrewshire",2001,822,817,0,0,5
"S01008310","East Renfrewshire",2001,993,990,0,0,3
"S01008311","East Renfrewshire",2001,431,429,0,1,1
"S01008312","East Renfrewshire",2001,406,406,0,0,0
"S01008313","East Renfrewshire",2001,904,898,4,2,0
"S01008314","East Renfrewshire",2001,905,884,0,8,13
"S01008315","East Renfrewshire",2001,910,907,0,0,3
"S01008316","East Renfrewshire",2001,638,630,2,1,5
"S01008317","East Renfrewshire",2001,753,735,15,0,3
"S01008318","East Renfrewshire",2001,909,903,0,0,6
"S01008319","East Renfrewshire",2001,761,757,1,1,2
"S01008320","East Renfrewshire",2001,731,729,0,0,2
"S01008321","East Renfrewshire",2001,616,601,9,4,2
"S01008322","East Renfrewshire",2001,1018,1010,5,0,3
"S01008323","East Renfrewshire",2001,851,844,0,0,7
"S01008324","East Renfrewshire",2001,650,645,0,0,5
"S01008325","East Renfrewshire",2001,896,874,8,0,14
"S01008326","East Renfrewshire",2001,1279,1267,12,0,0
"S01008327","East Renfrewshire",2001,874,870,0,0,4
"S01008328","East Renfrewshire",2001,837,780,30,17,10
"S01008329","East Renfrewshire",2001,1250,1048,123,9,70
"S01008330","East Renfrewshire",2001,1205,998,117,5,85
"S01008331","East Renfrewshire",2001,605,542,20,13,30
"S01008332","East Renfrewshire",2001,943,848,43,13,39
"S01008333","East Renfrewshire",2001,1164,1112,26,5,21
"S01008334","East Renfrewshire",2001,898,865,9,9,15
"S01008335","East Renfrewshire",2001,680,644,21,0,15
"S01008336","East Renfrewshire",2001,848,765,35,4,44
"S01008337","East Renfrewshire",2001,789,769,11,9,0
"S01008338","East Renfrewshire",2001,808,731,16,35,26
"S01008339","East Renfrewshire",2001,590,549,12,1,28
"S01008340","East Renfrewshire",2001,979,848,77,7,47
"S01008341","East Renfrewshire",2001,666,617,17,17,15
"S01008342","East Renfrewshire",2001,988,942,28,2,16
"S01008343","East Renfrewshire",2001,819,770,17,3,29
"S01008344","East Renfrewshire",2001,843,755,58,4,26
"S01008345","East Renfrewshire",2001,1160,1053,59,1,47
"S01008346","East Renfrewshire",2001,1189,1148,20,0,21
"S01008347","East Renfrewshire",2001,1134,1099,21,2,12
"S01008348","East Renfrewshire",2001,736,703,12,6,15
"S01008349","East Renfrewshire",2001,892,819,9,12,52
"S01008350","East Renfrewshire",2001,601,589,7,0,5
"S01008351","East Renfrewshire",2001,937,913,9,5,10
"S01008352","East Renfrewshire",2001,649,629,18,0,2
"S01008353","East Renfrewshire",2001,527,509,5,0,13
"S01008354","East Renfrewshire",2001,1264,1207,7,30,20
"S01008355","East Renfrewshire",2001,740,736,1,0,3
